"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
1116,602,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Journeyman Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],377,"","",""
1117,603,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Journeyman Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],377,"","",""
1118,604,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],377,"","",""
1119,605,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],377,"","",""
1120,606,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],377,"","",""
1121,607,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],377,"","",""
1122,608,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Grandmaster Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],377,"","",""
1123,609,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Grandmaster Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],377,"","",""
1124,610,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Grandmaster Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],377,"","",""
1125,611,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Grandmaster Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],377,"","",""
1126,612,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Mace or Axe to the Seraph Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",358,"","",""
1127,613,1,1,"grant_micro","","","Adds the luminous Challenger's Golden Halo to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",382,"","",""
1128,614,1,1,"grant_micro","","","Adds the lustrous Challenger's Silver Halo to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",382,"","",""
1129,615,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the Razor Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",367,"","",""
1130,616,1,1,"grant_micro","","","Adds the Hussar Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],382,"","",""
1131,617,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a theatrical mask depicting Kaom.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1132,618,20,1,"grant_micro","","","Your Ice Spear becomes a shattering icy swordfish.",[],"","Ice Spear Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],353,"","",""
1133,619,20,1,"grant_micro","","","Your Reave becomes a wave of demonic energy.",[],"","Reave Skin","",[],[],0,"",0,"","",[],[],[],17,[37],351,"","",""
1134,620,20,1,"grant_micro","","","Your Flameblast becomes a powerful demonic explosion.",[],"","Flameblast Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],351,"","",""
1135,621,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Sabretooth Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],371,"","",""
1136,622,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Corrupted Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],371,"","",""
1137,623,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Rhoa Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],371,"","",""
1138,624,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Cow Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],371,"","",""
1139,625,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the a blood-drenched gore skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],347,"","",""
1140,626,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Seraph Shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],358,"","",""
1141,627,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a fearsome jack-o'-lantern.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1142,628,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a pointy witch's hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1143,629,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Marylene.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1144,630,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Ondar.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1145,631,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Victario.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1146,632,20,1,"grant_micro","","","Your Discharge becomes an explosive flare effect.",[],"","Discharge Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],382,"","",""
1147,633,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Eagle Claw Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",382,"","",""
1148,634,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Serpent Egg Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",382,"","",""
1149,635,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Steam-powered Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",355,"","",""
1150,636,20,1,"grant_micro","","","Your Flicker Strike becomes a cloud of vapour.",[],"","Flicker Strike Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],382,"","",""
1151,637,20,1,"grant_micro","","","Your Flicker Strike becomes a ghostly smoke.",[],"","Flicker Strike Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],348,"","",""
1152,638,1,1,"modify_portal_variation","","","This character's portals use the Arctic effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],353,"","",""
1153,639,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Steam-powered helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],355,"","",""
1154,640,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Steam-powered boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],355,"","",""
1155,641,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Steam-powered gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],355,"","",""
1156,642,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Steam-powered body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],355,"","",""
1157,643,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gem-powered body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],382,"","",""
1158,644,1,1,"grant_micro","","","Adds the Steam-powered Engine Back Attachment to the equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],355,"","",""
1159,645,20,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with rich grass and vegetation.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],357,"","",""
1160,646,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Seraph Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],358,"","",""
1161,647,20,1,"grant_micro","","","Adds a parasitic creature to your character's face.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],382,"","",""
1162,648,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Demon King helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],351,"","",""
1163,649,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Demon King boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],351,"","",""
1164,650,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon King gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],351,"","",""
1165,651,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Demon King body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],351,"","",""
1166,652,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Demon King Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],351,"","",""
1167,653,20,1,"grant_micro","","","Adds the Azure Seraph effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",354,"","",""
1168,654,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Infernal helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],343,"","",""
1169,655,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Infernal boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],343,"","",""
1170,656,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Infernal gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],343,"","",""
1171,657,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Infernal body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],343,"","",""
1172,658,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Necrotic helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],344,"","",""
1173,659,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Necrotic boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],344,"","",""
1174,660,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Necrotic gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],344,"","",""
1175,661,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Necrotic body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],344,"","",""
1176,662,20,1,"grant_micro","","","Adds the Awakening effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",378,"","",""
1177,663,1,1,"grant_micro","","","The Shade of Axiom possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],378,"","",""
1178,664,20,1,"grant_micro","","","Adds the Axiom effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",378,"","",""
1179,665,1,1,"grant_micro","","","The Overlord of Highgate possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],378,"","",""
1180,666,20,1,"grant_micro","","","Adds the Highgate effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",378,"","",""
1181,667,1,1,"grant_micro","","","The Harbinger of Lunaris possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],378,"","",""
1182,668,20,1,"grant_micro","","","Adds the Lunaris effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",378,"","",""
1183,669,1,1,"grant_micro","","","The Bloodletter of the Vaal possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],378,"","",""
1184,670,20,1,"grant_micro","","","Adds the Vaal effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",378,"","",""
1185,671,1,1,"grant_micro","","","Adds the Axiom Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],378,"","",""
1186,672,1,1,"grant_micro","","","Adds the Vaal Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],378,"","",""
1187,673,1,1,"grant_micro","","","Adds the Lunaris Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],378,"","",""
1188,674,1,1,"grant_micro","","","Adds the Highgate Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],378,"","",""
1189,675,1,1,"grant_micro","","","Adds the Raven Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],371,"","",""
1190,676,20,1,"grant_micro","","","Your Righteous Fire becomes divine white flames.",[],"","Righteous Fire Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],362,"","",""
1191,677,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],382,"","",""
1192,678,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],382,"","",""
1193,679,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],382,"","",""
1194,680,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],382,"","",""
1195,681,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a webbed, spider-inhabited witch's hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1196,682,20,1,"grant_micro","","","Your Holy Flame Totem becomes possessed with ghostly fire.",[],"","Holy Flame Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],348,"","",""
1197,683,20,1,"grant_micro","","","The standard skin on your Raised spectres are replaced by an Ebony skin.",[],"","Raise Spectre Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],361,"","",""
1198,684,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an eagle guardian.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],371,"","",""
1199,685,20,1,"grant_micro","","","Your Herald of Ash becomes infused with ghostly fire.",[],"","Herald of Ash Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],348,"","",""
1200,686,20,1,"grant_micro","","","Your Rolling Magma becomes a flammable concoction.",[],"","Rolling Magma Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],364,"","",""
1201,687,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an ancient ziggurat.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],382,"","",""
1202,688,1,1,"grant_micro","","","Changes the appearance of any equipped headdress with Rigwald's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],373,"","",""
1203,689,1,1,"grant_micro","","","Changes the appearance of any equipped boots with Rigwald's Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],373,"","",""
1204,690,1,1,"grant_micro","","","Changes the appearance of any equipped gloves with Rigwald's Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],373,"","",""
1205,691,1,1,"grant_micro","","","Changes the appearance of any equipped body armour with Rigwald's Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],373,"","",""
1206,692,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Gore Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],347,"","",""
1207,693,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gore Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],347,"","",""
1208,694,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gore Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],347,"","",""
1209,695,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gore Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],347,"","",""
1210,696,1,1,"grant_micro","","","Adds the Aspirant Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],379,"","",""
1211,697,1,1,"grant_micro","","","Adds the Challenger Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],379,"","",""
1212,698,1,1,"grant_micro","","","Adds the Sovereign Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],379,"","",""
1213,699,1,1,"grant_micro","","","Adds the Ascendant Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],379,"","",""
1214,700,1,1,"modify_portal_variation","","","This character's portals use the Aspirant effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],379,"","",""
1215,701,1,1,"modify_portal_variation","","","This character's portals use the Challenger effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],379,"","",""
1216,702,1,1,"modify_portal_variation","","","This character's portals use the Sovereign effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],379,"","",""
