"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","i32","i32","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","[rid]","bool"
938,4718,1,5589,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],50884,0,0,[],0,0,[],[],[],[],[],""
939,4718,4,5589,[],[],8455,"","[1783,173,172,175]","[1,9,10,-50]",0,"",[],0,"","","",[],51176,0,0,[],0,0,[],[],[],[],[],""
940,4729,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
941,4729,1,2487,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],51224,0,0,[],0,0,[],[],[],[],[],""
942,4729,4,2487,[],[],8455,"","[173,1783,347]","[6,1,10]",0,2484,[],0,"","","",[],51524,0,0,[],0,0,[],[],[],[],[],""
943,4729,2,217,[],[],8508,"",[347],[6],0,"",[4774],0,"","","on_event_triggerground_for_NewShieldCharge = \""TriggerSkill(MetamorphosisCastBurningGround);\""",[],52402,0,0,[],0,0,[],[],[],[],[],""
944,4730,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
945,4730,1,217,[],[],8507,"",[],[],0,"",[],0,"","","",[],52402,0,0,[],0,0,[],[],[],[],[],""
946,4731,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
947,4731,1,2487,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],51224,0,0,[],0,0,[],[],[],[],[],""
948,4731,4,2487,[],[],8455,"","[173,1783,347]","[6,1,10]",0,2484,[],0,"","","",[],51524,0,0,[],0,0,[],[],[],[],[],""
949,4731,3,2396,[],[],2396,"","[5782,357]","[120,6000]",0,"",[],0,"","","",[],51652,0,0,[],0,0,[],[],[],[],[],""
950,4946,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
951,4946,2,2606,[],[],8523,"","[357,3903,1215]","[2000,-33,100]",0,"",[],0,"","","",[],52592,0,83,[],0,0,[],[],[],[],[],""
952,4946,3,2606,[],[],8493,"","[357,3903]","[2000,-33]",0,"",[],0,"","","",[],52660,0,84,[],0,0,[],[],[],[],[],""
953,4946,4,2606,[],[],8477,"",[357],[2000],0,"",[],0,"","","",[],52700,0,51,[],100,0,[],[],[],[],[],""
954,5064,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
955,5064,1,5710,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],52740,0,0,[],0,0,[],[],[],[],[],""
956,5064,2,5704,[],[],8454,"","[1927,482]","[-60,50]",0,"",[],0,"","","",[],52814,0,0,[],0,0,[],[],[],[],[],""
957,5064,3,5712,[],[],8455,"",[173],[6],0,"",[],0,"","","",[],52860,0,0,[],0,0,[],[],[],[],[],""
958,5064,4,5281,[],[],8465,"","[2513,318,6184]","[25,150,5]",0,"",[],0,"","","",[],52964,0,0,[],-50,0,[],[],[],[],[],""
959,5235,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
960,5235,1,338,[],[],8516,"","[214,70]","[2,100]",0,2241,[],0,"","","",[],53032,0,0,[],-30,0,[],[],[],[],[],""
961,5236,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
962,5236,2,338,[],[],8517,1,[1927],[-40],0,7904,[],0,"","on_start_LancingSteel = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],53210,0,0,[],0,0,[],[],[],[],[3615],""
963,5237,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
964,5237,2,338,[],[],8517,1,[1927],[-40],0,7904,[],0,"","on_start_LancingSteel = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],53210,0,0,[],0,0,[],[],[],[],[3615],""
965,4627,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
966,4944,1,2068,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],53320,0,0,[],0,0,[],[],[],[],[],""
967,4944,2,2068,[],[],8523,"",[1795],[40],0,"",[],0,"","","",[],53386,0,83,[],0,0,[],[],[],[],[],""
968,4944,3,2605,[],[],8493,"","[357,3903]","[2000,-33]",0,"",[],0,"","","",[],52660,0,84,[],0,0,[],[],[],[],[],""
969,4944,4,2605,[],[],8477,"",[357],[2000],0,"",[],0,"","","",[],52700,0,51,[],100,0,[],[],[],[],[],""
970,1210,1,19,[],[],8453,"","[173,195]","[4,1]",0,"",[],0,"","","",[],53518,0,0,[],50,0,[],[],[],[],[],""
971,1210,2,2120,[],[],8454,"",[214],[1],0,"",[],0,"","","",[],53568,0,0,[],0,0,[],[],[],[],[],""
972,1210,4,3428,[],[],8465,"",[],[],0,"",[],0,"","","",[],53606,0,0,[],0,0,[],[],[],[],[],""
973,4628,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
974,4628,1,3893,[],[],8516,"",[],[],0,"",[],0,"","","",[],53636,0,0,[],0,0,[],[],[],[],[],""
975,4629,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
976,4726,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
977,4726,2,4247,[],[],8535,32,"[173,2513]","[4,25]",0,"",[],0,"","","",[],52184,0,81,[],0,0,[],[],[],[],[],""
978,4726,1,4247,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],50884,0,0,[],0,0,[],[],[],[],[],""
979,4726,4,4247,[],[],8478,32,"[1783,6184,172,175]","[1,2,10,-50]",0,"",[],0,"","","",[],53804,0,85,[],-80,0,[],[],[],[],[],""
980,4724,1,4244,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],50884,0,0,[],0,0,[],[],[],[],[],""
981,4724,2,4244,[],[],8454,"","[1783,173]","[1,7]",0,"",[],0,"","","",[],50964,0,0,[],0,0,[],[],[],[],[],""
982,4724,3,4244,[],[],8455,28,[173],[1],0,4322,[],0,"","","",[],53904,0,0,[],0,0,[],[],[],[],[],""
983,4724,4,5217,[],[],8478,32,[],[],0,4323,[4769],0,"","","",[],53804,0,85,[],0,0,[],[],[],[],[],""
984,4840,0,338,[],[],8515,"",[],[],0,5233,[],0,4832,"","",[],53944,0,0,[4832],0,0,[],[],[],[],[],""
985,4840,1,5235,[],[],8453,"",[],[],0,5262,[],0,4832,"","",[],53992,0,0,[4832],0,0,[],[],[],[],[],""
986,4840,2,5500,[],[],8454,"",[],[],0,"",[],0,"","","",[],54042,0,0,[4832],0,0,[],[],[],[],[],""
987,4840,3,5494,[],[],5494,22,[],[],0,"",[],0,"","","",[],54098,0,0,[4832],0,0,[],[],[],[],[],""
988,4840,4,5242,[],[],5242,"",[],[],0,"",[],0,"","","",[],54148,0,0,[4832],-70,0,[],[],[],[],[],""
989,4930,1,10,[],[],8453,24,[173],[4],0,"",[],0,"","","",[],54206,0,0,[],0,0,[],[],[],[],[],""
990,4930,2,10,[],[],8481,24,[],[],0,"",[],0,"","","",[],54236,0,56,[],0,0,[],[],[],[],[],""
991,4930,3,10,[],[],8483,24,[1215],[300],0,"",[],0,"","","",[],54288,0,52,[],0,0,[],[],[],[],[],""
992,556,0,2363,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],54340,0,0,[],0,0,[],[],[],[],[],""
993,556,1,2363,[],[],8524,20,"[173,1795]","[2,40]",0,"",[],0,"","","",[],54408,0,124,[],0,0,[],[],[],[],[],""
994,556,2,2363,[],[],8454,20,"[1783,2128,2129,2130,175,2481,1795]","[1,15,500,120,100,-60,50]",0,"",[],0,"","on_event_metafx_for_MonsterProjectileSpell = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],54766,0,0,[],0,0,[],[],[],[],[3519],""
995,556,4,2363,[],[],8465,114,[1215],[-75],0,8568,[3541],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSurge );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSurge );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( PhysicalBeacon );\""",[],55302,0,0,[],150,150,"[3000,-25,50]","[357,434,2489]",[],[],[3519],""
996,586,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
997,587,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
998,649,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
999,649,3,338,[],[],8518,13,[1927],[-53],0,8567,"[8573,5927]",0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphGeometryMiniEarthquake );\""",[],36334,0,0,[],80,0,[],[],[],[],[],""
1000,649,4,338,[],[],8521,115,"[887,2163,4793]","[6,1,0]",0,8544,[8552],6,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA2 );\""",[],55512,0,71,[],0,-66,[100],[3903],[],[],[],""
1001,5303,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1002,5304,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1003,5305,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1004,5330,0,4004,[],[],8452,"",[],[],0,"",[],0,"","","",[],55568,0,0,[],0,0,[],[],[],[],[],""
1005,5330,1,4004,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],55610,0,0,[],0,0,[],[],[],[],[],""
1006,5330,2,4004,[],[],8536,20,"[6184,10911]","[1,-15]",0,"",[],0,"","","",[],55696,0,136,[],-20,0,[],[],[],[],[],""
1007,5330,3,5284,[],[],8455,"",[173],[5],0,"",[5322],0,"","","on_event_contact_for_MortarInCone = \""Delay( 2, { TriggerSkill( BreachBoneNova, ContactPoint ); SetTimeUntilDeathForType( Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/bone_effects/bone_wall/BoneWall_, 0.2, 0, 1 ); } );\""",[],56246,0,0,[],0,-30,[1],[2370],[],[],[],""
1008,5436,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],56292,0,0,[],0,0,[],[],[],[],[],""
1009,5436,2,4934,[],[],8517,"",[],[],0,"",[],0,"","","",[],56322,0,0,[],-50,0,[],[],[],[],[],""
1010,5436,4,4582,[],[],8519,"","[434,214]","[150,3]",0,"",[],0,"","","",[],56386,0,0,[],0,0,[],[],[],[],[],""
1011,555,0,2362,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],56424,0,0,[],0,0,[],[],[],[],[],""
1012,555,1,2362,[],[],8524,20,"[173,1795]","[2,40]",0,"",[],0,"","","",[],56498,0,124,[],0,0,[],[],[],[],[],""
1013,555,2,2362,[],[],8454,20,"[1783,2128,2129,2130,175,2481,1795]","[1,15,500,180,100,-90,50]",0,"",[],0,"","on_event_metafx_for_MonsterProjectileSpell = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],56670,0,0,[],0,0,[],[],[],[],[3519],""
1014,555,4,2362,[],[],8465,114,[1215],[-75],0,8568,[8211],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSurge );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSurge );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( TormentBearerGoldBeacon );\""",[],56916,0,0,[],200,0,"[3000,-25,50]","[357,434,2489]",[],[],[3519],""
1015,600,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1016,600,4,339,[],[],8521,115,"[887,2163,4793]","[6,1,0]",0,8544,[8552],6,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA2 );\""",[],55512,0,71,[],0,-66,[100],[3903],[],[],[],""
1017,5525,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1018,5525,1,55,[],[],8453,24,[173],[4],0,"",[],0,"","","",[],57108,0,0,[],0,0,[],[],[],[],[],""
1019,5525,2,55,[],[],8481,24,[],[],0,"",[],0,"","","",[],57138,0,56,[],0,0,[],[],[],[],[],""
1020,5525,3,1236,[],[],8492,32,"[1826,612]","[20,1000]",0,"",[],0,"","","",[],57220,0,55,[],-50,0,[],[],[],[],[],""
1021,5525,4,1236,[],[],8571,"",[],[],0,"",[],0,"","","",[],57246,0,120,[],0,0,[],[],[],[],[],""
1022,2728,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1023,2728,2,206,[],[],8508,"",[],[],0,"",[2812],0,"","","on_event_contact_for_NewShieldCharge = \""TriggerSkill(MetamorphosisDesecrate);\""",[],57454,0,0,[],0,100,"[100,200]","[215,434]",[],[],[],""
1024,2728,1,338,[],[],8453,1,[],[],0,8546,[],0,"","","",[],57532,0,0,[],0,0,[],[],[],[],[],""
1025,2729,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1026,2729,2,206,[],[],8508,"",[],[],0,"",[2812],0,"","","on_event_contact_for_NewShieldCharge = \""TriggerSkill(MetamorphosisDesecrate);\""",[],57454,0,0,[],0,100,"[100,200]","[215,434]",[],[],[],""
1027,2729,1,338,[],[],8453,1,[],[],0,8546,[],0,"","","",[],57532,0,0,[],0,0,[],[],[],[],[],""
1028,2730,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1029,2730,2,206,[],[],8508,"",[],[],0,"",[2812],0,"","","on_event_contact_for_NewShieldCharge = \""TriggerSkill(MetamorphosisDesecrate);\""",[],57454,0,0,[],0,100,"[100,200]","[215,434]",[],[],[],""
1030,2730,1,338,[],[],8453,1,[],[],0,8546,[],0,"","","",[],57532,0,0,[],0,0,[],[],[],[],[],""
1031,2731,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1032,2731,2,206,[],[],8508,"",[],[],0,"",[2812],0,"","","on_event_contact_for_NewShieldCharge = \""TriggerSkill(MetamorphosisDesecrate);\""",[],57454,0,0,[],0,100,"[100,200]","[215,434]",[],[],[],""
1033,2731,1,338,[],[],8453,1,[],[],0,8546,[],0,"","","",[],57532,0,0,[],0,0,[],[],[],[],[],""
1034,5288,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1035,5289,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1036,5290,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1037,5291,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1038,5292,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],57708,0,0,[],0,0,[],[],[],[],[],""
1039,5292,1,338,[],[],8453,"",[173],[4],0,3794,[],0,"","","",[],57754,0,0,[],0,0,[],[],[],[],[],""
1040,5292,3,338,[],[],8455,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]",0,3794,[],0,"","on_event_metafx_for_ClusterBurst = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],58126,0,0,[],0,0,[],[],[],[],[3519],""
1041,5293,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],57708,0,0,[],0,0,[],[],[],[],[],""
1042,5293,1,338,[],[],8453,"",[173],[4],0,3794,[],0,"","","",[],57754,0,0,[],0,0,[],[],[],[],[],""
1043,5293,3,338,[],[],8455,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]",0,3794,[],0,"","on_event_metafx_for_ClusterBurst = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],58126,0,0,[],0,0,[],[],[],[],[3519],""
1044,5294,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],57708,0,0,[],0,0,[],[],[],[],[],""
1045,5294,1,338,[],[],8453,"",[173],[4],0,3794,[],0,"","","",[],57754,0,0,[],0,0,[],[],[],[],[],""
1046,5294,3,338,[],[],8455,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]",0,3794,[],0,"","on_event_metafx_for_ClusterBurst = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],58126,0,0,[],0,0,[],[],[],[],[3519],""
1047,5295,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],57708,0,0,[],0,0,[],[],[],[],[],""
1048,5295,1,338,[],[],8453,"",[173],[4],0,3794,[],0,"","","",[],57754,0,0,[],0,0,[],[],[],[],[],""
1049,5295,3,338,[],[],8455,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]",0,3794,[],0,"","on_event_metafx_for_ClusterBurst = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],58126,0,0,[],0,0,[],[],[],[],[3519],""
1050,4869,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1051,4869,1,177,[],[],8516,"",[434],[100],0,"",[],0,"","","",[],58716,0,0,[],0,0,[],[],[],[],[],""
1052,4869,2,674,[],[],8508,"",[434],[100],0,"",[],0,"","","",[],58764,0,0,[],0,0,[],[],[],[],[],""
1053,4869,3,5334,[],[],8478,"",[6184],[1],0,"",[],0,"","","",[],58808,0,85,[],-50,0,[],[],[],[],[],""
1054,4869,4,5334,[],[],8538,"","[6184,1215]","[1,-20]",0,"",[],0,"","","",[],58882,0,82,[],-50,0,[],[],[],[],[],""
1055,5281,1,3571,[],[],8453,"",[2231],[15],0,"",[],0,"","","",[],58942,0,0,[],0,0,[],[],[],[],[],""
1056,5281,3,3571,[],[],8485,"","[173,2231]","[2,15]",0,"",[],0,"","","",[],59014,0,93,[],-50,0,[],[],[],[],[],""
1057,5281,4,3571,[],[],8465,"",[434],[90],0,6578,[5389],0,"","","",[],59102,0,0,[],80,0,[],[],[],[],[],""
1058,4887,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1059,4887,1,4310,[],[],8453,1,"[173,1783,3223]","[5,1,20]",0,4312,[],0,"","","",[],59186,0,0,[],-80,0,[],[],[],[],[],""
1060,4894,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1061,4894,2,4310,[],[],8477,1,[6184],[1],0,4312,[],0,"","","",[],59224,0,51,[],-80,0,[],[],[],[],[],""
1062,4895,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1063,4895,1,4310,[],[],8479,1,[6184],[1],0,4312,[],0,"","","",[],59276,0,56,[],-80,0,[],[],[],[],[],""
1064,4896,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1065,4896,3,4310,[],[],8478,1,[6184],[1],0,4312,[],0,"","","",[],59320,0,85,[],-80,0,[],[],[],[],[],""
1066,4897,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1067,4897,3,4311,[],[],8537,1,[6184],[1],0,4312,[],0,"","","",[],59366,0,82,[],-80,0,[],[],[],[],[],""
1068,4904,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1069,4904,1,4310,[],[],8453,1,"[173,1783,3223]","[5,1,20]",0,4312,[],0,"","","",[],59186,0,0,[],-80,0,[],[],[],[],[],""
1070,4908,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1071,4908,2,4310,[],[],8477,1,[6184],[1],0,4312,[],0,"","","",[],59224,0,51,[],-80,0,[],[],[],[],[],""
1072,4909,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1073,4909,1,4310,[],[],8479,1,[6184],[1],0,4312,[],0,"","","",[],59276,0,56,[],-80,0,[],[],[],[],[],""
1074,4910,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1075,4910,3,4310,[],[],8478,1,[6184],[1],0,4312,[],0,"","","",[],59320,0,85,[],-80,0,[],[],[],[],[],""
1076,435,0,487,[10607],[1],8452,"",[],[],0,473,[],4,"","","",[],344,0,0,[],0,0,[],[],[],[],[],""
1077,435,1,487,[10607],[1],8479,1,[],[],0,473,[],4,"","","",[],344,0,56,[],0,0,[],[],[],[],[],""
1078,435,2,487,[10607],[1],8490,1,"[175,318,4570]","[200,400,1]",0,473,[],0,"","","",[],460,0,53,[],150,0,[],[],[],[],[],""
1079,435,3,487,"[10607,1215]","[1,200]",8483,1,[],[],0,473,[],0,"","","",[],344,0,52,[],0,0,[],[],[],[],[],""
1080,435,4,493,[],[],8465,"",[],[],0,"",[],0,"","","",[],59624,0,0,[],0,0,[],[],[],[],[],""
1081,3666,0,3936,[],[],8452,"",[],[],0,"",[],0,"","","",[],41892,0,0,[],0,0,[],[],[],[],[],""
1082,3666,1,3936,[],[],8479,20,[],[],0,"",[],0,"","","",[],41892,0,56,[],0,0,[],[],[],[],[],""
1083,3666,2,4396,[],[],8454,"",[174],[5],0,"",[],0,"","","",[],41976,0,0,[],0,0,[],[],[],[],[],""
1084,3666,3,4396,[],[],8455,"","[4743,174,434]","[500,5,-50]",0,"",[],0,"","","",[],41976,0,0,[],200,0,[],[],[],[],[],""
1085,3667,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1086,3667,1,4667,[],[],8444,"",[],[],0,"",[],0,"","","",[],59718,0,0,[],0,0,[],[],[],[],[],""
1087,3668,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1088,3668,1,4667,[],[],8444,"",[],[],0,"",[],0,"","","",[],59718,0,0,[],0,0,[],[],[],[],[],""
1089,3669,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1090,3669,2,5038,[],[],8454,"","[957,8565]","[1,1]",0,"",[],0,"","","","[11967,11968,12357]",59838,0,0,[],0,0,[],[],[],[],[],""
1091,3669,4,5038,[],[],8465,"","[957,1728]","[2,3]",0,"",[],0,"","","","[11967,11968,12357]",59952,0,0,[],0,0,[],[],[],[],[],""
1092,3671,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1093,3671,2,3288,[],[],8508,"",[],[],0,"",[],0,"","","",[],41324,0,0,[],150,0,[],[],[],[],[],""
1094,3674,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1095,3674,2,3289,[],[],8508,"",[],[],0,"",[],0,"","","",[],41324,0,0,[],0,0,[],[],[],[],[],""
1096,438,0,487,[10607],[1],8452,"",[],[],0,473,[],4,"","","",[],344,0,0,[],0,0,[],[],[],[],[],""
1097,438,1,487,[10607],[1],8479,1,[],[],0,473,[],4,"","","",[],344,0,56,[],0,0,[],[],[],[],[],""
1098,438,2,487,[10607],[1],8490,1,"[175,318,4570]","[200,400,1]",0,473,[],0,"","","",[],460,0,53,[],150,0,[],[],[],[],[],""
1099,438,3,487,"[10607,1215]","[1,200]",8483,1,[],[],0,473,[],0,"","","",[],344,0,52,[],0,0,[],[],[],[],[],""
1100,438,4,493,[],[],8465,"",[],[],0,"",[],0,"","","",[],59624,0,0,[],0,0,[],[],[],[],[],""
1101,477,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1102,952,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1103,952,1,339,[],[],8453,20,[173],[4],0,4806,[],0,"","","",[],36494,0,0,[],50,0,[],[],[],[],[],""
1104,952,4,339,[],[],8464,22,"[434,1982,215]","[200,200,200]",0,4835,[],0,"","","",[],60202,0,0,[],0,0,[],[],[],[],[],""
1105,958,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1106,958,2,2838,[],[],8454,"",[],[],0,"",[],0,"","","",[],60218,0,0,[],0,0,[],[],[],[],[],""
1107,3919,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1108,5217,1,5766,[],[],8453,"",[],[],0,"",[],0,"","","",[],60244,0,0,[],0,0,[],[],[],[],[],""
1109,5217,3,5766,[],[],8455,"","[434,214]","[200,2]",0,"",[],0,"","","",[],60244,0,0,[],0,0,[],[],[],[],[],""
1110,5217,2,5767,[],[],8454,"",[],[],0,"",[],0,"","","",[],60244,0,0,[],0,0,[],[],[],[],[],""
1111,5221,1,1691,[],[],8453,"",[195],[1],0,"",[],0,"","","",[],3850,0,0,[],50,0,[],[],[],[],[],""
1112,5221,2,4398,[],[],8454,"",[174],[3],0,"",[],0,"","","",[],41976,0,0,[],0,0,[],[],[],[],[],""
1113,5223,1,1691,[],[],8453,"",[195],[1],0,"",[],0,"","","",[],3850,0,0,[],50,0,[],[],[],[],[],""
1114,5223,2,4398,[],[],8454,"",[174],[3],0,"",[],0,"","","",[],41976,0,0,[],0,0,[],[],[],[],[],""
1115,5225,1,1691,[],[],8453,"",[195],[1],0,"",[],0,"","","",[],3850,0,0,[],50,0,[],[],[],[],[],""
1116,5225,2,4398,[],[],8454,"",[174],[3],0,"",[],0,"","","",[],41976,0,0,[],0,0,[],[],[],[],[],""
1117,5075,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1118,5075,2,5592,[],[],8446,"",[],[],0,"",[],0,"","","",[],4596,0,0,[],0,0,[],[],[],[],[],""
1119,5075,3,5593,[],[],8448,"",[],[],0,"",[],0,"","","",[],52814,0,0,[],0,0,[],[],[],[],[],""
1120,501,0,339,[],[],8452,"",[173],[3],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
1121,591,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1122,1446,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1123,1446,1,1363,[],[],8479,20,[],[],0,"",[],0,"","","",[],27896,0,56,[],0,0,[],[],[],[],[],""
1124,1446,4,1363,[],[],8465,20,[],[],0,1164,[],0,"","","",[],60422,0,0,[],-60,0,[],[],[],[],[],""
1125,3571,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
1126,4924,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-50,0,[],[],[],[],[],""
1127,4924,1,5713,[],[],8453,"",[],[],0,"",[],0,"","","",[],60448,0,0,[],-70,0,[],[],[],[],[],""
