"rownum","Id","Text","XBoxText","i32","string"
2036,"ItemNoteEditorOptionInvalidQuantity","Invalid Quantity","",-122524599,""
2037,"ItemNoteEditorOptionInvalidOfferQuantity","Invalid Offer Quantity","",342465434,""
2038,"StashNoteEditorOptionNoPrice","Each Item Individually Priced","",2125377940,""
2039,"StashNoteEditorOptionSetPriceOnAllItems","Set Negotiable Price On All Items","",836407385,""
2040,"StashNoteEditorOptionSetExactPriceOnAllItems","Set Exact Price On All Items","",-1988886987,""
2041,"PassiveNodeGrantsPassivePoints","Grants {0} Passive Skill Points","",264529063,""
2042,"PassiveNodeGrantsPassivePoint","Grants {0} Passive Skill Point","",2016480116,""
2043,"ReminderTextAscendantChooseOneOfThree","(Choose one of the three attached options)","",872324987,""
2044,"LabyrinthChargeDisruptorInfoString","Removes charges from Izaro\nCan only be used once","",412418164,""
2045,"LabyrinthToggleStatueFireInfoString","Grants Izaro extra Fire Damage while active\nGrants Izaro Ignite chance while active\nGrants Izaro Fire Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Fire Damage while active\nGrants Izaro Ignite chance while active\nGrants Izaro Fire Damage reduction while active\nReactivates periodically\nUse to deactivate",-1350017311,""
2046,"LabyrinthToggleStatueColdInfoString","Grants Izaro extra Cold Damage while active\nGrants Izaro Freeze chance while active\nGrants Izaro Cold Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Cold Damage while active\nGrants Izaro Freeze chance while active\nGrants Izaro Cold Damage reduction while active\nReactivates periodically\nUse to deactivate",-897360069,""
2047,"LabyrinthToggleStatueLightningInfoString","Grants Izaro extra Lightning Damage while active\n Grants Izaro Shock chance while active\nGrants Izaro Lightning Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Lightning Damage while active\n Grants Izaro Shock chance while active\nGrants Izaro Lightning Damage reduction while active\nReactivates periodically\nUse to deactivate",1068557139,""
2048,"LabyrinthToggleStatueFireInfoStringDoodad","Grants Izaro extra Fire Damage\nGrants Izaro Ignite chance\nGrants Izaro Fire Damage reduction","",1322685139,""
2049,"LabyrinthToggleStatueColdInfoStringDoodad","Grants Izaro extra Cold Damage\nGrants Izaro Freeze chance\nGrants Izaro Cold Damage reduction","",-1502846116,""
2050,"LabyrinthToggleStatueLightningInfoStringDoodad","Grants Izaro extra Lightning Damage\n Grants Izaro Shock chance\nGrants Izaro Lightning Damage reduction","",1478296635,""
2051,"LabyrinthToggleStatueFireNameString","Conduit of Flames","",617948976,""
2052,"LabyrinthToggleStatueColdNameString","Conduit of Frost","",498524113,""
2053,"LabyrinthToggleStatueLightningNameString","Conduit of Storms","",-408470487,""
2054,"LabyrinthChargeDisruptorCount","Izaro has additional Charges","",-1677362772,""
2055,"ReminderTextDamageTypes","(The Damage Types are Physical, Fire, Cold, Lightning, and Chaos)","",-324425822,""
2056,"LabyrinthElementalsFireInfoString","Grants Izaro extra Fire Damage when Absorbed\nAbsorbed by Izaro when nearby","",210724440,""
2057,"LabyrinthElementalsColdInfoString","Grants Izaro extra Cold Damage when Absorbed\nAbsorbed by Izaro when nearby","",334453375,""
2058,"LabyrinthElementalsLightningInfoString","Grants Izaro extra Lightning Damage when Absorbed\nAbsorbed by Izaro when nearby","",2104101853,""
2059,"LabyrinthChronoStatueFireInfoString","Casts Flame Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","",-1338424665,""
2060,"LabyrinthChronoStatueColdInfoString","Casts Ice Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","",-1155314503,""
2061,"LabyrinthChronoStatueLightningInfoString","Casts Lightning Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","",-211663917,""
2062,"LabyrinthChronoStatueFireInfoStringPhase2","Casts Flame Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","",-456987331,""
2063,"LabyrinthChronoStatueColdInfoStringPhase2","Casts Ice Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","",2042252018,""
2064,"LabyrinthChronoStatueLightningInfoStringPhase2","Casts Lightning Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","",-334370351,""
2065,"LabyrinthChronoStatueNameString","Flame Idol\nFrost Idol\nStorm Idol","",852529808,""
2066,"LabyrinthPortalsInfoString","Summons Izaro's Guardians","",1789146961,""
2067,"LabyrinthGargoylesSpeedInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Speed while active","",-998564088,""
2068,"LabyrinthGargoylesDamageInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Damage while active","",1804732706,""
2069,"LabyrinthGargoylesDamageTakenInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Damage Reduction while active","",-916668953,""
2070,"LabyrinthPylonsTemporalChainsInfoString","Applies Temporal Chains to players in the area\nCasts Empowered Temporal Chains on death","",436262556,""
2071,"LabyrinthPylonsVulnerabilityInfoString","Applies Vulnerability to players in the area\nCasts Empowered Vulnerability on death","",1334961637,""
2072,"LabyrinthPylonsElementalWeaknessInfoString","Applies Elemental Weakness to players in the area\nCasts Empowered Elemental Weakness on death","",2009780686,""
2073,"LabyrinthPylonsTemporalChainsNameString","Font of Lethargy","",-556151708,""
2074,"LabyrinthPylonsVulnerabilityNameString","Font of Fragility","",-1501647614,""
2075,"LabyrinthPylonsElementalWeaknessNameString","Font of Elements","",-534435906,""
2076,"LabyrinthPylonsTemporalChainsInfoStringDoodad","Applies Temporal Chains to players in the area","",-825641285,""
2077,"LabyrinthPylonsVulnerabilityInfoStringDoodad","Applies Vulnerability to players in the area","",-988013833,""
2078,"LabyrinthPylonsElementalWeaknessInfoStringDoodad","Applies Elemental Weakness to players in the area","",371661196,""
2079,"MonsterEnragesInfoString","Enrages","",244139408,""
2080,"MonsterCastsDamageReflectionInfoString","Casts Damage Reflection","",-581382636,""
2081,"ReminderTextRecently","(Recently refers to the past 4 seconds)","",-238295225,""
2082,"ReminderTextAscendantMarauderNodes","(You can only take one of the three Marauder Ascendancy passives)","",1677092706,""
2083,"ReminderTextAscendantRangerNodes","(You can only take one of the three Ranger Ascendancy passives)","",-856803732,""
2084,"ReminderTextAscendantWitchNodes","(You can only take one of the three Witch Ascendancy passives)","",-647703706,""
2085,"ReminderTextAscendantDuelistNodes","(You can only take one of the three Duelist Ascendancy passives)","",-1174720617,""
2086,"ReminderTextAscendantTemplarNodes","(You can only take one of the three Templar Ascendancy passives)","",-2131865748,""
2087,"ReminderTextAscendantShadowNodes","(You can only take one of the three Shadow Ascendancy passives)","",-1010415397,""
2088,"AbandonLabyrinthMessage","Warning, you are about to abandon this Labyrinth. Are you sure you want to do this?","",-1811096231,""
2089,"AbandonLabyrinthUnascendedMessage","Warning, you have not used the Altar of Ascendancy. Are you sure you want to leave?","",-2077324137,""
2090,"GoldenKeyDescription","This item is required to open a Golden Door located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","",-1300463444,""
2091,"SilverKeyDescription","This item is required to open a Silver Door located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","",766877213,""
2092,"TreasureKeyDescription","This item is required to open one of Izaro's Treasure Chests located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","",-935404966,""
2093,"ReminderTextIgnoreResistances","(Ignoring Resistances means your Damage cannot be modified in any way by any Resistance stats)","",-1871389341,""
2094,"ItemDisplayStringRarity","Rarity","",-1140974697,""
2095,"ItemDisplayStringMagic","Magic","",-2037389709,""
2096,"ItemDisplayStringRare","Rare","",746463257,""
2097,"ItemDisplayStringUnique","Unique","",-761239094,""
2098,"ItemDisplayStringGem","Gem","",-1657148054,""
2099,"ItemDisplayStringCurrency","Currency","",508750607,""
2100,"ItemDisplayStringNormal","Normal","",1221040687,""
2101,"ItemDisplayStringSockets","Sockets","",735098215,""
2102,"ItemDisplayStringItemLevel","Item Level","",704661028,""
2103,"ItemDisplayStringTalismanTier","Talisman Tier","",-993096638,""
2104,"ItemDisplayStringNextLevelRequirements","Next-level requirements","",-1634211555,""
2105,"ItemDisplayStringNote","Note","",1194456236,""
2106,"GrandmasterSaveFailed","Failed to save Grandmaster. Please log out of this character and contact customer support.","",1489923599,""
2107,"CreateTencentAccountWindowMessage","In order to log in with Tencent you must first create a Tencent Path of Exile account.","",441531736,""
2108,"CreateTencentAccountWindowTitleLabel","Create New Account","",1173850322,""
2109,"CreateTencentAccountWindowAccountNameTextboxEmptyString","Type desired account name here...","",1580822983,""
2110,"CreateTencentAccountWindowAccountNameLabel","Account name","",1812968446,""
2111,"CreateTencentAccountWindowCreateButton","Create","",-468595873,""
2112,"Price","b/o","",-21399556,""
2113,"ExactPrice","price","",-1399327570,""
2114,"PurchaseMTXResultTimeout","A timeout has occurred while purchasing the item.  The purchase may have been successful so please wait a minute then check that your points balance has changed.","",-979473336,""
2115,"PurchasePackageResultTimeout","A timeout has occurred while purchasing the package.  The purchase may have been successful so please wait a minute then check that your points balance has changed.","",623826638,""
2116,"HealthyGamingNotice","","",491591099,""
2117,"ItemDescriptionItemisedProphecy","Right-click to add this prophecy to your character.","Press <<xbox_button_a>> to add this prophecy to your character.",-121234038,""
2118,"ItemDescriptionItemisedCapturedMonster","Right-click to add this to your bestiary.","Press <<xbox_button_a>> to add this to your bestiary.",-1585161463,""
2119,"ProphecyTabItemiseButton","Seal","Seal Prophecy",-635455206,""
2120,"ProphecyTabSeekButton","Seek","Seek Prophecy",2110181412,""
2121,"ProphecyTabName","Prophecies","",1676768581,""
2122,"ItemWarningApplyingAccountBoundCurrency","You are trying to use an account-bound currency item on another item. This will bind the resultant item. Do you want to proceed?","",1051492745,""
2123,"MonsterGoatmanFireShamanChampionInfoString","Casts Rolling Magma\nCasts Fireball\nCasts Molten Shell","",-1120461354,""
2124,"MonsterBanditMeleeChampionInfoString","Enrages","",50311508,""
2125,"MonsterBanditRangedChampionInfoString","Uses Blast Rain\nUses Explosive Arrow","",-976694570,""
2126,"MonsterGhostPirateChampionInfoString","Uses Spectral Throw","",-1915311161,""
2127,"TutorialQuestRewardJewellersOrbTutorial","A Jeweller's Orb will reforge an item with new random sockets and colours.","",754046922,""
2128,"TutorialQuestRewardFusingOrbTutorial","An Orb of Fusing will reforge an item with new random links between sockets.","",-12459421,""
2129,"ReminderTextTaunt","(Enemies you Taunt can only target you, and deal 10% less damage to anyone else. Taunt lasts for 3 seconds)","",-299002378,""
2130,"TabContainerClickToHideTabList","Click to hide the tab list","",-1892531553,""
2131,"SocialPanelPublicPartyJoin","Join","",1746899886,""
2132,"ProphecyQuestTrackerComplete","Prophecy fulfilled.","",-1425736003,""
2133,"ProphecyQuestTrackerEinhar","You will find Einhar and complete his mission.","",-1253425474,""
2134,"ProphecyQuestTrackerAlva","You will find Alva and complete her mission.","",-334840942,""
2135,"ProphecyQuestTrackerNiko","You will find Niko and complete his mission.","",-598254456,""
2136,"ProphecyQuestTrackerZana","You will find Zana and complete her mission.","",2198534,""
2137,"ProphecyQuestTrackerJun","You will find Jun and complete her mission.","",1522430404,""
2138,"ProphecyQuestTrackerRareZombies","You will defeat the seven powerful undead.","",1657302433,""
2139,"ProphecyQuestTrackerMagicNecromancers","You will defeat the powerful necromancers and their minions.","",-1762382065,""
2140,"ProphecyQuestTrackerWickedKing1","You will be ambushed by the Plaguemaw's Golem.","",1681010543,""
2141,"ProphecyQuestTrackerWickedKing1b","You will defeat the Plaguemaw's golem.","",-657073235,""
2142,"ProphecyQuestTrackerWickedKing2","You will defeat the Plaguemaw's followers.","",803195405,""
2143,"ProphecyQuestTrackerWickedKing3","You will defeat the Plaguemaw's ambush.","",1987150616,""
2144,"ProphecyQuestTrackerWickedKing4","You will defeat the Plaguemaw's ambush.","",285744306,""
2145,"ProphecyQuestTrackerWickedKing5","You will defeat the Plaguemaw.","",1970370057,""
2146,"ProphecyQuestTrackerShadowQueen1","You will read the Letter to the Council.","",-2141188918,""
2147,"ProphecyQuestTrackerShadowQueen2","You will find and destroy the Whisperer's tome.","",-1878300537,""
2148,"ProphecyQuestTrackerShadowQueen3","You will defeat Shavronne and the tome she drops.","",-1608829233,""
2149,"ProphecyQuestTrackerShadowQueen4","You will destroy the Whisperer's tome.","",-1091199830,""
2150,"ProphecyQuestTrackerShadowQueen5","You will destroy the Whisperer's deadly tome.","",823928062,""
2151,"ProphecyQuestTrackerVerdantKing1","You will destroy the Feral Lord's animals.","",-1199519689,""
2152,"ProphecyQuestTrackerVerdantKing2","You will destroy the Feral Lord's beast.","",875333533,""
2153,"ProphecyQuestTrackerVerdantKing3","You will destroy the Feral Lord's animals.","",-180930939,""
2154,"ProphecyQuestTrackerVerdantKing4","You will destroy the Feral Lord's vulture.","",1734316679,""
2155,"ProphecyQuestTrackerVerdantKing5","You will destroy the Feral Lord's rhoa.","",1604835626,""
2156,"ProphecyQuestTrackerHollowQueen1","You will defeat the Unbreathing Queen's spectres.","",-1216028797,""
2157,"ProphecyQuestTrackerHollowQueen2","You will defeat the Unbreathing Queen's hero.","",2011343575,""
2158,"ProphecyQuestTrackerHollowQueen3","You will defeat the Unbreathing Queen's hero.","",92434815,""
2159,"ProphecyQuestTrackerHollowQueen4","You will defeat the Unbreathing Queen's hero.","",-1930124504,""
