"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
827,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideGloves",40,2,2,"Deicide Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1861574535,[],[],[],[],[],264,"","",[],9,[],-16843010,-16843010,"",9,"","",""
828,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBoots",40,2,2,"Deicide Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",512503558,[],[],[],[],[],264,"","",[],9,[],-16843010,-16843010,"",4,"","",""
829,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideWings",40,2,2,"Deicide Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-23788124,[],[],[],[],[],264,"","",[],9,[],-16843010,-16843010,"",2,"","",""
830,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideHelmet",40,2,2,"Deicide Flame Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1193157321,[],[],[],[],[],264,"","",[],9,[],-16843010,-16843010,"",11,"","",""
831,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachlordPortal",40,2,2,"Breachlord Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",585633743,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",16,"","",""
832,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachFootprints",40,1,1,"Breach Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",259051459,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",8,"","",""
833,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManaWurmWings",40,2,2,"Mana Wurm Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2125153109,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",2,"","",""
834,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPerchtenMask",40,2,2,"Yeti Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",141797563,[],[],[],[],[],264,"","",[],10,[],-16843010,-16843010,"",11,"","",""
835,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialHood",40,2,2,"Celestial Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1113689503,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",11,"","",""
836,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalWings",40,2,2,"Infernal Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-834994910,[],[],[],[],[],264,"","",[],0,[],-16843010,-16843010,"",2,"","",""
837,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonhandClaw",40,2,2,"Demonhand Claw","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1816105468,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",22,"","",""
838,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineShield",40,2,2,"Divine Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1220835996,[],[],[],[],[],264,"","",[],19,[],-16843010,-16843010,"",22,"","",""
839,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKaomPortal",40,2,2,"Kaom Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1785157026,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",16,"","",""
840,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDaressoPortal",40,2,2,"Daresso Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1580236568,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",16,"","",""
841,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixWings",40,2,2,"Phoenix Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2034275450,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
842,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialWeapon",40,1,1,"Celestial Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1958330466,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",21,"","",""
843,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantWings",40,2,2,"Verdant Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1578297352,[],[],[],[],[],264,"","",[],14,[],-16843010,-16843010,"",2,"","",""
844,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEldritchWings",40,2,2,"Eldritch Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1052899280,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
845,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPortal",40,2,2,"Legacy Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",980857581,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",16,"","",""
846,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBody",40,2,2,"Arcane Lightning Body","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",216182224,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",3,"","",""
847,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningGloves",40,2,2,"Arcane Lightning Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1423729593,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",9,"","",""
848,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBoots",40,2,2,"Arcane Lightning Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",836715354,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",4,"","",""
849,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningHelmet",40,2,2,"Arcane Lightning Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1836375250,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",11,"","",""
850,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurplePortal",40,2,2,"Classic Purple Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1300310113,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",16,"","",""
851,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicMarkOfThePhoenix",40,1,1,"Arcane Mark of the Phoenix","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1820839180,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",10,"","",""
852,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicDivineSign",40,1,1,"Purple Divine Sign","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1553198087,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",10,"","",""
853,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticHelmet",40,2,2,"Purple Necrotic Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1334140244,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",11,"","",""
854,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBoots",40,2,2,"Purple Necrotic Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1724345777,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",4,"","",""
855,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticGloves",40,2,2,"Purple Necrotic Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1796149335,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",9,"","",""
856,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBody",40,2,2,"Purple Necrotic Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-402364038,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",3,"","",""
857,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningWeapon",40,1,1,"Purple Lightning Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",685609675,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",21,"","",""
858,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurpleSkull",40,1,1,"Purple Skull Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",106793732,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",11,"","",""
859,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionClassicCharacterEffect",40,2,2,"Legacy Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-348200095,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",5,"","",""
860,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneSeraphWings",40,2,2,"Arcane Seraph Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-634356698,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",2,"","",""
861,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneVictoriousWings",40,1,1,"Arcane Victorious Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-316939935,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",10,"","",""
862,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineSkull",40,1,1,"Divine Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1066645510,[],[],[],[],[],264,"","",[],19,[],-16843010,-16843010,"",11,"","",""
863,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHoodedCloak",40,2,2,"Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1315750102,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
864,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlackHoodedCloak",40,2,2,"Black Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1950815344,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
865,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCyanHoodedCloak",40,2,2,"Cyan Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1421247950,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
866,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoldHoodedCloak",40,2,2,"Gold Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",612328295,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
867,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenHoodedCloak",40,2,2,"Green Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",528091251,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
868,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNavyHoodedCloak",40,2,2,"Navy Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1685534999,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
869,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPinkHoodedCloak",40,2,2,"Purple Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1848035823,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
870,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRedHoodedCloak",40,2,2,"Red Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-83990770,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
871,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteHoodedCloak",40,2,2,"White Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1661549463,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
872,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionClassicFrame",40,2,2,"Classic Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2138756543,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",18,"","",""
873,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPremiumClassicFrame",40,2,2,"Legacy Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1793146724,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",18,"","",""
874,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicWeaponEffect",40,1,1,"Classic Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-303112328,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",21,"","",""
875,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneVisage",40,1,1,"Arcane Visage","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1961299967,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",10,"","",""
876,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineIceCrown",40,1,1,"Divine Ice Crown","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1093719049,[],[],[],[],[],264,"","",[],19,[],-16843010,-16843010,"",10,"","",""
877,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFieryEyes",40,1,1,"Fiery Eyes","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",863403579,[],[],[],[],[],264,"","",[],0,[],-16843010,-16843010,"",10,"","",""
878,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedSkull",40,1,1,"Bleached Skull Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",634430611,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",11,"","",""
879,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneHalo",40,1,1,"Arcane Halo","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-490445599,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",10,"","",""
880,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoreRavenWings",40,2,2,"Gore Raven Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1714441333,[],[],[],[],[],264,"","",[],4,[],-16843010,-16843010,"",2,"","",""
881,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwistedBoneHorns",40,1,1,"Twisted Bone Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-765585024,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",10,"","",""
882,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicHelmet",40,2,2,"Legacy Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-897722980,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",11,"","",""
883,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicBoots",40,2,2,"Legacy Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",141080782,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",4,"","",""
884,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicGloves",40,2,2,"Legacy Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",531197370,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",9,"","",""
885,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicBody",40,2,2,"Legacy Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-739515563,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",3,"","",""
886,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicCape",40,2,2,"Classic Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-682361359,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",2,"","",""
887,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStandardHat",40,2,2,"Standard Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1954164094,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",11,"","",""
888,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyHat",40,2,2,"Legacy Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1992094233,[],[],[],[],[],264,"","",[],3,[],-16843010,-16843010,"",11,"","",""
889,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingHorns",40,1,1,"Bleached Demon King Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-971079210,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",11,"","",""
890,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyFootprints",40,1,1,"Legacy Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1660458804,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",8,"","",""
891,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingHelmet",40,2,2,"Bleached Demon King Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1339476611,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",11,"","",""
892,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingBoots",40,2,2,"Bleached Demon King Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1748296670,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",4,"","",""
893,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingGloves",40,2,2,"Bleached Demon King Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-315024213,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",9,"","",""
894,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingBody",40,2,2,"Bleached Demon King Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1416250076,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",3,"","",""
895,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPurpleArc",40,1,1,"Purple Arc","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1488276294,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",17,"","",""
896,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyWeaponEffect",40,1,1,"Legacy Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1308615571,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",21,"","",""
897,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneShield",40,2,2,"Arcane Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1814057448,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",22,"","",""
898,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDivineHerald",40,1,1,"Divine Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2006956810,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",17,"","",""
899,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPurpleHerald",40,1,1,"Purple Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1179836485,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",17,"","",""
