"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
764,5,389,15637,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,2,2,[],[],0,0,63358,0,1155,1155,"",16301,"",2,6064
765,5,390,15638,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,4,2,[],[],0,0,63582,0,1155,1155,"",16301,"",2,6064
766,5,391,15639,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,6,2,[],[],0,0,63806,0,1155,1155,"",16301,"",2,6064
767,5,392,15640,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,2,2,[],[],0,0,64030,0,1155,1155,"",16302,"",2,6065
768,5,393,15641,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,4,2,[],[],0,0,64254,0,1155,1155,"",16302,"",2,6065
769,5,394,15642,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,6,2,[],[],0,0,64478,0,1155,1155,"",16302,"",2,6065
770,5,395,15643,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,2,2,[],[],0,0,64702,0,1155,1155,"",16303,"",2,6066
771,5,396,15644,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,4,2,[],[],0,0,64926,0,1155,1155,"",16303,"",2,6066
772,5,397,15645,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,6,2,[],[],0,0,65150,0,1155,1155,"",16303,"",2,6066
773,5,398,15646,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,4]",0,120,2,2,[],"[437,742]",0,0,65294,0,1155,1155,"",16304,"",2,6067
774,5,399,15647,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,4]",0,120,4,2,[],"[437,742]",0,0,65438,0,1155,1155,"",16304,"",2,6067
775,5,400,15648,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,4]",0,120,6,2,[],"[437,742]",0,0,65582,0,1155,1155,"",16304,"",2,6067
776,5,401,15649,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,4]",0,121,2,2,[],"[437,743]",0,0,65726,0,1155,1155,"",16305,"",2,6068
777,5,402,15650,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,4]",0,121,4,2,[],"[437,743]",0,0,65870,0,1155,1155,"",16305,"",2,6068
778,5,403,15651,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,4]",0,121,6,2,[],"[437,743]",0,0,66014,0,1155,1155,"",16305,"",2,6068
779,5,404,15652,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,4]",0,122,2,2,[],"[437,744]",0,0,66158,0,1155,1155,"",16306,"",2,6069
780,5,405,15653,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,4]",0,122,4,2,[],"[437,744]",0,0,66302,0,1155,1155,"",16306,"",2,6069
781,5,406,15654,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,4]",0,122,6,2,[],"[437,744]",0,0,66446,0,1155,1155,"",16306,"",2,6069
782,5,407,15655,[17],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,123,2,2,[],[],0,0,66478,0,1155,1155,"",16307,"",2,6070
783,5,408,15656,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,123,4,2,[],[],0,0,66510,0,1155,1155,"",16307,"",2,6070
784,5,409,15657,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[11],0,123,6,2,[],[],0,0,66542,0,1155,1155,"",16307,"",2,6070
785,5,410,15481,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,11]",0,109,2,2,[],[],0,0,66590,0,1155,1155,"",16230,"",2,1261
786,5,411,15482,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,11]",0,109,4,2,[],[],0,0,66638,0,1155,1155,"",16230,"",2,1261
787,5,412,15483,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,11]",0,109,6,2,[],[],0,0,66686,0,1155,1155,"",16230,"",2,1261
788,5,413,15484,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,5]",0,78,2,2,[],[],0,0,66734,0,1155,1155,"",16231,"",2,2019
789,5,414,15485,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,5]",0,78,4,2,[],[],0,0,66782,0,1155,1155,"",16231,"",2,2019
790,5,415,15486,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,5]",0,78,6,2,[],[],0,0,66830,0,1155,1155,"",16231,"",2,2019
791,5,416,15487,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,7]",0,47,2,2,[],[],0,0,66878,0,1155,1155,"",16232,"",2,6099
792,5,417,15488,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,7]",0,47,4,2,[],[],0,0,66926,0,1155,1155,"",16232,"",2,6099
793,5,418,15489,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,7]",0,47,6,2,[],[],0,0,66974,0,1155,1155,"",16232,"",2,6099
794,5,419,15658,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,124,2,1,[],[453],0,0,67022,0,1155,1155,"",16308,"",1,2194
795,5,420,15659,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,125,2,1,[],[],0,0,67054,0,1155,1155,"",16309,"",1,1058
796,5,421,15660,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,126,2,1,[],[],0,0,67086,0,1155,1155,"",16310,"",1,1500
797,5,422,15661,[6],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,127,2,1,[],[],0,0,67118,0,1155,1155,"",16311,"",1,2069
798,5,423,15197,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,100,2,2,[],[],0,0,67150,0,1155,1155,"",16121,"",1,5902
799,5,424,15198,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,100,4,2,[],[],0,0,67182,0,1155,1155,"",16121,"",1,5902
800,5,425,15199,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,100,6,2,[],[],0,0,67214,0,1155,1155,"",16121,"",1,5902
801,5,426,15200,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,96,2,2,[],[],0,0,67246,0,1155,1155,"",16122,"",1,5903
802,5,427,15201,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,96,4,2,[],[],0,0,67278,0,1155,1155,"",16122,"",1,5903
803,5,428,15202,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,96,6,2,[],[],0,0,67310,0,1155,1155,"",16122,"",1,5903
804,5,429,15203,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,77,2,2,[],[],0,0,67342,0,1155,1155,"",16123,"",1,5904
805,5,430,15204,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,77,4,2,[],[],0,0,67374,0,1155,1155,"",16123,"",1,5904
806,5,431,15205,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,77,6,2,[],[],0,0,67406,0,1155,1155,"",16123,"",1,5904
807,5,432,15526,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[8],0,49,2,1,[],[],0,0,67438,0,1155,1155,"",16250,"",2,5953
808,0,0,7858,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[249],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,67666,0,1155,1155,"","","",2,1764
809,0,1,7859,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[250],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,67894,0,1155,1155,"","","",1,1760
810,0,2,7862,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[251],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,68122,0,1155,1155,"","","",2,1763
811,0,3,7860,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[247],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,68350,0,1155,1155,"","","",2,1761
812,0,4,7861,[23],[5],0,"",7,[],0,"",0,0,[],"","","",[248],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,68578,0,1155,1155,"","","",2,1762
