"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
365,"Metadata/Projectiles/ObsidianMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
366,"Metadata/Projectiles/ObsidianMortar2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile2.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
367,"Metadata/Projectiles/ObsidianMortar3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile3.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
368,"Metadata/Projectiles/TripleBladeThrownWeapon","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/triple_blade/tri_blade_throw.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
369,"Metadata/Projectiles/AbyssBoneHuskMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
370,"Metadata/Projectiles/AbyssBoneHuskMortarLich","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_ground.ao""]","[""spine_shoot""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
371,"Metadata/Projectiles/CorpseEruptionProjectile","[""Metadata/Effects/Spells/corpse_eruption/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
372,"Metadata/Projectiles/QuicksilverCorpseEruptionProjectile","[""Metadata/Effects/Microtransactions/Spells/cremation/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
373,"Metadata/Projectiles/ParasiteSpit","[""Metadata/Effects/Spells/monsters_effects/Parasite_ranged/projectile.ao""]","[""loop""]","[""death""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
374,"Metadata/Projectiles/MatriarchFireMortar1","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/holyfire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
375,"Metadata/Projectiles/MatriarchFireMortar2","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/holyfire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
376,"Metadata/Projectiles/AbyssOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssOrb/abyssorb_projectile.ao""]","[""loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
377,"Metadata/Projectiles/SoulProjectileDark","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/darkprojectile.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
378,"Metadata/Projectiles/SoulProjectileSpirit","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
379,"Metadata/Projectiles/SoulProjectileSpirit2","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile.ao""]","[""loop""]","[""end""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
380,"Metadata/Projectiles/BoneStalkerAbyssSoulProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulSlash/soulslash_new.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
381,"Metadata/Projectiles/AbyssGrubBasicMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
382,"Metadata/Projectiles/ElderGuardianLightningSpark","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Teleport_skill/tentacleproj_SMALL.ao""]","[""emerge""]","[""death""]",400,1,2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
383,"Metadata/Projectiles/ElderGuardianLightningSparkBig","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Teleport_skill/tentacleproj_BIG.ao""]","[""emerge""]","[""death""]",450,1,2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
384,"Metadata/Projectiles/ElderGuardianHolySpray","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/minion_projectile/rig.ao""]","[""animate""]","[""explode""]",650,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
385,"Metadata/Projectiles/AbyssGrubCorpseMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
386,"Metadata/Projectiles/BoneLanceThresholdProjectile","[""Metadata/Effects/Spells/bone_lance/boneshard.ao""]","[""once""]",[],2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
387,"Metadata/Projectiles/ElderGuardianGoldWeaponThrow","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_throw/SceptreMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
388,"Metadata/Projectiles/ElderGuardianGoldSwordBarrageProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/charge/rig.ao""]","[""charge_travel""]","[""charge_end""]",1100,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
389,"Metadata/Projectiles/AbyssTotemMortar","[""Metadata/Effects/Spells/monsters_effects/totems/CrystalTotem/abyss/mortar_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
390,"Metadata/Projectiles/AbyssTotemMortar2","[""Metadata/Effects/Spells/monsters_effects/totems/CrystalTotem/abyss/mortar_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
391,"Metadata/Projectiles/ElderGuardianChaosSnipe","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/projectiles/snipe/powershot.ao""]","[""loop""]","[""fadeout""]",4000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
392,"Metadata/Projectiles/ElderGuardianChaosStrafe","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/projectiles/sidedashes/projectile.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
393,"Metadata/Projectiles/ElderGuardianChaosStrafeCombo","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/projectiles/air_assault/projectile.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
394,"Metadata/Projectiles/ElderGuardianChaosBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/projectiles/barrage/projectile.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
395,"Metadata/Projectiles/AbyssLichSummonMinionMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/skeleton_mortar/skeletonmortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
396,"Metadata/Projectiles/UndyingMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
397,"Metadata/Projectiles/AbyssLichFigureHeadIncinerate","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_projectile.ao""]","[""fade_in""]","[""fade_out""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
398,"Metadata/Projectiles/ElderGuardianObsidianCurvingProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/obsidian_projectile/projectile_01.ao""]","[""spine_shoot""]","[""spine_shatter""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
399,"Metadata/Projectiles/ElderGuardianObsidianGolemProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/obsidian_projectile/projectile_02.ao""]","[""spine_shoot""]","[""spine_shatter""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
400,"Metadata/Projectiles/SpiritBurst","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile_once.ao""]","[""animate""]",[],625,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
401,"Metadata/Projectiles/AbyssBoneHuskSpike","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Bone_Husk/projectile/spike.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
402,"Metadata/Projectiles/PhysicalReflectMortar","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/mortar.ao""]","[""projectile""]",[],750,1,2,"",1,"Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
403,"Metadata/Projectiles/ElementalReflectMortar","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/mortar.ao""]","[""projectile""]",[],750,1,2,"",1,"Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
404,"Metadata/Projectiles/ElderGuardianHolyCloneProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_charge/rig.ao""]","[""charge_travel""]","[""charge_end""]",2200,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
405,"Metadata/Projectiles/ElderMinionTentacleLarge","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/large/projectile/large_proj.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
406,"Metadata/Projectiles/ElderGuardianHolySpectralThrowLeft","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_charge/projectile.ao""]","[""spin""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
407,"Metadata/Projectiles/ElderGuardianHolySpectralThrowRight","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_charge/projectile.ao""]","[""spin""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
408,"Metadata/Projectiles/ElderProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/projectile/projectile.ao""]","[""loop""]","[""impact""]",900,"",2,"","","Metadata/Projectiles/Projectile",1,1809,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
409,"Metadata/Projectiles/ElderProjectileLarge","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/projectile/projectile.ao""]","[""loop""]","[""impact""]",900,"",3,"","","Metadata/Projectiles/Projectile",1,1809,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
410,"Metadata/Projectiles/ElderProjectileDoom","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/doom/projectile/projectile1.ao""]","[""loop""]","[""hit""]",600,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
411,"Metadata/Projectiles/ElderGuardianCausticMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/arena_mechanics/acid_mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
412,"Metadata/Projectiles/CorpseEruptionProjectileAbyss","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Cremation_green/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
413,"Metadata/Projectiles/ElderMinionTentacleLargeEpic","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/large/projectile_epic/projectile.ao""]","[""loop""]","[""impact""]",2000,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
414,"Metadata/Projectiles/ElderMinionTentacleSmall","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderTentacle/small/projectile/small_proj.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
415,"Metadata/Projectiles/VoidShotProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/uniques/voidshot/voidarrow.ao""]","[""arrow_loop""]","[""arrow_buildup""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
416,"Metadata/Projectiles/CorpseEruptionProjectileGore","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/cremation_gore/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
417,"Metadata/Projectiles/KitavaThrownWeaponMtx","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/kitava/rig.ao""]","[""1h_axe_throw""]","[""explosion""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
418,"Metadata/Projectiles/FlameBileMortar","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/diverse_effects/flame_bile/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
419,"Metadata/Projectiles/FireProjectileRetaliation","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/fire_projectile/projectile_fire.ao""]","[""idle""]","[""end""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
420,"Metadata/Projectiles/PhysicalProjectileRetaliation","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/S_projectile/super_projectile.ao""]","[""loop""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
421,"Metadata/Projectiles/BestiarySpiderBossTailSpike","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/attack_projectile/bone_shot.ao""]","[""fadein""]","[""fadeout""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
422,"Metadata/Projectiles/BestiarySpiderBossSpitMortar","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/gooey_projectile/mortar.ao""]","[""projectile""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
423,"Metadata/Projectiles/MoltenStrikeChunkStygian","[""Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
424,"Metadata/Projectiles/BestiaryKiwethCorpseMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
425,"Metadata/Projectiles/BestiaryFireModFireball","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/ghostly_fire/projectile/rig.ao""]","[""loop""]","[""end""]",200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
426,"Metadata/Projectiles/SummonPhantasmFadingProjectile","[""Metadata/Effects/Spells/summon_phantasm_onkill/projectiles/shadowbullet.ao""]","[""animate""]",[],1840,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
427,"Metadata/Projectiles/VilentaGasMortar","[""Metadata/Effects/Spells/monsters_effects/act10/Vilenta/GasMortar/VilGasMortarProjectile.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
428,"Metadata/Projectiles/VilentaXMortar","[""Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,3,[],"",[]
429,"Metadata/Projectiles/BestiaryCocoonSpark","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/spider_cocoon/spiders/spidermern.ao""]","[""run""]","[""disappear""]",450,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
430,"Metadata/Projectiles/BestiaryIguanaProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_blue_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
431,"Metadata/Projectiles/BestiaryIguanaProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
432,"Metadata/Projectiles/BestiaryIguanaProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_red_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
433,"Metadata/Projectiles/BestiaryIguanaBossProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_blue_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",1250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
434,"Metadata/Projectiles/BestiaryIguanaBossProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/iceShard_Projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",800,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
