"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","QuestStateCalcuationKey","i32","i32","i32","i32","rid"
431,46,2,"[527,583]",[573],"",1,"Complete the remaining Syndicate encounters",[],0,[],[],[],"",[],0,0,108550,0,8,""
432,46,3,"[527,1921]",[573],"","","Question the defeated Syndicate members",[],0,[],[],[],"",[],0,0,108562,0,8,""
433,46,4,"[527,1981]",[573],"",1,"Complete the remaining Syndicate encounters",[],0,[],[],[],"",[],0,0,108574,0,8,""
434,46,5,"[527,1915]",[573],"","","Complete the remaining Syndicate encounters",[],0,[],[],[],1,[],0,0,108586,0,8,""
435,46,6,"[527,587]",[573],"","","Complete the remaining Syndicate encounters",[],0,[],[],[],1,[],0,0,108598,0,8,""
436,46,7,"[527,579]",[573],"","","Defeat the Intervention assassins",[],0,[],[],[],"",[],0,0,108680,0,8,""
437,46,8,"[527,572]",[573],"","","Complete the Immortal Syndicate encounters",[],0,[],[],[],"",[],0,0,108692,0,8,""
438,47,0,"[527,1917]",[573],"","","Mission Failed",[],0,[],[],[],1,[],0,0,108704,0,8,186
439,47,1,"[527,575]",[573],"",1,"Mission Complete",[],0,[],[],[],"",[],0,0,108716,0,8,185
440,47,2,"[527,581]",[573],"",1,"Complete the remaining Syndicate encounters",[],0,[],[],[],"",[],0,0,108728,0,8,""
441,47,3,"[527,1919]",[573],"","","Question the defeated Syndicate members",[],0,[],[],[],"",[],0,0,108740,0,8,""
442,47,4,"[527,1980]",[573],"",1,"Complete the remaining Syndicate encounters",[],0,[],[],[],"",[],0,0,108752,0,8,""
443,47,5,"[527,1913]",[573],"","","Complete the remaining Syndicate encounters",[],0,[],[],[],1,[],0,0,108764,0,8,""
444,47,6,"[527,585]",[573],"","","Complete the remaining Syndicate encounters",[],0,[],[],[],1,[],0,0,108776,0,8,""
445,47,7,"[527,1916]",[573],"","","Quickly find and defeat the Research guards",[],0,[],[],[],"",[],0,0,108878,0,8,""
446,47,8,"[527,577]",[573],"","","Enter the Syndicate Laboratory",[],0,[],[],[],"",[],0,0,108954,0,8,""
447,47,9,"[527,572]",[573],"","","Complete the Immortal Syndicate encounters",[],0,[],[],[],"",[],0,0,108966,0,8,""
448,48,0,"[527,1925]",[573],"",1,"Mission Complete",[],0,[],[],[],"",[],0,0,108978,0,8,185
449,48,1,"[527,1982]",[573],"","","Safehouse Abandoned",[],0,[],[],[],"",[],0,0,109032,0,8,""
450,48,2,"[527,1924]",[573],"","","Interrogate the Leader",[],0,[],[],[],"",[],0,0,109092,0,8,""
451,48,3,"[527,1923]",[573],"","","Defeat the Syndicate Members",[],0,[],[],[],"",[],0,0,109164,0,8,""
452,48,4,"[527,1922]",[573],"","","Raid the Safehouse",[],0,[],[],[],"",[],0,0,109216,0,8,""
453,49,0,"[527,1930]",[573],"",1,"Mission Complete",[],0,[],[],[],"",[],0,0,109228,0,8,185
454,49,1,"[527,1929]",[573],"","","Interrogate Catarina",[],0,[],[],[],"",[],0,0,109284,0,8,""
455,49,2,"[527,1960]",[573],"","","Defeat Catarina",[],9000,[],[],[],"",[],0,0,109330,0,8,""
456,49,3,"[527,1928]",[573],"","","Follow Catarina",[],12000,[],[],[],"",[],0,0,109376,0,8,""
457,49,4,"[527,1927]",[573],"","","Defeat Catarina",[],6000,[],[],[],"",[],0,0,109388,0,8,""
458,49,5,"[527,1926]",[573],"","","Find the Mastermind",[],0,[],[],[],"",[],0,0,109442,0,8,""
459,51,0,[898],[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[11],"","[268,266,265,267,263,264]",0,0,109816,0,8,""
460,51,1,[898],[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,109848,0,8,""
461,51,2,[],[900],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[],[11],"","[268,266,265,267,263,264]",0,0,110262,0,8,""
462,51,3,[],[900],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,110290,0,8,""
463,51,4,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[11],"",[],1,0,110696,0,8,""
464,51,5,[938],[900],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[11],"",[],0,0,110996,0,8,""
465,51,6,[938],[900],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,111004,0,8,""
466,51,7,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,111008,0,8,""
467,52,0,[898],[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[23,26]","","[268,266,265,267,263,264]",0,0,111132,0,8,""
468,52,1,[898],[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,111164,0,8,""
469,52,2,[],[900],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[],"[23,26]","","[268,266,265,267,263,264]",0,0,111320,0,8,""
470,52,3,[],[900],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,111348,0,8,""
471,52,4,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[26],"",[],1,0,111464,0,8,""
472,52,5,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[23],"",[],1,0,111584,0,8,""
473,52,6,[938],[900],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[23,26]","",[],0,0,111700,0,8,""
474,52,7,[938],[900],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,111708,0,8,""
475,52,8,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,111712,0,8,""
476,52,9,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,111720,0,8,""
477,53,0,[901],[],"Quest Complete - You have completed the Eternal Labyrinth.",1,"",[],0,[],[],[],"","[286,284,283,285,281,282]",0,0,111872,0,8,""
478,53,1,[994],[],"Quest Complete - You have completed the Merciless Labyrinth. But could there be yet more secrets to unlock?",1,"Quest Complete",[],0,[],[],[],"","[272,273,274]",0,0,112106,0,8,""
479,53,2,[993],[],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[272,273,274]",0,0,112432,0,8,""
480,53,3,[993],[],"You have completed the Cruel Labyrinth, but there may yet be more to discover about the Labyrinth...","","",[],0,[],[],[],"","[269,270,271]",0,0,112652,0,8,""
481,53,4,[900],[],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[269,270,271]",0,0,112970,0,8,""
482,53,5,[900],[],"You have completed the Lord's Labyrinth and earned your Ascendancy, but there may yet be more to discover about the Labyrinth...","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,113258,0,8,""
483,53,6,[977],[],"You have completed the Lord's Labyrinth and slain Izaro. Activate the Altar of Ascendancy to earn your Ascendancy.","","Activate the Altar of Ascendancy",[],0,"[""Activate the Altar of Ascendancy""]",[],[],"","[268,266,265,267,263,264]",0,0,113662,0,8,""
484,53,7,[898],[],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[52,41,43,38,448]","","[268,266,265,267,263,264]",0,0,113826,0,8,""
485,53,8,[898],[],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,113854,0,8,""
486,53,9,[],[],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[34],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[34],"[52,41,43,38]","","[268,266,265,267,263,264]",0,0,114070,0,8,""
487,53,10,[],[],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,114094,0,8,""
488,53,11,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[43],"",[],1,0,114210,0,8,""
489,53,12,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[41],"",[],1,0,114330,0,8,""
490,53,13,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Lord's Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[52],"",[],1,0,114450,0,8,""
491,53,14,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[52,41,43,38]","",[],0,0,114594,0,8,""
492,53,15,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,114598,0,8,""
493,54,0,[],[898],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,114626,0,8,""
494,54,1,[938],[898],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,114634,0,8,""
495,54,2,"[938,898]",[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,114670,0,8,""
496,54,3,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114674,0,8,""
497,54,4,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114682,0,8,""
498,54,5,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114690,0,8,""
499,54,6,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114698,0,8,""
500,54,7,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114706,0,8,""
501,54,8,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114714,0,8,""
502,55,0,[],[898],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,114746,0,8,""
503,55,1,[938],[898],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,114754,0,8,""
504,55,2,"[938,898]",[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,114790,0,8,""
505,55,3,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114794,0,8,""
506,55,4,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114802,0,8,""
507,55,5,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114810,0,8,""
508,55,6,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114818,0,8,""
509,55,7,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114826,0,8,""
510,55,8,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,114834,0,8,""
511,56,0,[938],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Cruel Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[89],"",[],1,0,115154,0,8,""
512,56,1,[],[898],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[],[89],"","[268,266,265,267,263,264]",0,0,115298,0,8,""
513,56,2,[],[898],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,115326,0,8,""
514,56,3,[938],[898],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[89],"",[],0,0,115422,0,8,""
515,56,4,[938],[898],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,115430,0,8,""
516,56,5,"[938,898]",[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[89],"","[268,266,265,267,263,264]",0,0,115538,0,8,""
517,56,6,"[938,898]",[900],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,115574,0,8,""
518,56,7,"[938,898]",[900],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,115586,0,8,""
519,56,8,[900],[993],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[89],"","[268,266,265,267,263,264,269,270,271]",0,0,115702,0,8,""
520,56,9,[900],[993],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",0,0,115746,0,8,""
521,56,10,[900],[993],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[89],"","[268,266,265,267,263,264]",0,0,116000,0,8,""
522,56,11,[900],[993],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",0,0,116032,0,8,""
523,56,12,[938],[993],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],0,0,116040,0,8,""
524,56,13,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,116044,0,8,""
525,56,14,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,116052,0,8,""
526,56,15,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,116060,0,8,""
527,56,16,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,116068,0,8,""
528,56,17,[938],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],1,0,116076,0,8,""
