"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
2420,"HakuPrimaryDefenderStartsFightZero","","Tala moana, warrior! Flee if you do not wish to die.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_1.ogg","","","","",1,0,1,1,0,1670090,0,""
2421,"HakuPrimaryDefenderStartsFightOne","","Brave of you to attack a Karui in his fortress. Brave, and foolish.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_2.ogg","","","","",1,0,1,1,0,1670414,0,""
2422,"HakuPrimaryDefenderStartsFightTwo","","Keep moving! I'll handle the exile.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_3.ogg","","","","",1,0,1,1,0,1670674,0,""
2423,"HakuPrimaryDefenderStartsFightThree","","Exile, you've just walked into your tomb.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_4.ogg","","","","",1,0,1,1,0,1670950,0,""
2424,"HakuPrimaryDefenderStartsFightFour","","Hinekora, I will send you a gift!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_5.ogg","","","","",1,0,1,1,0,1671208,0,""
2425,"HakuPrimaryDefenderStartsFightFive","","Did you think I would crumble in that prison? My ancestors spent centuries in shackles.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_6.ogg","","","","",1,0,1,1,0,1671574,0,""
2426,"HakuPrimaryDefenderStartsFightSix","","I stayed true to my word, exile. Did you?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_7.ogg","","","","",1,0,1,1,0,1671846,0,""
2427,"HakuPrimaryDefenderStartsFightSeven","","My ancestors will forgive my transgressions. Will yours?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_8.ogg","","","","",1,0,1,1,0,1672152,0,""
2428,"HakuPrimaryDefenderStartsFightEight","","The Mother of Death did not return me empty-handed.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_9.ogg","","","","",1,0,1,1,0,1672448,0,""
2429,"HakuPrimaryDefenderStartsFightNine","","Back from the dead? You are nothing but a child of Kitava.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_10.ogg","","","","",1,0,1,1,0,1672758,0,""
2430,"HakuPrimaryDefenderStartsFightTen","","I will crush you.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_11.ogg","","","","",1,0,1,1,0,1672984,0,""
2431,"HakuPrimaryDefenderStartsFightEleven","","A true warrior need only hit you once.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_12.ogg","","","","",1,0,1,1,0,1673258,0,""
2432,"HakuPrimaryDefenderStartsFightTwelve","","Nothing can stop a true Karui warrior.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_13.ogg","","","","",1,0,1,1,0,1673532,0,""
2433,"HakuPrimaryDefenderStartsFightThirteen","","We Karui were born in a volcano.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_14.ogg","","","","",1,0,1,1,0,1673798,0,""
2434,"HakuPrimaryDefenderStartsFightFourteen","","You have no concept of what you truly face.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_15.ogg","","","","",1,0,1,1,0,1674086,0,""
2435,"HakuSafehouseLeaderIntroZero","","I will hang your head on my belt, as Kaom did Lioneye's.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_16.ogg","","","","",1,0,1,1,0,1674380,0,""
2436,"HakuSecondaryDefenderArrivalZero","","We will push the invader back together!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_17.ogg","","","","",2,0,1,1,0,1674648,0,""
2437,"HakuSecondaryDefenderArrivalOne","","We cannot lose this cargo!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_18.ogg","","","","",2,0,1,1,0,1674888,0,""
2438,"HakuSecondaryDefenderArrivalTwo","","Strength in numbers, friend!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_19.ogg","","","","",2,0,1,1,0,1675132,0,""
2439,"HakuSecondaryDefenderArrivalThree","","The Ancestors forgive. The Syndicate does not.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_20.ogg","","","","",2,0,1,1,0,1675416,0,""
2440,"HakuSecondaryDefenderArrivalFour","","I lend you my strength, ally.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_21.ogg","","","","",2,0,1,1,0,1675664,0,""
2441,"HakuSecondaryDefenderArrivalFive","","The Syndicate fights as one!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_22.ogg","","","","",2,0,1,1,0,1675910,0,""
2442,"HakuSecondaryDefenderArrivalSix","","Stop wasting time, Leo. We have more important tasks.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_23.ogg","","","","",2,0,1,1,0,1676204,0,""
2443,"HakuSecondaryDefenderArrivalSeven","","Talamoana, holy man. Did your god not show up?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_24.ogg","","","","",2,0,1,1,0,1676488,0,""
2444,"HakuSecondaryDefenderArrivalEight","","Talamoana, son of stone.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_25.ogg","","","","",2,0,1,1,0,1676728,0,""
2445,"HakuSecondaryDefenderArrivalNine","","Rin, let me show you how a Karui fights.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_26.ogg","","","","",2,0,1,1,0,1676998,0,""
2446,"HakuSecondaryDefenderArrivalTen","","You put too much faith in your gadgetry, Riker.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_27.ogg","","","","",2,0,1,1,0,1677280,0,""
2447,"HakuSecondaryDefenderArrivalEleven","","Ancestors, guide us to victory.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_28.ogg","","","","",2,0,1,1,0,1677536,0,""
2448,"HakuSecondaryDefenderArrivalTwelve","","I have come to claim what is mine.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_29.ogg","","","","",2,0,1,1,0,1677798,0,""
2449,"HakuSecondaryDefenderArrivalThirteen","","Your failure will be my finest hour.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_30.ogg","","","","",2,0,1,1,0,1678068,0,""
2450,"HakuSecondaryDefenderArrivalFourteen","","You will all be buried down here.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_31.ogg","","","","",2,0,1,1,0,1678332,0,""
2451,"HakuSecondaryDefenderArrivalFifteen","","I will bring you all into Hinekora's domain.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_32.ogg","","","","",2,0,1,1,0,1678616,0,""
2452,"HakuSecondaryDefenderArrivalSixteen","","Let's see if my attacks draw out that god of yours, holy man.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_33.ogg","","","","",2,0,1,1,0,1678934,0,""
2453,"HakuSecondaryDefenderArrivalSeventeen","","I am sorry huntress, but we must be enemies this day.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_34.ogg","","","","",2,0,1,1,0,1679240,0,""
2454,"HakuSecondaryDefenderArrivalEighteen","","Exile, know that when that creature dies, it will not go to Hinekora. It will go nowhere at all.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_35.ogg","","","","",2,0,1,1,0,1679630,0,""
2455,"HakuSecondaryDefenderArrivalNineteen","","Your spirit will be the plaything of the Ancestors, slavemaster.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_36.ogg","","","","",2,0,1,1,0,1679956,0,""
2456,"HakuSecondaryDefenderArrivalTwenty","","You go too far, Aisling. Violence is a necessity, not an idle pastime.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_37.ogg","","","","",2,0,1,1,0,1680290,0,""
2457,"HakuSecondaryDefenderArrivalTwentyOne","","Hinekora demands many sacrifices this day. Consider it an honour.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_38.ogg","","","","",2,0,1,1,0,1680620,0,""
2458,"HakuReplyToSecondaryDefenderArrivalZero","","Scoundrel! I will break you, too!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_39.ogg","","","","",2,0,1,1,0,1680890,0,""
2459,"HakuReplyToSecondaryDefenderArrivalOne","","I am not yet dead, vulture!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_40.ogg","","","","",2,0,1,1,0,1681146,0,""
2460,"HakuReplyToSecondaryDefenderArrivalTwo","","You have just buried yourself.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_41.ogg","","","","",2,0,1,1,0,1681408,0,""
2461,"HakuReplyToSecondaryDefenderArrivalThree","","I will show you no mercy, traitor.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_42.ogg","","","","",2,0,1,1,0,1681682,0,""
2462,"HakuReplyToSecondaryDefenderArrivalFour","","I think my gods are stronger than yours, crusader.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_43.ogg","","","","",2,0,1,1,0,1681986,0,""
2463,"HakuReplyToSecondaryDefenderArrivalFive","","I won't need my ancestors' aid for this one, abomination.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_44.ogg","","","","",2,0,1,1,0,1682304,0,""
2464,"HakuReplyToSecondaryDefenderArrivalSix","","You will answer to the Ancestors, Gravicius - with screams.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_45.ogg","","","","",2,0,1,1,0,1682624,0,""
2465,"HakuReplyToSecondaryDefenderArrivalSeven","","The dead belong to Hinekora, defiler. I will send you to her.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_46.ogg","","","","",2,0,1,1,0,1682952,0,""
2466,"HakuReplyToSecondaryDefenderArrivalEight","","So be it. Karui jade will cleave you just as easily as this exile.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_47.ogg","","","","",2,0,1,1,0,1683290,0,""
2467,"HakuSecondaryDefenderArrivalTwentyTwo","","Steel yourself. For Tukohama!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_48.ogg","","","","",2,0,1,1,0,1683548,0,""
2468,"HakuSecondaryDefenderArrivalTwentyThree","","Ancestors, witness this!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_49.ogg","","","","",2,0,1,1,0,1683800,0,""
2469,"HakuSecondaryDefenderArrivalTwentyFour","","Feel the walls tremble with our combined might!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_50.ogg","","","","",2,0,1,1,0,1684096,0,""
2470,"HakuSecondaryDefenderArrivalTwentyFive","","Can you hear it, exile? Hinekora is calling your name.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_51.ogg","","","","",2,0,1,1,0,1684406,0,""
2471,"HakuSecondaryDefenderArrivalTwentySix","","Tora, I'd no sooner taunt a wolf than give you an order. Just remember: I'm the alpha.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_52.ogg","","","","",2,0,1,1,0,1684778,0,""
2472,"HakuSecondaryDefenderArrivalTwentySeven","","Assassin! Do not forget who is in charge.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_53.ogg","","","","",2,0,1,1,0,1685064,0,""
2473,"HakuSecondaryDefenderArrivalTwentyEight","","I protect all my men, even ones that aren't.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_54.ogg","","","","",2,0,1,1,0,1685356,0,""
2474,"HakuSecondaryDefenderArrivalTwentyNine","","A Karui in command over Gravicius. Hinekora is laughing.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_55.ogg","","","","",2,0,1,1,0,1685670,0,""
2475,"HakuSecondaryDefenderArrivalThirty","","Direct your gadgetry as I command, Maloney, and those traps of yours might just accomplish something.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_56.ogg","","","","",2,0,1,1,0,1686066,0,""
2476,"HakuSecondaryDefenderArrivalThirtyOne","","To face a Karui's men is to face the Karui.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_57.ogg","","","","",2,0,1,1,0,1686352,0,""
2477,"HakuKillPlayerZero","","A worthy foe.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_58.ogg","","","","",8,0,1,1,0,1686540,0,""
2478,"HakuKillPlayerOne","","You will feed the worms.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_59.ogg","","","","",8,0,1,1,0,1686748,0,""
2479,"HakuKillPlayerTwo","","A glorious fight!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_60.ogg","","","","",8,0,1,1,0,1686942,0,""
2480,"HakuKillPlayerThree","","Mother of Death, a gift.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_61.ogg","","","","",8,0,1,1,0,1687154,0,""
2481,"HakuEscapeZero","","A warning. Do not cross me again.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_62.ogg","","","","",4,0,1,1,0,1687374,0,""
2482,"HakuEscapeOne","","A nesting bird gets no worms. So long, exile.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_63.ogg","","","","",4,0,1,1,0,1687616,0,""
2483,"HakuEscapeTwo","","You have not earned the Ancestors' favour. That is why you are destined to fail.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_64.ogg","","","","",4,0,1,1,0,1687928,0,""
2484,"HakuDefeatedZero","","Tukohama... how did I fail?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_65.ogg","","","","",9,0,1,1,0,1688140,0,""
2485,"HakuDefeatedOne","","No... the cart must... ugh...","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_66.ogg","","","","",9,0,1,1,0,1688354,0,""
2486,"HakuDefeatedTwo","","Ancestors... I - forgive me.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_67.ogg","","","","",9,0,1,1,0,1688566,0,""
2487,"HakuDefeatedThree","","Hinekora... I am sorry.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_68.ogg","","","","",9,0,1,1,0,1688772,0,""
2488,"HakuDefeatedFour","","Don't... lock me up again...","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_69.ogg","","","","",9,0,1,1,0,1688986,0,""
2489,"HakuDefeatedFive","","Ugh... exile... another deal...?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_70.ogg","","","","",9,0,1,1,0,1689208,0,""
2490,"HakuDefeatedSix","","I strayed too far... from the Way.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_71.ogg","","","","",9,0,1,1,0,1689432,0,""
2491,"HakuDefeatedSeven","","Ancestors... I will see you again.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_72.ogg","","","","",9,0,1,1,0,1689660,0,""
2492,"HakuDefeatedEight","","You... have learned much...","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_73.ogg","","","","",9,0,1,1,0,1689874,0,""
2493,"HakuDefeatedNine","","This was... a cursed task.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_74.ogg","","","","",9,0,1,1,0,1690084,0,""
2494,"HakuDefeatedTen","","I was a fool... to follow my fury.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_75.ogg","","","","",9,0,1,1,0,1690308,0,""
2495,"HakuOfferBargainZero","","I do not wish to join my ancestors just yet, exile. In Ngamakanui, our treaties mandated that an offering of peace be witnessed by a third. I wish for peace. Will you choose our witness?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_76.ogg","","","","",5,0,1,1,0,1690846,0,""
2496,"HakuOfferBargainOne","","Enough blood has been shed today, warrior. Put down your weapon, and I will offer you an opportunity. There is one in my new tribe I would deceive. Give me a reason to, and I will tell you that which I know about them.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_77.ogg","","","","",5,0,1,1,0,1691446,0,""
2497,"HakuOfferBargainTwo","","Conquerors don't just win fights, they put people in positions where it benefits them most. I think I would benefit you better elsewhere.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_78.ogg","","","","",5,0,1,1,0,1691884,0,""
2498,"HakuOfferBargainThree","","I do not wish to be here any longer, exile. The Ancestors whisper in my ear. They tell me that I am needed back home in Ngamakanui. Have you the mercy to let a man return to his family?","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_79.ogg","","","","",5,0,1,1,0,1692422,0,""
2499,"HakuOfferBargainFour","","I know when I am defeated. Not every fight must end with death, nor should it. In my tribe, the victor claims their prize, and the slate is wiped clean. I will tell you what you want to know in exchange for my safety.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_80.ogg","","","","",5,0,1,1,0,1693022,0,""
2500,"HakuOfferBargainFive","","I know my histories. You conquerors are all the same. You seek only two things: my head, or my goods. So take one and leave the other.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_81.ogg","","","","",5,0,1,1,0,1693456,0,""
2501,"HakuOfferBargainSix","","I must confess, I believed you to be bluffing. I see now how little regard for life you truly have. Whatever it is you want, it's yours.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_82.ogg","","","","",5,0,1,1,0,1693892,0,""
2502,"HakuBargainAcceptedZero","","A wise choice indeed.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_83.ogg","","","","",5,0,1,1,0,1694106,0,""
2503,"HakuBargainAcceptedOne","","Then it is subterfuge.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_84.ogg","","","","",5,0,1,1,0,1694320,0,""
2504,"HakuBargainAcceptedTwo","","So be it. I will fulfill my duties there.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_85.ogg","","","","",5,0,1,1,0,1694572,0,""
2505,"HakuBargainAcceptedThree","","It will be good to see my family again.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_86.ogg","","","","",5,0,1,1,0,1694824,0,""
2506,"HakuBargainAcceptedFour","","Consider us even.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_87.ogg","","","","",5,0,1,1,0,1695030,0,""
2507,"HakuBargainAcceptedFive","","Take your prize and go.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_88.ogg","","","","",5,0,1,1,0,1695248,0,""
2508,"HakuOfferBetrayalZero","","It is the Karui way to give leadership to the victor. In this situation, I believe that means that you could choose a new leader in place of the old one. If you choose me, I will honour that choice.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_89.ogg","","","","",5,0,1,1,0,1695812,0,""
2509,"HakuOfferBetrayalOne","","Among the Karui, conflict often results in changes in rank and respect. In this situation, I believe that means you could demote some and promote others. If you choose me, I will honour that choice.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_90.ogg","","","","",5,0,1,1,0,1696374,0,""
2510,"HakuOfferBetrayalTwo","","The Syndicate does not follow the Karui Way, but I do, and a victory like yours gives you a choice over our fates. If you so choose, you could have one of us exiled from the Syndicate entirely. If you make that choice here and now, I will make sure they honour it.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_91.ogg","","","","",5,0,1,1,0,1697068,0,""
2511,"HakuOfferBetrayalThree","","A victory like yours demands a prize. I have nothing to give except information - not typically considered a prize by the Karui, but, in this situation, I believe information is your most valuable weapon against the Syndicate.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_92.ogg","","","","",5,0,1,1,0,1697690,0,""
2512,"HakuOfferBetrayalFour","","There is a fine line between belief and madness. I believe Elreon is long past it.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_93.ogg","","","","",5,0,1,1,0,1698022,0,""
2513,"HakuOfferBetrayalFive","","The huntress has lost her path. Let's help her find it together.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_94.ogg","","","","",5,0,1,1,0,1698318,0,""
2514,"HakuOfferBetrayalSix","","I bear no kinship with that... thing. It is not of this world and is entirely without honour.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_95.ogg","","","","",5,0,1,1,0,1698670,0,""
2515,"HakuOfferBetrayalSeven","","Our conflict aside, exile, Gravicius must be made to answer for his atrocities. You'll find no better chance than this to provide the Ancestors a sliver of justice.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_96.ogg","","","","",5,0,1,1,0,1699168,0,""
2516,"HakuOfferBetrayalEight","","Aisling is a monster hidden in a pleasing form. You must hear me.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_97.ogg","","","","",5,0,1,1,0,1699468,0,""
2517,"HakuOfferBetrayalNine","","The Karui Way is sometimes bitingly cold, but it is still the Way.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_98.ogg","","","","",5,0,1,1,0,1699768,0,""
2518,"HakuOfferExecuteZero","","I choose an honourable death.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_99.ogg","","","","",5,0,1,1,0,1699992,0,""
2519,"HakuOfferExecuteOne","","I am honoured to die for my cause.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_100.ogg","","","","",5,0,1,1,0,1700226,0,""
2520,"HakuOfferExecuteTwo","","I would sooner die than betray my friends.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_101.ogg","","","","",5,0,1,1,0,1700476,0,""
2521,"HakuOfferExecuteThree","","I seek only the darkness that death brings. Not the inside of a cell.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_102.ogg","","","","",5,0,1,1,0,1700784,0,""
2522,"HakuReplyToBetrayalAcceptedZero","","The Ancestors will remember your actions!","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_103.ogg","","","","",5,0,1,1,0,1701056,0,""
2523,"HakuReplyToBetrayalAcceptedOne","","My 'trees and ghosts' will be waiting for you after death, old man.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_104.ogg","","","","",5,0,1,1,0,1701378,0,""
2524,"HakuReplyToBetrayalAcceptedTwo","","I don't need your gentle arrow in my back, huntress.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_105.ogg","","","","",5,0,1,1,0,1701670,0,""
2525,"HakuReplyToBetrayalAcceptedThree","","I always expect the worst from you, Janus, and you always over-deliver.","Audio/Dialogue/NPC/BetrayalLeague/Haku/HAK_106.ogg","","","","",5,0,1,1,0,1702004,0,""
