"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]"
529,"Metadata/Chests/IncursionChestCurrencyRoom",1,4,"Ancient Cache","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","","[6722,7920]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
530,"Metadata/Chests/IncursionChestMapRoom",1,4,"Dusty Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,1,"",100,[],"","",[7920],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
531,"Metadata/Chests/IncursionChestTrinketsRoom",1,4,"Ceremonial Adornments","[""Metadata/Chests/Chests/Chest10.ao""]","",1,35,1,"",100,"[7,6,8]","","","[7248,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
532,"Metadata/Chests/IncursionChestGemsRoom",1,4,"Thaumaturgy Vessel","[""Metadata/Chests/VaalChests/VaalChest.ao""]","",1,35,1,"",100,"[15,16]","","","[7255,6722,7920]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[55919,19081]"
533,"Metadata/Chests/IncursionChestArmourRoom",1,4,"War Regalia","[""Metadata/Chests/WeaponArmourRack/armourrack.ao""]","",1,35,1,"",100,"[1,2,3,4,5]","","","[7248,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
534,"Metadata/Chests/IncursionChestWeaponRoom",1,4,"Ancient Armaments","[""Metadata/Chests/WeaponArmourRack/weaponrack05.ao""]","",1,35,1,"",100,"[0,9]","","","[7248,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
535,"Metadata/Chests/IncursionChestWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,35,"","",100,"[0,9]","","","[7248,6723]",[],19,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
536,"Metadata/Chests/IncursionChestWeaponTier2",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,56,"","",100,"[0,9]","","","[7249,6723]",[],19,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
537,"Metadata/Chests/IncursionChestWeaponDivination",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
538,"Metadata/Chests/IncursionChestWeaponCorrupted",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","","[7248,7251,6723]",[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
539,"Metadata/Chests/IncursionChestWeaponSpecificMod",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
540,"Metadata/Chests/IncursionChestWeaponUnique",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","","[7248,7252]",[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
541,"Metadata/Chests/IncursionChestWeaponUnique2",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","","[7248,7253]",[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
542,"Metadata/Chests/IncursionChestWeaponExtraQuality",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
543,"Metadata/Chests/IncursionChestWeaponLegionWeaponGeneric",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],19,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
544,"Metadata/Chests/IncursionChestWeapon6LinkedRareWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
545,"Metadata/Chests/IncursionChestWeapon6LinkedUniqueWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
546,"Metadata/Chests/IncursionChestWeapon5LinkedRareWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
547,"Metadata/Chests/IncursionChestWeapon5LinkedUniqueWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
548,"Metadata/Chests/IncursionChestWeapon30QualityRareWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
549,"Metadata/Chests/IncursionChestWeapon30QualityUniqueWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
550,"Metadata/Chests/IncursionChestWeaponVeiledWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
551,"Metadata/Chests/IncursionChestWeaponDoubleVeiledWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
552,"Metadata/Chests/IncursionChestWeaponIncursionRareWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
553,"Metadata/Chests/IncursionChestWeaponInfluencedWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
554,"Metadata/Chests/IncursionChestWeaponUniqueWeaponUnidentified",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
555,"Metadata/Chests/IncursionChestWeaponi86Weapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
556,"Metadata/Chests/IncursionChestWeaponSynthesisImplicitWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
557,"Metadata/Chests/IncursionChestWeaponDoubleSynthesisImplicitWeapon",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
558,"Metadata/Chests/IncursionChestWeaponFracturedWeapon1",1,4,"War Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[0,9]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[2825364,125000]"
559,"Metadata/Chests/IncursionChestArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,35,"","",100,"[1,2,3,4,5]","","","[7248,6723]",[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
560,"Metadata/Chests/IncursionChestArmourTier2",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,56,"","",100,"[1,2,3,4,5]","","","[7249,6723]",[],19,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
561,"Metadata/Chests/IncursionChestArmourDivination",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
562,"Metadata/Chests/IncursionChestArmourCorrupted",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","","[7248,7251,6723]",[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
563,"Metadata/Chests/IncursionChestArmourSpecificMod",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
564,"Metadata/Chests/IncursionChestArmourUnique",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","","[7248,7252]",[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
565,"Metadata/Chests/IncursionChestArmourUnique2",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","","[7248,7253]",[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
566,"Metadata/Chests/IncursionChestArmourBootsMod",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
567,"Metadata/Chests/IncursionChestArmourExtraQuality",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
568,"Metadata/Chests/IncursionChestArmourLegionArmourGeneric",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],19,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
569,"Metadata/Chests/IncursionChestArmour6LinkedRareBodyArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
570,"Metadata/Chests/IncursionChestArmourDelveChestArmour6LinkedBodyUnique",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
571,"Metadata/Chests/IncursionChestArmour5LinkedRareBodyArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
572,"Metadata/Chests/IncursionChestArmour5LinkedUniqueBodyArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
573,"Metadata/Chests/IncursionChestArmour30QualityRareArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
574,"Metadata/Chests/IncursionChestArmour30QualityUniqueArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
575,"Metadata/Chests/IncursionChestArmourVeiledArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
576,"Metadata/Chests/IncursionChestArmourDoubleVeiledArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
577,"Metadata/Chests/IncursionChestArmourHelmetEnchant",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
578,"Metadata/Chests/IncursionChestArmourIncursionRareArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
579,"Metadata/Chests/IncursionChestArmourInfluencedArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
580,"Metadata/Chests/IncursionChestArmourUniqueArmourUnidentified",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
581,"Metadata/Chests/IncursionChestArmouri86Armour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
582,"Metadata/Chests/IncursionChestArmourSynthesisImplicitArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],21,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
583,"Metadata/Chests/IncursionChestArmourDoubleSynthesisImplicitArmour",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],22,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
584,"Metadata/Chests/IncursionChestArmourFracturedArmour1",1,4,"Guard Vault","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,"","",100,"[1,2,3,4,5]","","",[7248],[],20,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]"
585,"Metadata/Chests/IncursionChestTrinkets",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,35,1,"",100,"[7,6,8]","","",[7248],[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
586,"Metadata/Chests/IncursionChestTrinketsTier2",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,48,1,"",100,"[7,6,8]","","","[7249,6723]",[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
587,"Metadata/Chests/IncursionChestTrinketsTier3",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,60,1,"",100,"[7,6,8]","","","[7249,6723]",[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
588,"Metadata/Chests/IncursionChestTrinketsJewelsOnly",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,18,1,"",100,[24],"","",[7248],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[20000]
589,"Metadata/Chests/IncursionChestTrinketsRingsOnly",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,35,1,"",100,[6],"","","[7248,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[125000]
590,"Metadata/Chests/IncursionChestTrinketsAmuletsOnly",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,35,1,"",100,[7],"","","[7248,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[62000]
591,"Metadata/Chests/IncursionChestTrinketsCorrupted",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","","[7248,7251,6723]",[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
592,"Metadata/Chests/IncursionChestTrinketsUnique",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","","[7248,7252]",[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
593,"Metadata/Chests/IncursionChestTrinketsUnique2",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","","[7248,7253]",[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
594,"Metadata/Chests/IncursionChestTrinketsTalismans",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
595,"Metadata/Chests/IncursionChestTrinketsTalismansTier2",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
596,"Metadata/Chests/IncursionChestTrinketsTalismansTier3",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
597,"Metadata/Chests/IncursionChestTrinketsAbyss",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
598,"Metadata/Chests/IncursionChestTrinketsDivination",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
599,"Metadata/Chests/IncursionChestTrinketsGreatwolf",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
600,"Metadata/Chests/IncursionChestTrinketsInfluence",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
601,"Metadata/Chests/IncursionChestTrinketsVeiled",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
602,"Metadata/Chests/IncursionChestTrinketsDoubleVeiled",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
603,"Metadata/Chests/IncursionChestTrinketsIncursionRare",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
604,"Metadata/Chests/IncursionChestTrinketsUniqueUnidentified",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
605,"Metadata/Chests/IncursionChestTrinketsSynthesisImplicit",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
606,"Metadata/Chests/IncursionChestTrinketsDoubleSynthesisImplicit",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
607,"Metadata/Chests/IncursionChestTrinketsFractured",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
608,"Metadata/Chests/IncursionChesti86Trinkets",1,4,"Glittering Trove","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,"[7,6,8]","","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
609,"Metadata/Chests/IncursionChestCurrency",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","",[7920],[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
610,"Metadata/Chests/IncursionChestCurrencyTier2",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,44,1,"",100,"[12,23]","","",[7920],[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
611,"Metadata/Chests/IncursionChestCurrencyTier3",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,56,1,"",100,"[12,23]","","",[7920],[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
612,"Metadata/Chests/IncursionChestCurrencyDivination",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","","[7250,7920]",[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
613,"Metadata/Chests/IncursionChestCurrencySockets",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","",[7920],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
614,"Metadata/Chests/IncursionChestCurrencySpecial",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","",[7920],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
615,"Metadata/Chests/IncursionChestCurrencyVaal",1,4,"Stone Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,"[12,23]","","",[7920],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","","[258462,141538]"
