"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
649,"totem_aura_chieftain","You deal less damage, and take increased Fire and Physical damage while near a Chieftain's totems","","","Moon's Presence","[4492,2047,545]",1,3,"","","","",18,542,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4492,2047,545]",[],0,""
650,"guardian_share_charges_with_party_members_in_aura","You share Charges with Party Members in this Aura","","","Harmony of Purpose",[4541],1,3,"","","",1,18,555,1,1,1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4541],[],0,""
651,"guardian_conduit_aura_enemies","You can't gain Charges","","","Harmony of Purpose",[4161],1,3,"","","",1,18,556,1,1,2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4161],[],0,""
652,"guardian_dispel_cooldown","",1,"","",[],1,3,"","","","",18,0,1,"",15,"","","","",0,"","GuardianDispelBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
653,"guardian_life_regen","",1,"","",[451],1,3,"","","",1,18,567,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
654,"izaro_disrupter_inactive","",1,"","","[864,398,702,140,1307]","",3,"","","","",18,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[864,398,702,140,1307]",[],0,""
655,"izaro_buff_loot_bonus","",1,"","","[10,11]","",1,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10,11]",[],0,""
656,"melee_ancestor_totem_attack_speed","",1,"","","[4419,70]","",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4419,70]",[],0,""
657,"slash_ancestor_totem_phys_added_as_fire","",1,"","",[447],"",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,""
658,"slam_ancestor_totem_melee_damage","",1,"","","[4558,1364]","",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4558,1364]",[],0,""
659,"guardian_cannot_be_stunned_aura","You are being granted Stun Immunity by a Guardian","","","Bastion of Hope",[702],"",3,"","","","",18,544,"","",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[702],[],0,""
660,"izaro_pedestal_timer_buff","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
661,"lightning_golem_wrath","Grants additional Lightning Damage to Attacks and Spells","",1,"Lightning Golem Wrath","[59,60,1597,1598]",1,3,"","","","",18,566,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[59,60,1597,1598]",[],0,""
662,"chronos_statues_buff","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
663,"damage_increase_when_killed_bleeding_enemy","",1,"","",[24],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
664,"damage_increase_when_killed_cursed_enemy","",1,"","",[24],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
665,"increased_minion_attack_and_cast_speed","",1,"","","[2099,2100]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2099,2100]",[],0,""
666,"increased_attack_and_cast_speed","",1,"","",[1910],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1910],[],0,""
667,"curse_enemy_chaos_resistance","",1,"","",[150],1,3,"","","",1,18,0,1,"",2,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,""
668,"champion_aura_increased_damage_under_fortify","An Ascendant is granting you Increased Damage while they have Fortify","","","Inspirational",[24],1,3,"","","",1,18,557,1,1,15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
669,"enrage_buff","",1,"","","[1910,177,24]",1,3,"","","","",18,550,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[1910,177,24]",[],0,""
670,"elemental_penetration_from_mine_detonation","",1,"","","[595,593,594]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[595,593,594]",[],0,""
671,"have_killed_recently","",1,"","",[4480],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4480],[],0,""
672,"number_of_times_have_been_hit_recently","",1,"","",[4956],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
673,"have_been_crit_recently","",1,"","",[6191],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6191],[],0,""
674,"have_crit_recently","",1,"","",[4484],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4484],[],0,""
675,"have_taken_attack_damage_recently","",1,"","",[4621],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4621],[],0,""
676,"have_taken_spell_damage_recently","",1,"","",[4623],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4623],[],0,""
677,"have_used_a_warcry_recently","",1,"","",[4636],"",1,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4636],[],0,""
678,"have_been_savage_hit_recently","",1,"","",[4619],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4619],[],0,""
679,"have_hit_an_enemy_recently","",1,"","",[4889],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4889],[],0,""
680,"chronos_statue_life_regen","",1,"","Chronos Statue Life Regen",[451],1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
681,"perandus_gold_spectre_buff","",1,"","",[],"",3,"","","","",18,565,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
682,"perandus_chest_protection","",1,"","Protection","[477,24]",1,3,"","","",1,18,577,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,24]",[],0,""
683,"perandus_chest_fire_empowered","",1,"","Fire Empowered","[477,447]",1,3,"","","",1,18,578,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,447]",[],0,""
684,"perandus_chest_cold_empowered","",1,"","Cold Empowered","[477,448]",1,3,"","","",1,18,579,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,448]",[],0,""
685,"perandus_chest_lightning_empowered","",1,"","Lightning Empowered","[477,449]",1,3,"","","",1,18,580,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,449]",[],0,""
686,"perandus_chest_physical_empowered","",1,"","Physical Empowered","[477,26]",1,3,"","","",1,18,581,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,26]",[],0,""
687,"bane_of_the_loyal","The next Lieutenant you hit will be killed instantly","",1,"Bane of the Loyal",[3948],1,3,"","","",1,18,569,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3948],[],0,""
688,"heart_of_the_gargoyle","The next Gargoyle you hit will be killed instantly","",1,"Heart of the Gargoyle",[3950],1,3,"","","",1,18,570,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3950],[],0,""
689,"cube_of_absorption","The next Conduit you interact with will be disabled permanently","",1,"Cube of Absorbtion",[3951],1,3,"","","",1,18,571,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3951],[],0,""
690,"orb_of_elemental_essence","The next Essence you hit will be killed instantly","",1,"Orb of Elemental Essence",[3949],1,3,"","","",1,18,572,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3949],[],0,""
691,"rod_of_detonation","The next Font you hit will be killed instantly","",1,"Rod of Detonation",[3947],1,3,"","","",1,18,573,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3947],[],0,""
692,"sand_of_eternity","The next Idol you hit will no longer regenerate life","",1,"Sand of Eternity",[4185],1,3,"","","",1,18,574,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4185],[],0,""
693,"cogs_of_disruption","The next Charge Disruptor you use will reactivate after a short duration","",1,"Cogs of Disruption",[3953],1,3,"","","",1,18,575,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3953],[],0,""
694,"portal_shredder","The next Portal you hit will be killed instantly","",1,"Portal Shredder",[4187],1,3,"","","",1,18,576,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4187],[],0,""
695,"perandus_chest_revive_marker","",1,"","",[],"",3,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
696,"active_offering","You have an active offering",1,"","Active Offering",[],"",1,"","","","",18,0,1,"",15,"",1,1,"",0,"","ActiveOffering","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
697,"ground_maelstrom_chill","You are taking damage from a Vortex","","","Vortex",[1986],1,3,"","","","",18,599,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1986],[4566],0,""
698,"aura_increased_damage_taken","You are taking increased damage from all sources","","","Endless Pain",[477],1,3,"","","",1,18,586,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
699,"aura_damage_on_movement_skill_use","You take Physical Damage whenever you use a movement skill","","","Endless Hazard","[4653,4654]",1,3,"","","",1,18,587,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4653,4654]",[],0,""
700,"savage_hit_life_regen","Grants Life regeneration","","","Rumblemarch Life Regen",[451],1,3,"","","",1,18,267,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
701,"overflowing_chalice","You gain increased Flask Charges while this flask is active","","","Overflowing Chalice",[4658],1,3,"","","",1,18,597,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4658],[],0,""
702,"have_killed_a_taunted_enemy_recently","",1,"","",[],"",2,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[4668],0,""
703,"shavronne_torment_aura","Allies have Energy Shield that cannot be bypassed by Chaos Damage","","","Shavronne's Aura","[563,1205]",1,3,"","","",1,18,88,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[563,1205]",[],0,""
704,"flask_bonus_flask_charges_gained","You gain increased Flask Charges while this flask is active",1,"","",[460],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[460],[],0,""
705,"goddess_slow","You are slowed","","","Slow",[346],1,3,"","","",1,18,591,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
706,"have_pierced_recently","",1,"","",[4700],"",2,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4700],[],0,""
707,"goddess_beam","You are taking Burning Damage","","","Goddess Beam",[1984],1,3,"","","",1,18,594,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1984],[],0,""
708,"have_killed_a_maimed_enemy_recently","",1,"","",[4714],"",2,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4714],[],0,""
709,"have_taunted_an_enemy_recently","",1,"","",[],"",2,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[4717],0,""
710,"guardian_additional_block_chance","",1,"","Ascendancy Effect (Invisible)",[1085],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[1085],[],0,""
711,"guardian_block_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,18,0,1,"",15,"","","","",0,"","GuardianBlockBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
712,"blocked_unique_enemy_hit_recently","",1,"","",[26],"",2,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[26],[],0,""
713,"elementalist_increased_area_of_effect","",1,"","",[434],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[434],[],0,""
714,"pale_court_invulnerability","",1,"","","[140,702,869,746,3204,982,620,177,398]",1,2,"","","","",18,598,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,869,746,3204,982,620,177,398]",[],0,""
715,"pale_court_ghost_invulnerability","",1,"","","[140,702,869,746,3204,982,620,864,398]",1,2,"","","","",18,598,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,869,746,3204,982,620,864,398]",[],0,""
716,"intimidated","You are Intimidated, increasing Attack Damage taken.","","","Intimidated",[5707],1,2,"","","","",18,1195,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5707],[],0,""
717,"number_of_corpses_consumed_recently","",1,"","",[4956],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
718,"flask_cannot_be_stunned","",1,"","",[702],1,3,"","","",1,18,0,1,"",4,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[702],[],0,""
719,"ascendancy_life_leech","",1,"","",[105],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[105],[],0,""
720,"kiaras_determination","You are immune to Freeze, Chill, Curses and Stun while this flask is active.","","","Kiara's Determination","[702,4942,4941,746]",1,3,"","","",1,18,600,1,"",4,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[702,4942,4941,746]",[],0,""
721,"prophecy_stolen_mods_buff","You have taken the mods of a slain Rare Monster for yourself","","","Hunter's Lesson",[],1,1,1,"","","",18,266,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
722,"summon_specific_monsters_cannot_die","",1,"","Cannot Die",[398],1,3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[398],[],0,""
723,"phoenix_firebomb","You have reduced Fire Resistance.","","","Phoenix Fire Bomb",[144],1,3,"","","",1,18,618,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,""
724,"repeated_pulse_cold","You have reduced Cold Resistance.","","","Essence of Hatred",[146],1,3,"","","",1,18,601,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[146],[],0,""
725,"repeated_pulse_lightning","You have reduced Lightning Resistance.","","","Essence of Wrath",[148],1,3,"","","",1,18,602,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[148],[],0,""
726,"repeated_pulse_fire","You have reduced Fire Resistance.","","","Essence of Anger",[144],1,3,"","","",1,18,603,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,""
727,"repeated_pulse_chaos","You are taking Chaos Damage over time.","","","Essence of Misery",[453],1,1,1,"","",1,18,604,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[453],[],0,""
728,"flask_elemental_penetration","Your damage penetrates enemy Elemental Resistances.",1,"","","[593,594,595]",1,3,"","","",1,18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[593,594,595]",[],0,""
729,"essence_elemental_damage_taken","",1,"","",[4843],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","ElementalDamageTakenEssence","","","","","",4,"","",0,[],"","","","",[],[],[4843],[],0,""
730,"essence_burning_ground","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","BurningGroundEssence","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
731,"essence_elemental_damage_taken_granted","",1,"","",[3504],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3504],[],0,""
732,"curse_immunity","","","","",[746],1,3,"","","",1,18,605,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[746],[],0,""
733,"essence_alternating_buffs_speed_dodge_alternator","",1,"","","[177,216,70,1938,1939]",1,10,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[177,216,70,1938,1939]",[],0,""
734,"essence_alternating_buffs_speed_dodge_1","",1,"","","[177,216,70]",1,3,"","","","",18,607,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,216,70]",[],0,""
735,"essence_alternating_buffs_speed_dodge_2","",1,"","","[1938,1939]",1,3,"","","","",18,608,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1938,1939]",[],0,""
736,"essence_alternating_buffs_damage_alternator","",1,"","","[634,477]",1,10,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[634,477]",[],0,""
737,"essence_alternating_buffs_damage_1","",1,"","",[634],1,3,"","","","",18,609,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[634],[],0,""
738,"essence_alternating_buffs_damage_2","",1,"","",[477],1,3,"","","","",18,606,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
739,"essence_alternating_buffs_crit_alternator","",1,"","","[2550,348]",1,10,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[2550,348]",[],0,""
740,"essence_alternating_buffs_crit_1","",1,"","",[2550],1,3,"","","","",18,610,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2550],[],0,""
741,"essence_alternating_buffs_crit_2","",1,"","",[348],1,3,"","","","",18,611,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[348],[],0,""
742,"permanent_debuff_on_minion_death","",1,"","","[477,718,11,10]",1,1,"","","","",18,0,1,"",2,"",1,1,"",20,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,718,11,10]",[],0,""
743,"have_blocked_attack_recently","",1,"","",[4864],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[4864],[],0,""
744,"phoenix_stacking_debuff","You have reduced maximum Fire Resistance.","","","Heat",[946],1,3,1,"","","",18,615,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[946],[],0,""
745,"fire_beam_damage_stacks","You are burning, taking fire damage over time from a Scorching Ray.","","","Scorching Ray",[4956],1,1,"","","",1,18,640,1,"",2,"",1,1,"",0,"","FireBeamBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
746,"brain_scrambler_shock_effects","",1,"","Brain Scrambler","[216,177]",1,3,"","","","",18,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[216,177]",[],0,""
747,"shaper_immune","","","","","[398,140,702,746,869]","",3,"","","","",18,616,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140,702,746,869]",[],0,""
748,"shaper_beam","DESCRIBE ME",1,"","RENAME ME","[1984,1986,1988]",1,3,"","","","",18,626,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",100,"",[],[],"[1984,1986,1988]",[],0,""
749,"decay","You are taking Chaos Damage over time","","","Decay",[453],1,3,"","","",1,18,628,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,""
750,"endurance_frenzy_charge_essence","Gains Endurance and Frenzy Charges",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","EnduranceFrenzyChargeEssence","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
751,"remnant_of_corruption_aura","You are slowed and taking Physical Damage over time","","","Remnant of Corruption","[177,2576,3071]",1,3,"","","","",18,621,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,2576,3071]",[],0,""
