"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]_222","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","[rid]_440","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]_617","GameMode","[rid]_637"
3601,"StunDurationEssence7",29173,112,82,340,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[35],36,39,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-227966052,[],0,[]
3602,"StunDurationImplicitBelt1",-11144,112,20,340,"","","",1,"","","","","","","","","","",3,[35],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-435998085,[],0,[]
3603,"StunDurationImplicitMace1",16875,112,1,340,"","","",1,"","","","","","","","","","",3,[35],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1003911741,[],0,[]
3604,"StunDurationImplicitMace2",-10176,112,1,340,"","","",1,"","","","","","","","","","",3,[35],45,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2087560238,[],0,[]
3605,"StunDurationImplicitQuiver9",3681,112,20,340,"","","",1,"","","","","","","","","","",3,[35],25,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1408851352,[],0,[]
3606,"StunDurationUniqueTwoHandMace1",-5707,112,1,340,"","","",1,"","","","","","","","","","",3,[35],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-62056968,[],0,[]
3607,"StunDurationUniqueTwoHandMace2",4761,112,1,340,"","","",1,"","","","","","","","","","",3,[35],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1129927104,[],0,[]
3608,"StunDurationUniqueQuiver2",19135,112,1,340,"","","",1,"","","","","","","","","","",3,[35],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1390155875,[],0,[]
3609,"StunDurationUniqueTwoHandMace3",-19015,112,1,340,"","","",1,"","","","","","","","","","",3,[35],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",77508903,[],0,[]
3610,"StunDurationUniqueGlovesInt4_",-25177,112,1,340,"","","",1,"","","","","","","","","","",3,[35],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",397576725,[],0,[]
3611,"StunDurationUniqueGlovesDexInt3",13393,112,1,340,"","","",1,"","","","","","","","","","",3,[35],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",566695318,[],0,[]
3612,"StunDurationUniqueTwoHandSword5",-6750,112,1,340,"","","",1,"","","","","","","","","","",3,[35],400,400,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1078044131,[],0,[]
3613,"StunDurationUniqueQuiver8",-3875,112,1,340,"","","",1,"","","","","","","","","","",3,[35],140,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",492891581,[],0,[]
3614,"StunDurationUniqueOneHandMace6",13602,112,1,340,"","","",1,"","","","","","","","","","",3,[35],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-518269895,[],0,[]
3615,"StunDurationUnique__1",-5400,112,1,340,"","","",1,"","","","","","","","","","",3,[35],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",611700381,[],0,[]
3616,"StunDurationUnique__2",-26565,112,1,340,"","","",1,"","","","","","","","","","",3,[35],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",292097133,[],0,[]
3617,"SpellCriticalStrikeChance1",16152,225,11,555,"","","",1,"of Menace","de la Menace","der Gefahr","脅威の","- 위험","da Ameaça","напасти","<if:MS>{de amenaza}<elif:FS>{de amenaza}<elif:MP>{de amenaza}<elif:FP>{de amenaza}","of Menace","威脅之",2,[78],10,19,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",181417416,[],0,[]
3618,"SpellCriticalStrikeChance2",-28559,225,21,555,"","","",1,"of Havoc","du Ravage","der Verwüstung","致命的な","- 혼란","do Estrago","погрома","<if:MS>{de caos}<elif:FS>{de caos}<elif:MP>{de caos}<elif:FP>{de caos}","of Havoc","浩劫之",2,[78],20,39,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-634107323,[],0,[]
3619,"SpellCriticalStrikeChance3",6045,225,28,555,"","","",1,"of Disaster","du Désastre","der Katastrophe","災害の","- 재난","do Desastre","разрухи","<if:MS>{de desastre}<elif:FS>{de desastre}<elif:MP>{de desastre}<elif:FP>{de desastre}","of Disaster","災害之",2,[78],40,59,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1773305391,[],0,[]
3620,"SpellCriticalStrikeChance4",5778,225,41,555,"","","",1,"of Calamity","de la Désolation","des Unglücks","厄災の","- 대재난","da Calamidade","бедствия","<if:MS>{de calamidad}<elif:FS>{de calamidad}<elif:MP>{de calamidad}<elif:FP>{de calamidad}","of Calamity","災難之",2,[78],60,79,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1479102139,[],0,[]
3621,"SpellCriticalStrikeChance5",-21115,225,59,555,"","","",1,"of Ruin","de la Ruine","des Ruins","滅びの","- 폐허","da Ruína","катастрофы","<if:MS>{de ruina}<elif:FS>{de ruina}<elif:MP>{de ruina}<elif:FP>{de ruina}","of Ruin","滅絕之",2,[78],80,99,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-752517472,[],0,[]
3622,"SpellCriticalStrikeChance6_",-25918,225,76,555,"","","",1,"of Unmaking","de l'Anéantissement","der Aufhebung","帰無の","- 멸망","do Desmantelamento","небытия","<if:MS>{de perdición}<elif:FS>{de perdición}<elif:MP>{de perdición}<elif:FP>{de perdición}","of Unmaking","解構之",2,[78],100,109,0,0,0,0,0,0,"[447,446,45,229,230,9,10,37,13,0]","[0,0,1000,1000,1000,1000,1000,1000,1000,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1314575513,[],0,[]
3623,"SpellCriticalStrikeChanceEssence7",26973,225,82,555,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[78],110,119,0,0,0,0,0,0,[0],[0],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1917000478,[],0,[]
3624,"SpellCriticalStrikeChanceUniqueDagger1",-2170,225,1,555,"","","",1,"","","","","","","","","","",3,[78],80,100,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",46789967,[],0,[]
3625,"SpellCriticalStrikeChanceUniqueGlovesInt5",21011,225,1,555,"","","",1,"","","","","","","","","","",3,[78],75,100,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",281559771,[],0,[]
3626,"SpellCriticalStrikeChanceUniqueGlovesInt6",-2189,225,1,555,"","","",1,"","","","","","","","","","",3,[78],125,150,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-865715435,[],0,[]
3627,"SpellCriticalStrikeChanceUniqueHelmetInt6",-28316,225,1,555,"","","",1,"","","","","","","","","","",3,[78],20,25,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",124360205,[],0,[]
3628,"SpellCriticalStrikeChanceUniqueShieldInt3",21309,225,1,555,"","","",1,"","","","","","","","","","",3,[78],25,35,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-868180099,[],0,[]
3629,"SpellCriticalStrikeChanceUniqueBootsStrDex5",-13367,225,1,555,"","","",1,"","","","","","","","","","",3,[78],50,70,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1406310428,[],0,[]
3630,"SpellCriticalStrikeChanceUnique__1",32759,225,1,555,"","","",1,"","","","","","","","","","",3,[78],100,140,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1882525635,[],0,[]
3631,"SpellCriticalStrikeChanceUnique__2",-5296,225,1,555,"","","",1,"","","","","","","","","","",3,[78],60,80,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",121105511,[],0,[]
3632,"SpellCriticalStrikeChanceUnique__3",24729,225,1,555,"","","",1,"","","","","","","","","","",3,[78],60,80,0,0,0,0,0,0,[],[],"[171,1053]",[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-783437356,[],0,[]
3633,"SpellCriticalStrikeChanceUnique__4",-9794,225,1,555,"","","",1,"","","","","","","","","","",3,[78],60,80,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1982836626,[],0,[]
3634,"SpellCriticalStrikeChanceUnique__5",14164,225,1,555,"","","",1,"","","","","","","","","","",3,[78],80,120,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2059433875,[],0,[]
3635,"ProjectileSpeed1",11959,235,14,175,"","","",1,"of Darting","de la Fléchette","des Schießens","投射の","- 사출","do Disparo","метателя","<if:MS>{de dardo}<elif:FS>{de dardo}<elif:MP>{de dardo}<elif:FP>{de dardo}","of Darting","疾速之",2,[80],10,17,0,0,0,0,0,0,"[32,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",339360397,[],0,[]
3636,"ProjectileSpeed2",-26425,235,27,175,"","","",1,"of Flight","de la Trajectoire","des Fliegens","飛行の","- 비행","do Voo","застрельщика","<if:MS>{de vuelo}<elif:FS>{de vuelo}<elif:MP>{de vuelo}<elif:FP>{de vuelo}","of Flight","飛行之",2,[80],18,25,0,0,0,0,0,0,"[32,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1195630468,[],0,[]
3637,"ProjectileSpeed3",32681,235,41,175,"","","",1,"of Propulsion","de la Propulsion","des Antriebs","推進力の","- 추진","da Propulsão","дискобола","<if:MS>{de propulsión}<elif:FS>{de propulsión}<elif:MP>{de propulsión}<elif:FP>{de propulsión}","of Propulsion","推進之",2,[80],26,33,0,0,0,0,0,0,"[32,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-539385744,[],0,[]
3638,"ProjectileSpeed4",-25083,235,55,175,"","","",1,"of the Zephyr","du Zéphyr","des Zephirs","西風の","- 미풍","do Zéfiro","ветра","<if:MS>{de la brisa}<elif:FS>{de la brisa}<elif:MP>{de la brisa}<elif:FP>{de la brisa}","of the Zephyr","和風之",2,[80],34,41,0,0,0,0,0,0,"[32,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1157815047,[],0,[]
3639,"ProjectileSpeed5",12159,235,82,175,"","","",1,"of the Gale","de la Bourrasque","des Starkwinds","疾風の","- 강풍","da Ventania","шторма","<if:MS>{del vendaval}<elif:FS>{del vendaval}<elif:MP>{del vendaval}<elif:FP>{del vendaval}","of the Gale","勁風之",2,[80],42,46,0,0,0,0,0,0,"[32,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1182296328,[],0,[]
3640,"ProjectileSpeedEssence6",15835,235,28,175,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[80],47,52,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1459252002,[],0,[]
3641,"ProjectileSpeedImplicitQuiver4New",23333,235,25,175,"","","",1,"","","","","","","","","","",3,[80],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-457026264,[],0,[]
3642,"ProjectileSpeedUniqueAmulet5",-1782,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",617668058,[],0,[]
3643,"ProjectileSpeedUniqueBow4_",18483,235,1,175,"","","",1,"","","","","","","","","","",3,[80],50,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1431117183,[],0,[]
3644,"ProjectileSpeedUniqueQuiver2",-26323,235,1,175,"","","",1,"","","","","","","","","","",3,[80],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",180851690,[],0,[]
3645,"ProjectileSpeedUniqueQuiver4",-27453,235,1,175,"","","",1,"","","","","","","","","","",3,[80],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",174104227,[],0,[]
3646,"ProjectileSpeedUniqueQuiver8",2166,235,1,175,"","","",1,"","","","","","","","","","",3,[80],-25,-25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1170820544,[],0,[]
3647,"ProjectileSpeedUnique___1",29215,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",690117437,[],0,[]
3648,"ProjectileSpeedUnique__2",28032,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1426995342,[],0,[]
3649,"ProjectileSpeedUnique__3",32470,235,1,175,"","","",1,"","","","","","","","","","",3,[80],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1129201049,[],0,[]
3650,"ProjectileSpeedUnique__4",3091,235,1,175,"","","",1,"","","","","","","","","","",3,[80],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2084466733,[],0,[]
3651,"ProjectileSpeedUnique__5__",9476,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-569640177,[],0,[]
3652,"ProjectileSpeedUnique__6",-5065,235,1,175,"","","",1,"","","","","","","","","","",3,[80],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",944952421,[],0,[]
3653,"ProjectileSpeedUnique__7",-4933,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1090629051,[],0,[]
3654,"ProjectileSpeedUnique__8",1492,235,1,175,"","","",1,"","","","","","","","","","",3,[80],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1977905200,[],0,[]
3655,"LifeGainPerTarget1",-20607,238,8,342,"","","",1,"of Rejuvenation","du Rajeunissement","der Verjüngung","活性化の","- 회춘","do Rejuvenescimento","омоложения","<if:MS>{de rejuvenecimiento}<elif:FS>{de rejuvenecimiento}<elif:MP>{de rejuvenecimiento}<elif:FP>{de rejuvenecimiento}","of Rejuvenation","回春之",2,[84],2,2,0,0,0,0,0,0,"[3,2,22,0]","[1000,1000,1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",20033200,[],0,[]
3656,"LifeGainPerTarget2",19485,238,20,342,"","","",1,"of Restoration","du Rétablissement","der Wiederherstellung","復元の","- 재생","da Restauração","восстановления","<if:MS>{de restauración}<elif:FS>{de restauración}<elif:MP>{de restauración}<elif:FP>{de restauración}","of Restoration","恢復之",2,[84],3,3,0,0,0,0,0,0,"[3,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-119098117,[],0,[]
3657,"LifeGainPerTarget3",-5881,238,30,342,"","","",1,"of Regrowth","de la Repousse","des Neuwuchses","再生の","- 재성장","do Recrescimento","обновления","<if:MS>{de renacimiento}<elif:FS>{de renacimiento}<elif:MP>{de renacimiento}<elif:FP>{de renacimiento}","of Regrowth","再生之",2,[84],4,4,0,0,0,0,0,0,"[3,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",741197098,[],0,[]
3658,"LifeGainPerTarget4",-5882,238,40,342,"","","",1,"of Nourishment","de la Subsistance","des Zuwachses","栄養の","- 자양분","do Sustento","насыщения","<if:MS>{de alimento}<elif:FS>{de alimento}<elif:MP>{de alimento}<elif:FP>{de alimento}","of Nourishment","營養之",2,[84],5,5,0,0,0,0,0,0,[0],[0],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1676511980,[],0,[]
3659,"LifeGainPerTargetUniqueRing2",21396,238,1,342,"","","",1,"","","","","","","","","","",3,[84],2,4,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",102520200,[],0,[]
