"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
549,"Metadata/Chests/TreasureHunter/BonusChest2","",4,"Shipwrecked Booty","Butin échoué","Wrackbeute","沈没船の略奪品","난파선 노획물","Tesouro Naufragado","Shipwrecked Booty","Tesoro de Naufragio","ซากของโจร","船難殘骸的贓物","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
550,"Metadata/Chests/TreasureHunter/BonusChest3","",4,"Shipwrecked Booty","Butin échoué","Wrackbeute","沈没船の略奪品","난파선 노획물","Tesouro Naufragado","Shipwrecked Booty","Tesoro de Naufragio","ซากของโจร","船難殘骸的贓物","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
551,"Metadata/Chests/TreasureHunter/BonusChest4","",4,"Shipwrecked Booty","Butin échoué","Wrackbeute","沈没船の略奪品","난파선 노획물","Tesouro Naufragado","Shipwrecked Booty","Tesoro de Naufragio","ซากของโจร","船難殘骸的贓物","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
552,"Metadata/Chests/TreasureHunter/BeachChest1","",4,"Shipwrecked Booty","Butin échoué","Wrackbeute","沈没船の略奪品","난파선 노획물","Tesouro Naufragado","Shipwrecked Booty","Tesoro de Naufragio","ซากของโจร","船難殘骸的贓物","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
553,"Metadata/Chests/TreasureHunter/BonusChestPowerful1","",4,"Vase of the Mariner","Vase du marin","Vase des Seefahrers","船乗りの花瓶","선원의 화병","Vaso do Marinheiro","Vase of the Mariner","Vasija del Marinero","แจกันกะลาสี","水手的瓶子","[""Metadata/Chests/UniqueStrongboxes/BaroqueVaseTreasureHunter.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
554,"Metadata/Chests/AmphoraChest1",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest1.ao""]",1,1,10,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
555,"Metadata/Chests/AmphoraChest2",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest2.ao""]",1,1,9,"",1,90,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
556,"Metadata/Chests/AmphoraChest3",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest3.ao""]",1,1,8,"",1,80,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
557,"Metadata/Chests/AmphoraChest4",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest4.ao""]",1,1,7,"",1,70,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
558,"Metadata/Chests/AmphoraChestShakari1",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest1.ao""]",1,1,8,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
559,"Metadata/Chests/AmphoraChestShakari2",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest2.ao""]",1,1,7,"",1,90,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
560,"Metadata/Chests/AmphoraChestShakari3",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest3.ao""]",1,1,6,"",1,80,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
561,"Metadata/Chests/AmphoraChestShakari4",1,2,"Amphora","Amphore","Amphore","アンフォラ","손잡이 항아리","Ânfora","Амфора","Ánfora","ไหโบราณ","細頸瓶","[""Metadata/Chests/AmphoraChests/AmphoraChest4.ao""]",1,1,5,"",1,70,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
562,"Metadata/Chests/RoyaleChestStarter",1,4,"Supplies","Fournitures","Ausrüstung","補給品","보급품","Suprimentos","Припасы","Suministros","อุปกรณ์","補給品","[""Metadata/Chests/Crates/Crate1.ao""]",1,1,3,"","",125,"[1,2,3,4,0,13,14]","","","[7511,8070]",[],"",0,"","FP","F","","","M","","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,50,4,4]","",0,0,"","","","","",[],"",[]
563,"Metadata/Chests/RoyaleChestStarterOpened",1,4,"Supplies","Fournitures","Ausrüstung","補給品","보급품","Suprimentos","Припасы","Suministros","อุปกรณ์","補給品","[""Metadata/Chests/Vases/VaseClean02.ao""]",1,1,0,"","",125,[],"","",[7511],[],"",0,"","FP","F","","","M","","MP","","",100,"","",[],"","Metadata/Chests/ChestGroundDrop",1,"",[],"",0,0,"","","","","",[],"",[]
564,"Metadata/Chests/RoyaleChestStarterHidden",1,4,"Concealed Stash","Réserve dissimulée","Verborgene Truhe","隠しスタッシュ","감춰진 보관함","Baú Trancado","Скрытый тайник","Alijo escondido","คลังเก็บของที่ถูกซ่อน","隱密的寶箱","[""Metadata/Chests/KaomChests/KaomChest03.ao""]",1,1,3,"","",100,"[1,2,3,4,0,13,14]","","","[7511,8070]",[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,50,4,4]","",0,0,"","","","","",[],"",[]
565,"Metadata/Chests/RoyaleChestMidKit","",4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Caixa","Тайник","Alijo","หีบที่ซ่อนอยู่","祕寶","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","","[7510,8069,7512]",[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]","",0,0,"","","","","",[],"",[]
566,"Metadata/Chests/RoyaleChestMidOpened","",4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Caixa","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/Vases/VaseClean02.ao""]","",1,0,"","",100,[],"","",[7510],[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/ChestGroundDrop",1,"",[],"",0,0,"","","","","",[],"",[]
567,"Metadata/Chests/RoyaleChestMidKitUnique","",4,"Hoard","Trésor","Hort","埋蔵品","비축물","Cofre","Запас","Reservas","กอง","儲物箱","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","","[7510,8069,7512]",[],"",0,"","M","M","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]","",0,0,"","","","","",[],"",[]
568,"Metadata/Chests/RoyaleChestCurrency","",4,"Trove","Richesses","Schatz","宝物","발견물","Tesouro","Клад","Cofre del Tesoro","ขุม","保險箱","[""Metadata/Chests/CopperChests/CopperChest3.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"","FP","M","","","M","","M","","",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"",[],"",0,0,"","","","","",[],"",[]
569,"Metadata/Chests/RoyaleChestArsenal","",4,"War Chest","Trésor de guerre","Kriegstruhe","戦利品箱","전쟁용 상자","Baú de Guerra","Резерв","Cofre de Guerra","หีบอาวุธ","征戰寶箱","[""Metadata/Chests/WeaponArmourRack/weaponrack.ao""]","",1,3,"","",100,[0],"","",[8069],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"",[2825364],"",0,0,"","","","","",[],"",[]
570,"Metadata/Chests/RoyaleChestCentre","",4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Caixa","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","",[8069],[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"","[10,10,10,10,4,25,4,4,4]","",0,0,"","","","","",[],"",[]
571,"Metadata/Chests/RoyaleChestCentreUnique","",4,"Hoard","Trésor","Hort","埋蔵品","비축물","Riqueza","Запас","Reservas","กองหีบ","儲物箱","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","",[8069],[],"",0,"","M","M","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]","",0,0,"","","","","",[],"",[]
572,"Metadata/Chests/IncursionChestMajor",1,4,"Ancient Hoard","Trésor antique","Uralter Hort","古代の埋蔵品","고대의 비축물","Tesouro Antigo","Старинный запас","Reservas Antiguas","ขุมโบราณ","古代儲物箱","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,84,1,"",100,[],"","","[8107,7542]",[],8,0,"","M","M","","","M","","FP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
573,"Metadata/Chests/IncursionChestMinor1",1,4,"Stockpile","Provisions","Vorrat","備蓄品","전리품","Pilha","Запасы","Reservas","คลัง","堆積物","[""Metadata/Chests/Chests/Chest11.ao""]","",1,56,1,"",100,[],"","","[8106,7542]",[],8,0,"","FP","M","","","F","","FP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
574,"Metadata/Chests/IncursionChestMinor2",1,4,"Receptacle","Récipient","Behältnis","容器","삽입구","Receptáculo","Хранилище","Receptáculo","ที่เก็บของ","容物箱","[""Metadata/Chests/Chests/Chest12.ao""]","",1,35,1,"",100,[],"","","[8106,7542]",[],8,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
575,"Metadata/Chests/IncursionChestBreachSplinters",1,4,"Anomalous Objects","Objets anormaux","Ungewöhnliche Objekte","異常な物体","기묘한 물체","Objeto Anômalo","Аномальные объекты","Objetos Anómalos","วัตถุประหลาด","異界之物","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],10,0,"","MP","NP","","","M","","MP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,1,"","","","",[],"",[]
576,"Metadata/Chests/IncursionChestBreachstone",1,4,"Anomalous Objects","Objets anormaux","Ungewöhnliche Objekte","異常な物体","기묘한 물체","Objeto Anômalo","Аномальные объекты","Objetos Anómalos","วัตถุประหลาด","異界之物","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","MP","NP","","","M","","MP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
577,"Metadata/Chests/IncursionChestBeyondUnique",1,4,"Pulsating Growth","Excroissance palpitante","Pulsierender Auswuchs","拍動する腫瘍","고동치는 종양","Planta Pulsante","Пульсирующая поросль","Crecimiento Pulsante","ร่างงอกเต้นตุบ","脈動之力","[""Metadata/Chests/CocoonChests/Cocoon1.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","F","M","","","F","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
578,"Metadata/Chests/IncursionChestHarbingerPiece",1,4,"Portentous Trunk","Coffre porteur de mauvais présages","Ominöse Kiste","先触れのトランク","거창한 트렁크","Baú Potente","Зловещий сундук","Baúl Ostentoso","หีบพิเศษ","預示之箱","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
579,"Metadata/Chests/IncursionChestAtziriFragments",1,4,"Regal Coffer","Coffre royal","Königliche Lade","王者の金庫","왕실 궤짝","Cofre Real","Царская казна","Arca de la Realeza","สมบัติกษัตริย์","皇室寶箱","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],10,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,1,"","","","",[],"",[]
580,"Metadata/Chests/IncursionChestAtziriFragments2",1,4,"Regal Coffer","Coffre royal","Königliche Lade","王者の金庫","왕실 궤짝","Cofre Real","Царская казна","Arca de la Realeza","สมบัติกษัตริย์","皇室寶箱","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,1,"","","","",[],"",[]
581,"Metadata/Chests/IncursionChestEssences",1,4,"Sealed Trunk","Malle scellée","Versiegelte Kiste","封じられたトランク","봉인된 트렁크","Baú Selado","Запечатанный сундук","Baúl Sellado","หีบผนึก","密封之箱","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[8106],[],9,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
582,"Metadata/Chests/IncursionChestEssences2",1,4,"Sealed Trunk","Malle scellée","Versiegelte Kiste","封じられたトランク","봉인된 트렁크","Baú Selado","Запечатанный сундук","Baúl Sellado","หีบผนึก","密封之箱","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
583,"Metadata/Chests/IncursionChestAbyssUnique",1,4,"Ancient Excavation","Excavation antique","Uralte Ausgrabung","古代の発掘品","고대의 발굴물","Escavação Antiga","Старинные раскопки","Excavación Antigua","หลุมขุดโบราณ","古代之鑿","[""Metadata/Chests/BonePiles/AbyssChest1.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
584,"Metadata/Chests/IncursionChestProphecies",1,4,"Augur's Wares","Marchandises de l'augure","Waren des Auguren","予言者の道具","점술가의 상품","Mercadorias de Augur","Припасы прорицателя","Mercancías del Augur","คำทำนายโบราณ","預言之器","[""Metadata/Chests/KaomChests/KaomChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],10,0,"","FP","FP","","","F","","FP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
585,"Metadata/Chests/IncursionChestPaleCourtFragments",1,4,"Stolen Remnants","Vestiges dérobés","Gestohlene Relikte","盗まれた残骸","도둑맞은 유물","Restos Roubados","Украденные останки","Restos Robados","ของถูกขโมย","盜竊遺物","[""Metadata/Chests/TribalChests/TribalChest1.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","MP","FP","","","M","","MP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
586,"Metadata/Chests/IncursionChestOfferingToTheGoddess",1,4,"Judicial Offerings","Offrandes judiciaires","Gerichtliche Opfergaben","司法の供物","천벌 공물","Oferendas Judiciais","Подношения справедливости","Ofrendas Judiciales","ของบูชา","正義祭品","[""Metadata/Chests/CopperChests/CopperChest2.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","FP","FP","","","FP","","FP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
587,"Metadata/Chests/IncursionChestRandomEnchant",1,4,"Ritualist Regalia","Coiffe de ritualiste","Rituelle Insignie","典礼主義者の神器","제사장 예복","Vestimenta  Ritualística","Ритуальные регалии","Atavío del Ritualista","ชุดประกอบพิธี","儀式之章","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
588,"Metadata/Chests/IncursionChestTalismanUnique",1,4,"Heirloom Vessel","Réceptacle d'héritage","Erbstückgefäß","先祖伝来の宝物","가보 그릇","Recipiente da Herança","Фамильный сосуд","Recipiente de Reliquias","สมบัติตกทอด","傳家器皿","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
589,"Metadata/Chests/IncursionChestTempestUnique",1,4,"Heirloom Vessel","Réceptacle d'héritage","Erbstückgefäß","先祖伝来の宝物","가보 그릇","Recipiente da Herança","Фамильный сосуд","Recipiente de Reliquias","สมบัติตกทอด","傳家器皿","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
590,"Metadata/Chests/IncursionChestWarbandsUnique",1,4,"Heirloom Vessel","Réceptacle d'héritage","Erbstückgefäß","先祖伝来の宝物","가보 그릇","Recipiente da Herança","Фамильный сосуд","Recipiente de Reliquias","สมบัติตกทอด","傳家器皿","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
591,"Metadata/Chests/IncursionChestTormentUnique",1,4,"Heirloom Vessel","Réceptacle d'héritage","Erbstückgefäß","先祖伝来の宝物","가보 그릇","Recipiente da Herança","Фамильный сосуд","Recipiente de Reliquias","สมบัติตกทอด","傳家器皿","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
592,"Metadata/Chests/IncursionChestBloodlinesUnique",1,4,"Heirloom Vessel","Réceptacle d'héritage","Erbstückgefäß","先祖伝来の宝物","가보 그릇","Recipiente da Herança","Фамильный сосуд","Recipiente de Reliquias","สมบัติตกทอด","傳家器皿","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[8106],[],11,0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
