"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
1498,"DexInt4b_A1_08_02","The tail!","La queue !","Der Schwanz!","最後だ！","꼬리!","A cauda!","Хвост!","¡La cola!","หางนั่น!","尾巴！","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_08_01.ogg","",10000,0
1499,"DexInt4b_A1_09","I have dreamt of this place as of late... I am called forward.","J'ai rêvé de cet endroit ces derniers temps... On m'y appelle.","Ich habe in letzter Zeit von diesem Ort geträumt ... Ich werde gerufen.","最近この場所の夢を見た……呼ばれているようだ。","최근 이곳에 대한 꿈을 꿨다... 나는 불려 나간다.","Tenho sonhado com este lugar ultimamente... Eu escuto o chamado.","Недавно мне снилось это место... меня зовут вперёд.","He soñado con este lugar últimamente... Me llama.","ช่วงนี้ข้าฝันถึงที่แห่งนี้บ่อยนัก... ข้าถูกเรียกมายังเบื้องหน้า","我最近有夢到這個地方……好像受到了召喚一樣。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_09.ogg","",10000,0
1500,"DexInt4b_A1_10","Ahh... a remnant of the old magics.","Ahh... un vestige des anciennes magies.","Ahh... ein Überbleibsel alter Magie.","ほう……古き魔術の残滓か。","아아... 옛 마법의 유물인가.","Ahh... resquícios de magias antigas.","А-аа... остатки древней магии.","Ahh... un remanente de magia antigua.","อา... แฝงไว้ด้วยมนต์เก่าแก่","啊……古老魔法的殘存之力。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_10.ogg","",10000,0
1501,"DexInt4b_A1_11","Generations of senseless conflict. And for what?","Des générations déchirées par des conflits insensés. Et tout ça pour quoi ?","Generationen von sinnlosen Konflikten. Und wofür?","何世代にも渡る愚かな争い。一体何のために？","수 세대에 걸친 무의미한 분쟁. 대체 무얼 위한 것이었나?","Gerações de conflito sem sentido. E pra quê?","Поколения бессмысленного противостояния. И ради чего?","Generaciones de conflictos sin sentido. ¿Y para qué?","ขัดแย้งบาดหมางไร้ความหมายมาหลายชั่วคน เพื่่ออะไรกันเล่า?","無謂的衝突綿延數代人。究竟是為了什麼？","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_11.ogg","",10000,0
1502,"DexInt4b_A1_12","Is this what the hooded one spoke of?","Est-ce ce dont parlait L'Encapuchonné ?","Ist es das, wovon der Verhüllte sprach?","フードの者が話していたのはこれか？","두건 쓴 자가 말한 게 이것인가?","É disso que o encapuzado falou?","Об этом говорил Скрытный?","¿Esto es de lo que hablaba el Encapuchado?","นี่คือสิ่งที่ผู้คลุมกายพูดถึงรึ?","這是黑衣幽魂所提到的東西嗎？","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_12.ogg","",10000,0
1503,"DexInt4b_A1_13","It seems the old ways still hold... some power.","Visiblement, les anciennes coutumes possèdent encore… un certain pouvoir.","Es scheint, dass alte Traditionen immer noch ... eine gewisse Macht inne halten.","古き法にはまだある程度……力が残っているようだ。","옛 길에는 아직... 힘이 남아 있는 것 같군.","Parece que os velhos costumes ainda têm... algum poder.","Видно, в старых традициях ещё есть... некая сила.","Parece que las antiguas tradiciones aún contienen... algo de poder.","เหมือนว่าวิถีเก่าแก่ยังคง... มีพลังอยู่บ้าง","看來老方法的威力……還是挺不錯的。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_13.ogg","",10000,0
1504,"DexInt4b_A1_14","Just one more.","Encore un.","Nur noch ein weiteres Mal.","あと一つ。","하나만 더.","Só mais um.","Остался последний.","Solo uno más.","อีกชิ้นเดียวเท่านั้น","再一個就好。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_14.ogg","",10000,0
1505,"DexInt4b_A1_15","Sleep now, and dream no longer!","Dormez maintenant, sans aucun rêve !","Schlaf jetzt und träume nicht länger!","眠れ。もう夢は見なくて良い！","이제 잠들어 더는 꿈꾸지 마라!","Durma, e não volte a sonhar!","Спи, отныне без снов!","Duerme ahora, ¡y no sueñes nunca más!","หลับเสียเถิด อย่าได้ฝันไปใย!","沉睡吧，不要再做夢了！","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_15.ogg","",10000,0
1506,"DexInt4b_A1_16","A tool to break what binds.","Un outil pour briser des chaînes.","Ein Werkzeug, um zu brechen, was fesselt.","縛るものを壊す道具だ。","구속을 깨뜨릴 도구다.","Uma ferramenta para quebrar o que prende.","Инструмент, ломающий оковы.","Una herramienta para romper aquello que une.","เครื่องมือไว้สลายพันธนาการ","用來打破束縛的工具。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_16.ogg","",10000,0
1507,"DexInt4b_A1_17","Time to discover what truly happened out here.","Il est temps de découvrir ce qui s'est réellement passé ici.","Es ist an der Zeit, herauszufinden, was hier wirklich passiert ist.","ここで起こったことの真実を知る時が来た。","여기에서 정말 무슨 일이 있었던 건지 알아내야 할 때다.","É hora de descobrir o que realmente aconteceu por aqui.","Пора выяснить, что здесь на самом деле случилось.","Es hora de descubrir lo que realmente sucedió aquí.","ได้เวลาหาคำตอบของเรื่องราวที่เกิดขึ้นแล้วละ","是時候來看看這裡到底發生了什麼事。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_17.ogg","",10000,0
1508,"DexInt4b_A1_18","A dreamlike maze... twisted.","Un dédale cauchemardesque… tortueux.","Ein traumhaftes Labyrinth ... verdorben.","夢のような迷宮だ......歪んでいる。","꿈 같은 미로가... 온통 뒤틀렸어.","Um labirinto onírico... distorcido.","Призрачная Паутина... переплетённая.","Un laberinto de ensueño... retorcido.","เขาวงกตเสมือนฝัน... ที่ถูกบิดเบือน","夢幻般的迷宮……曲折無比。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_18.ogg","",10000,0
1509,"DexInt4b_A1_19","This land is haunted by its past...","Cette terre est hantée par son passé...","Dieses Land wird von seiner Vergangenheit heimgesucht ...","この地はその過去により呪われている……","이 땅은 과거에 사로잡혀 있다...","O passado assombra essa terra...","Этот край преследует его прошлое...","El pasado aún atormenta a esta tierra...","แผ่นดินนี้มีอดีตคอยหลอกหลอน...","這片土地被過去糾纏著……","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_19.ogg","",10000,0
1510,"DexInt4b_A1_20","This place harbours an everlasting malice.","Ce lieu abrite une malveillance éternelle.","Dieser Ort strahlt eine ewige Bosheit aus.","この場所には終わらぬ悪意が蔓延っている。","이 장소는 영속적인 적의를 품고 있다.","Há uma malícia sem fim neste lugar.","В этом месте затаилась непреходящая злоба.","Este lugar alberga una malicia eterna.","ที่นี่มีความอาฆาตดำรงอยู่ชั่วกัลป์","此處正孕育著永恆的惡意。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_20.ogg","",10000,0
1511,"DexInt4b_A1_21","This body has been here for... some time.","Ce corps est ici depuis… un long moment.","Dieser Körper ist hier schon seit ... einer Weile.","この死体……しばらくの間ここにあったようだ。","이 사체는 여기... 꽤 오랫동안 있었던 것 같은데.","Este corpo está aqui há... Algum tempo.","Тело пролежало здесь... некоторое время.","Este cuerpo ha estado aquí durante... algún tiempo.","ศพนี้อยู่ที่นี่มา... พักนึงแล้ว","這具屍體躺在這裡……有段時間了。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_21.ogg","",10000,0
1512,"DexInt4b_A1_22","Rejoin your family, tortured soul.","Rejoignez votre famille, âme torturée.","Kehre zu deiner Familie zurück, gequälte Seele.","家族のもとへ戻れ、苛まれし魂よ。","다시 가족의 품으로 돌아와라, 고통받는 영혼이여.","Reúna-se com sua família, alma torturada.","Воссоединись со своей семьёй, измученная душа.","Reúnete con tu familia, alma torturada.","วิญญาณระทมเอย จงกลับคืนสู่ครอบครัวเจ้าเถิด","飽受折磨的靈魂啊，與你的家人團聚吧。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_22.ogg","",10000,0
1513,"DexInt4b_Gameplay_A1_23","The discipline of the forge has taught him strength.","La discipline de la forge lui a appris la force.","Die Disziplin der Schmiede hat ihn Stärke gelehrt.","鍜治場での修行は彼に力を教えた。","대장간의 규율이 그에게 힘을 가르쳐 주었다.","Ele aprendeu força com a disciplina da forja.","Искусство ковки научило его силе.","La disciplina de la forja le ha enseñado lo que es la fuerza.","วินัยในโรงหลอมสอนให้เขามีกำลัง","鍛造的紀律讓他意識到何謂力量。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_23.ogg","",10000,0
1514,"DexInt4b_Gameplay_A1_24","I sense a kindred dreamer...","Je ressens la présence d'un autre rêveur…","Ich fühle einen verwandten Träumer ...","私と同類の夢見人の気配だ……","비슷한 몽상가의 기척이 느껴지는데...","Vejo um sonhador semelhante...","Я чувствую другого полуспящего...","Noto a un soñador afín...","ข้าสัมผัสได้ว่าเธอเป็นสหายนักฝัน...","我感應到附近有幻夢者同類……","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_24.ogg","",10000,0
1515,"DexInt4b_Gameplay_A1_25","Let the Ezomytes buried here finally know peace.","Puissent les Ézomytes enterrés en ces lieux enfin trouver la paix.","Lass die hier begrabenen Ezomyten endlich Frieden finden.","ここに眠るエゾミアの民にようやくの安息を。","여기 묻힌 에조미어인들이 마침내 평온을 찾기를.","Que os Ezomitas enterrados aqui finalmente tenham paz.","Пусть погребённые здесь эзомиты наконец обретут покой.","Dejemos que los ezomitas que están enterrados aquí descansen por fin en paz.","ขอให้พวกเอโซไมต์ที่ถูกฝังที่นี่ได้ไปสู่สุคติเสียทีเถิด","讓埋葬於此地的艾茲麥人得以安息。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_25.ogg","",10000,0
1516,"DexInt4b_Gameplay_A1_26","Forbidden thaumaturgy causes nothing but pain and misery.","La thaumaturgie interdite n'engendre que souffrance.","Verbotene Thaumaturgie verursacht nichts als Schmerz und Elend.","禁忌の魔術は苦痛と不幸しかもたらさない。","금단의 마석학은 고통과 비극만을 초래할 뿐이다.","Taumaturgia proibida só causa dor e desgraça.","Запретное колдовство не приносит ничего кроме боли и горести.","La taumaturgia prohibida no provoca más que dolor y sufrimiento.","เวทมณีต้องห้ามนำพาเพียงความเจ็บปวดระทมทุกข์เท่านั้น","禁忌的奇幻魔術只會帶來疼痛與苦難。","Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Gameplay/Monk_Gameplay_A1_26.ogg","",10000,0
