"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32","bool"
489,"C_G3_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderUnderground",4,"","","",4205,4205,""
490,"C_G3_lake",-16843010,-16843010,-16843010,-16843010,[],"","",[3641],9,[72],[3765],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4205,4205,""
491,"C_G3_1",185,0,0,0,[185],"Sandswept Marsh","When the city flooded, the peasants fled quickly... but not quickly enough.",[1523],9,[3640],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSandsweptMarsh","","","","",4205,4205,""
492,"C_G3_1_Rootdredge",185,0,0,0,[],"Rootdredge","...the trees move, you best move as well...",[3640],9,[72],"[4824,3814]","","WorldMapContentBoss",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4205,4205,""
493,"C_G3_1_RootdredgeSlain",185,0,0,0,[],"Rootdredge","...chopped down a tree, did you?...",[4824],9,[72],[3814],"","WorldMapContentBossDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4205,4205,1
494,"C_G3_1_Corpse",185,0,0,0,[],"Hanging Tree","...we give sites like that plenty of space...",[3640],9,[72],"[4834,3814]","","WorldMapContentBag",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4205,4205,""
495,"C_G3_1_CorpseDone",185,0,0,0,[],"Hanging Tree","...never can be sure what killed them...",[4834],9,[72],[3814],"","WorldMapContentBagDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4205,4205,1
496,"C_G3_1_CannibalDuo",185,0,0,0,[],"Orok Campfire","...don't be stirring up the Orok!...",[3640],9,[72],"[4872,3814]","","WorldMapContentRareMonster",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4205,4205,""
497,"C_G3_1_CannibalDuoDone",185,0,0,0,[],"Orok Campfire","...the Orok will be out for blood now...",[4872],9,[72],[3814],"","WorldMapContentRareMonsterDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4205,4205,1
498,"C_G3_town",184,0,0,0,[184],"Ziggurat Encampment","Only a small crown of stone remains above the deadly waters.",[3640],9,[3641],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","",3765,"The last untouched Vaal ruin holds treasures and secrets for the ages.","",4205,4205,""
499,"C_G3_2_1",186,0,0,0,[186],"Infested Barrens","Armies march unseen under the earth.","[3750,3756]",9,[3642],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleOutskirts","","","","",4205,4205,""
500,"C_G3_2_1_ExplorerCamp",186,0,0,0,[],"Troubled Camp","...haven't seen them in weeks...",[3642],9,[72],[3814],"","WorldMapContentCamp",499,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4205,4205,""
501,"C_G3_2_1_ExplorerCampDone",186,0,0,0,[],"Troubled Camp","...well, now their silence makes sense...",[],9,[72],[3814],"","WorldMapContentCampDone",499,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4205,4205,1
502,"C_G3_2_2",-16843010,-16843010,-16843010,-16843010,[187],"The Matlan Waterways","When the end came, the nobles flooded the city to spite would-be looters.",[3642],9,[3804],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWaterways","","","","",4205,4205,""
503,"C_G3_2_2_WaterwaysMechanism",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...surely, where the canals can be controlled?...",[3804],9,[72],"[3765,3814]","","Act3/WorldMapContentWaterwaysMechanism",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4205,4205,""
504,"C_G3_2_2_WaterwaysMechanismDone",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...finally, Utzaal is revealed!...",[3765],9,[72],[3814],"","Act3/WorldMapContentWaterwaysMechanismDone",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4205,4205,1
505,"C_G3_2_2_Shaman",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...that one has a foul tongue indeed...",[3804],9,[72],"[4897,3814]","","WorldMapContentRareMonster",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4205,4205,""
506,"C_G3_2_2_ShamanDone",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...she won't be speaking much now...",[4897],9,[72],[3814],"","WorldMapContentRareMonsterDone",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4205,4205,1
507,"C_G3_3",188,0,0,0,[188],"Jungle Ruins","The bountiful fields of the city of Utzaal are now nothing but tangled jungle.",[3641],9,[3750],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleDepths","","","","",4205,4205,""
508,"C_G3_3_Silverback",188,0,0,0,[],"Mighty Silverfist","...you see the silver fur, you run...",[3750],9,[72],"[4682,3814]","","WorldMapContentBossUpgrade",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4205,4205,""
509,"C_G3_3_SilverbackSlain",188,0,0,0,[],"Mighty Silverfist","...a shame that such a majestic creature is gone...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4682],9,[72],[3814],"","WorldMapContentBossUpgradeDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4205,4205,1
510,"C_G3_3_FinalRest",188,0,0,0,[],"Jungle Grave","...we're all still keeping an eye out for Servi's son...",[3750],9,[72],"[4869,3814]","","Act3/WorldMapContentFinalRest",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4205,4205,""
511,"C_G3_3_FinalRestDone",188,0,0,0,[],"Jungle Grave","...oh... that's terrible...",[4869],9,[72],[3814],"","Act3/WorldMapContentFinalRestDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4205,4205,1
512,"C_G3_3_ExplorerCamp",188,0,0,0,[],"Troubled Camp","...a few days overdue reporting back...",[3750],9,[72],[3814],"","WorldMapContentCamp",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4205,4205,""
513,"C_G3_3_ExplorerCampDone",188,0,0,0,[],"Troubled Camp","...I'll add it to my log...",[],9,[72],[3814],"","WorldMapContentCampDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4205,4205,1
514,"C_G3_4",-16843010,-16843010,-16843010,-16843010,[189],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],9,[3751],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePit","","","",1,4205,4205,""
515,"C_G3_4_Underground",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],9,[72],[3814],"","",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePitUnderground","","","","",4205,4205,""
516,"C_G3_4_DenOfSnakes",-16843010,-16843010,-16843010,-16843010,[],"Orok Poison","...the source of their vile rot...",[3751],9,[72],"[3814,2808,2809,2810]","","Act3/WorldMapContentSnakePotion",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,""
517,"C_G3_4_DenOfSnakesDoneReward1",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{+10% to Chaos Resistance}",[2808],9,[72],[3814],"","Act3/WorldMapContentSnakePotionRed",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
518,"C_G3_4_DenOfSnakesDoneReward2",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{+5 to all Attributes}",[2809],9,[72],[3814],"","Act3/WorldMapContentSnakePotionGreen",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
519,"C_G3_4_DenOfSnakesDoneReward3",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{15% reduced Slowing Potency of Debuffs on You}",[2810],9,[72],[3814],"","Act3/WorldMapContentSnakePotionBlue",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
520,"C_G3_5",190,0,0,0,[190],"Chimeral Wetlands","Beautiful, but deadly.","[3642,3756]",9,[3752],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChimeralWetlands","","","","",4205,4205,""
521,"C_G3_5_Xyclucian",190,0,0,0,[],"Xyclucian, the Chimera","...hunting grounds of an ancient beast...",[3752],9,[72],"[4826,3814]","","WorldMapContentBossUltimatum",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4205,4205,""
522,"C_G3_5_XyclucianSlain",190,0,0,0,[],"Xyclucian, the Chimera","...truly, the beast is felled? Impressive...",[4826],9,[72],[3814],"","WorldMapContentBossUltimatumDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4205,4205,1
523,"C_G3_5_DeadExplorerCamp",190,0,0,0,[],"Ravaged Camp","...been gone over a month...",[3752],9,[72],"[4894,3814]","","WorldMapContentChest",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4205,4205,""
524,"C_G3_5_DeadExplorerCampDone",190,0,0,0,[],"Ravaged Camp","...as I expected. I'll add it to the log...",[4894],9,[72],[3814],"","WorldMapContentChestDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4205,4205,1
525,"C_G3_5_FlowerGauntlet",190,0,0,0,[],"Toxic Bloom","...a place of gasping death...",[3752],9,[72],"[4899,3814]","","WorldMapContentRareMonster",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4205,4205,""
526,"C_G3_5_FlowerGauntletDone",190,0,0,0,[],"Toxic Bloom","...a lucky fool. Lucky, but foolish...",[4899],9,[72],[3814],"","WorldMapContentRareMonsterDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4205,4205,1
527,"C_G3_6_1",191,0,0,0,[191],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",9,[3753],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinarium","","","",1,4205,4205,""
528,"C_G3_6_1_Underground",191,0,0,0,[],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",9,[72],[3814],"","",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinariumUnderground","","","","",4205,4205,""
529,"C_G3_6_1_Blackjaw",191,0,0,0,[],"Blackjaw, the Remnant","...locked away, undying, for his horrific crimes...",[3753],9,[72],"[3785,3814]","","WorldMapContentBossUpgrade",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4205,4205,""
530,"C_G3_6_1_BlackjawSlain",191,0,0,0,[],"Blackjaw, the Remnant","...should have left him to suffer...\r\n\r\n<white>{+10% to Fire Resistance}",[3785],9,[72],[3814],"","WorldMapContentBossUpgradeDone",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4205,4205,1
531,"C_G3_6_2",192,0,0,0,[192],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],9,[3754],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinarium","","","",1,4205,4205,""
532,"C_G3_6_2_Underground",192,0,0,0,[],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],9,[72],[3814],"","",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinariumUnderground","","","","",4205,4205,""
533,"C_G3_6_2_Zicoatl",192,0,0,0,[],"Zicoatl, Warden of the Core","...well that's ominous...",[3754],9,[72],"[4827,3814]","","WorldMapContentBoss",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4205,4205,""
534,"C_G3_6_2_ZicoatlSlain",192,0,0,0,[],"Zicoatl, Warden of the Core","...of course it was a trap!...",[4827],9,[72],[3814],"","WorldMapContentBossDone",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4205,4205,1
535,"C_G3_6_2_CorruptionAltar",192,0,0,0,[],"Paquate's Mechanism","...it's risky, but it's up to you...",[3754],9,[72],"[4873,3814]","","Act3/WorldMapContentCorruptionAltar",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4205,4205,""
536,"C_G3_6_2_CorruptionAltarDone",192,0,0,0,[],"Paquate's Mechanism","...was it worth it?...",[4873],9,[72],[3814],"","Act3/WorldMapContentCorruptionAltarDone",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4205,4205,1
537,"C_G3_7",193,0,0,0,[193],"The Azak Bog","Death wears a mostly human face.",[3642],9,[3767],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCarverBog","","","","",4205,4205,""
538,"C_G3_7_Ignagduk",193,0,0,0,[],"Ignagduk, the Bog Witch","...beware the blood moon...",[3767],9,[72],"[4757,3814]","","WorldMapContentBossUpgrade",537,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4205,4205,""
539,"C_G3_7_IgnagdukSlain",193,0,0,0,[],"Ignagduk, the Bog Witch","...a good day in the jungle, indeed.\r\n\r\n<white>{+40 to Spirit}",[4757],9,[72],[3814],"","WorldMapContentBossUpgradeDone",537,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4205,4205,1
540,"C_G3_8",194,0,0,0,[194],"The Drowned City","A waterlogged corpse, ripe for the looting.",[3765],9,[3768],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4205,4205,""
541,"C_G3_9",195,0,0,0,[195],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],9,[3769],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVault","","","",1,4205,4205,""
542,"C_G3_9_Underground",195,0,0,0,[],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],9,[72],[3814],3765,"",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVaultUnderground","","","","",4205,4205,""
543,"C_G3_9_Mektul",195,0,0,0,[],"Mektul, the Forgemaster","...infernal hammering at all hours, echoing from the city!...",[3769],9,[72],"[4677,3814]",3765,"WorldMapContentBoss",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4205,4205,""
544,"C_G3_9_MektulSlain",195,0,0,0,[],"Mektul, the Forgemaster","...finally, silence!...",[4677],9,[72],[3814],3765,"WorldMapContentBossDone",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4205,4205,1
545,"C_G3_10",196,0,0,0,[196],"The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],9,[3770],[3814],3770,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGod","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.",1,4205,4205,""
546,"C_G3_10_Underground",196,0,0,0,[],"The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],9,[72],[3814],3770,"",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGodUnderground","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.","",4205,4205,""
547,"C_G3_10_Ultimatum",196,0,0,0,[],"Ultimatum","...where peasants and High Priests alike could face the challenge...",[3770],9,[72],"[2691,3814]",3770,"Act3/WorldMapContentUltimatum",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4205,4205,""
548,"C_G3_10_UltimatumDone",196,0,0,0,[],"Ultimatum","...impressive work!...",[2691],9,[72],[3814],3770,"Act3/WorldMapContentUltimatumDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4205,4205,1
549,"C_G3_11",197,0,0,0,[197],"Apex of Filth","An ascent into squalor and madness.",[3768],9,[3806],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4205,4205,""
550,"C_G3_11_TheQueenOfFilth",197,0,0,0,[],"The Queen of Filth","...I can't even describe what I saw through the spyglass...",[3806],9,[72],"[4644,3814]",3765,"WorldMapContentBoss",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4205,4205,""
551,"C_G3_11_TheQueenOfFilthSlain",197,0,0,0,[],"The Queen of Filth","...let's never speak of this again...",[4644],9,[72],[3814],3765,"WorldMapContentBossDone",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4205,4205,1
552,"C_G3_11_CroneVendor",197,0,0,0,[],"Bubbling Respite","...a kind one? I'll believe it when I see it...",[3806],9,[72],[3814],3765,"WorldMapContentCamp",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4205,4205,""
553,"C_G3_11_CroneVendorDone",197,0,0,0,[],"Bubbling Respite","...oh, well that was nice...",[],9,[72],[3814],3765,"WorldMapContentCampDone",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4205,4205,1
554,"C_G3_12",-16843010,-16843010,-16843010,-16843010,[198],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],9,[3807],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","",3807,"The last great work of the Vaal Empire still shines within.",1,4205,4205,""
555,"C_G3_12_Underground",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],9,[72],[3814],3765,"",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZigguratUnderground","",3807,"The last great work of the Vaal Empire still shines within.","",4205,4205,""
556,"C_G3_12_Ketzuli",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...been trapped down there, all this time...",[3807],9,[72],"[4830,3814]",3765,"WorldMapContentBoss",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4205,4205,""
557,"C_G3_12_KetzuliSlain",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...good to put them out of their endless misery...",[4830],9,[72],[3814],3765,"WorldMapContentBossDone",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4205,4205,1
558,"C_G3_14",199,0,0,0,[199],"Utzaal","A doomed city, full of life, unaware what is soon to come.",[3641],9,[3809],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4205,4205,""
559,"C_G3_14_ViperNapuatzi",199,0,0,0,[],"Viper Napuatzi","...the Fang of the Vaal will defend her city...",[3809],9,[72],[4829],3814,"WorldMapContentBoss",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4205,4205,""
560,"C_G3_14_ViperNapuatziSlain",199,0,0,0,[],"Viper Napuatzi","...disappeared just before her death...",[4829],9,[72],[],3814,"WorldMapContentBossDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4205,4205,1
561,"C_G3_14_TrialmasterStatue",199,0,0,0,[],"Chaos Statue","...for those willing to face a challenge...",[3809],9,[72],[2164],3814,"WorldMapContentQuestionMark",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4205,4205,""
562,"C_G3_14_TrialmasterStatueDone",199,0,0,0,[],"Chaos Statue","...you know where to find it...",[2164],9,[72],[],3814,"WorldMapContentQuestionMarkDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4205,4205,1
563,"C_G3_14_Artefacts",199,0,0,0,[],"Peculiar Fortunes","...golden idols abound...",[3809],9,[72],"[4875,4877,4879]",3814,"WorldMapContentBag",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4205,4205,""
564,"C_G3_14_ArtefactsDone",199,0,0,0,[],"Peculiar Fortunes","...just imagine Oswald's glee...","[4875,4877,4879]",9,[72],[],3814,"WorldMapContentBagDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4205,4205,1
565,"C_G3_16",201,0,0,0,[201],"Aggorat","The Vaal warred not with their neighbours, but with death itself.",[3809],9,[3811],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4205,4205,""
566,"C_G3_16_BloodSacrifice",201,0,0,0,[],"Blood Sacrifice","...a simple stab to a heart is all it took...",[3811],9,[72],[4831],3814,"WorldMapContentQuestionMarkUpgrade",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4205,4205,""
567,"C_G3_16_BloodSacrificeDone",201,0,0,0,[],"Blood Sacrifice","...a strange power, but worth the price?...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4831],9,[72],[],3814,"WorldMapContentQuestionMarkUpgradeDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4205,4205,1
568,"C_G3_16_GoliathSoulCore",201,0,0,0,[],"Undamaged Core","...the use of Soul Cores, to be expected...",[72],9,[72],[4919],3814,"WorldMapContentBag",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4205,4205,""
569,"C_G3_16_GoliathSoulCoreDone",201,0,0,0,[],"Undamaged Core","...what is the morality of using these Cores, anyway?...",[72],9,[72],[],3814,"WorldMapContentBagDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4205,4205,1
570,"C_G3_16_Artefacts",201,0,0,0,[],"Peculiar Fortunes","...they're all about to die, what use do they have for it?...",[3811],9,[72],"[4972,4974,4976]",3814,"WorldMapContentBag",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4205,4205,""
571,"C_G3_16_ArtefactsDone",201,0,0,0,[],"Peculiar Fortunes","...that fetched a pretty penny...","[4972,4974,4976]",9,[72],[],3814,"WorldMapContentBagDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4205,4205,1
572,"C_G3_17",202,0,0,0,[202],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],9,[3812],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctum","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.",1,4205,4205,""
573,"C_G3_17_Underground",202,0,0,0,[],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],9,[72],[],3814,"",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctumUnderground","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.","",4205,4205,""
574,"C_G3_17_Doryani",202,0,0,0,[],"Doryani, Royal Thaumaturge","...he would likely be in the depths of the Black Chambers...",[3812],9,[72],[3907],3814,"WorldMapContentActBoss",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4205,4205,""
575,"C_G3_17_DoryaniSlain",202,0,0,0,[],"Doryani, Royal Thaumaturge","...we'll see how this strange new alliance goes...",[3907],9,[72],[],3814,"WorldMapContentActBossDone",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4205,4205,1
576,"G_Endgame_Town",141,0,0,0,[141],"The Ziggurat Refuge (Past)","There is no failure. Only shifting definitions of success.",[3907],9,[3808],[],3808,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","","","","",4205,4205,""
577,"G_Endgame_G3_1",185,0,0,0,[],"Sandswept Marsh (Present)","When the city flooded, the peasants fled quickly... but not quickly enough.",[3808],9,[72],[],3808,"",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSandsweptMarsh","","","","",4205,4205,""
578,"G_Endgame_G3_townA",184,0,0,0,[],"Ziggurat Encampment (Present)","Only a small crown of stone remains above the deadly waters.",[3808],9,[72],[3814],3808,"",498,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","",3765,"Only a small crown of stone remains above the deadly waters.","",4205,4205,""
579,"G_Endgame_G3_townB",184,0,0,0,[],"Ziggurat Encampment (Past)","Those ignorant of history are doomed to become it.",[3814],9,[72],[],3808,"",498,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","","","","",4205,4205,""
580,"G_Endgame_G3_2_1",186,0,0,0,[],"Infested Barrens (Present)","Armies march unseen under the earth.",[3808],9,[72],[],3808,"",499,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleOutskirts","","","","",4205,4205,""
581,"G_Endgame_G3_2_2",-16843010,-16843010,-16843010,-16843010,[],"The Matlan Waterways (Present)","When the end came, the nobles flooded the city to spite would-be looters.",[3808],9,[72],[],3808,"",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWaterways","","","","",4205,4205,""
582,"G_Endgame_G3_3",188,0,0,0,[],"Jungle Ruins (Present)","The bountiful fields of the city of Utzaal are now nothing but tangled jungle.",[3808],9,[72],[],3808,"",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleDepths","","","","",4205,4205,""
583,"G_Endgame_G3_4",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts (Present)","The Temple of Yaomac plays host to countless deadly guests.",[3808],9,[72],[],3808,"",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePit","","","",1,4205,4205,""
