"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","[rid]_117","bool_133","[rid]_134","bool_150","[rid]_151"
148,"LightningDamageTakenFinal","[Lightning] damage taken modifier","Modificateur de Dégâts de [Lightning|Foudre] subis","Modifikator für erlittenen [Lightning|Blitz]schaden","被[Lightning|雷]ダメージモッド","받는 [Lightning|번개] 피해 속성","Modificador de dano de [Lightning|Raio] sofrido ","Модификатор получаемого урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ที่ได้รับ","承受[Lightning|閃電]傷害修正",[9948],8,[10070],[10068],37,1,[],0,[],"",[],"",[]
149,"LightningDamageTakenWhenHit","[Lightning] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Lightning|Foudre] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Lightning|Blitz]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]時の被[Lightning|雷]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Lightning|번개] 피해 속성","Modificador de dano de [Lightning|Raio] sofrido quando [HitDamage|Acertado] ","Модификатор получаемого урона от [Lightning|молнии] от [HitDamage|ударов]","Modificador del daño de [Lightning|rayo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Lightning|สายฟ้า] ที่ได้รับ","承受[HitDamage|擊中][Lightning|閃電]傷害修正",[10062],7,[],"[10065,10067]",37,1,[],0,[],"",[],"",[]
150,"LightningDamageTakenWhenHitFinal","[Lightning] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Lightning|Foudre] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Lightning|Blitz]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]時の被[Lightning|雷]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Lightning|번개] 피해 속성","Modificador de dano de [Lightning|Raio] sofrido quando [HitDamage|Acertado] ","Модификатор получаемого урона от [Lightning|молнии] от [HitDamage|ударов]","Modificador del daño de [Lightning|rayo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Lightning|สายฟ้า] ที่ได้รับ","承受[HitDamage|擊中][Lightning|閃電]傷害修正",[9949],8,[],"[10068,10070]",37,1,[],0,[],"",[],"",[]
151,"LightningDamageTakenOverTime","[Lightning] damage taken over time modifier","Modificateur de Dégâts de [Lightning|Foudre] subis sur la durée","Modifikator für erlittenen [Lightning|Blitz]schaden über Zeit","被[Lightning|雷]継続ダメージモッド","지속 [Lightning|번개] 피해 속성","Modificador de dano degenerativo de [Lightning|Raio] sofrido ","Модификатор получаемого постепенного урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] degenerativo recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ต่อเนื่อง ที่ได้รับ","承受[Lightning|閃電]持續傷害修正",[9959],7,[],"[10066,10067]",37,1,[],0,[],"",[],"",[]
152,"LightningDamageTakenOverTimeFinal","[Lightning] damage taken over time modifier","Modificateur de Dégâts de [Lightning|Foudre] subis sur la durée","Modifikator für erlittenen [Lightning|Blitz]schaden über Zeit","被[Lightning|雷]継続ダメージモッド","지속 [Lightning|번개] 피해 속성","Modificador de dano degenerativo de [Lightning|Raio] sofrido ","Модификатор получаемого постепенного урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] degenerativo recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ต่อเนื่อง ที่ได้รับ","承受[Lightning|閃電]持續傷害修正",[9948],8,[],"[10069,10070]",37,1,[],0,[],"",[],"",[]
153,"ChaosDamageTaken","[Chaos] damage taken modifier","Modificateur de Dégâts de [Chaos|Chaos] subis","Modifikator für erlittenen [Chaos|Chaos]schaden","被[Chaos|混沌]ダメージモッド","받는 [Chaos|카오스] 피해 속성","Modificador de dano de [Chaos|Caos] sofrido ","Модификатор получаемого урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] recibido","ม็อดความเสียหาย [Chaos|เคออส] ที่ได้รับ","承受[Chaos|混沌]傷害修正",[5295],7,[10067],[10065],37,1,[],0,[],"",[],"",[]
154,"ChaosDamageTakenFinal","[Chaos] damage taken modifier","Modificateur de Dégâts de [Chaos|Chaos] subis","Modifikator für erlittenen [Chaos|Chaos]schaden","被[Chaos|混沌]ダメージモッド","받는 [Chaos|카오스] 피해 속성","Modificador de dano de [Chaos|Caos] sofrido ","Модификатор получаемого урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] recibido","ม็อดความเสียหาย [Chaos|เคออส] ที่ได้รับ","承受[Chaos|混沌]傷害修正",[9952],8,[10070],[10068],37,1,[],0,[],"",[],"",[]
155,"ChaosDamageTakenWhenHit","[Chaos] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Chaos|Chaos] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Chaos|Chaos]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]時の被[Chaos|混沌]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Chaos|카오스] 피해 속성","Modificador de dano de [Chaos|Caos] sofrido quando [HitDamage|Acertado] ","Модификатор получаемого урона [Chaos|хаосом] от [HitDamage|ударов]","Modificador del daño de [Chaos|caos] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HItDamage|ปะทะ] [Chaos|เคออส] ที่ได้รับ","承受[HitDamage|擊中][Chaos|混沌]傷害修正",[10064],7,[],"[10065,10067]",37,1,[],0,[],"",[],"",[]
156,"ChaosDamageTakenWhenHitFinal","[Chaos] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Chaos|Chaos] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Chaos|Chaos]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]時の被[Chaos|混沌]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Chaos|카오스] 피해 속성","Modificador de dano de [Chaos|Caos] sofrido quando [HitDamage|Acertado] ","Модификатор получаемого урона [Chaos|хаосом] от [HitDamage|ударов]","Modificador del daño de [Chaos|caos] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Chaos|เคออส] ที่ได้รับ","承受[HitDamage|擊中][Chaos|混沌]傷害修正",[9953],8,[],"[10068,10070]",37,1,[],0,[],"",[],"",[]
157,"ChaosDamageTakenOverTime","[Chaos] damage taken over time modifier","Modificateur de Dégâts de [Chaos|Chaos] subis sur la durée","Modifikator für erlittenen [Chaos|Chaos]schaden über Zeit","被[Chaos|混沌]継続ダメージモッド","지속 [Chaos|카오스] 피해 속성","Modificador de dano degenerativo de [Chaos|Caos] sofrido ","Модификатор получаемого постепенного урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] degenerativo recibido","ม็อดความเสียหาย [Chaos|เคออส] ต่อเนื่อง ที่ได้รับ","承受[Chaos|混沌]持續傷害修正",[9961],7,[],"[10066,10067]",37,1,[],0,[],"",[],"",[]
158,"ChaosDamageTakenOverTimeFinal","[Chaos] damage taken over time modifier","Modificateur de Dégâts de [Chaos|Chaos] subis sur la durée","Modifikator für erlittenen [Chaos|Chaos]schaden über Zeit","被[Chaos|混沌]継続ダメージモッド","지속 [Chaos|카오스] 피해 속성","Modificador de dano degenerativo de [Chaos|Caos] sofrido ","Модификатор получаемого постепенного урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] degenerativo recibido","ม็อดความเสียหาย [Chaos|เคออส] ต่อเนื่อง ที่ได้รับ","承受[Chaos|混沌]持續傷害修正",[9952],8,[],"[10069,10070]",37,1,[],0,[],"",[],"",[]
159,"DamageTakenReflected","Additional Reflected damage taken modifier","Modificateur de Dégâts subis Renvoyés supplémentaires","Modifikator für erlittenen zusätzlichen reflektierten Schaden","追加の被反射ダメージモッド","받는 추가 반사 피해 속성","Modificador de dano refletido adicional sofrido ","Модификатор дополнительно получаемого отражённого урона","Modificador del daño reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน ที่ได้รับ","承受額外反射傷害修正",[4654],7,[10071],[],37,1,[],0,[],"",[],"",[]
160,"CannotTakeReflectedPhysicalDamage","Cannot take Reflected [Physical] damage","Immunité aux Dégâts [Physical|Physiques] Renvoyés","Kann keinen reflektierten [Physical|physischen] Schaden erleiden","反射[Physical|物理]ダメージを受けない","반사된 [Physical|물리] 피해를 받지 않음","Não pode sofrer dano [Physical|Físico] refletido ","Не может получать отражённый [Physical|физический] урон","No puedes recibir daño [Physical|físico] reflejado","ไม่ได้รับความเสียหาย สะท้อน [Physical|กายภาพ]","不會承受反射的[Physical|物理]傷害",[7286],4,[],[],37,1,[],0,[],"",[],"",[]
161,"PhysicalDamageTakenReflected","Additional Reflected [Physical] damage taken modifier","Modificateur de Dégâts [Physical|Physiques] subis Renvoyés supplémentaires","Modifikator für erlittenen zusätzlichen reflektierten [Physical|physischen] Schaden","追加の被反射[Physical|物理]ダメージモッド","받는 추가 반사 [Physical|물리] 피해 속성","Modificador de dano [Physical|Físico] refletido adicional sofrido ","Модификатор дополнительно получаемого отражённого [Physical|физического] урона","Modificador del daño [Physical|físico] reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน [Physical|กายภาพ] ที่ได้รับ","承受額外反射[Physical|物理]傷害修正",[6955],7,[],"[10071,7286]",37,1,[],0,[],"",[],"",[]
162,"CannotTakeReflectedElementalDamage","Cannot take Reflected [ElementalDamage|Elemental] damage","Immunité aux Dégâts [ElementalDamage|Élémentaires] Renvoyés","Kann keinen reflektierten [Elemental|Elementar]schaden erleiden","反射[ElementalDamage|元素]ダメージを受けない","반사된 [ElementalDamage|원소] 피해를 받지 않음","Não pode sofrer dano [ElementalDamage|Elemental] refletido","Не может получать отражённый урон от [ElementalDamage|стихий] ","No puedes recibir daño [ElementalDamage|elemental] reflejado","ไม่ได้รับความเสียหาย สะท้อน [ElementalDamage|ธาตุ]","不會承受反射的[ElementalDamage|元素]傷害",[7285],4,[],[],37,1,[],0,[],"",[],"",[]
163,"FireDamageTakenReflected","Additional Reflected [Fire] damage taken modifier","Modificateur de Dégâts de [Fire|Feu] subis Renvoyés supplémentaires","Modifikator für zusätzlich erlittenen reflektierten [Fire|Feuer]schaden","追加の被反射[Fire|火]ダメージモッド","받는 추가 반사 [Fire|화염] 피해 속성","Modificador de dano de [Fire|Fogo] adicional refletido sofrido ","Модификатор дополнительно получаемого отражённого урона от [Fire|огня]","Modificador del daño de [Fire|fuego] reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน [Fire|ไฟ] ที่ได้รับ","承受額外反射[Fire|火焰]傷害修正",[6972],7,[],"[10071,7285]",37,1,[],0,[],"",[],"",[]
164,"ColdDamageTakenReflected","Additional Reflected [Cold] damage taken modifier","Modificateur de Dégâts de [Cold|Froid] subis Renvoyés supplémentaires","Modifikator für zusätzlich erlittenen reflektierten [Cold|Kälte]schaden","追加の被反射[Cold|冷気]ダメージモッド","받는 추가 반사 [Cold|냉기] 피해 속성","Modificador de dano de [Cold|Gelo] adicional refletido sofrido ","Модификатор дополнительно получаемого отражённого урона от [Cold|холода]","Modificador del daño de [Cold|hielo] reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน [Cold|น้ำแข็ง] ที่ได้รับ","承受額外反射[Cold|冰冷]傷害修正",[6974],7,[],"[10071,7285]",37,1,[],0,[],"",[],"",[]
165,"LightningDamageTakenReflected","Additional Reflected [Lightning] damage taken modifier","Modificateur de Dégâts de [Lightning|Foudre] subis Renvoyés supplémentaires","Modifikator für zusätzlich erlittenen reflektierten [Lightning|Blitz]schaden","追加の被反射[Lightning|雷]ダメージモッド","받는 추가 반사 [Lightning|번개] 피해 속성","Modificador de dano de [Lightning|Raio] adicional refletido sofrido ","Модификатор дополнительно получаемого отражённого урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน [Lightning|สายฟ้า] ที่ได้รับ","承受額外反射[Lightning|閃電]傷害修正",[6973],7,[],"[10071,7285]",37,1,[],0,[],"",[],"",[]
166,"ChaosDamageTakenReflected","Additional Reflected [Chaos] damage taken modifier","Modificateur de Dégâts de [Chaos|Chaos] subis Renvoyés supplémentaires","Modifikator für zusätzlich erlittenen  reflektierten [Chaos|Chaos]schaden","追加の被反射[Chaos|混沌]ダメージモッド","받는 추가 반사 [Chaos|카오스] 피해 속성","Modificador de dano de [Chaos|Caos] adicional refletido sofrido ","Модификатор дополнительно получаемого отражённого урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน [Chaos|เคออส] ที่ได้รับ","承受額外反射[Chaos|混沌]傷害修正",[9955],7,[],[10071],37,1,[],0,[],"",[],"",[]
