"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool_23","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_41","HASH32","BelongsActiveSkills","Category","bool_78","bool_79","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
357,"physical_damage_+%_per_frenzy_charge",1,"","",1,"Physical Damage increase per Frenzy Charge","Augmentation des Dégâts physiques par Charge de frénésie","Erhöhter physischer Schaden pro Raserei-Ladung","フレンジーチャージ1個ごとの物理ダメージ増加","격분 충전 하나당 물리 피해 증가","Aumento de Dano Físico por Carga de Frenesi","Повышение физического урона за заряд ярости","Aumento de Daño Físico por cada Carga de Frenesí","เพิ่มความเสียหาย กายภาพ ต่อจำนวน Frenzy Charge","每個狂怒球增加物理攻擊","","","","",1,3338027062,[],"","","",1,[],[],""
358,"is_player",1,"","",4,"","","","","","","","","","","","","","",1,2520941789,[],"",1,"","",[],[],""
359,"life_per_level","","","",3,"","","","","","","","","","","","","","",1,505068196,[],"","","",1,[],[],""
360,"mana_per_level","","","",3,"","","","","","","","","","","","","","",1,3838873125,[],"","","",1,[],[],""
361,"backstab_damage_+%",1,"","",1,"","","","","","","","","","","","","","",1,1891485115,[],"","","",1,[],[],""
362,"maximum_life_+%_final_per_additional_player",1,"","",1,"","","","","","","","","","",1,"","","",1,2237333202,[],"","","",1,[],[],""
363,"intermediary_maximum_life","","","",3,"","","","","","","","","","","",1,"","","",1094587006,[],"","","",1,[0],[],""
364,"local_flask_armour_+%_while_healing",1,1,"",1,"Local Flask Armour +% While Healing","+% à l'Armure pendant le soin des Flacons locaux","Fläschchen: +% Rüstung während Heilung (lokal)","ローカル 回復中のフラスコアーマー +%","치유 중 특정 플라스크 방어도 +%","+% de Armadura do Frasco Local Durante a Cura","Броня +% во время действия флакона","Armadura de Frasco Local +% Mientras te Curas","ขวดยา ค่าเกราะ ของไอเทม +% ขณะรักษา","藥劑作用期間此物品護甲 +%","","","","",1,39806384,[],"","","",1,[],[],""
365,"local_flask_evasion_+%_while_healing",1,1,"",1,"Local Flask Evasion +% While Healing","+% à l'Évasion pendant le soin des Flacons locaux","Fläschchen: +% Ausweichen während Heilung (lokal)","ローカル 回復中のフラスコ回避力","치유 중 특정 플라스크 회피 +%","+% de Evasão do Frasco Local Durante a Cura","Уклонение +% во время действия флакона","Evasión de Frasco Local +% Mientras te Curas","ขวดยา หลบหลีก ของไอเทม +% ขณะรักษา","藥劑作用期間此物品閃避 +%","","","","",1,961208996,[],"","","",1,[],[],""
366,"local_flask_energy_shield_+%_while_healing",1,1,"",1,"Local Flask Energy Shield +% While Healing","+% au Bouclier d'énergie pendant le soin des Flacons locaux","Fläschchen: +% Energieschild während Heilung (lokal)","ローカル 回復中のフラスコエナジーシールド +%","치유 중 특정 플라스크 에너지 보호막 +%","+% de Escudo de Energia do Frasco Local Durante a Cura","Энергетический щит +% во время действия флакона","Escudo de Energía de Frasco Local +% Mientras te Curas","ขวดยา โล่พลังงาน ของไอเทม +% ขณะรักษา","藥劑作用期間此物品能量護盾 +%","","","","",1,3401215374,[],"","","",1,[],[],""
367,"local_flask_movement_speed_+%_while_healing",1,1,"",1,"Local Flask Movement Speed +% While Healing","+% à la Vitesse de déplacement pendant le soin des Flacons locaux","Fläschchen: +% Bewegungsgeschwindigkeit während Heilung (lokal)","ローカル 回復中のフラスコ移動スピード +%","치유 중 특정 플라스크 이동 속도 +%","+% de Velocidade de Movimento do Frasco Local Durante a Cura","Скорость передвижения +% во время действия флакона","Velocidad de Movimiento de Frasco Local +% Mientras te Curas","ขวดยา ความเร็วในการเคลื่อนที่ ของไอเทม +% ขณะรักษา","藥劑作用期間此物品移動速度 +%","","","","",1,805174023,[],"","","",1,[],[],""
368,"local_flask_stun_recovery_+%_while_healing",1,1,"",1,"Local Flask Stun Recovery +% While Healing","+% à la Récupération d'Étourdissement pendant le soin des Flacons locaux","Fläschchen: +% Betäubungserholung während Heilung (lokal)","ローカル 回復中のフラスコスタン復帰 +%","치유 중 특정 플라스크 기절 회복 +%","+% de Recuperação de Atordoamento do Frasco Local Durante a Cura","Восстановление после оглушения +% во время действия флакона","Recuperación de Aturdimiento de Frasco Local +% Mientras te Curas","ขวดยา การฟื้นตัวจากสถานะ สตัน ของไอเทม +% ขณะรักษา","藥劑作用期間此物品暈眩回復 +%","","","","",1,1604829150,[],"","","",1,[],[],""
369,"local_flask_resistances_+%_while_healing",1,1,"",1,"Local Flask Resistances +% While Healing","+% aux Résistances pendant le soin des Flacons locaux","Fläschchen: +% Widerstände während Heilung (lokal)","ローカル 回復中のフラスコ耐性 +%","치유 중 특정 플라스크 저항 +%","+% de Resistências do Frasco Local Durante a Cura","Сопротивление стихиям +% во время действия флакона","Resistencias de Frasco Local +% Mientras te Curas","ขวดยา ค่าต้านทาน ของไอเทม +% ขณะรักษา","藥劑作用期間此物品抗性 +%","","","","",1,2294598209,[],"","","",1,[],[],""
370,"local_flask_adds_knockback_while_healing",1,1,"",4,"Local Flask Adds Knockback While Healing","Les Flacons locaux ajoutent du Repoussement pendant le soin","Fläschchen: Stößt zurück während Heilung (lokal)","ローカル 回復中のフラスコノックバック追加","치유 중 특정 플라스크 밀어내기 +%","Frasco Local Adiciona Empurrão Durante Cura","Отброс во время действия флакона","El Frasco Local Añade Empuje Mientras te Curas","ขวดยา เพิ่มการผลักศัตรูออกไป ของไอเทม ขณะรักษา","藥劑作用期間此物品增加擊退","","","","",1,836079805,[],"","","","",[],[],""
371,"local_flask_removes_%_of_mana_recovery_from_life_on_use",1,1,"",1,"","","","","","","","","","","","","","",1,1776438094,[],"","","",1,[],[],""
372,"local_flask_removes_%_of_life_recovery_from_mana_on_use",1,1,"",1,"","","","","","","","","","","","","","",1,3834642191,[],"","","",1,[],[],""
373,"local_flask_removes_%_of_life_recovery_from_life_on_use",1,1,"",1,"","","","","","","","","","","","","","",1,1860908158,[],"","","",1,[],[],""
374,"local_flask_amount_to_recover_+%_when_on_low_life",1,1,"",4,"Local Flask Amount To Recover +% When On Low Life","+% à la Quantité de Récupération des Flacons locaux lorsque la Vie est basse","Fläschchen: +% Wiederherstellung der Menge bei niedrigem Leben (lokal)","ローカル 低ライフ時のフラスコ回復量 +%","낮은 생명력 상태일 시 특정 플라스크 회복량 +%","+% de Quantidade Para Recuperar do Frasco Local quando em Vida Baixa","Дополнительное исцеление +% при малом количестве здоровья","Cantidad de Recuperación de Frasco Local +% Mientras Tengas Vida Baja","ขวดยา ปริมาณการเติม ของไอเทม +% ขณะ พลังชีวิตเหลือน้อย","貧血狀態此物品回復量 +%","","","","",1,3459628069,[],"","","","",[],[],""
375,"local_flask_recover_instantly_when_on_low_life",1,1,"",4,"Local Flask Recover Instantly When On Low Life","Récupération instantanée des Flacons locaux lorsque la Vie est basse","Fläschchen: Sofortige Wiederherstellung der Menge bei niedrigem Leben (lokal)","ローカル 低ライフ時のフラスコ即時回復","낮은 생명력 상태일 시 특정 플라스크 즉시 회복","Frasco Local Recupera Instantaneamente quando em Vida Baixa","Моментальное восстановление при малом количестве здоровья","El Frasco Local se Recupera Instantáneamente Cuando Tengas Vida Baja","ขวดยา การเติมส่งผลทันที ของไอเทม ขณะ พลังชีวิตเหลือน้อย","貧血狀態此物品立即回復","","","","",1,98024418,[],"","","","",[],[],""
376,"local_flask_recovery_amount_%_to_recover_instantly",1,1,"",1,"Local Flask Recovery Amount % To Recover Instantly","% de Quantité de Récupération des Flacons locaux récupérée instantanément","Fläschchen: % der Menge werden sofort wiederhergestellt (lokal)","ローカル フラスコ即時回復量 %","특정 플라스크 즉시 회복 회복량 %","% da Quantidade do Frasco Local Recuperada Instantaneamente","Восстановление +% моментально","Cantidad de % de Recuperación de Frasco Local que Se Recupera Instantáneamente","ขวดยา ปริมาณ % ที่จะเติมทันที ของไอเทม","此物品回復量中立即回復比例 %","","","","",1,3272279437,[],"","","",1,[],[],""
377,"local_flask_dispels_burning_and_ignite_immunity_during_effect",1,1,"",4,"","","","","","","","","","","","","","",1,4291560258,[],"","","","",[],[],""
378,"local_flask_dispels_freeze_and_chill",1,1,"",4,"","","","","","","","","","","","","","",1,533296648,[],"","","","",[],[],""
379,"local_max_charges_+%",1,1,"",1,"","","","","","","","","","","","","","",1,2495187398,[],"","","",1,[],[],""
380,"local_charges_added_+%",1,1,"",1,"Local Charges Added +%","+% de Charges locales supplémentaires","Lokal: +% Füllungen hinzugefügt","ローカル チャージ追加 +%","특정 충전 추가 +%","+% de Cargas Locais Adicionadas","Добавляет +% зарядов","Cargas Locales Añadidas +%","จำนวนชาร์จเพิ่มเติม ของไอเทม +%","此物品充能數增加 +%","","","","",1,3724547640,[],"","","",1,[],[],""
381,"local_flask_amount_to_recover_+%",1,1,"",1,"Local Flask Amount To Recover +%","+% à la Quantité récupérée des Flacons locaux","Fläschchen: +% der Menge werden wiederhergestellt","ローカル フラスコ回復量 +%","특정 플라스크 회복량 +%","+% da Quantidade Para Recuperar do Frasco Local","Дополнительное восстановление +%","El Frasco Local Recupera una Cantidad de +%","ขวดยา ปริมาณการเติม ของไอเทม +%","此藥劑回復量 +%","","","","",1,978608437,[],"","","",1,[],[],""
382,"local_flask_recovers_instantly",1,1,"",4,"Local Flask Recovers Instantly","Les Flacons locaux récupèrent instantanément","Fläschchen: Sofortige Wiederherstellung (lokal)","ローカル フラスコ即時回復量 %","특정 플라스크 즉시 회복","Frasco Local Recupera Instantaneamente","Моментальное исцеление","El Frasco Local se Recupera instantáneamente","ขวดยา การเติมส่งผลทันที ของไอเทม","此藥劑立即回復","","","","",1,764623902,[],"","","","",[],[],""
383,"local_flask_minion_heal_%",1,1,"",1,"Local Flask Minion Heal %","% de guérison des Flacons locaux sur les Créatures","Fläschchen: % Kreaturenheilung (lokal)","ローカル フラスコミニオン回復 %","특정 플라스크 소환수 치유 %","% de Cura do Lacaio do Frasco Local","Исцеление приспешников +%","El Frasco Local Cura % a los Esbirros","ขวดยา รักษามิเนียน ของไอเทม %","此藥劑回復召喚物 %","","","","",1,722168523,[],"","","",1,[],[],""
384,"local_recharge_on_crit",1,1,"",3,"Local Recharge On Crit","Recharge locale sur Coup critique","Lokal: Wiederauffüllen bei zugefügtem kritischem Treffer","ローカル クリティカルストライク時リチャージ","치명타 시 특정 재충전","Recarga Local No Crítico","Заряд при критическом ударе","Recarga Local al golpear Crítico","รีชาร์จเมื่อคริติคอล ของไอเทม","此物品暴擊時充能","","","","",1,3760575456,[],"","","",1,[],[],""
385,"local_recharge_on_take_crit",1,1,"",3,"Local Recharge On Take Crit","Recharge locale sur Coup critique subi","Lokal: Wiederauffüllen bei erlittenem kritischem Treffer","ローカル 被クリティカルストライク時チャージ","치명타 피격 시 특정 재충전","Recarga Local Ao Sofrer Crítico","Заряд при получении критического удара","Recarga Local al Recibir Crítico","รีชาร์จเมื่อได้รับคริติคอล ของไอเทม","此物品在被暴擊時充能","","","","",1,646075130,[],"","","",1,[],[],""
386,"local_critical_strike_multiplier_+","",1,1,3,"","","","","","","","","","","","",819,836,1,1162331526,[],"","","",1,[],[],""
387,"local_flask_prevents_death_while_healing",1,1,"",4,"","","","","","","","","","","","","","",1,613345628,[],"","","","",[],[],""
388,"cannot_die",1,"","",4,"Cannot Die","Immortalité","Kann nicht sterben","死ぬことがない","사망 불가(Cannot Die)","Não Pode Morrer","Не может умереть","No Puede Morir","ไม่อาจตายได้","無法死亡",1,"","","",1,1295195673,[],"","","","",[],[],""
389,"flask_life_to_recover_+%",1,"","",1,"Flask Life Amount +%","+% à la Quantité de Vie des Flacons","Fläschchen: Lebensmenge","フラスコライフ回復量 +%","플라스크 생명력 양 +%","Aumento da quantidade de Frasco de Vida","Увеличение объёма флаконов жизни","Cantidad de Vida del Frasco +%","ปริมาณ พลังชีวิต ของขวด +%","藥劑回復生命值 +%","","","","",1,2114039945,[],17,"","",1,[],[],""
