"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","FadeInVisual","AudioEvent","f32_234","f32_238","bool_242","bool_243","[rid]_244","bool_260","bool_261","bool_262","[i32]_263","FadeOutEffect","rid_295"
773,"gore_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gore/herald_gore_lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
774,"gore_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/gore/herald_gore_lightningactive.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
775,"darktongue_kiss","Art/2DArt/SkillIcons/Blight.dds","[""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
776,"harbinger_summoned_minion","","[""Metadata/Effects/Spells/monsters_effects/league_avatar/Summons/summon.epk""]",[],[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
777,"harbinger_slipstream_aura","Art/2DArt/BuffIcons/GroundHaste.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/Spells/ground_effects/haste/HarbingerGroundHaste.epk""]",[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
778,"harbinger_slipstream_aura_uber","Art/2DArt/BuffIcons/GroundHaste.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/Spells/ground_effects/haste/HarbingerGroundHasteUber.epk""]",[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
779,"harbinger_buff","Art/2DArt/SkillIcons/SummonHarbinger.dds","[""Metadata/Effects/Spells/monsters_effects/league_avatar/AvatarBuffs/Small_AvatarBuff.epk""]",[],[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
780,"void_gaze","Art/2DArt/SkillIcons/VoidGaze.dds","[""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
781,"harbinger_tiger_buff","","[""Metadata/Particles/harbinger_tiger/firebuff.epk""]",[],[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
782,"harbinger_fire_buff","","[""Metadata/Particles/harbinger_tiger/firebuff_sml.epk""]",[],[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
783,"stone_gaze","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/act9/StoneGaze/playerepk.epk""]",[],[],"","Stone Gaze","Regard pétrifiant ","Versteinernder Blick","ストーンゲイズ","돌의 응시","Olhar Petrificante","Каменный взгляд","Mirada de piedra","เพ่งศิลา","石化凝視","","","You are becoming Petrified.","Vous êtes en train de vous Pétrifier.","Ihr werdet versteinert.","石化しつつある。","석화에 걸렸습니다.","Você está virando pedra.","Вы каменеете.","Te estás quedando petrificado.","คุณกำลังจะติดสถานะ แข็งเป็นหิน","你正在被石化。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
784,"stone_gaze_siren","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Siren/epk/petrify.epk""]",[],[],"","Stone Gaze","Regard pétrifiant ","Versteinernder Blick","ストーンゲイズ","돌의 응시","Olhar Petrificante","Каменный взгляд","Mirada de piedra","เพ่งศิลา","石化凝視","","","You are becoming Petrified.","Vous êtes en train de vous Pétrifier.","Ihr werdet versteinert.","石化しつつある。","석화에 걸렸습니다.","Você está virando pedra.","Вы каменеете.","Te estás quedando petrificado.","คุณกำลังจะติดสถานะ แข็งเป็นหิน","你正在被石化。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
785,"stone_gaze_ultimatum","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_petrification/epk/player_stone.epk""]",[],[],"","Stone Gaze","Regard pétrifiant ","Versteinernder Blick","ストーンゲイズ","돌의 응시","Olhar Petrificante","Каменный взгляд","Mirada de piedra","เพ่งศิลา","石化凝視","","","You are becoming Petrified.","Vous êtes en train de vous Pétrifier.","Ihr werdet versteinert.","石化しつつある。","석화에 걸렸습니다.","Você está virando pedra.","Вы каменеете.","Te estás quedando petrificado.","คุณกำลังจะติดสถานะ แข็งเป็นหิน","你正在被石化。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
786,"essence_of_contempt","","[""Metadata/Particles/monster_effects/essence/essenceancestor/essenceancestorweapon.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
787,"intimidated_rhoa_aura","",[],"[""Metadata/Effects/Microtransactions/Misc/auras/paleconcilunique_aura/paleconcilunique.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
788,"immortal_call_dark","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Microtransactions/Spells/ImmortalCall/dark_immortalcall_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
789,"enduring_thaumaturgy","Art/2DArt/BuffIcons/EnduringThaumaturgy.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
790,"frenzied_thaumaturgy","Art/2DArt/BuffIcons/FrenziedThaumaturgy.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
791,"powerful_thaumaturgy","Art/2DArt/BuffIcons/PowerfulThaumaturgy.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
792,"ankh_of_eternity_enrage","","[""Metadata/Particles/monster_effects/act8/Quest/Love_is_dead/oriathCivialianFlame.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
793,"quicksand_display_buff","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/StatusAilments/quicksand.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
794,"quicksand_display_buff_breach","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/EliteFallenLunarisMonster/epk/breach_quicksand.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
795,"quicksand_display_buff_sanctum_scorpion_boss","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/Shakari/epk/quicksand_affect_player.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
796,"quicksand_display_buff_sanctum_spires_burrower","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SpiresBurrower/epk/quicksand_affect_player.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
797,"quicksand_display_buff_great_white_one_sandnado","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GreatWhiteOne/epk/quicksand.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
798,"gorgon_unique_flask","Art/2DArt/BuffIcons/CoralitosSignatureFlaskBuff.dds","[""Metadata/Effects/StatusAilments/poisoned_02.epk"",""Metadata/Effects/StatusAilments/poisoned_02.epk"",""Metadata/Effects/StatusAilments/monsters/mid_monsters/poisoned_02.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/poisoned_02.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
799,"aegis_fire","Art/2DArt/BuffIcons/FireAegis.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
800,"aegis_cold","Art/2DArt/BuffIcons/ColdAegis.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
801,"aegis_lightning","Art/2DArt/BuffIcons/LightningAegis.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
802,"aegis_elemental","Art/2DArt/BuffIcons/Elemental.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
803,"aegis_physical","Art/2DArt/BuffIcons/PhysicalAegis.dds",[],"[""Metadata/Effects/Microtransactions/Misc/misc_unique_effects/ElementalAegis/aegis_physical_attach.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
804,"aegis_fire_depleted","Art/2DArt/BuffIcons/FireAegisGrey.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
805,"aegis_cold_depleted","Art/2DArt/BuffIcons/ColdAegisGrey.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
806,"aegis_lightning_depleted","Art/2DArt/BuffIcons/LightningAegisGrey.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
807,"aegis_elemetnal_depleted","Art/2DArt/BuffIcons/ElementalGrey.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
808,"aegis_physical_depleted","Art/2DArt/BuffIcons/PhysicalAegisGrey.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
809,"fire_impurity_buff","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalaurafireresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura_2013/vaal_auras/resistance/vaal_fire/vaal_fire.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
810,"cold_impurity_buff","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauracoldresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura_2013/vaal_auras/resistance/vaal_ice/vaal_ice.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
811,"lightning_impurity_buff","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauralightningresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura_2013/vaal_auras/resistance/vaal_lightning/vaal_lightning.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
812,"corpse_warp","Art/2DArt/BuffIcons/chargeblood.dds","[""Metadata/Particles/corpse_teleport/blood_drip.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
813,"static_strike_kitava","Art/2DArt/BuffIcons/StaticStrikeBuff.dds","[""Metadata/Particles/BlackguardInquisitor/kitava/ss_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
814,"shakari_caustic_trail","Art/2DArt/BuffIcons/ShakariCausticStrike.dds","[""Metadata/Effects/Spells/monsters_effects/act9/Shakari/poison_epk/poison.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
815,"critical_strike_chance_unique","Art/2DArt/SkillIcons/passives/KalisasGrace.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
816,"her_embrace_unique","Art/2DArt/BuffIcons/GoddessUnleasedBurningIcon.dds","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/TheGoddessUnleashed/buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
817,"storm_barrier_player","Art/2DArt/BuffIcons/StormBarrier.dds","[""Metadata/Effects/Spells/storm_barrier/epk/storm_coat.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
818,"storm_barrier","Art/2DArt/BuffIcons/StormBarrier.dds","[""Metadata/Effects/Spells/storm_barrier/epk/storm_coat_minions.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
819,"tentacle_fiend_aura","Art/2DArt/BuffIcons/DebilitatingPresence.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/Spells/player_buff_effects/debilitating_presence/aura.epk""]",[],"","","","","","","","","","","","",1877,"","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
820,"tentacle_fiend_aura_monster","Art/2DArt/BuffIcons/DebilitatingPresence.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
821,"elder_siphon_debuff","Art/2DArt/BuffIcons/ElderSiphon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
822,"elder_siphon_slow","Art/2DArt/BuffIcons/ElderSiphon.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/player_debuff/slow/elder_slow.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
823,"elder_siphon_immobilise","Art/2DArt/BuffIcons/ElderSuperSiphon.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/player_debuff/immobilised/fadein.epk""]",[],[],"","","","","","","","","","","",1816,"","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
824,"vilenta_reflection_display_lightning","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/arena_coldrod_on.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
825,"death_walk_display_buff","Art/2DArt/SkillIcons/DeathWalk.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
826,"mother_of_flames_daemon_debuff","","[""Metadata/Effects/Spells/monsters_effects/motherofflames/taunt/taunt_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
827,"grasping_vines_buff","Art/2DArt/BuffIcons/DamageTakenOnMovementSkullUse.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
828,"mirage_archer_effect","","[""Metadata/Effects/Spells/mirage_archer/epk/mirage_archer.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
829,"curse_chaos_weakness","Art/2DArt/SkillIcons/Despair.dds","[""Metadata/Effects/Spells/curses_02/apply/epk/despair_apply.epk""]","[""Metadata/Effects/Spells/supports/blasphemy/despair.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[32],"","","","",0,0,"","",[],"",1,"",[],"",""
830,"power_charge_elder_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[7],"","","","",0,0,"","",[],"",1,"",[],"",""
831,"endurance_charge_elder_art_variation","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[1],"","","","",0,0,"","",[],"",1,"",[],"",""
832,"frenzy_charge_elder_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[3],"","","","",0,0,"","",[],"",1,"",[],"",""
833,"avatar_of_fire_unique_weapon","Art/2DArt/BuffIcons/ElderAvatarOfFire.dds","[""Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/subjulgator/epk/avatar_of_fire.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
834,"avatar_of_fire_unique_weapon_inactive","","[""Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/subjulgator/epk/obsidian_skin.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
835,"iron_reflexes_unique_weapon","Art/2DArt/BuffIcons/ElderIronReflexes.dds","[""Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/redeemer/epk/iron_blank/iron_blank.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
