"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","QuestFlags","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","Act","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","ShopSet","Gender","bool_166","string_167","NPCType"
184,"Metadata/NPC/League/Expedition/Farrow/FarrowFarmlands","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",1,"[390,392]","[391,393]",4473,"",97,6,"","M",1,"",27
185,"Metadata/NPC/League/Expedition/Farrow/FarrowTreeOfSouls","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",1,[382],[383],60056,"",97,6,"","M",1,"",27
186,"Metadata/Monsters/NPC/FarrowAct1Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",1,[394],[395],10026,"",97,6,"","M",1,"",27
187,"Metadata/Monsters/NPC/FarrowAct2Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,[394],[395],47665,186,97,6,"","M",1,"",27
188,"Metadata/Monsters/NPC/FarrowAct3Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,[394],[395],57961,186,97,6,"","M",1,"",27
189,"Metadata/Monsters/NPC/FarrowAct4Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",4,[394],[395],37460,186,97,6,"","M",1,"",27
190,"Metadata/Monsters/NPC/FarrowAct4DungeonExpedition","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",4,[394],[395],26834,186,97,6,"","M",1,"",27
191,"Metadata/NPC/League/Expedition/Farrow/FarrowKeth","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,"[390,392]","[391,393]",62169,"",97,6,"","M",1,"",27
192,"Metadata/NPC/League/Expedition/Farrow/FarrowTheBonePits","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,"[390,392]","[391,393]",44777,"",97,6,"","M",1,"",27
193,"Metadata/NPC/League/Expedition/Farrow/FarrowDeshar","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,"[390,392]","[391,393]",44282,"",97,6,"","M",1,"",27
194,"Metadata/NPC/League/Expedition/Farrow/FarrowJungleRuins","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,"[390,392]","[391,393]",10372,"",97,6,"","M",1,"",27
195,"Metadata/NPC/League/Expedition/Farrow/FarrowVenomCrypts","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,"[390,392]","[391,393]",6762,"",97,6,"","M",1,"",27
196,"Metadata/NPC/League/Expedition/Farrow/FarrowAzakBog","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,"[390,392]","[391,393]",15366,"",97,6,"","M",1,"",27
197,"Metadata/NPC/League/Expedition/FarrowPlundersPoint","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",4,[382],[383],14514,"",97,6,"","M",1,"",27
198,"Metadata/NPC/League/Expedition/FarrowTown_Sitting","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",1,"[382,384,386,388]","[383,385,387,389]",51954,"",97,6,50,"M",1,"",27
199,"Metadata/NPC/League/Expedition/FarrowTown_Sitting_Kingsmarch","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",4,"[382,384,386,388]","[383,385,387,389]",4152,198,97,6,50,"M",1,"",27
200,"Metadata/NPC/League/Expedition/FarrowDock","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,"[382,384,386,388]","[383,385,387,389]",15807,"",97,6,"","M",1,"",27
201,"Metadata/NPC/League/Expedition/FarrowTown","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",0,"[382,384,386,388]","[383,385,387,389]",8767,"",97,6,50,"M",1,"",27
202,"Metadata/NPC/Hideout/Farrow","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",10,[382],[383],49884,"",97,6,50,"M",1,"",27
203,"Metadata/NPC/League/Expedition/FarrowSandsweptMarsh","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,[382],[383],56214,"",97,6,"","M",1,"",27
204,"Metadata/NPC/League/Expedition/FarrowAct2Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",2,[394],[395],2207,"",97,6,"","M",1,"",27
205,"Metadata/NPC/League/Expedition/FarrowAct3Dungeon","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",3,[394],[395],59286,"",97,6,"","M",1,"",27
206,"Metadata/NPC/League/Expedition/FarrowRuinedKingsmarch","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",0,[382],[383],4143,"",97,6,"","M",1,"",27
207,"Metadata/NPC/League/Expedition/FarrowZigguratEncampment","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅","Metadata/NPC/NPC",1367,"","Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",0,[382],[383],47326,201,97,6,"","M",1,"",27
208,"Metadata/NPC/League/Expedition/DannigRuinedKingsmarch","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/NPC",2408,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",10,"[400,402,404]","[242,246]",19751,"",16,6,"","M",1,"",26
209,"Metadata/NPC/League/Expedition/RogRuinedKingsmarch","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/NPC",2407,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",10,"[424,425,426]","[427,428,429]",59938,"",19,6,"","M",1,"",24
210,"Metadata/NPC/League/Expedition/MakoruRuinedKingsmarch_","Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯","Metadata/NPC/NPC",4186,"","Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯",10,[257],[258],62280,"",54,6,"","F",1,"",30
211,"Metadata/NPC/League/Expedition/MakoruRuinedKingsmarchAfterPinnacle","Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯","Metadata/NPC/NPC",4186,"","Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯",10,[257],[258],15343,210,54,6,"","F",1,"",30
212,"Metadata/NPC/League/Expedition/RhodriRuinedKingsmarch","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里","",4362,"","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里",10,[253],[254],57665,"",52,6,"","M",1,"",17
213,"Metadata/NPC/League/Expedition/RhodriRuinedKingsmarchBoat","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里","",4362,"","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里",10,[253],[254],25674,212,52,6,"","M",1,"",17
214,"Metadata/NPC/League/Expedition/RhodriRuinedKingsmarchAfterPinnacle","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里","",4362,"","Rhodri","Rhodri","Rhodri","ロードリ","로드리","Rhodri","Родри","Rhodri","โรว์ดรี","羅德里",10,[253],[254],12795,212,52,6,"","M",1,"",17
215,"Metadata/NPC/League/Expedition/TujenRuinedKingsmarch","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/NPC",2406,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",10,"[430,431,432]","[433,434,435]",61401,"",18,6,"","M",1,"",21
216,"Metadata/NPC/League/Expedition/GwennenRuinedKingsmarch","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/NPC",2405,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",10,"[436,437,438]","[439,440,441]",4577,"",17,6,"","F",1,"",32
217,"Metadata/Monsters/NPC/GwennenMedvedRescue","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/NPC",2405,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",10,"[436,437,438]","[439,440,441]",48923,"",17,6,"","F",1,"",32
218,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Medved_Boss/Objects/GwennenSummonMedvedArena","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/NPC",2405,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",10,"[436,437,438]","[439,440,441]",4863,"",17,6,"","F",1,"",32
219,"Metadata/NPC/League/Expedition/TujenVoranaIsland","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/NPC",2406,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",10,"[430,431,432]","[433,434,435]",42316,"",18,6,"","M",1,"",21
220,"Metadata/NPC/League/Expedition/RogUhtredIsland","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/NPC",2407,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",10,"[424,425,426]","[427,428,429]",26089,"",19,6,"","M",1,"",24
221,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Vorana_Boss/Objects/TujenSummonVoranaArena","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/NPC",2406,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",10,"[430,431,432]","[433,434,435]",36058,"",18,6,"","M",1,"",21
222,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Uhtred_Boss/Objects/RogSummonUhtredArena_","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/NPC",2407,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",10,"[424,425,426]","[427,428,429]",25451,"",19,6,"","M",1,"",24
223,"Metadata/NPC/League/Expedition/DannigOlrothIsland","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/NPC",2408,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",10,"[241,245]","[242,246]",51064,"",16,6,"","M",1,"",26
224,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Olroth_Boss/Objects/DannigSummonOlrothArena","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/NPC",2408,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",10,"[241,245]","[242,246]",6605,"",16,6,"","M",1,"",26
225,"RoyaleAnnouncer","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Heraldo Real","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報","Metadata/NPC/NPC","","","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Heraldo Real","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報",0,[],[],4754,"","","","","M",1,"",""
226,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Vorana, la Dernière à succomber","Vorana, Letzte der Gefallenen","最後に倒れし者、ヴォラナ","최후의 보루 보라나","Vorana, a Última a Cair","Ворана, Стоящая до конца","Vorana, Última en caer","วอราน่า ผู้สุดท้ายที่วินาศ","最後生還．沃拉娜","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana","Vorana","Vorana","ヴォラナ","보라나","Vorana","Ворана","Vorana","วอราน่า","沃拉娜",0,[],[],4734,"","","","","F",1,"",""
227,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷",0,[],[],48750,"","","","","M",1,"",""
