"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
478,"TriggeredCurseZoneHazardExplosionPlayer","",[],"",[],[],"",623225418,"",2,1000,1041,"","",[],"","","","","",0,0,0,"",609,[],"",[0],1,[],-1,[],"","",0,0,40
479,"SiphonElementsPlayer","",[],"",[],[],"",2422520481,"",2,0,1044,"","",[],"","","","","",0,0,0,"",610,[],"",[],1,[],-1,[],"","",0,0,0
480,"FrostDartsPlayer","",[],"",[],[],"",2834672937,"",2,800,1046,"","",[],882,"","","","",0,0,0,"",611,"[612,613]","",[0],1,"[0,2,1]",-1,[],"","",0.11,0.065,0
481,"RavenousSwarmAttack","",[],"",[],[],"",0,"",2,1000,1047,"","",[],1,"","","","",0,0,0,"",614,[],"",[],1,[],-1,[],"","",0,0,0
482,"GraveCommandPlayer","",[],"",[],[],"",2951993201,"",2,1000,1049,"","",[],742,"",1,"","",0,0,0,"",615,[],"",[0],1,[],-1,[],"","",0,0.018,0
483,"SoulCrystalPlayer","",[],"",[],[],"",2767083841,"",2,1000,1050,"","",[],742,"","","","",0,0,0,"",616,[],"",[],1,[],-1,[],"",91,0,0,0
484,"TriggeredAbyssalApparitionPlayer","",[],"",[],[],"",4068359873,1,2,0,1051,"","",[],"","","","","",0,0,0,"",617,[],"",[],1,[],-1,[],"","",0,0,0
485,"BearLandslidePlayer","",[],"",[],[],"",1478839648,"",2,1000,1052,"","",[],906,"","","","",0,0,0,"",618,[619],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
486,"PrimalAvatarQuadrillaSlamPlayer","",[],"",[],[],"",2658351096,"",2,1000,1053,"","",[],910,"","","","",0,0,0,"",620,[],"",[],1,[],-1,[],"","",0,0,0
487,"TriggeredCreepingChillPlayer","",[],"",[],[],"",555818358,"",2,1000,1054,"","",[],"","","","","",0,0,0,"",621,[],"",[0],1,[],-1,[],"","",0,0,0
488,"MtxSeveredArmSlapPlayer","",[],"",[],[],"",3219832231,1,2,700,1056,"","",[],1,"","","","",0,0,0,"",622,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[],1,[],-1,[],"","",0,0,0
489,"BriarpatchPlayer","",[],"",[],[],"",534115229,"",2,0,1057,"","",[],"","","","","",0,0,0,"",623,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/Briarpatch/OnHit_BriarpatchSG",[],1,[],-1,[],"","",0,0,0
490,"EternalRagePlayer","",[],"",[],[],"",3665377610,"",2,0,1058,"","",[],"","","","","",0,0,0,"",624,[],"",[],1,[],-1,[],"","",0,0,0
491,"SavageFuryActivePlayer","",[],"",[],[],"",3135674807,"",2,600,1059,"","",[],961,"","","","",0,0,0,"",626,[],"",[],1,[],-1,[],"","",0,0,0
492,"SavageFuryPlayer","",[],"",[],[],"",288293486,"",2,0,1060,"","",[],"","","","","",0,0,0,"",625,[],"",[],1,[],-1,[],"","",0,0,0
493,"WolfPounceSummonWolfPlayer","",[],"",[],[],"",1862453904,"",2,1000,1061,"","",[],"","","","","",0,0,0,"",595,[],"",[0],"",[],-1,[],"",27,0,0,0
494,"WalkingCalamityPlayer","",[],"",[],[],"",4269158164,"",2,1000,1062,"","",[],950,"","","","",0,0,0,"",627,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
495,"WalkingCalamityMeteorPlayer","",[],"",[],[],"",4243531151,"",2,1000,1063,"","",[],"","","","","",0,0,0,"",628,[629],"",[],"",[],-1,[],"","",0,0,0
496,"TheStarsAnswerPlayer","",[],"",[],[],"",529369892,"",2,2000,1064,"","",[],953,"","","","",1,0,0,"",630,[],"",[0],1,[],-1,[],"","",0,0,0
497,"TheStarsAnswerCometPlayer","",[],"",[],[],"",1833871648,"",2,0,1065,"","",[],"","","","","",1,0,0,"",631,[632],"",[0],"",[],-1,[],"","",0,0,0
498,"ApocalypsePlayer","",[],"",[],[],"",1497138123,"",2,1000,1066,"","",[],949,"","","","",0,0,0,"",633,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
499,"ApocalypseColdPlayer","",[],"",[],[],"",2898718261,"",2,0,1068,"","",[],"","","","","",0,0,0,"",635,[],"",[0],1,[],-1,[],"","",0,0,0
500,"ApocalypseFirePlayer","",[],"",[],[],"",2397834760,"",2,0,1067,"","",[],"","","","","",0,0,0,"",634,[],"",[0],1,[],-1,[],"","",0,0,0
501,"ApocalypseLightningPlayer","",[],"",[],[],"",1656937698,"",2,0,1069,"","",[],"","","","","",0,0,0,"",636,[637],"",[0],"",[],-1,[],"","",0,0,0
502,"TriggeredExplosiveGrowthPlayer","",[250],"",[],[],"",1252463290,"",2,0,1071,"","",[],"","","","","",0,0,0,"",638,[],"",[0],1,[],-1,[],"","",0,0,40
503,"TriggeredExplosiveGrowthPlayerTwo","",[250],"",[],[],"",3947628865,"",2,0,1071,"","",[],"","","","","",0,0,0,"",639,[],"",[0],1,[],-1,[],"","",0,0,40
504,"TriggeredFanTheFlamesPlayer","",[],"",[],[],"",2378090036,"",2,1000,1072,"","",[],"","","","","",0,0,0,"",640,[],"",[0],1,[],-1,[],"","",0,0,40
505,"TriggeredFanTheFlamesPlayerTwo","",[],"",[],[],"",1929015432,"",2,1000,1072,"","",[],"","","","","",0,0,0,"",641,[],"",[0],1,[],-1,[],"","",0,0,40
506,"TriggeredDeadlyCurrentPlayer","",[],"",[],[],"",1987301572,"",2,0,1073,"","",[],"","","","","",0,0,0,"",642,[],"",[0],1,[],-1,[],"","",0,0,40
507,"BarkskinPlayer","",[],"",[],[],"",4290510358,"",2,1000,1075,"","",[],"","","","","",0,0,0,"",643,[],"",[],1,[],-1,[],"","",0,0,0
508,"MetaFeralInvocationPlayer","",[],"",[],[],"",1899806939,"",2,0,1076,"","",[],"","","","","",0,0,0,"",644,[],"",[],1,[],-1,[],"","",0,0,0
509,"SupportFeralInvocationPlayer",1,"[0,156,73]","","[267,257,272]","[121,193,36,139,257,272,74,73]","",1371565680,"",2,0,"","","",[],"","","","","",0,0,0,"",645,[],"",[],1,[],-1,[],"","",0,0,0
510,"TriggeredDeadlyResolvePlayer","","[0,120]","",[],[49],"",2973633031,"",2,1000,1082,"","",[],"","","","","",0,0,0,"",646,[],"",[0],1,[],-1,[],"","",0,0,40
511,"TriggeredSparkEmpowerPlayer","",[],"",[],[],"",534512336,"",2,1000,1084,"","",[],"","","","","",0,0,0,"",647,[],"",[],1,[],-1,[],"","",0,0,0
512,"TriggeredEmpoweredSparkPlayer","",[],"",[],[],"",785944518,"",2,1000,1085,"","",[],"","","","","",5,0,0,"",650,[651],"",[0],"",[],-1,[],"","",0,0,40
513,"TriggeredEmpoweredSparkPlayerTwo","",[],"",[],[],"",2525549197,"",2,1000,1085,"","",[],"","","","","",5,0,0,"",648,[649],"",[0],"",[],-1,[],"","",0,0,40
514,"WolfLunarBlessingBeamAttackPlayer","",[],"",[],[],"",988451442,"",2,1000,1086,"","",[],"","","","","",0,0,0,"",652,[],"",[],"",[],-1,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG","",0,0,0
515,"ArchonOfChayulaPlayer","",[],"",[],[],"",4101578956,"",2,1000,1088,"","",[],981,"","","","",0,0,0,"",653,[],"",[],1,[],-1,[],"","",0,0,0
516,"AncientGiftsPlayer","",[],"",[],[],"",2772033522,"",2,1000,1089,"","",[],"","","","","",1,0,0,"",654,[],"",[],1,[],-1,[],"","",0,0,0
517,"TriggeredCorruptingCryPlayer","",[],"",[],[],"",1302128090,"",2,1000,298,"","",[],"","","","","",1039,0,0,"",655,[],"",[0],1,[],-1,[],"","",0,0,40
518,"TriggeredCorruptingCryTwoPlayer","",[],"",[],[],"",3304091378,"",2,1000,298,"","",[],"","","","","",1039,0,0,"",656,[],"",[0],1,[],-1,[],"","",0,0,40
519,"TriggeredCorruptingCryThreePlayer","",[],"",[],[],"",2506957028,"",2,1000,299,"","",[],"","","","","",1039,0,0,"",657,[],"",[0],1,[],-1,[],"","",0,0,40
520,"TriggeredLightningDetonateDeadPlayer","",[],"",[],[],"",2147888836,"",2,0,1092,"","",[],"","","","","",0,0,0,"",658,[],"",[],1,[],-1,[],"","",0,0,40
521,"MistRavenCompanionSwoopPlayer","",[],"",[],[],"",2548360813,"",2,1000,1094,"","",[],24,"","","","",0,0,0,"",659,[],"",[],1,[],-1,[],"","",0,0,0
522,"ApplyTangmazuSwarmAuraPlayer","",[],"",[],[],"",3355980117,"",2,1000,1096,"","",[],"","","","","",0,0,0,"",660,[],"",[],1,[],-1,[],"","",0,0,0
523,"NightfallSoaringMidnightPlayer","",[],"",[],[],"",4000186677,"",2,1000,1097,"","",[],487,"","","","",0,0,0,"",661,[],"",[0],1,[],-1,[],"","",0,0,0
524,"NightfallEmbraceTheFallPlayer","",[],"",[],[],"",809601784,"",2,1000,1098,"","",[],488,"","","","",0,0,0,"",662,[],"",[0],1,[],-1,[],"","",0,0,0
525,"ArchonOfChayulaTornadoPlayer","",[],"",[],[],"",3698018086,"",2,0,1099,"","",[],"","","","","",0,0,0,"",663,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/Tornado/OnHit_TornadoSG",[0],1,[],-1,[],"","",0,0,0
526,"SpiritVesselPlayer","",[],"",[],[],"",4277832955,"",2,1000,1100,"","",[],"","","","","",0,0,0,"",664,[],"",[],1,[],-1,[],"","",0,0,0
527,"SpiritVesselSupport",1,"[122,123,72,249,72,156,73]","",[],[49],"",1508453409,"",2,0,"",1,"",[],"","","","","",0,0,0,"",665,[],"",[],1,[],-1,[],"","",0,0,0
528,"MidnightStarPlayer","",[],"",[],[],"",2325402486,"",2,1000,1104,"","",[],"","","","","",0,0,0,"",666,[667],"",[],1,[],-1,[],"","",0,0,0
529,"HazardousHoldoutPlayer","",[],"",[],[],"",4216374391,"",2,1000,749,"","",[],990,"","","","",2,0,0,"",668,[],"","[0,9]",1,[],-1,[],"","",0,0,0
530,"ChaosFrogExplosionPlayer","",[],"",[],[],"",4026862736,"",2,1000,1106,"","",[],"","","","","",0,0,0,"",669,[],"Audio/Sound Effects/Skills/4.0/SupportGems/DoedresUndoing/Effects/OnHitSG",[0],1,[],-1,[],"","",0,0,40
531,"SupportConcussiveRunesPlayer",1,"[0,116]","",[],[],"",2203610410,"",2,1000,"","","",[],"","","","","",0,0,0,"",670,[],"",[],1,[],-1,[],"","",0,0,0
532,"ConcussiveRunesPlayer","",[],"",[],[],"",3785055409,"",2,1000,1107,"","",[],"","","","","",0,0,0,"",671,[],"",[4],1,[],-1,[],"","",0.11,0.03,40
533,"LeylinesPlayer","",[],"",[],[],"",918393585,"",2,1000,1108,"","",[],"","","","","",0,0,0,"",672,[],"",[],1,[],-1,[],"","",0,0,0
534,"FrostflameNovaPlayer","",[],"",[],[],"",1147427266,"",2,700,1109,"","",[],1000,"","","","",0,0,0,"",673,[674],"Audio/Sound Effects/Skills/4.0/KalguuranGems/FrostfireNova/OnHitSG",[4],1,[],-1,[],"","",0.11,0.03,0
535,"HollowShellPlayer","",[],"",[],[],"",470275047,"",2,600,1110,"","",[],992,"","","","",0,0,0,"",675,[],"",[4],1,[],-1,[],"","",0.11,0.018,0
536,"PoweredByVerisiumPlayer","",[],"",[],[],"",3288574078,"",2,700,1114,"","",[],996,"","","","",0,0,0,"",676,[],"",[4],1,[],-1,[],"","",0.18,0.03,0
537,"CracklingPalmPlayer","",[],"",[],[],"",1824579135,"",2,0,1035,"","",[],"","","","","",0,0,0,"",677,[678],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[1],-1,[],"","",0,0,0
538,"GelidPalmPlayer","",[],"",[],[],"",2258310170,"",2,0,1036,"","",[],"","","","","",1,0,0,"",679,[680],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[1],-1,[],"","",0,0,0
539,"EternalMarchPlayer","",[],"",[],[],"",929348529,"",2,0,1125,"","",[],"","","","","",0,0,0,"",694,[],"",[],1,[],-1,[],"","",0,0,0
540,"RefutationPlayer","",[],"",[],[],"",1612829666,"",2,650,1115,"","",[],1003,"","","","",0,0,0,"",681,[],"",[4],1,[],-1,[],"","",0.11,0.018,0
541,"CurseOfRepulsionPlayer","",[],"",[],[],"",1796915876,"",2,500,1116,"","",[],998,"","","","",0,0,0,"",682,[],"",[4],"",[],-1,[],"","",0.18,0.03,0
542,"CurseOfRepulsionShockwavePlayer","",[],"",[],[],"",2059703821,"",2,0,1117,"","",[],"","","","","",0,0,0,"",683,[],"",[4],1,[],-1,[],"","",0,0,0
543,"TriskelionCascadePlayer","",[],"",[],[],"",557718375,"",2,450,1118,"","",[],997,"","","","",0,0,0,"",684,[],"",[4],1,[],-1,[],"","",0.18,0.03,0
544,"InternecineDrawReservationPlayer","",[],"",[],[],"",1456982807,"",2,0,1119,"","",[],"","","","","",0,0,0,"",8243,[],"Audio/Sound Effects/Skills/4.0/InherentSkills/Unique/OneHandWeapons/Quivers/CradleOfConflict/OnHitSG",[],1,[],-1,[],"","",0,0,0
545,"InternecineDrawCyclePlayer","",[],"",[],[],"",2062999186,"",2,0,1120,"","",[],"","","","","",0,0,0,"",8244,[],"",[],1,[],-1,[],"","",0,0,0
546,"SkyfallPlayer","",[],"",[],[],"",3166588201,"",2,1000,1121,"","",[],1002,"","","","",0,0,0,"",685,[686],"",[4],1,[],-1,[],"",105,0.11,0.03,0
547,"DetonateLivingPlayer","",[],"",[],[],"",3550021193,"",2,650,1122,"","",[],1004,"","","","",0,0,0,"",687,[688],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[4],1,[],-1,[],"","",0.11,0.03,0
548,"AnimusExchangePlayer","",[],"",[],[],"",91140259,"",2,600,1123,"","",[],1005,"","","","",0,0,0,"",689,[],"",[0],1,[],-1,[],"","",0.15,0.03,0
549,"BitterDeadPlayer","",[],"",[],[],"",3973423944,"",2,750,1124,"","",[],1007,"","","","",3,0,0,"",690,"[691,692,693]","",[4],1,"[0,2,1,3]",-1,[],"","",0.11,0.03,0
550,"GrimPillarsPlayer","",[],"",[],[],"",3485061923,"",2,700,1126,"","",[],1015,"","","","",0,0,0,"",695,[696],"",[4],1,[],-1,[],"","",0.11,0.03,0
551,"VerisiumManifestationPlayer","",[],"",[],[],"",782527777,"",2,1000,1127,"","",[],"","","","","",0,0,0,"",697,[],"",[],1,[],-1,[],"","",0,0,0
552,"TriggeredManifestRunePlayer","",[],"",[],[],"",1099405814,"",2,1000,1128,"","",[],"","","","","",0,0,0,"",698,[],"",[4],1,[],-1,[],"",107,0.11,0.018,0
553,"MetaRemnantsOfKalguurPlayer","",[],"",[],[],"",3976756649,"",2,1000,1129,"","",[],"","","","","",0,0,0,"",699,[],"",[],1,[],-1,[],"","",0,0,0
554,"WardboundMinionsPlayer","",[],"",[],[],"",1716431147,"",2,750,1130,"","",[],1079,"","","","",0,0,0,"",700,[],"",[4],1,[],-1,[],"",108,0.11,0.03,0
555,"FragmentsOfThePastPlayer","",[],"",[],[],"",121574472,"",2,1000,1131,"","",[],1006,"","","","",0,0,0,"",701,[],"",[4],1,[],-1,[],"","",0.11,0.03,0
556,"FragmentsOfThePastFragmentPlayer","",[],"",[],[],"",4024958825,"",2,1000,996,"","",[],"","","","","",0,0,0,"",702,[],"",[],1,[],-1,[],"","",0,0,0
557,"ConductiveRunesPlayer","",[],"",[],[],"",2251424148,"",2,1000,1132,"","",[],1008,"","","","",0,0,0,"",703,[704],"",[4],1,[],-1,[],"","",0.11,0.03,0
558,"TriggeredMorrigansInsightPlayer","",[],"",[],[],"",543036234,"",2,1000,1134,"","",[],"","","","","",0,0,0,"",705,[],"",[4],1,[],-1,[],"","",0,0,40
559,"MetaAnimusSplintersPlayer","",[],"",[],[],"",3871233678,"",2,0,1135,"","",[],"","","","","",0,0,0,"",706,[],"",[4],"",[],-1,[],"","",0,0,0
560,"SupportAnimusSplintersPlayer",1,[],"","[267,257,276]","[193,90,121,36,139,257,276,74,73]","",4155139801,"",2,0,"",1,"",[],"","","","","",0,0,0,"",707,[],"",[],1,[],-1,[],"","",0,0,0
561,"RunicReprievePlayer","",[],"",[],[],"",701126591,"",2,120,1136,"","",[],1010,"","","","",0,0,0,"",708,[],"",[17],1,[],-1,[],"","",0.11,0.018,0
562,"VoltaicBarrierPlayer","",[],"",[],[],"",2324739349,"",2,1000,1137,"","",[],1080,"","","","",0,0,0,"",709,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[4],1,[],-1,[],"","",0.11,0.03,0
563,"TriggeredFracturedSelfPlayer","",[],"",[],[],"",3494069909,"",2,1000,1138,"","",[],"","","","","",0,0,0,"",710,[],"",[0],1,[],-1,[],"","",0,0,0
564,"ExplosiveTransmutationPlayer","",[],"",[],[],"",4271115510,"",2,1000,1139,"","",[],"","","","","",0,0,0,"",711,[],"",[],1,[],-1,[],"","",0,0,0
565,"TriggeredExplosiveTransmutationExplosionPlayer","",[],"",[],[],"",3886676427,"",2,0,1140,"","",[],"","","","","",0,0,0,"",712,"[713,714,715,716]","",[4],"",[],-1,[],"","",0.11,0.018,0
566,"VoltaicBarrierTriggeredChainLightningPlayer","",[],"",[],[],"",3213012753,"",2,1000,1141,"","",[],"","","","","",0,0,0,"",717,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[4],1,[],-1,[],"","",0,0,0
567,"RainOfBladesPlayer","",[],"",[],[],"",4027466356,"",2,1000,1142,"","",[],1081,"","","","",0,0,0,"",718,[],"",[4],1,[],-1,[],"","",0.11,0.03,0
568,"RainOfBladesTriggeredPlayer","",[],"",[],[],"",3052660193,"",2,1000,1143,"","",[],"","","","","",0,0,0,"",719,[],"",[4],1,[],-1,[],"","",0.11,0.03,0
569,"SmashToSmithereensPlayer","",[],"",[],[],"",338645754,"",2,1000,1144,"","",[],"","","","","",0,0,0,"",720,[],"",[0],1,[],-1,[],"","",0,0,0
570,"PlayerSkillqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",2405845572,"",2,1000,40,"","",[],"","","","","",0,0,0,"",721,[],"",[],1,[],-1,[],"","",0,0,0
571,"SupportCreepingChillPlayer",1,[168],"",[],[],"",2274674154,"",2,0,"","","",[],"","","","","",0,0,0,"",722,[],"",[],1,[],-1,[],"","",0,0,0
572,"SupportAddedFireDamagePlayer",1,"[0,116,6]","",[],[],"",857921077,"",2,0,"","","",[],"","","","","",0,0,0,"",723,[],"",[],1,[],-1,[],"","",0,0,0
573,"SupportRapidAttacksPlayer",1,"[0,116]","",[],"[51,217]","",1435109272,"",2,0,"","","",[],"","","","","",0,0,0,"",724,[],"",[],1,[],-1,[],"","",0,0,0
574,"SupportRapidAttacksPlayerTwo",1,"[0,116]","",[],"[51,217]","",3589224662,"",2,0,"","","",[],"","","","","",0,0,0,"",725,[],"",[],1,[],-1,[],"","",0,0,0
575,"SupportRapidAttacksPlayerThree",1,"[0,116]","",[],"[51,217]","",2637418100,"",2,0,"","","",[],"","","","","",0,0,0,"",726,[],"",[],1,[],-1,[],"","",0,0,0
576,"SupportMultishotPlayer",1,"[2,61]","",[],[112],"",4017401008,"",2,0,"","","",[],"","","","","",0,0,0,"",727,[],"",[],1,[],-1,[],"","",0,0,0
577,"SupportMultishotPlayerTwo",1,"[2,61]","",[],[112],"",1846488400,"",2,0,"","","",[],"","","","","",0,0,0,"",728,[],"",[],1,[],-1,[],"","",0,0,0
578,"SupportNovaProjectilesPlayer",1,"[2,61,115,116]","",[256],"[89,112]","",1490950403,"",2,0,"","","",[],"","","","","",0,0,0,"",729,[],"",[],1,[],-1,[],"","",0,0,0
579,"SupportSpiralProjectilesPlayer",1,"[2,61]","",[],[112],"",175759908,"",2,0,"","","",[],"","","","","",0,0,0,"",730,[],"",[],1,[],-1,[],"","",0,0,0
580,"SupportProjectileAccelerationPlayer",1,"[2,10]","",[],[42],"",3292830286,"",2,0,"","","",[],"","","","","",0,0,0,"",731,[],"",[],1,[],-1,[],"","",0,0,0
581,"SupportProjectileAccelerationPlayerTwo",1,"[2,10]","",[],[42],"",446579913,"",2,0,"","","",[],"","","","","",0,0,0,"",732,[],"",[],1,[],-1,[],"","",0,0,0
582,"SupportProjectileAccelerationPlayerThree",1,"[2,10]","",[],[42],"",4224617066,"",2,0,"","","",[],"","","","","",0,0,0,"",733,[],"",[],1,[],-1,[],"","",0,0,0
583,"SupportAddedColdDamagePlayer",1,"[0,116,6]","",[],[],"",3594704306,"",2,0,"","","",[],"","","","","",0,0,0,"",734,[],"",[],1,[],-1,[],"","",0,0,0
584,"SupportHeightenedAccuracyPlayer",1,"[0,116]","",[],[],"",1210815348,"",2,0,"","","",[],"","","","","",0,0,0,"",735,[],"",[],1,[],-1,[],"","",0,0,0
585,"SupportHeightenedAccuracyPlayerTwo",1,"[0,116]","",[],[],"",2210027075,"",2,0,"","","",[],"","","","","",0,0,0,"",736,[],"",[],1,[],-1,[],"","",0,0,0
586,"SupportMagnifiedAreaPlayer",1,"[7,17]","",[],[],"",2793988090,"",2,0,"","","",[],"","","","","",0,0,0,"",737,[],"",[],1,[],-1,[],"","",0,0,0
587,"SupportMagnifiedAreaPlayerTwo",1,"[7,17]","",[],[],"",3480237304,"",2,0,"","","",[],"","","","","",0,0,0,"",738,[],"",[],1,[],-1,[],"","",0,0,0
588,"SupportAddedLightningDamagePlayer",1,"[0,116,6]","",[],[],"",1404258676,"",2,0,"","","",[],"","","","","",0,0,0,"",739,[],"",[],1,[],-1,[],"","",0,0,0
589,"SupportEfficiencyPlayer",1,[],"",[],[139],"",1603624351,"",2,0,"","","",[],"","","","","",0,0,0,"",740,[],"",[],1,[],-1,[],"","",0,0,0
590,"SupportEfficiencyPlayerTwo",1,[],"",[],[139],"",268208145,"",2,0,"","","",[],"","","","","",0,0,0,"",741,[],"",[],1,[],-1,[],"","",0,0,0
591,"SupportIncreasedCriticalDamagePlayer",1,"[6,0,116]","",[],[],"",107521279,"",2,0,"","","",[],"","","","","",0,0,0,"",742,[],"",[],1,[],-1,[],"","",0,0,0
592,"SupportKnockbackPlayer",1,"[6,0,116]","",[],[],"",3191035046,"",2,0,"","","",[],"","","","","",0,0,0,"",743,[],"",[],1,[],-1,[],"","",0,0,0
593,"SupportLifeLeechPlayer",1,"[0,116]","",[],[],"",4210830220,"",1,0,"","","",[],"","","","","",0,0,0,"",744,[],"",[],1,[],-1,[],"","",0,0,0
594,"SupportLifeLeechPlayerTwo",1,"[0,116]","",[],[],"",1420222703,"",2,0,"","","",[],"","","","","",0,0,0,"",745,[],"",[],1,[],-1,[],"","",0,0,0
595,"SupportLifeLeechPlayerThree",1,"[0,116]","",[],[],"",2837334724,"",2,0,"","","",[],"","","","","",0,0,0,"",746,[],"",[],1,[],-1,[],"","",0,0,0
596,"SupportManaLeechPlayer",1,"[0,116]","",[],[],"",3407406795,"",2,0,"","","",[],"","","","","",0,0,0,"",747,[],"",[],1,[],-1,[],"","",0,0,0
597,"SupportOisinsOathPlayer",1,"[0,116,6,1]","",[],[],"",2844132070,"",2,0,"","","",[],"","","","","",0,0,0,"",748,[],"",[],1,[],-1,[],"","",0,0,0
598,"SupportAddedChaosDamagePlayer",1,"[0,116,6]","",[],[],"",2466436678,"",2,0,"","","",[],"","","","","",0,0,0,"",749,[],"",[],1,[],-1,[],"","",0,0,0
599,"SupportPiercePlayer",1,[2],"",[],[174],"",495119212,"",2,0,"","","",[],"","","","","",0,0,0,"",750,[],"",[],1,[],-1,[],"","",0,0,0
600,"SupportPiercePlayerTwo",1,[2],"",[],[174],"",3445787101,"",2,0,"","","",[],"","","","","",0,0,0,"",751,[],"",[],1,[],-1,[],"","",0,0,0
601,"SupportPiercePlayerThree",1,[2],"",[],[174],"",3345380066,"",2,0,"","","",[],"","","","","",0,0,0,"",752,[],"",[],1,[],-1,[],"","",0,0,0
602,"SupportMeleePhysicalDamagePlayer",1,[19],"",[],[],"",1659850414,"",2,0,"","","",[],"","","","","",0,0,0,"",753,[],"",[],1,[],-1,[],"","",0,0,0
603,"SupportRapidCastingPlayer",1,[1],"",[],"[63,105,217]","",511557026,"",2,0,"","","",[],"","","","","",0,0,0,"",754,[],"",[],1,[],-1,[],"","",0,0,0
604,"SupportRapidCastingPlayerTwo",1,[1],"",[],"[63,105,217]","",2525253055,"",2,0,"","","",[],"","","","","",0,0,0,"",755,[],"",[],1,[],-1,[],"","",0,0,0
605,"SupportRapidCastingPlayerThree",1,[1],"",[],"[63,105,217]","",4015699529,"",2,0,"","","",[],"","","","","",0,0,0,"",756,[],"",[],1,[],-1,[],"","",0,0,0
606,"SupportConcentratedAreaPlayer",1,"[7,17]","",[],[],"",261790286,"",2,0,"","","",[],"","","","","",0,0,0,"",757,[],"",[],1,[],-1,[],"","",0,0,0
607,"SupportBlindPlayer",1,"[6,0,116]","",[],[],"",2853692589,"",2,0,"","","",[],"","","","","",0,0,0,"",758,[],"",[],1,[],-1,[],"","",0,0,0
608,"SupportBlindPlayerTwo",1,"[6,0,116]","",[],[],"",821662038,"",2,0,"","","",[],"","","","","",0,0,0,"",759,[],"",[],1,[],-1,[],"","",0,0,0
609,"SupportFirePenetrationPlayer",1,"[6,0,116]","",[],[],"",2693020138,"",2,0,"","","",[],"","","","","",0,0,0,"",760,[],"",[],1,[],-1,[],"","",0,0,0
610,"SupportFirePenetrationPlayerTwo",1,"[6,0,116]","",[],[],"",3476858659,"",2,0,"","","",[],"","","","","",0,0,0,"",761,[],"",[],1,[],-1,[],"","",0,0,0
611,"SupportColdPenetrationPlayer",1,"[6,0,116]","",[],[],"",9533114,"",2,0,"","","",[],"","","","","",0,0,0,"",762,[],"",[],1,[],-1,[],"","",0,0,0
612,"SupportLightningPenetrationPlayer",1,"[6,0,116]","",[],[],"",1367524588,"",2,0,"","","",[],"","","","","",0,0,0,"",763,[],"",[],1,[],-1,[],"","",0,0,0
613,"SupportChainPlayer",1,"[18,2]","",[],"[161,174]","",1351024779,"",2,0,"","","",[],"","","","","",0,0,0,"",764,[],"",[],1,[],-1,[],"","",0,0,0
614,"SupportChainPlayerTwo",1,"[18,2]","",[],"[161,174]","",2543726001,"",2,0,"","","",[],"","","","","",0,0,0,"",765,[],"",[],1,[],-1,[],"","",0,0,0
615,"SupportChainPlayerThree",1,"[18,2]","",[],"[161,174]","",208399725,"",2,0,"","","",[],"","","","","",0,0,0,"",766,[],"",[],1,[],-1,[],"","",0,0,0
616,"SupportForkPlayer",1,[2],"",[],[174],"",2996201516,"",2,0,"","","",[],"","","","","",0,0,0,"",767,[],"",[],1,[],-1,[],"","",0,0,0
617,"SupportSpellEchoPlayer",1,[55],"",[],"[36,257,139]","",959990723,"",2,0,"",1,"",[],"","","","","",0,0,0,"",768,[],"",[],1,[],-1,[],"","",0,0,0
618,"SupportElementalArmyPlayer",1,[76],"",[],[213],"",1510163100,"",2,0,"","","",[],"","","","","",0,0,0,"",769,[],"",[],1,[],-1,[],"","",0,0,0
619,"SupportProjectileDecelerationPlayer",1,"[2,10]","",[],[42],"",4045575827,"",2,0,"","","",[],"","","","","",0,0,0,"",770,[],"",[],1,[],-1,[],"","",0,0,0
620,"SupportProjectileDecelerationPlayerTwo",1,"[2,10]","",[],[42],"",3686064795,"",2,0,"","","",[],"","","","","",0,0,0,"",771,[],"",[],1,[],-1,[],"","",0,0,0
