"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
4279,"current_number_of_ice_golems",1,"","",3,"","","","",1,1916105722,[],"","","",1,[],[],""
4280,"current_number_of_lightning_golems",1,"","",3,"","","","",1,3733902284,[],"","","",1,[],[],""
4281,"current_number_of_stone_golems",1,"","",3,"","","","",1,520643561,[],"","","",1,[],[],""
4282,"current_number_of_chaos_golems",1,"","",3,"","","","",1,835156463,[],"","","",1,[],[],""
4283,"base_cold_immunity",1,"","",4,"","","","",1,4071226742,[],"","","","",[],[],""
4284,"base_lightning_immunity",1,"","",4,"","","","",1,1160584474,[],"","","","",[],[],""
4285,"gain_elemental_penetration_for_4_seconds_on_mine_detonation",1,"","",1,"","","","",1,3744458056,[],"","","",1,[],[],""
4286,"display_can_take_character_start_point","","","",3,"","","","",1,726031715,[],"","","",1,[],[],""
4287,"fire_damage_immunity",1,"","",4,1,1,"","",1,4042917568,[],"","","","",[0],[],""
4288,"cold_damage_immunity",1,"","",4,1,1,"","",1,2640101549,[],"","","","",[0],[],""
4289,"lightning_damage_immunity",1,"","",4,1,1,"","",1,1563065583,[],"","","","",[0],[],""
4290,"chaos_damage_immunity",1,"","",4,1,1,"","",1,1198822964,[],"","","","",[0],[],""
4291,"elemental_damage_immunity","","","",4,"","","","",1,849993701,[],"","","","",[],[],""
4292,"global_total_minimum_added_lightning_damage","","","",3,"",1,"","","",4272945047,[],"","","",1,[29],[],""
4293,"global_total_maximum_added_lightning_damage","","","",3,"",1,"","","",2425461605,[],"","","",1,[29],[],""
4294,"have_killed_recently","","","",4,"","","","",1,1557132459,[],"","","","",[],[],""
4295,"track_have_killed_recently","","","",4,"",1,"","","",2297481267,[],"","","","",[36],[],""
4296,"number_of_times_have_been_hit_recently",1,"","",3,1,"","","",1,574549640,[],"","","",1,[],[],""
4297,"track_have_been_hit_recently","","","",4,"",1,"","","",1431357189,[],"","","","",[36],[],""
4298,"have_crit_recently","","","",4,"","","","",1,461390919,[],"","","","",[],[],""
4299,"track_have_crit_recently",1,"","",4,"",1,"","","",1653324357,[],"","","","",[36],[],""
4300,"base_body_armour_physical_damage_reduction_rating",1,"","",3,"","","","",1,122129026,[],"","","",1,[],[],""
4301,"chance_to_grant_power_charge_to_nearby_allies_on_kill_%",1,"","",1,"","","","",1,3140513372,[],"","","",1,[],[],""
4302,"chance_to_grant_frenzy_charge_to_nearby_allies_on_hit_%",1,"","",1,"","","","",1,629282236,[],"","","",1,[],[],""
4303,"blood_rage_grants_additional_attack_speed_+%",1,"","",1,"","","","",1,414907726,"[""blood_rage""]","","","",1,[],[],""
4304,"blood_rage_grants_additional_%_chance_to_gain_frenzy_on_kill",1,"","",1,"","","","",1,3529176510,"[""blood_rage""]","","","",1,[],[],""
4305,"play_tempestuous_steel_sounds",1,"","",4,1,"","","",1,2734442118,[],"","","","",[],[],""
4306,"from_totem_aura_damage_+%_final",1,"","",1,"","","","",1,294648436,[],"","","",1,[],[],""
4307,"explode_enemies_for_25%_life_as_chaos_on_kill_chance_%","","","",1,"","","","",1,2212913073,[],18,"","",1,[],[],""
4308,"explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%",1,"","",1,1,"","","",1,2454941011,[],"","","",1,[],[],""
4309,"base_minion_duration_+%","","","",1,"","","","",1,72268054,[],12,"","",1,[],[],""
4310,"skill_specific_minion_duration_+%_final","","","",1,"","","","",1,359005996,[],"",1,"",1,[],[],""
4311,"base_chaos_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,2768675252,[],"","","",1,[],[],""
4312,"base_stone_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,1447435730,[],"","","",1,[],[],""
4313,"base_fire_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,667868309,[],"","","",1,[],[],""
4314,"base_ice_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,3746609707,[],"","","",1,[],[],""
4315,"base_lightning_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,3396604398,[],"","","",1,[],[],""
4316,"stone_golem_elemental_resistances_%",1,"","",1,"","","","",1,329894637,[],"","","",1,[],[],""
4317,"dominating_blow_minion_damage_+%",1,"","",1,"","","","",1,995573707,[],"","","",1,[],[],""
4318,"dominating_blow_skill_attack_damage_+%",1,"","",1,"","","","",1,411969819,"[""dominating_blow""]","","","",1,[],[],""
4319,"lightning_golem_elemental_resistances_%",1,"","",1,"","","","",1,2310314389,[],"","","",1,[],[],""
4320,"lightning_golem_damage_+%",1,"","",1,"","","","",1,3471292228,[],"","","",1,[],[],""
4321,"is_hindered",1,"","",4,"","","","",1,2877405570,[],"","","","",[],[],""
4322,"damage_+%_vs_hindered_enemies",1,"","",1,"","","","",1,609168858,[],1,"","",1,[],[],""
4323,"blast_rain_number_of_blasts",1,"","",3,1,"","","",1,3979873208,[],"","","",1,[],[],""
4324,"local_display_socketed_curse_gems_have_mana_reservation_+%","",1,"",1,"","","","",1,695962681,[],"","","","",[],[],""
4325,"bone_offering_block_chance_+%",1,"","",1,"","","","",1,1103019433,"[""bone_offering""]","","","",1,[],[],""
4326,"map_number_of_explicit_mods",1,"","",4,"","","","",1,1034667441,[],"","","","",[],[],""
4327,"curse_orb_additional_height",1,"","",3,1,"","","",1,3162796761,[],"","","",1,[],[],""
4328,"curse_orb_additional_radius",1,"","",3,1,"","","",1,319359774,[],"","","",1,[],[],""
4329,"phase_run_skill_effect_duration_+%",1,"","",1,"","","","",1,2218195772,[],"","","",1,[],[],""
4330,"lightning_tendrils_critical_strike_chance_+%",1,"","",1,"","","","",1,2197346928,"[""lightning_tendrils_channelled""]","","","",1,[],[],""
4331,"searing_totem_elemental_resistance_+%",1,"","",1,"","","","",1,1781234669,[],"","","",1,[],[],""
4332,"flesh_offering_attack_speed_+%",1,"","",1,"","","","",1,99774734,[],"","","",1,[],[],""
4333,"smoke_mine_base_movement_velocity_+%",1,"","",1,"","","","",1,775499033,"[""smoke_mine""]","","","",1,[],[],""
4334,"convocation_buff_effect_+%",1,"","",1,"","","","",1,3523611361,[],"","","",1,[],[],""
4335,"molten_shell_buff_effect_+%",1,"","",1,"","","","",1,4145183722,"[""molten_shell"",""molten_shell_barrier"",""vaal_molten_shell"",""monster_vaal_molten_shell""]","","","",1,[],[],""
4336,"enduring_cry_buff_effect_+%",1,"","",1,"","","","",1,1619742928,[],"","","",1,[],[],""
4337,"righteous_fire_spell_damage_+%",1,"","",1,"","","","",1,4224072216,"[""righteous_fire"",""vaal_righteous_fire_duration""]","","","",1,[],[],""
4338,"rallying_cry_buff_effect_+%",1,"","",1,"","","","",1,2579006157,"[""inspiring_cry""]","","","",1,[],[],""
4339,"attack_trigger_when_critically_hit_%",1,"","",1,"","","","",1,2093904954,[],"",1,"",1,[],[],""
4340,"cast_when_hit_%",1,"","",1,"","","","",1,940060961,[],"",1,"",1,[],[],""
4341,"attack_trigger_when_hit_%",1,"","",1,"","","","",1,270413027,[],"",1,"",1,[],[],""
4342,"attack_trigger_on_kill_%",1,"","",1,"","","","",1,1013269191,[],"",1,"",1,[],[],""
4343,"decrement_parent_counter_on_death",1,"","",4,"","","","",1,3570505951,[],"","","","",[],[],""
4344,"minions_explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","",1,457150294,[],"","","",1,[],[],""
4345,"explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","",1,1827146864,[],"","","",1,[],[],""
4346,"melee_ancestor_totem_damage_+%",1,"","",1,"","","","",1,3167213037,[],"","","",1,[],[],""
4347,"melee_ancestor_totem_placement_speed_+%",1,"","",1,"","","","",1,3918447125,[],"","","",1,[],[],""
4348,"melee_ancestor_totem_elemental_resistance_%",1,"","",1,"","","","",1,670986195,[],"","","",1,[],[],""
4349,"blast_rain_%_chance_for_additional_blast",1,"","",1,1,"","","",1,1779186660,[],"","","",1,[],[],""
4350,"perandus_chest_revive_targeted_monster",1,"","",4,"","","","",1,4268928797,[],"","","","",[],[],""
4351,"current_difficulty","","","",3,"","","","",1,4201603140,[],"","","",1,[],[],""
4352,"kinetic_blast_%_chance_for_additional_blast",1,"","",1,1,"","","",1,2743242588,[],"","","",1,[],[],""
4353,"share_charges_with_party_members_in_aura",1,"","",4,"","","","",1,2658281997,[],"","","","",[],[],""
4354,"guardian_nearby_allies_share_charges",1,"","",4,"","","","",1,837265575,[],"","","","",[],[],""
4355,"bleed_duration_+%",1,"","",1,"",1,"","","",3409921574,[],"","","",1,[2],[],""
4356,"summoned_monsters_are_parented_to_my_parent",1,"","",4,"","","","",1,40491494,[],"","","","",[],[],""
4357,"monster_grants_no_experience_after_x_revives",1,"","",3,"","","","",1,1540875197,[],"","","",1,[],[],""
4358,"consecrate_ground_on_shatter_%_chance_for_3_seconds",1,"","",1,"","","","",1,1310763416,[],"","","",1,[],[],""
4359,"summoned_monsters_decrement_parent_counter",1,"","",4,"","","","",1,1115320760,[],"","","","",[],[],""
4360,"skill_buff_effect_+%",1,"","",1,"","","","",1,2068851980,[],"","","",1,[],[],""
4361,"glows_in_area_with_unique_fish",1,"","",4,"","","","",1,2007913644,[],"","","","",[],[],""
4362,"local_display_summon_raging_spirit_on_kill_%",1,"","",1,"","","","",1,1282758997,[],"","","","",[],[],""
4363,"attacks_num_of_additional_chains","","","",3,"","","","",1,3975411998,[],"","","",1,[],[],""
4364,"monster_do_not_give_soul_to_soul_eater",1,"","",4,"","","","",1,1110721692,[],"","","","",[],[],""
4365,"monster_grants_no_flask_charges",1,"","",4,"","","","",1,4286068608,[],"","","","",[],[],""
4366,"used_teleports",1,"","",3,1,"","","",1,1716358659,[],"","","",1,[],[],""
4367,"explosive_arrow_attack_speed_+%",1,"","",1,"","","","",1,3367826135,"[""explosive_arrow""]","","","",1,[],[],""
4368,"slam_ancestor_totem_grant_owner_melee_damage_+%_final",1,"","",1,"","","","",1,830965819,[],"","","",1,[],[],""
4369,"slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+%",1,"","",1,"","","","",1,2922459877,[],"","","",1,[],[],""
4370,"slam_ancestor_totem_granted_melee_damage_+%_final",1,"","",1,"","","","",1,3466552605,[],"","","",1,[],[],""
4371,"perandus_chest_spawned_bosses",1,"","",4,"","","","",1,2297705923,[],"","","","",[],[],""
4372,"lightning_damage_+%_per_10_intelligence","",1,"",1,"","","","",1,1773447722,[],1,"","",1,[],[],""
4373,"shield_charge_range_+%",1,"","",1,1,"","","",1,367109810,[],"","","",1,[],[],""
4374,"local_maim_on_hit","",1,1,4,"","",4375,4376,1,3939614910,[],"","","","",[],[],""
4375,"main_hand_maim_on_hit","","","",4,"","","","",1,612025115,[],"","","","",[],[],1
4376,"off_hand_maim_on_hit","","","",4,"","","","",1,636451294,[],"","","","",[],[],1
4377,"warcries_cost_no_mana","","","",4,"","","","",1,1565790676,[],18,"","","",[],[],""
4378,"is_on_ground_maelstrom","","","",4,"","","","",1,1526866695,[],"","","","",[],[],""
4379,"gain_a_power_charge_when_you_or_your_totems_kill_%_chance",1,"","",1,"","","","",1,102048069,[],"","","",1,[],[],""
4380,"give_parent_power_charge_on_kill_%_chance",1,"","",1,"","","","",1,3113188711,[],"","","",1,[],[],""
4381,"buff_visuals_show_while_hidden_override",1,"","",4,1,"","","",1,5791343,[],"","","","",[],[],""
4382,"always_pierce","","","",4,"","","","",1,2776540327,[],"","","","",[],[],""
4383,"always_crit_shocked_enemies",1,"","",4,"","","","",1,4000681901,[],"","","","",[],[],""
4384,"cannot_crit_non_shocked_enemies",1,"","",4,"","","","",1,2814720339,[],"","","","",[],[],""
4385,"map_prophecy",1,"","",4,"","","","",1,2092203777,[],"","","","",[],[],""
4386,"frost_bolt_damage_+%",1,"","",1,"","","","",1,4021495435,"[""frost_bolt""]","","","",1,[],[],""
4387,"frost_bolt_nova_damage_+%",1,"","",1,"","","","",1,2365380582,"[""frost_bolt_nova""]","","","",1,[],[],""
4388,"double_slash_damage_+%",1,"","",1,"","","","",1,520162514,"[""double_slash"",""walking_double_slash""]","","","",1,[],[],""
4389,"charged_attack_damage_+%",1,"","",1,"","","","",1,3528727748,"[""charged_attack_channel"",""vaal_charged_attack""]","","","",1,[],[],""
4390,"slam_ancestor_totem_damage_+%",1,"","",1,"","","","",1,4224157929,[],"","","",1,[],[],""
4391,"slash_ancestor_totem_damage_+%",1,"","",1,"","","","",1,3016514009,[],"","","",1,[],[],""
4392,"slash_ancestor_totem_radius_+%",1,"","",1,"","","","",1,2269521677,[],"","","",1,[],[],""
4393,"slam_ancestor_totem_radius_+%",1,"","",1,"","","","",1,1003730844,[],"","","",1,[],[],""
4394,"frost_bolt_nova_radius_+%",1,"","",1,"","","","",1,1945071099,"[""frost_bolt_nova""]","","","",1,[],[],""
4395,"double_slash_critical_strike_chance_+%",1,"","",1,"","","","",1,2577282708,"[""double_slash"",""walking_double_slash""]","","","",1,[],[],""
4396,"charged_attack_radius_+%",1,"","",1,"","","","",1,393984120,"[""charged_attack_channel"",""vaal_charged_attack""]","","","",1,[],[],""
4397,"double_slash_radius_+%",1,"","",1,"","","","",1,3862332688,"[""double_slash"",""walking_double_slash""]","","","",1,[],[],""
4398,"charged_attack_damage_per_stack_+%_final",1,"","",1,"","","","",1,1682056105,[],"","","",1,[],[],""
4399,"%_of_life_and_energy_shield_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","",1,3985281090,[],"","","",1,[],[],""
4400,"remove_%_of_targets_current_flask_charges_on_hit",1,"","",1,1,"","","",1,4033621682,[],"","","",1,[],[],""
4401,"virtual_reduce_enemy_cold_resistance_with_weapons_%",1,"","",1,"",1,"","","",3543312281,[],"","","",1,[2],[],""
4402,"virtual_reduce_enemy_fire_resistance_with_weapons_%",1,"","",1,"",1,"","","",3986166108,[],"","","",1,[2],[],""
4403,"virtual_reduce_enemy_lightning_resistance_with_weapons_%",1,"","",1,"",1,"","","",1054983085,[],"","","",1,[2],[],""
4404,"minions_%_chance_to_blind_on_hit",1,"","",1,"","","","",1,2427007524,[],"","","",1,[],[],""
4405,"minions_cannot_be_blinded",1,"","",4,"","","","",1,1844144033,[],"","","","",[],[],""
4406,"display_socketed_minion_gems_supported_by_level_X_life_leech","","","",3,"","","","",1,1042481062,[],"","","",1,[],[],""
4407,"magic_items_drop_identified","",1,"",4,"","","","",1,4043973578,[],"","","","",[],[],""
4408,"number_of_stackable_unique_jewels","","","",3,"","","","",1,2489905550,[],"","","",1,[],[],""
4409,"X_mana_per_stackable_unique_jewel","","","",3,"","","","",1,3551169411,[],"","","",1,[],[],""
4410,"X_armour_per_stackable_unique_jewel","","","",3,"","","","",1,1015267010,[],"","","",1,[],[],""
4411,"elemental_damage_+%_per_stackable_unique_jewel","","","",1,"","","","",1,3824434979,[],"","","",1,[],[],""
4412,"projectile_uses_contact_position",1,"","",4,1,"","","",1,2092954104,[],"","","","",[],[],""
4413,"skeletal_chains_aoe_%_health_dealt_as_chaos_damage",1,"","",1,"","","","",1,1665328434,[],"","","",1,[],[],""
4414,"virtual_number_of_inca_minions_allowed",1,"","",3,1,1,"","",1,2814626784,[],"","","",1,[33],[],""
4415,"virtual_number_of_insects_allowed",1,"","",3,1,1,"","",1,3268345163,[],"","","",1,[33],[],""
4416,"virtual_number_of_taniwha_tails_allowed",1,"","",3,1,1,"","",1,2722506626,[],"","","",1,[33],[],""
4417,"virtual_number_of_wolves_allowed",1,"","",3,1,1,"","",1,4284476547,[],"","","",1,[33],[],""
4418,"you_cannot_have_non_golem_minions",1,"","",4,1,"","","",1,1397945178,[],"","","","",[],[],""
4419,"lightning_damage_%_taken_from_mana_before_life",1,"","",1,"","","","",1,3708722050,[],"","","",1,[],[],""
4420,"recover_%_maximum_mana_when_enemy_shocked",1,"","",1,"","","","",1,1398246661,[],8,"","",1,[],[],""
4421,"ground_caustic_art_variation",1,"","",3,1,"","","",1,1303648937,[],"","","","",[],[],""
4422,"global_life_leech_from_physical_attack_damage_per_red_socket_on_item_permyriad",1,"","",1,"","","","",1,3227339396,[],"","","",1,[],[],""
4423,"quantity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","",1,2744817164,[],"","","",1,[],[],""
4424,"rarity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","",1,3975688379,[],"","","",1,[],[],""
4425,"damage_taken_+%_if_you_have_taken_a_savage_hit_recently",1,"","",1,"","","","",1,3308143461,[],"","","",1,[],[],""
4426,"is_maimed",1,"","",4,"","","","",1,252907360,[],"","","","",[],[],""
4427,"track_have_been_savage_hit_recently",1,"","",4,"",1,"","","",4033781713,[],"","","","",[36],[],""
4428,"have_been_savage_hit_recently","","","",4,1,"","","",1,453513299,[],"","","","",[],[],""
4429,"track_have_taken_attack_damage_recently",1,"","",4,"",1,"","","",949025952,[],"","","","",[36],[],""
4430,"have_taken_attack_damage_recently","","","",4,"","","","",1,2890465678,[],"","","","",[],[],""
4431,"track_have_taken_spell_damage_recently",1,"","",4,"",1,"","","",849706770,[],"","","","",[36],[],""
4432,"have_taken_spell_damage_recently","","","",4,"","","","",1,3340222939,[],"","","","",[],[],""
4433,"stun_duration_on_self_+%",1,"","",1,"","","","",1,1152510981,[],11,"","",1,[],[],""
4434,"melee_damage_+%_per_endurance_charge",1,"","",1,"","","","",1,1469650466,[],"","","",1,[],[],""
4435,"totems_resist_all_elements_+%_per_active_totem",1,"","",1,"","","","",1,3412463035,[],"","","",1,[],[],""
4436,"summon_your_maximum_number_of_totems_in_formation",1,"","",4,1,"","","",1,3002261455,[],"","","","",[],[],""
4437,"gain_life_regeneration_%_per_second_for_1_second_if_taken_savage_hit",1,"","",4,"","","","",1,2683821258,[],"","","","",[],[],""
4438,"maximum_life_%_to_gain_as_maximum_energy_shield","","","",1,"","","","",1,977894243,[],9,"","",1,[],[],""
4439,"total_base_maximum_life_before_conversion","","","",3,"",1,"","","",4040983496,[],"","","",1,[0],[],""
4440,"total_base_maximum_life_for_conversion","","","",3,"",1,"","","",1073293639,[],"","","",1,[0],[],""
4441,"combined_life_+%",1,"","",1,1,1,"","",1,1815174577,[],"","","",1,[0],[],""
4442,"combined_life_+%_final","","","",1,"",1,"","",1,2839302946,[],"","","",1,[0],[],""
4443,"cannot_be_shocked_while_at_maximum_endurance_charges","","","",4,"","","","",1,598764549,[],"","","","",[],[],""
4444,"movement_speed_+%_if_used_a_warcry_recently",1,"","",1,"","","","",1,1096164602,[],"","","",1,[],[],""
4445,"num_warcries_used_recently","","","",4,1,"","","",1,1075236772,[],"","","","",[],[],""
4446,"track_have_used_a_warcry_recently",1,"","",4,"",1,"","","",1109439783,[],"","","","",[36],[],""
4447,"totems_spells_cast_speed_+%_per_active_totem","","","",1,"","","","",1,2927115895,[],13,"","",1,[],[],""
4448,"movement_skills_mana_cost_+%",1,"","",1,"","","","",1,452795051,[],"","","",1,[],[],""
4449,"global_critical_strike_mulitplier_+_per_green_socket_on_item",1,"","",1,"","","","",1,3933156422,[],"","","",1,[],[],""
4450,"additional_block_chance_%_when_in_off_hand","","",1,1,"","","",1081,1,4107506662,[],"","","",1,[],[],""
4451,"critical_strike_chance_+%_when_in_main_hand","","",1,1,"","",540,"",1,3153553721,[],"","","",1,[],[],""
4452,"spirit_offering_duration_+%",1,"","",1,1,"","","",1,168507599,[],"","","",1,[],[],""
4453,"spirit_offering_physical_damage_%_to_gain_as_chaos",1,"","",1,"","","","",1,3673508349,[],"","","",1,[],[],""
4454,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_normal",1,"","",1,"","","","",1,3287418558,[],"","","",1,[],[],""
4455,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_normal",1,"","",1,"","","","",1,3772523057,[],"","","",1,[],[],""
4456,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_cruel",1,"","",1,"","","","",1,3491189134,[],"","","",1,[],[],""
4457,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_cruel",1,"","",1,"","","","",1,3376803353,[],"","","",1,[],[],""
4458,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_merciless",1,"","",1,"","","","",1,3479104653,[],"","","",1,[],[],""
4459,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_merciless",1,"","",1,"","","","",1,4100264031,[],"","","",1,[],[],""
4460,"%_of_life_to_deal_as_damage",1,"","",1,"","","","",1,1705117343,[],"","","",1,[],[],""
4461,"%_of_es_to_deal_as_damage",1,"","",1,"","","","",1,2259402210,[],"","","",1,[],[],""
