"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool_80","i32_81","BuffVisual","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Implementation","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","rid_256","[i32]_272","string_288","string_288 (French)","string_288 (German)","string_288 (Japanese)","string_288 (Korean)","string_288 (Portuguese)","string_288 (Russian)","string_288 (Spanish)","string_288 (Thai)","string_288 (Traditional Chinese)","[rid]_296","[i32]_312","i32_328","PreloadGroup","bool_348","bool_349","bool_350"
643,"flask_bonus_flask_charges_gained","You gain increased Flask Charges while this flask is active","Vous gagnez des charges de Flacon supplémentaires tant que ce Flacon fait effet.","Ihr erhaltet erhöhte Fläschchenfüllungen, solange dieses Fläschchen aktiv ist.","このフラスコがアクティブの間、フラスコチャージ獲得量が増加","플라스크가 활성화 된 동안 플라스크 충전을 추가로 받을 수 있습니다.","Você tem mais cargas de frasco durante o efeito deste frasco.","Вы получаете увеличение зарядов флакона, пока этот флакон действует","Ganas cargas de frasco aumentadas mientras este frasco está activo","คุณได้รับชาร์จขวดยาเพิ่มขึ้น ขณะที่ขวดยานี้กำลังทำงาน","此藥劑效果作用時增加你獲得的藥劑充能",1,"","","","","","","","","","","",[450],1,3,"","","","",31,0,1,"",4,"",1,"","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[450],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
644,"goddess_slow","You are slowed","Vous êtes ralenti.","Ihr seid verlangsamt.","減速している","움직임이 느려집니다.","Você sofre de desaceleração.","Вы замедлены","Estás ralentizado","คุณถูกทำให้เชื่องช้า","你被緩速。","","","Slow","Ralentissement ","Verlangsamen","減速","감속","Desaceleração","Замедление","Lento","เชื่องช้า","緩速",[337],1,3,"","","",1,31,642,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[337],[],"","","","","",[],"","","","","","","","","","",[],[3],1,[],"","",""
645,"have_pierced_recently","","","","","","","","","","",1,"","","","","","","","","","","",[4496],"",2,"","","",1,31,0,1,"",18,"","","","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[4496],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
646,"goddess_beam","You are taking Burning Damage","Vous subissez des Dégâts de brûlure.","Ihr erleidet Brandschaden.","燃焼ダメージを受けている","화상 피해를 받고 있습니다.","Você sofre dano abrasador.","Вы получаете урон от горения","Recibes daño de incendio","คุณได้รับความเสียหาย ติดไฟ","你正在受到燃燒傷害","","","Goddess Beam","Rayon de la Déesse ","Göttin-Strahl","女神の光撃","여신의 광선","Raio da Deusa","Луч богини","Haz de la Diosa","ลำแสงเทพี","女神光束",[1963],1,3,"","","",1,31,645,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[1963],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
647,"have_killed_a_maimed_enemy_recently","","","","","","","","","","",1,"","","","","","","","","","","",[4507],"",2,"","","",1,31,0,1,"",18,"","","","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[4507],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
648,"have_taunted_an_enemy_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","",1,31,0,1,"",18,"","","","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[4510],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
649,"guardian_additional_block_chance","","","","","","","","","","",1,"","Ascendancy Effect (Invisible)","Effet d'Ascendance (invisible)","Aszendenzeffekt (unsichtbar)","アセンダンシー効果 (不可視)","전직 효과 (투명)","Efeito de Ascendência (Invisível)","Эффект Восхождения","Efecto de ascendencia (Invisible)","Ascendancy Effect (Invisible)","昇華效果",[1082],1,3,"","","",1,31,0,1,"",18,"",1,1,"",0,1,"","","","","",8,"","",0,[],"","",[],"",[],[],[1082],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
650,"guardian_block_cooldown","","","","","","","","","","",1,"","Ascendancy Effect (Invisible)","Effet d'Ascendance (invisible)","Aszendenzeffekt (unsichtbar)","アセンダンシー効果 (不可視)","전직 효과 (투명)","Efeito de Ascendência (Invisível)","Эффект Восхождения","Efecto de ascendencia (Invisible)","Ascendancy Effect (Invisible)","昇華效果",[],1,3,"","","",1,31,0,1,"",18,"","","","",0,"","GuardianBlockBuff","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
651,"blocked_unique_enemy_hit_recently","","","","","","","","","","",1,"","","","","","","","","","","",[26],"",2,"","","",1,31,0,1,"",18,"","","","",0,1,"","","","","",8,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
652,"elementalist_increased_area_of_effect","","","","","","","","","","",1,"","","","","","","","","","","",[424],1,3,"","","",1,31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[424],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
653,"pale_court_invulnerability","","","","","","","","","","",1,"","","","","","","","","","","","[135,715,875,773,3078,985,609,172,389]",1,2,"","","","",31,650,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[135,715,875,773,3078,985,609,172,389]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
654,"pale_court_ghost_invulnerability","","","","","","","","","","",1,"","","","","","","","","","","","[135,715,875,773,3078,985,609,870,389]",1,2,"","","","",31,650,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[135,715,875,773,3078,985,609,870,389]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
655,"intimidated","[Intimidate|Intimidated], increasing Damage taken and reducing Damage dealt.","Vous êtes [Intimidate|Intimidé], ce qui augmente les Dégâts subis et réduit les Dégâts infligés.","Ihr seid [Intimidate|eingeschüchtert], erleidet erhöhten Angriffsschaden und verursacht verringerten Schaden.","[Intimidate|威嚇]されており、受けるダメージが増加し、与えるダメージが減少している。","[Intimidate|위협]에 걸려 받는 피해가 증가하고 주는 피해가 감소합니다.","[Intimidate|Intimidado], dano sofrido aumentado e causa dano reduzido.","[Intimidate|Устрашение] заставляет получать увеличенный урон и наносить уменьшенный урон.","[Intimidate|Intimidado]; esto aumenta el daño recibido y reduce el daño infligido.","ติดสถานะ [Intimidate|ข่มขู่] ทำให้ได้รับความเสียหาย เพิ่มขึ้น และสร้างความเสียหาย ลดลง","[Intimidate|被威嚇]，增加承受攻擊傷害並減少造成的傷害","","","Intimidated","Intimidation ","Eingeschüchtert","威嚇","위협","Intimidação","Устрашение","Intimidado","ข่มขู่","受到威嚇","[467,24]",1,2,"","","","",31,1257,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[467,24]",[],"","","","","",[],"","","","","","","","","","",[],[],2,[],"","",""
656,"number_of_corpses_consumed_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,31,0,1,"",18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
657,"flask_cannot_be_stunned","","","","","","","","","","",1,"","","","","","","","","","","",[715],1,3,"","","",1,31,0,1,"",4,"",1,1,"",0,1,"","","","","",8,"","",0,[],"","",[],"",[],[],[715],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
658,"kiaras_determination","You are immune to Freeze, Chill, Curses and Stun while this flask is active.","Vous êtes immunisé à la Frigorification, le Gel, les Malédictions et l'Étourdissement tant que ce Flacon fait effet.","Ihr seid immun gegen Einfrieren, Unterkühlen, Flüche sowie Betäuben, solange dieses Fläschchen aktiv ist.","このフラスコがアクティブの間、凍結、冷却、呪いおよびスタンに対して完全無効化を獲得。","플라스크가 활성화 된 동안 동결, 냉각, 저주, 기절에 면역이 됩니다.","Você é imune a atordoamento, congelamento, esfriamento e maldição durante o efeito deste frasco.","Вы обладаете иммунитетом к заморозке, охлаждению, проклятиям и оглушению, пока действует этот флакон.","Eres inmune al congelamiento, al escarchamiento, a las maldiciones y al aturdimiento mientras este frasco está activo.","คุณจะป้องกันสถานะ แช่แข็ง, หนาวเย็น, คำสาป, มึนงง ขณะที่ขวดยานี้ทำงาน","藥劑作用期間，你免疫冰凍，冰緩，詛咒以及暈眩。","","","Kiara's Determination","Détermination de Kiara ","Kiaras Entschlossenheit","キアラの決心","키아라의 결의(Kiara's Determination)","Determinação de Kiara","Решимость Киары","Determinación de Kiara","Kiara's Determination","奇亞拉的決心","[715,4727,4726,773]",1,3,"","","",1,31,652,1,"",4,"",1,1,"",0,1,"","","","","",8,"","",0,[],"","",[],"",[],[],"[715,4727,4726,773]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
659,"prophecy_stolen_mods_buff","You have taken the mods of a slain Rare Monster for yourself","Vous avez tué un Monstre rare et dérobé ses mods.","Ihr habt Euch die Modifikatoren eines getöteten seltenen Monsters angeeignet.","倒したレアモンスターのモッドを奪い自身に付与","희귀 몬스터를 처치하여 속성 부여를 획득했습니다.","Você absorveu os modificadores de um monstro raro abatido.","Модификаторы убитого редкого монстра перешли на вас","Tomaste para ti los modificadores de un monstruo raro muerto","คุณได้ช่วงชิงม็อดของ มอนสเตอร์แรร์ ที่คุณสังหารมาเป็นของตัวเอง","你得到你所撃殺的稀有怪物之詞綴做為己用","","","Hunter's Lesson","Leçon du Chasseur ","Lektion des Jägers","狩人の教え","사냥꾼의 교훈","Lição do Caçador","Урок охотника","Lección del cazador","บทเรียนของผู้ล่า","獵人的指導",[],1,1,1,"","","",31,311,1,"",15,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
660,"summon_specific_monsters_cannot_die","","","","","","","","","","",1,"","Cannot Die","Invulnérabilité","Kann nicht sterben","死ぬことができない","사망 불가(Cannot Die)","Imortal","Не может умереть","No puedes morir","ไม่อาจตาย","無法死亡",[389],1,3,"","","","",31,0,1,"",18,"","","","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[389],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
661,"phoenix_firebomb","You have reduced Fire Resistance.","Votre Résistance au feu est réduite.","Ihr verfügt über verringerten Feuerwiderstand.","火耐性が減少。","화염 저항이 감소합니다.","Você tem resistência a dano de fogo reduzida.","Ваше сопротивление огню снижено.","Tienes resistencia al fuego reducida.","คุณมีค่าต้านทาน ไฟ ลดลง","你的火焰抗性降低。","","","Phoenix Fire Bomb","Bombe de feu du Phénix ","Phönix-Feuerbombe","フェニックスのファイヤーボム","불사조 불폭탄","Bomba Incendiária da Fênix","Огненная бомба Феникса","Bomba de fuego del fénix","ระเบิดเพลิงฟีนิกซ์","鳳凰燃彈",[139],1,3,"","","",1,31,670,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[139],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
662,"repeated_pulse_cold","You have reduced Cold Resistance.","Votre Résistance au froid est réduite.","Ihr verfügt über verringerten Kältewiderstand.","冷気耐性が減少。","냉기 저항이 감소합니다.","Você tem resistência a dano de frio reduzida.","Ваше сопротивление холоду снижено.","Tienes resistencia al hielo reducida.","คุณมีค่าต้านทาน น้ำแข็ง ลดลง","你的冰冷抗性降低。","","","Essence of Hatred","Essence de Haine ","Essenz des Hasses","憎悪のエッセンス","증오의 에센스","Essência de Ódio","Сущность ненависти","Esencia de odio","แก่นแท้เกลียดชัง","憎恨精髓",[141],1,3,"","","",1,31,653,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[141],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
663,"repeated_pulse_lightning","You have reduced Lightning Resistance.","Votre Résistance à la foudre est réduite.","Ihr verfügt über verringerten Blitzwiderstand.","雷耐性が減少。","번개 저항이 감소합니다.","Você tem resistência a dano elétrico reduzida.","Ваше сопротивление молнии снижено.","Tienes resistencia al rayo reducida.","คุณมีค่าต้านทาน สายฟ้า ลดลง","你的閃電抗性降低。","","","Essence of Wrath","Essence de Fureur ","Essenz des Zorns","憤怒のエッセンス","진노의 에센스","Essência de Ira","Сущность гнева","Esencia de ira","แก่นแท้พิโรธ","雷霆精髓",[143],1,3,"","","",1,31,654,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[143],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
664,"repeated_pulse_fire","You have reduced Fire Resistance.","Votre Résistance au feu est réduite.","Ihr verfügt über verringerten Feuerwiderstand.","火耐性が減少。","화염 저항이 감소합니다.","Você tem resistência a dano de fogo reduzida.","Ваше сопротивление огню снижено.","Tienes resistencia al fuego reducida.","คุณมีค่าต้านทาน ไฟ ลดลง","你的火焰抗性降低。","","","Essence of Anger","Essence de Colère ","Essenz der Wut","怒りのエッセンス","분노의 에센스","Essência de Raiva","Сущность злобы","Esencia de rabia","แก่นแท้โทสะ","憤怒精髓",[139],1,3,"","","",1,31,655,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[139],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
