"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
4396,"AddedEffectSupporterPackFlag3","Art/2DItems/Effects/Wings/SupporterFlag3.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,8171,"Metadata/Effects/Microtransactions/BodyArmours/Wings/SupporterPackFlag03/SupporterPackFlag03.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4397,"AddedEffectSupporterPackFlag4","Art/2DItems/Effects/Wings/SupporterFlag4.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28625,"Metadata/Effects/Microtransactions/BodyArmours/Wings/SupporterPackFlag04/SupporterPackFlag04.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4398,"AddedEffectBadgeOfAnguish","Art/2DItems/Effects/Shields/Badgeofanguish.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26899,"Art/Models/Items/Armours/Shields/Microtransactions/BadgeOfAnguish.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4399,"AddedEffectBadgeOfMirth","Art/2DItems/Effects/Shields/Badgeofmirth.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58327,"Art/Models/Items/Armours/Shields/Microtransactions/BadgeOfMirth.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4400,"AddedEffectBadgeOfSkulls","Art/2DItems/Effects/Shields/Badgeofskulls.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5022,"Art/Models/Items/Armours/Shields/Microtransactions/BadgeOfSkulls.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4401,"AddedEffectAddersClaw","Art/2DItems/Effects/Weapon/AddersClawSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,61495,"Art/Models/Items/Weapons/OneHandWeapons/Claws/Microtransactions/AddersClaw.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4402,"AddedEffectCryptSword","Art/2DItems/Effects/Weapon/CryptSwordSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,8385,"Art/Models/Items/Weapons/OneHandWeapons/OneHandSwords/Microtransactions/onehandswordCryptSword.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4403,"AddedEffectGargoyleAxe","Art/2DItems/Effects/Weapon/GargoyleAxeSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34436,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandAxes/Microtransactions/GargoyleAxe.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4404,"AddedEffectDevourerMaul","Art/2DItems/Effects/Weapon/DevourerMaulSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35077,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandMaces/Microtransactions/DevourerMaul.fmt",[],[],[],[],[],[],[],"","","","","","","",2,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4405,"AddedEffectRunicBlade","Art/2DItems/Effects/Weapon/RunicBladeSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,65101,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandSwords/Microtransactions/RunicBlade.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4406,"AddedEffectArcOfCourage","Art/2DItems/Effects/Weapon/ArcOfCourageSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,21807,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/ArcOfCourageHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4407,"AddedEffectArcOfDefiance","Art/2DItems/Effects/Weapon/ArcOfDefianceSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,60067,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/ArcOfDefianceHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4408,"AddedEffectLioneyesMask","Art/2DItems/Effects/Hats/Lioneyemask.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,55433,"","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStr.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskDex.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskInt.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStr.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskDex.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskInt.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Lioneyehead/LioneyeheadMaskDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4409,"AddedEffectMasterArmour1Body","Art/2DItems/Armours/BodyArmours/Supporter1body.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40244,"","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master01/Master01BodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4410,"AddedEffectMasterArmour1Helmet","Art/2DItems/Armours/Helmets/Supporter1helmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40573,"","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master01/Master01HelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4411,"AddedEffectMasterArmour1Boots","Art/2DItems/Armours/Boots/Supporter1boot.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17133,"","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsStr.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsStrDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsStrInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsDexInt.sm""]",[],"warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape","",17,[],"[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/Master01/Master01BootsStr.ao""]","[""Metadata/Items/Armours/Boots/Master01/Master01BootsDex.ao""]","[""Metadata/Items/Armours/Boots/Master01/Master01BootsInt.ao""]","[""Metadata/Items/Armours/Boots/Master01/Master01BootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Master01/Master01BootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Master01/Master01BootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4412,"AddedEffectMasterArmour1Gloves","Art/2DItems/Armours/Gloves/Supporter1glove.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,64466,"","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesStr.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesDexInt.sm""]",[],"warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape","",17,[],"[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour01/MasterArmour01GlovesStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Master01/Master01GlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4413,"AddedEffectMasterArmour2Body","Art/2DItems/Armours/BodyArmours/Supporter2body.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,760,"","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master02/Master02BodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4414,"AddedEffectMasterArmour2Helmet","Art/2DItems/Armours/Helmets/Supporter2helmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27237,"","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master02/Master02HelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4415,"AddedEffectMasterArmour2Boots","Art/2DItems/Armours/Boots/Supporter2boot.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58580,"","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStr.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStrDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStrInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsDexInt.sm""]",[],"warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape","",17,[],"[""Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/Master02/Master02BootsStr.ao""]","[""Metadata/Items/Armours/Boots/Master02/Master02BootsDex.ao""]","[""Metadata/Items/Armours/Boots/Master02/Master02BootsInt.ao""]","[""Metadata/Items/Armours/Boots/Master02/Master02BootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Master02/Master02BootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Master02/Master02BootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4416,"AddedEffectMasterArmour2Gloves","Art/2DItems/Armours/Gloves/Supporter2glove.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52089,"","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStr.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesDexInt.sm""]",[],"warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape","",17,[],"[""Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Master02/Master02GlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4417,"AddedEffectMasterArmour3Body","Art/2DItems/Armours/BodyArmours/Supporter3body.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42105,"","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDexInt.ao""]",[],"","","","","","","","",5,[],"[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Master03/Master03BodyDexInt.ao""]","","","","","","","","","","","","",""
4418,"AddedEffectMasterArmour3Helmet","Art/2DItems/Armours/Helmets/Supporter3helmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4009,"","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDexB.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetIntB.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrDexB.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetStrIntB.ao""]","[""Metadata/Items/Armours/Helmets/Master03/Master03HelmetDexIntB.ao""]","","","","","","","","","","","","",""
