"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","GlobalSkillLevelStat","GemType","bool_65","bool_66","AwakenedVariant","RegularVariant","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","SearchTerms","Tier","GroundEffect","[rid]_223","BaseSkillGem","bool_247","bool_248","bool_249"
818,4583,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[797],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
819,4584,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[798],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
820,4585,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[799],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
821,4586,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[800],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
822,4587,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[801],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
823,4588,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[802],"","","",0,2,"",0,"",[4],1,[],[],"",1,"",""
824,4589,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[803],"","","",0,3,"",0,"",[4],2,[],[],"",1,"",""
825,4590,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[804],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
826,4591,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[805],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
827,4592,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[806],"","","",0,5,"",0,"",[0],3,[],[],"",1,"",""
828,4593,100,0,0,"","","",1,1,1,"","",1,1,17,[5],[0],"",[807],"","","",0,2,"",0,"",[0],0,[],[],"",1,"",""
829,4594,100,0,0,"","","",1,1,1,"","",1,1,17,[5],[0],"",[808],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
830,4595,100,0,0,"","","",1,1,1,"","",1,1,17,[5],[0],"",[809],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
831,4596,100,0,0,"","","",1,1,1,"","",1,1,17,[5],[0],"",[810],"","","",0,4,"",0,"",[0],3,[],[],"",1,"",""
832,4597,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[811],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
833,4598,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[812],"","","",0,3,"",0,"",[0],0,[],[],"",1,"",""
834,4599,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[813],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
835,4600,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[814],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
836,4601,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[815],"","","",0,4,"",0,"",[0],0,[],[],"",1,"",""
837,4602,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[816],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
838,4603,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[817],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
839,4604,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[818],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
840,4605,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[819],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
841,4606,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[820],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
842,4607,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[821],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
843,4608,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[822],"","","",0,3,"",0,"",[1],2,[],[],"",1,"",""
844,4609,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[823],"","","",0,5,"",0,"",[1],3,[],[],"",1,"",""
845,4610,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[824],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
846,4611,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[825],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
847,4612,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[826],"","","",0,5,"",0,"",[0],3,[],[],"",1,"",""
848,4613,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[827],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
849,4614,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[828],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
850,4615,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[829],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
851,4616,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[830],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
852,4619,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[831],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
853,4617,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[832],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
854,4618,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[833],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
855,4620,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[834],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
856,4621,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[835],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
857,4622,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[836],"","","",0,4,"",0,"",[4],0,[],[],"",1,"",""
858,4623,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[837],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
859,4624,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[838],"","","",0,3,"",0,"",[0],0,[],[],"",1,"",""
860,4625,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[839],"","","",0,0,"",0,"","[30,24]",0,[],[],"","","",""
861,4626,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[840],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
862,4627,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[841],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
863,4628,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[842],"","","",0,4,"",0,"",[0],1,[],[],"",1,"",""
864,4629,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[843],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
865,4630,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[844],"","","",0,0,"",0,"",[0],3,[],[],"","","",""
866,4631,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[845],"","","",0,3,"",0,"",[0],0,[],[],"",1,"",""
867,4632,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[846],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
868,4633,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[847],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
869,4634,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[848],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
870,4635,0,100,0,"","","",1,1,1,"","",2,1,17,[6],[0],"",[849],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
871,4636,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[850],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
872,4637,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[851],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
873,4638,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[852],"","","",0,5,"",0,"",[0],3,[],[],"",1,"",""
874,4639,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[853],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
875,4640,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[854],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
876,4641,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[855],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
877,4642,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[856],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
878,4643,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[857],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
879,4644,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[858],"","","",0,2,"",0,"","[4,28]",1,[],[],"",1,"",""
880,4645,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[859],"","","",0,4,"",0,"",[],2,[],[],"",1,"",""
881,4646,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[860],"","","",0,2,"",0,"","[0,28]",1,[],[],"",1,"",""
882,4647,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[861],"","","",0,4,"",0,"","[0,28]",2,[],[],"",1,"",""
883,4648,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[862],"","","",0,2,"",0,"","[4,28]",0,[],[],"",1,"",""
884,4649,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[863],"","","",0,4,"",0,"","[4,28]",0,[],[],"",1,"",""
885,4650,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[864],"","","",0,3,"",0,"","[1,28]",0,[],[],"",1,"",""
886,4651,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[865],"","","",0,3,"",0,"","[0,28]",0,[],[],"",1,"",""
887,4652,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[866],"","","",0,3,"",0,"","[4,28]",0,[],[],"",1,"",""
888,4660,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[867],"","","",0,0,"",0,"","[1,31,32]",0,[],[],"","","",""
889,4653,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[868],"","","",0,2,"",0,"","[0,29]",1,[],[],"",1,"",""
890,4654,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[869],"","","",0,3,"",0,"","[0,29]",2,[],[],"",1,"",""
891,4655,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[870],"","","",0,5,"",0,"","[0,29]",3,[],[],"",1,"",""
892,4656,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[871],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
893,4657,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[872],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
894,4658,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[873],"","","",0,3,"",0,"",[],1,[],[],"",1,"",""
895,4659,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[874],"","","",0,5,"",0,"",[],2,[],[],"",1,"",""
896,4661,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[875],"","","",0,0,"",0,"","[0,31,32]",0,[],[],"","","",""
897,4662,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[876],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
898,4663,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[877],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
899,4664,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[878],"","","",0,3,"",0,"","[0,33]",0,[],[],"",1,"",""
900,4665,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[879],"","","",0,3,"",0,"","[0,33]",0,[],[],"",1,"",""
901,4666,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[880],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
902,4667,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[881],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
903,4668,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[882],"","","",0,1,"",0,"",[0],0,[],[],"",1,"",""
904,4669,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[883],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
905,4670,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[884],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
906,4671,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[885],"","","",0,2,"",0,"","[1,23]",0,[],[],"",1,"",""
907,4672,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[886],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
908,4673,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[887],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
909,4674,100,0,0,"","","",1,1,1,"","",1,1,17,[8],[0],"",[888],"","","",0,4,"",0,"",[0],0,[],[],"",1,"",""
910,4675,0,0,100,"","","",1,1,1,"","",3,1,17,[10],[0],"",[889],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
911,4676,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[890],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
912,4677,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[891],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
913,4678,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[892],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
914,4679,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[893],"","","",0,3,"",0,"",[1],1,[],[],"",1,"",""
915,4680,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[894],"","","",0,5,"",0,"",[1],2,[],[],"",1,"",""
916,4681,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[895],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
917,4682,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[896],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
918,4683,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[897],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
919,4684,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[898],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
920,4685,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[899],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
921,4686,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[900],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
922,4687,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[901],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
923,4688,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[902],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
924,4689,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[903],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
925,4690,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[904],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
926,4691,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[905],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
927,4692,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[906],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
928,4693,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[907],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
929,4694,100,0,0,"","","",1,1,1,"","",1,1,17,[2],[0],"",[908],"","","",0,2,"",0,"",[1],1,[],[],"",1,"",""
930,4695,100,0,0,"","","",1,1,1,"","",1,1,17,[2],[0],"",[909],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
931,4696,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[910],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
932,4697,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[911],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
933,4698,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[912],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
934,4699,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[913],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
935,4700,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[914],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
936,4701,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[915],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
937,4702,100,0,0,"","","",1,1,1,"","",1,1,17,[11],[0],"",[916],"","","",0,5,"",0,"",[1],0,[],[],"",1,"",""
938,4703,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[917],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
939,4704,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[918],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
940,4705,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[919],"","","",0,0,"",2,"",[],0,[],[],"","","",""
941,4706,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[37],"","","",0,0,"",2,"",[],0,[],[],"","","",""
942,4707,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[920],"","","",0,2,"",0,"",[],1,[],[],"",1,"",""
943,4708,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[921],"","","",0,4,"",0,"",[],2,[],[],"",1,"",""
944,4709,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[922],"","","",0,0,"",0,"",[],0,[],[],"","","",""
945,4710,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[923],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
946,4711,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[924],"","","",0,0,"",2,"",[],0,[],[],"","","",""
947,4712,100,0,0,"","","",0,1,1,"","",1,1,0,[],[0],"",[941],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfAsh.dds",0,0,"",2,"",[],0,[],[],"","",1,""
948,4713,0,50,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[942],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
949,4714,0,100,0,"","","",0,1,1,"","",2,1,0,[],[0],"",[943],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfThunder.dds",0,0,"",2,"",[],0,[],[],"","",1,""
950,4715,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[944],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
951,4716,0,100,0,"","","",0,1,1,"","",2,42,0,[8],[0],"",[945],"","Art/Videos/SkillTutorials/WhirlwindLance.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
952,4717,0,100,0,"","","",0,1,1,"","",2,32,0,[8],[0],"",[946],"","Art/Videos/SkillTutorials/PrimalStrikes.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
953,4718,0,100,0,"","","",0,1,1,"","",2,7,0,[8],[0],"",[947],"","Art/Videos/SkillTutorials/CullTheWeak.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
954,4719,0,100,0,"","","",0,1,1,"","",2,7,0,[8],[0],"",[948],"","Art/Videos/SkillTutorials/FangsOfFrost.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
955,4720,0,100,0,"","","",0,1,1,"","",2,53,0,[8],[0],"",[949],"","Art/Videos/SkillTutorials/WindSerpentsFury.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
956,4721,0,100,0,"","","",0,1,1,"","",2,7,0,[8],[0],"",[950],"","Art/Videos/SkillTutorials/Rake.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
957,4722,0,100,0,"","","",0,1,1,"","",2,32,0,[8],[0],"",[951],"","Art/Videos/SkillTutorials/BloodhoundsMark.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
958,4723,0,100,0,"","","",0,1,1,"","",2,23,0,[8],[0],"",[952],"","Art/Videos/SkillTutorials/TameBeast.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
959,4724,0,100,0,"","","",0,1,1,"","",2,53,0,[8],[0],"",[954],"","Art/Videos/SkillTutorials/SpearOfSolaris.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
960,4725,0,100,0,"","","",0,1,1,"","",2,15,0,[8],[0],"",[955],"","Art/Videos/SkillTutorials/StormLance.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
961,4726,0,0,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[956],"","","",0,0,"",2,"",[],0,[],[],"","","",""
962,4727,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[957],"","","",0,0,"",2,"",[],0,[],[],"","","",""
963,4728,0,100,0,"","","",0,1,1,"","",2,42,0,[8],[0],"",[958],"","Art/Videos/SkillTutorials/ElementalSundering.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
964,4729,0,100,0,"","","",0,1,1,"","",2,1,0,[],[0],"",[959],"","","",0,0,"",2,"",[],0,[],[],958,"","",""
965,4730,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[960],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
966,4731,0,50,50,"","","",0,1,1,"","",4,59,0,"[8,11]",[0],"",[961],"","","",3,14,"",2,"",[],0,[],[],"",1,1,""
967,4733,0,100,0,"","","",0,1,1,"","",2,27,0,[8],[0],"",[962],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
968,4734,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[963],"","","",0,0,"",0,"",[],0,[],[],"","","",""
969,4735,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[964],"","","",0,0,"",0,"",[],0,[],[],"","","",""
970,4736,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[965],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
971,4743,0,0,100,"","","",0,1,1,"","",3,10,0,"[1,7]",[0],"",[970],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
972,4744,0,0,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[971],"","","",0,0,"",0,"",[],0,[],[],"","","",""
973,4745,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[974],"","","",0,0,"",2,"",[],0,[],[],"","","",""
974,4746,50,0,50,"","","",0,1,1,"","",4,7,0,[11],[0],"",[975],"","Art/Videos/SkillTutorials/WingBlast.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
975,4747,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[976],"","","",0,0,"",0,"",[],0,[],[],"","","",""
976,4748,50,0,50,"","","",0,1,1,"","",4,32,0,[11],[0],"",[977],"","Art/Videos/SkillTutorials/OilBarrage.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
977,4749,100,0,0,"","","",0,1,1,"","",1,10,0,[6],[0],"",[978],"","","",0,4,"",2,"",[0],0,[],[],"",1,1,""
978,4750,50,0,50,"","","",0,1,1,"","",4,53,0,[11],[0],"",[979],"","Art/Videos/SkillTutorials/DragonBreath.bk2","",0,13,"",2,"",[],0,[55],[],"",1,"",""
979,4751,50,0,50,"","","",0,1,1,"","",4,1,0,[11],[0],"",[980],"","Art/Videos/SkillTutorials/Entangle.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
980,4752,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[981],"","","",0,0,"",0,"",[],0,[],[],"","","",""
981,4753,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[982],"","Art/Videos/SkillTutorials/Shred.bk2","",0,0,"",2,"",[],0,[],[],"","","",""
982,4754,50,0,50,"","","",0,1,1,"","",4,15,0,[11],[0],"",[983],"","Art/Videos/SkillTutorials/FuryoftheMountain.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
983,4755,50,0,50,"","","",0,1,1,"","",4,23,0,[11],[0],"",[984],"","Art/Videos/SkillTutorials/CrossSlash.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
984,4756,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[985],"","","",0,0,"",2,"",[],0,[],[],"","","",""
985,4757,0,0,0,"","","",0,1,1,"","",4,1,46,[],[0],"",[986],"","","",0,0,"",2,"",[],0,[],[],"","","",""
986,4758,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[987],"","","",0,0,"",2,"",[],0,[],[],"","","",""
987,4759,50,0,50,"","","",0,1,1,"","",4,1,0,[11],[0],"",[988],"","Art/Videos/SkillTutorials/LunarAssault.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
988,4760,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[989],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
989,4761,50,0,50,"","","",0,1,1,"","",4,53,0,[],[0],"",[953],"","","",0,0,"",2,"",[],0,[],[],"","","",""
990,4762,50,0,50,"","","",0,1,1,"","",4,53,0,[],[0],"",[990],"","","",0,0,"",0,"",[],0,[],[],"","","",""
991,4763,50,0,50,"","","",0,1,1,"","",4,15,0,[11],[0],"",[991],"","Art/Videos/SkillTutorials/Devour.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
992,4764,50,0,50,"","","",0,1,1,"","",4,32,0,[11],[0],"",[992],"","Art/Videos/SkillTutorials/ThrashingVines.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
993,4765,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[993],"","","",0,0,"",0,"",[],0,[],[],"","","",""
994,4766,50,0,50,"","","",0,1,1,"","",4,53,0,[11],[0],"",[994],"","Art/Videos/SkillTutorials/LunarBlessing.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
995,4767,50,0,50,"","","",0,1,1,"","",4,15,0,[11],[0],"",[995],"","Art/Videos/SkillTutorials/ArcticHowl.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
996,4768,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[996],"","","",0,2,"",0,"",[],1,[],[],"",1,"",""
997,4769,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[997],"","","",0,4,"",0,"",[],2,[],[],"",1,"",""
998,4770,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[998],"","","",0,0,"",0,"",[],0,[],[],"","","",""
999,4771,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[999],"","","",0,0,"",0,"",[],0,[],[],"","","",""
1000,4772,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[1000],"","","",0,0,"",0,"",[],0,[],[],"","","",""
