"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","StatsKeys4","bool_133","StatsKeys5","bool_150","StatsKeys6","i32_167"
189,"ColdDamageTaken","[Cold] damage taken modifier","Modificateur de Dégâts de [Cold|Froid] subis","Modifikator für erlittenen [Cold|Kälte]schaden","受ける[Cold|冷気]ダメージモッド","받는 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Sofrido","Модификатор получаемого урона от [Cold|холода]","Modificador del daño de [Cold|hielo] recibido","ม็อดความเสียหาย [Cold|น้ำแข็ง] ที่ได้รับ","承受[Cold|冰冷]傷害修正",[5259],7,[9958],"[9956,24733]",40,1,[],0,[],"",[],"",[],0
190,"ColdDamageTakenFinal","[Cold] damage taken modifier","Modificateur de Dégâts de [Cold|Froid] subis","Modifikator für erlittenen [Cold|Kälte]schaden","受ける[Cold|冷気]ダメージモッド","받는 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Sofrido","Модификатор получаемого урона от [Cold|холода]","Modificador del daño de [Cold|hielo] recibido","ม็อดความเสียหาย [Cold|น้ำแข็ง] ที่ได้รับ","承受[Cold|冰冷]傷害修正",[9843],8,[9961],"[9959,24733]",40,1,[],0,[],"",[],"",[],0
191,"ColdDamageTakenWhenHit","[Cold] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Cold|Froid] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Cold|Kälte]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Cold|冷気]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона от [Cold|холода] от [HitDamage|ударов]","Modificador del daño de [Cold|hielo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Cold|น้ำแข็ง] ที่ได้รับ","承受[HitDamage|擊中][Cold|冰冷]傷害修正",[9952],7,[],"[9956,9958,24733]",40,1,[],0,[],"",[],"",[],0
192,"ColdDamageTakenWhenHitFinal","[Cold] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Cold|Froid] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Cold|Kälte]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Cold|冷気]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона от [Cold|холода] от [HitDamage|ударов]","Modificador del daño de [Cold|hielo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Cold|น้ำแข็ง] ที่ได้รับ","承受[HitDamage|擊中][Cold|冰冷]傷害修正",[9844],8,[],"[9959,9961,24733]",40,1,[],0,[],"",[],"",[],0
193,"ColdDamageTakenOverTime","[Cold] damage taken over time modifier","Modificateur de Dégâts de [Cold|Froid] subis sur la durée","Modifikator für erlittenen [Cold|Kälte]schaden über Zeit","受ける[Cold|冷気]継続ダメージモッド","지속 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Degenerativo Sofrido","Модификатор получаемого постепенного урона от [Cold|холода]","Modificador del daño de [Cold|hielo] degenerativo recibido","ม็อดความเสียหาย [Cold|น้ำแข็ง] ต่อเนื่อง ที่ได้รับ","承受[Cold|冰冷]持續傷害修正",[9855],7,[],"[9957,9958,24733]",40,1,[],0,[],"",[],"",[],0
194,"ColdDamageTakenOverTimeFinal","[Cold] damage taken over time modifier","Modificateur de Dégâts de [Cold|Froid] subis sur la durée","Modifikator für erlittenen [Cold|Kälte]schaden über Zeit","受ける[Cold|冷気]継続ダメージモッド","지속 [Cold|냉기] 피해 속성","Modificador de Dano de [Cold|Frio] Degenerativo Sofrido","Модификатор получаемого постепенного урона от [Cold|холода]","Modificador del daño de [Cold|hielo] degenerativo recibido","ม็อดความเสียหาย [Cold|น้ำแข็ง] ต่อเนื่อง ที่ได้รับ","承受[Cold|冰冷]持續傷害修正",[9843],8,[],"[9960,9961,24733]",40,1,[],0,[],"",[],"",[],0
195,"LightningDamageTaken","[Lightning] damage taken modifier","Modificateur de Dégâts de [Lightning|Foudre] subis","Modifikator für erlittenen [Lightning|Blitz]schaden","受ける[Lightning|雷]ダメージモッド","받는 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Sofrido","Модификатор получаемого урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ที่ได้รับ","承受[Lightning|閃電]傷害修正",[5258],7,[9958],"[9956,24733]",40,1,[],0,[],"",[],"",[],0
196,"LightningDamageTakenFinal","[Lightning] damage taken modifier","Modificateur de Dégâts de [Lightning|Foudre] subis","Modifikator für erlittenen [Lightning|Blitz]schaden","受ける[Lightning|雷]ダメージモッド","받는 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Sofrido","Модификатор получаемого урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ที่ได้รับ","承受[Lightning|閃電]傷害修正",[9845],8,[9961],"[9959,24733]",40,1,[],0,[],"",[],"",[],0
197,"LightningDamageTakenWhenHit","[Lightning] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Lightning|Foudre] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Lightning|Blitz]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Lightning|雷]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона от [Lightning|молнии] от [HitDamage|ударов]","Modificador del daño de [Lightning|rayo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Lightning|สายฟ้า] ที่ได้รับ","承受[HitDamage|擊中][Lightning|閃電]傷害修正",[9953],7,[],"[9956,9958,24733]",40,1,[],0,[],"",[],"",[],0
198,"LightningDamageTakenWhenHitFinal","[Lightning] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Lightning|Foudre] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Lightning|Blitz]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Lightning|雷]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона от [Lightning|молнии] от [HitDamage|ударов]","Modificador del daño de [Lightning|rayo] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Lightning|สายฟ้า] ที่ได้รับ","承受[HitDamage|擊中][Lightning|閃電]傷害修正",[9846],8,[],"[9959,9961,24733]",40,1,[],0,[],"",[],"",[],0
199,"LightningDamageTakenOverTime","[Lightning] damage taken over time modifier","Modificateur de Dégâts de [Lightning|Foudre] subis sur la durée","Modifikator für erlittenen [Lightning|Blitz]schaden über Zeit","受ける[Lightning|雷]継続ダメージモッド","지속 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Degenerativo Sofrido","Модификатор получаемого постепенного урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] degenerativo recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ต่อเนื่อง ที่ได้รับ","承受[Lightning|閃電]持續傷害修正",[9856],7,[],"[9957,9958,24733]",40,1,[],0,[],"",[],"",[],0
200,"LightningDamageTakenOverTimeFinal","[Lightning] damage taken over time modifier","Modificateur de Dégâts de [Lightning|Foudre] subis sur la durée","Modifikator für erlittenen [Lightning|Blitz]schaden über Zeit","受ける[Lightning|雷]継続ダメージモッド","지속 [Lightning|번개] 피해 속성","Modificador de Dano [Lightning|Elétrico] Degenerativo Sofrido","Модификатор получаемого постепенного урона от [Lightning|молнии]","Modificador del daño de [Lightning|rayo] degenerativo recibido","ม็อดความเสียหาย [Lightning|สายฟ้า] ต่อเนื่อง ที่ได้รับ","承受[Lightning|閃電]持續傷害修正",[9845],8,[],"[9960,9961,24733]",40,1,[],0,[],"",[],"",[],0
201,"ChaosDamageTaken","[Chaos] damage taken modifier","Modificateur de Dégâts de [Chaos|Chaos] subis","Modifikator für erlittenen [Chaos|Chaos]schaden","受ける[Chaos|混沌]ダメージモッド","받는 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Sofrido","Модификатор получаемого урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] recibido","ม็อดความเสียหาย [Chaos|เคออส] ที่ได้รับ","承受[Chaos|混沌]傷害修正",[5257],7,[9958],"[9956,24733]",40,1,[],0,[],"",[],"",[],0
202,"ChaosDamageTakenFinal","[Chaos] damage taken modifier","Modificateur de Dégâts de [Chaos|Chaos] subis","Modifikator für erlittenen [Chaos|Chaos]schaden","受ける[Chaos|混沌]ダメージモッド","받는 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Sofrido","Модификатор получаемого урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] recibido","ม็อดความเสียหาย [Chaos|เคออส] ที่ได้รับ","承受[Chaos|混沌]傷害修正",[9849],8,[9961],"[9959,24733]",40,1,[],0,[],"",[],"",[],0
203,"ChaosDamageTakenWhenHit","[Chaos] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Chaos|Chaos] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Chaos|Chaos]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Chaos|混沌]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона [Chaos|хаосом] от [HitDamage|ударов]","Modificador del daño de [Chaos|caos] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HItDamage|ปะทะ] [Chaos|เคออส] ที่ได้รับ","承受[HitDamage|擊中][Chaos|混沌]傷害修正",[9955],7,[],"[9956,9958,24733]",40,1,[],0,[],"",[],"",[],0
204,"ChaosDamageTakenWhenHitFinal","[Chaos] damage taken when [HitDamage|Hit] modifier","Modificateur de Dégâts de [Chaos|Chaos] subis lorsque vous êtes [HitDamage|Touché]","Modifikator für erlittenen [Chaos|Chaos]schaden bei [HitDamage|Treffer]","[HitDamage|ヒット]を受けた時に受ける[Chaos|混沌]ダメージモッド","[HitDamage|명중]당했을 때 받는 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Sofrido ao Sofrer um [HitDamage|Ataque]","Модификатор получаемого урона [Chaos|хаосом] от [HitDamage|ударов]","Modificador del daño de [Chaos|caos] recibido cuando recibes un [HitDamage|impacto]","ม็อดความเสียหาย [HitDamage|ปะทะ] [Chaos|เคออส] ที่ได้รับ","承受[HitDamage|擊中][Chaos|混沌]傷害修正",[9850],8,[],"[9959,9961,24733]",40,1,[],0,[],"",[],"",[],0
205,"ChaosDamageTakenOverTime","[Chaos] damage taken over time modifier","Modificateur de Dégâts de [Chaos|Chaos] subis sur la durée","Modifikator für erlittenen [Chaos|Chaos]schaden über Zeit","受ける[Chaos|混沌]継続ダメージモッド","지속 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Degenerativo Sofrido","Модификатор получаемого постепенного урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] degenerativo recibido","ม็อดความเสียหาย [Chaos|เคออส] ต่อเนื่อง ที่ได้รับ","承受[Chaos|混沌]持續傷害修正",[9858],7,[],"[9957,9958,24733]",40,1,[],0,[],"",[],"",[],0
206,"ChaosDamageTakenOverTimeFinal","[Chaos] damage taken over time modifier","Modificateur de Dégâts de [Chaos|Chaos] subis sur la durée","Modifikator für erlittenen [Chaos|Chaos]schaden über Zeit","受ける[Chaos|混沌]継続ダメージモッド","지속 [Chaos|카오스] 피해 속성","Modificador de Dano de [Chaos|Caos] Degenerativo Sofrido","Модификатор получаемого постепенного урона [Chaos|хаосом]","Modificador del daño de [Chaos|caos] degenerativo recibido","ม็อดความเสียหาย [Chaos|เคออส] ต่อเนื่อง ที่ได้รับ","承受[Chaos|混沌]持續傷害修正",[9849],8,[],"[9960,9961,24733]",40,1,[],0,[],"",[],"",[],0
207,"DamageTakenReflected","Additional Reflected damage taken modifier","Modificateur de Dégâts subis Renvoyés supplémentaires","Modifikator für erlittenen zusätzlichen reflektierten Schaden","追加の受ける反射ダメージモッド","받는 추가 반사 피해 속성","Modificador de Dano Refletido Adicional Sofrido","Модификатор дополнительно получаемого отражённого урона","Modificador del daño reflejado adicional recibido","ม็อดเสริมความเสียหาย สะท้อน ที่ได้รับ","承受額外反射傷害修正",[4624],7,[9962],[24733],40,1,[],0,[],"",[],"",[],0
208,"CannotTakeReflectedPhysicalDamage","Cannot take Reflected [Physical] damage","Immunité aux Dégâts [Physical|Physiques] Renvoyés","Kann keinen reflektierten [Physical|physischen] Schaden erleiden","反射[Physical|物理]ダメージを受けない","반사된 [Physical|물리] 피해를 받지 않음","Não Pode Sofrer Dano [Physical|Físico] Refletido","Не может получать отражённый [Physical|физический] урон","No puedes recibir daño [Physical|físico] reflejado","ไม่ได้รับความเสียหาย สะท้อน [Physical|กายภาพ]","不會承受反射的[Physical|物理]傷害",[7223],4,[],[24733],40,1,[],0,[],"",[],"",[],0
