"rownum","string_0","rid_8","string_24","string_24 (French)","string_24 (German)","string_24 (Japanese)","string_24 (Korean)","string_24 (Portuguese)","string_24 (Russian)","string_24 (Spanish)","string_24 (Thai)","string_24 (Traditional Chinese)","[string]_32","[rid]_48","rid_64","[rid]_80","i32_96","i32_100","[rid]_104","[rid]_120","[rid]_136","[string]_152","[rid]_168","[rid]_184","[string]_200","[string]_200 (French)","[string]_200 (German)","[string]_200 (Japanese)","[string]_200 (Korean)","[string]_200 (Portuguese)","[string]_200 (Russian)","[string]_200 (Spanish)","[string]_200 (Thai)","[string]_200 (Traditional Chinese)","[string]_216","[string]_216 (French)","[string]_216 (German)","[string]_216 (Japanese)","[string]_216 (Korean)","[string]_216 (Portuguese)","[string]_216 (Russian)","[string]_216 (Spanish)","[string]_216 (Thai)","[string]_216 (Traditional Chinese)","rid_232"
1580,"TavakaiA4_OnKanu_A2_Int4",1,"Ideas can be more dangerous than any weapon.","Les idées sont parfois plus dangereuses que les armes.","Ideen können gefährlicher sein als jede Waffe.","思想というのはどんな武器よりも危険になり得るわ。","발상은 그 어느 무기보다도 위험할 수 있어.","Ideias podem ser mais perigosas do que qualquer arma.","Идеи могут быть опаснее любого оружия.","Las ideas pueden ser más peligrosas que cualquier arma.","แนวคิดอาจอันตรายกว่าอาวุธใดๆ ได้เสมอ","思想，有時比任何武器都更危險。","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Convo_TavakaiA4_06.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1581,"TavakaiA4_OnKanu_A2_Int4b",7,"I, too, chose to walk my own path. It really is not as easy as you think.","Moi aussi, j'ai choisi de suivre mon propre chemin. Ce n'est pas aussi facile que vous le pensez.","Ich habe mich ebenfalls entschlossen, meinen eigenen Weg zu gehen. Es ist wirklich nicht so leicht, wie Ihr denkt.","私も己の道を征くことを選んだ。あなたが思っているほど簡単なことではない。","나도 나만의 길을 걷기를 선택했어. 당신 생각만큼 쉬운 게 아니야.","Eu também escolhi meu próprio caminho. E realmente não é tão fácil quanto você pensa.","Я тоже выбрала идти своим путём. Это не так просто, как ты думаешь.","Yo también elijo caminar mi propio camino. No es tan fácil como crees.","ข้าเองก็เลือกเส้นทางตัวเองเหมือนกัน มันไม่ได้ง่ายอย่างที่เจ้า\r\nคิดเลยนา","我也是選擇走自己的路，但這條路，沒你想得那麼容易。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_TavakaiA4_07.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1582,"TavakaiA4_OnKanu_A2_Str4b",6,"Ah, I understand now.","Ah, je comprends maintenant.","Ah, jetzt verstehe ich.","ああ、そういうことか。","아, 이제 이해가 되는군.","Ah, agora entendi.","А, теперь понимаю.","Ah, ahora lo entiendo.","อา ข้าเข้าใจแล้ว","啊，我懂了。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Tavakai_Convo_A4_07.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1583,"TavakaiA4_OnKanu_A2_StrDex4b",9,"Gotta lock the young ones down, I say. They'll end up slaves... or worse.","Je dis toujours que les jeunes, faut les enfermer. Ils finiront esclaves sinon… ou pire.","Ich sage immer, man muss die Jugendlichen unter Kontrolle halten. Sonst enden sie als Sklaven … oder Schlimmeres.","若いのは閉じ込めとかなきゃな。奴隷になっちまう……あるいはもっと悪いことか。","그러게 어린 것들은 단속 잘해야 한다니까. 안 그러면 노예가 되거나... 더 끔찍한 꼴 나기 십상이지.","Eu digo que tem que manter os jovens na linha, senão viram escravos... ou coisa pior.","Я всегда говорил, что детишек надо держать под замком. Кончат рабами... или похуже.","Hay que encerrar a los jóvenes, eso digo yo. Si no terminan como esclavos... o peor.","ขอบอกเลยว่าต้องขังคนหนุ่มสาวเอาไว้ ไม่งั้นพวกเขาจะตกเป็น\r\nทาส... หรือแย่กว่านั้น","年輕人就得好好管住，我一直都是這麼說的。不然早晚會淪為奴隸……或更糟。","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Tavakai_Convo_A4_07.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1584,"TavakaiA4_OnKanu_Str4b_A3","","Yes. I expected you would.","Oui, je m'y attendais.","Ja. Das habe ich erwartet.","ああ。お前ならわかると思っていた。","그래, 그럴 줄 알았다.","Sim, eu já esperava.","Да, это ожидаемо.","Sí. No me extraña que lo digas.","ใช่ ข้าคิดว่าเจ้าจะเข้าใจ","是的，我早料到你會這麼做。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_WarriorExtras_01.ogg""]",[472],"",[6],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1585,"TavakaiA4_OnKanu_Int4_A3","","Perhaps... but try defending yourself with an idea.","C'est possible, mais… bonne chance pour vous défendre avec une simple idée.","Vielleicht … aber versucht einmal, Euch mit einer Idee zu verteidigen. ","かも知れぬ……だが思想で身を守ってみろ。","글쎄... 그런 발상으로 네 몸을 지켜 봐라.","Talvez... mas tente se defender só com uma ideia.","Может быть... но попробуйте сделать идею своим щитом.","Tal vez... pero ya quisiera que intentes defenderte con una idea.","ก็เป็นได้... แต่ลองเอาแนวคิดไปป้องกันตัวดูสิ","也許...你該藉由思想保護自己。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_WitchExtras_01.ogg""]",[472],"",[1],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1586,"TavakaiA4_OnKanu_Int4b_A3","","Few choices are easy. But some... are right.","Rares sont les choix réellement faciles. Mais certains… sont justes.","Wenige Entscheidungen sind einfach. Aber manche … sind richtig.","楽な選択は少ない。だが……正しい選択はある。","쉬운 선택은 별로 없다. 하지만... 옳은 선택은 있지.","Escolher quase nunca é fácil. Mas algumas... são corretas.","Редко когда выбирать легко. Но иногда... делаешь верный выбор.","Pocas elecciones son fáciles, pero algunas... son lo correcto.","มีทางเลือกไม่กี่อย่างที่ง่ายดาย แต่บางทางเลือก... ก็ถูกต้อง","很少有容易的決定。而它們有些...是正確的。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_SorceressExtras_01.ogg""]",[472],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1587,"TavakaiA4_OnKanu_DexInt4b_A3","","Mm. They do not know, what they do not know.","Hum. Ils ne peuvent savoir ce qu'ils ignorent.","Mm. Sie wissen nicht, was sie nicht wissen.","ふむ。彼らは自分が知らぬことを知らぬのだ。","음. 그들은 자기가 뭘 모르는지도 모른다.","Hm. Não sabem daquilo que ignoram.","М-м. Они не знают того, что не знают.","Mm. No saben lo que no saben.","หืม พวกเขาย่อมไม่รู้ในสิ่งที่พวกเขาไม่รู้","嗯...他們不知道他們無從得知的事。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_MonkExtras_01.ogg""]",[472],"",[10],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1588,"TavakaiA4_OnKanu_Dex4_A3","","It is not about control! It's about honor. Respect. Tradition.","Ça n'a rien à voir avec le désir de contrôler ! C'est une question d'honneur. De respect. De tradition.","Es geht nicht um Kontrolle! Es geht um Ehre. Respekt. Tradition.","制御したいのではない！名誉、敬意、そして伝統の問題だ。","통제하려는 게 아니다! 명예를, 존중을, 전통을 이야기하는 거다.","Não é sobre controle! É sobre honra. Respeito. Tradição.","Дело не в контроле! Дело в чести, уважении и традиции.","¡No se trata de control! Se trata de honor. Respeto. Tradición.","มันไม่ใช่การควบคุม! มันคือเกียรติยศ ความเคารพ ประเพณี","這與掌控無關！這關乎榮耀、敬意與傳統。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_RangerExtras_01.ogg""]",[472],"",[2],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1589,"TavakaiA4_OnKanu_Dex4b_A3","","Perhaps that suits you, up on your mountain. But the sea moves quickly.","Et peut-être que cela vous convient parfaitement, là-haut sur votre montagne. Mais la mer, elle, bouge avec bien plus de célérité.","Vielleicht passt das zu Euch, dort oben auf Eurem Berg. Aber das Meer bewegt sich schnell.","山の上のお前たちにはそれが合っているのかも知れぬ。だが海の動きは速い。","그런 게 너희 산에서는 어울릴 수 있겠지. 하지만 바다는 빠르게 움직인다.","Pode ser que isso funcione pra você, na sua montanha. Mas o mar é agitado.","Может, вам, на горе, это и подходит. Но море переменчиво.","Tal vez eso te sirva, allí en tu montaña. Pero el mar se mueve rápido.","มันอาจเหมาะกับเจ้าบนภูเขาของเจ้า แต่ท้องทะเลเคลื่อนไป\r\nอย่างรวดเร็ว","或許那很適合你，盤踞在你的高山之上。但海洋可是瞬息萬千的。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_HuntressExtras_01.ogg""]",[472],"",[8],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1590,"TavakaiA4_OnKanu_StrDex4b_A3","","Yes. That is my fear. A history... we shall never relive.","Oui, c'est ce que je crains. Une histoire… que nous ne revivrons jamais.","Ja. Das befürchte ich. Einen Teil der Geschichte … den wir nie wieder durchleben sollten.","そうだ。私はそれを恐れている。決して……繰り返してはならぬ歴史だ。","그래. 내가 두려워하는 게 그거다. 역사를... 다시 살 순 없으니까.","Sim. É isso que temo. Uma história... que não deve se repetir.","Да, я этого боюсь... Что нам не видать больше прошлого.","Sí. Ese es mi miedo. Una historia... que jamás se debe repetir.","ใช่ ข้ากลัวเรื่องแบบนั้น มันเป็นประวัติศาสตร์... ที่เราจะไม่กลับ\r\nไปซ้ำรอยอีก","是的。那便是我心中的恐懼。一段我們永遠不能重蹈覆轍的歷史…。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_01_MercenaryExtras_01.ogg""]",[472],"",[9],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1591,"TavakaiA4_OnKanu_B1","","We cannot afford to lose more of our young to these <i>{dangerous} ideas...","Nous ne pouvons pas nous permettre de perdre d'autres de nos jeunes pour ces idées <i>{dangereuses}…","Wir können es uns nicht leisten, noch mehr unserer Jugendlichen an diese <i>{gefährlichen} Ideen zu verlieren …","このような危険な思想に更に若者を失うわけにはいかぬ……","더 이상 우리의 젊은이들을 그 <i>{위험한} 발상에 빼앗길 수는 없다...","Não podemos nos dar ao luxo de perder mais jovens por causa dessas ideias <i>{perigosas}...","Мы не можем себе позволить потерять ещё больше молодёжи из-за этих <i>{опасных} идей...","No podemos permitirnos perder a más de nuestros jóvenes ante esas <i>{peligrosas} ideas...","เราไม่อาจเสียหนุ่มสาวให้กับแนวคิด<i>{อันตราย}พวกนี้ได้อีก...","我們絕不能再因為這些<i>{危險的思想}而失去年輕人了……","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_07_02.ogg""]",[472],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
1592,"TavakaiA4_OnDannig_A1","","He showed promise when he arrived on our shores. I saw the warrior within. <continue>But I will never forgive him for allowing the hunt of our sacred whale.","Il semblait prometteur quand il est arrivé sur nos rivages. J'ai vu le guerrier en lui. <continue>Mais je ne lui pardonnerai jamais d'avoir autorisé la chasse de notre baleine sacrée.","Seine Ankunft an unserer Küste sah vielversprechend aus. Ich sah den Krieger in ihm.\r\n<continue>Aber ich werde ihm nie vergeben, dass er die Jagd auf unseren heiligen Wal erlaubt hat.","奴がこの島に現れた時は見込みがあった。奴の内なる戦士が見えた。<continue>だが我らの神聖なクジラの狩猟を許したことを決して許すことはできぬ。","그가 처음 이 땅에 발을 디뎠을 때, 난 그에게서 전사의 자질을 엿봤지. <continue>하지만 우리의 신성한 고래를 사냥하도록 내버려둔 것만큼은 평생 용서할 수 없다.","Ele parecia promissor quando chegou. Vi o guerreiro que havia nele. <continue>Mas nunca vou perdoá-lo por ter deixado caçarem nossa baleia sagrada.","Он был многообещающим, когда прибыл на наши берега. Я увидел в нём воина. <continue>Но я никогда не прощу его за то, что он разрешил охоту на нашего священного кита.","Parecía prometedor cuando llegó a nuestras costas. Vi el guerrero que había dentro. <continue>Pero nunca lo perdonaré por permitir que cacen a nuestra ballena sagrada.","ตอนที่เขามาที่ชายฝั่งของเรา เขาดูจะเป็นคนดี ข้าเห็นแวว\r\nนักรบอยู่ภายในตัวเขา<continue>แต่ข้าไม่มีวันให้อภัยที่เขาอนุญาตให้ล่าวาฬศักดิ์สิทธิ์ของเรา\r\nเป็นอันขาด","他第一次登陸我們海岸時，我曾看見他的潛力，他體內有戰士的靈魂。<continue>但他默許聖鯨遭到獵殺，這一點，我永遠無法原諒。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_08_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tavakai/Tavakai_08_01_02.ogg""]",[472],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
