"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
2497,"UniqueColdResist2",12862,145,1,141,"","","",1,"","","","","","","","","","",3,[50],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2491143380,[],0,[],3,"",0,[]
2498,"UniqueColdResist3",34256,145,1,141,"","","",1,"","","","","","","","","","",3,[50],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",722954587,[],0,[],3,"",0,[]
2499,"UniqueColdResist4",49744,145,1,141,"","","",1,"","","","","","","","","","",3,[50],5,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",421690708,[],0,[],3,"",0,[]
2500,"UniqueColdResist5",28172,145,1,141,"","","",1,"","","","","","","","","","",3,[50],15,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2051326673,[],0,[],3,"",0,[]
2501,"UniqueColdResist6",18160,145,1,141,"","","",1,"","","","","","","","","","",3,[50],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",93936014,[],0,[],3,"",0,[]
2502,"UniqueColdResist7",21082,145,1,141,"","","",1,"","","","","","","","","","",3,[50],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1417362193,[],0,[],3,"",0,[]
2503,"UniqueColdResist8",44719,145,1,141,"","","",1,"","","","","","","","","","",3,[50],30,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2904240035,[],0,[],3,"",0,[]
2504,"UniqueColdResist9",59564,145,1,141,"","","",1,"","","","","","","","","","",3,[50],5,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1365655198,[],0,[],3,"",0,[]
2505,"UniqueColdResist10",10645,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2209493740,[],0,[],3,"",0,[]
2506,"UniqueColdResist11",52244,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3644490567,[],0,[],3,"",0,[]
2507,"UniqueColdResist12",26236,145,1,141,"","","",1,"","","","","","","","","","",3,[50],10,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2049586573,[],0,[],3,"",0,[]
2508,"UniqueColdResist13",42405,145,1,141,"","","",1,"","","","","","","","","","",3,[50],0,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",588948257,[],0,[],3,"",0,[]
2509,"UniqueColdResist14",35123,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",277427825,[],0,[],3,"",0,[]
2510,"UniqueColdResist15",44426,145,1,141,"","","",1,"","","","","","","","","","",3,[50],40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4190845343,[],0,[],3,"",0,[]
2511,"UniqueColdResist16",41706,145,1,141,"","","",1,"","","","","","","","","","",3,[50],50,75,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3236061313,[],0,[],3,"",0,[]
2512,"UniqueColdResist17",1643,145,1,141,"","","",1,"","","","","","","","","","",3,[50],25,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2795062493,[],0,[],3,"",0,[]
2513,"UniqueColdResist18",56620,145,1,141,"","","",1,"","","","","","","","","","",3,[50],5,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3495071565,[],0,[],3,"",0,[]
2514,"UniqueColdResist19",33422,145,1,141,"","","",1,"","","","","","","","","","",3,[50],-30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",698643674,[],0,[],3,"",0,[]
2515,"UniqueColdResist20",17710,145,1,141,"","","",1,"","","","","","","","","","",3,[50],-40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2137954540,[],0,[],3,"",0,[]
2516,"UniqueColdResist21",54615,145,1,141,"","","",1,"","","","","","","","","","",3,[50],50,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3097344813,[],0,[],3,"",0,[]
2517,"UniqueColdResist22",3635,145,1,141,"","","",1,"","","","","","","","","","",3,[50],-15,-10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023946233,[],0,[],3,"",0,[]
2518,"UniqueColdResist23",14374,145,1,141,"","","",1,"","","","","","","","","","",3,[50],-10,-10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3137298762,[],0,[],3,"",0,[]
2519,"UniqueColdResist24",54275,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2055636678,[],0,[],3,"",0,[]
2520,"UniqueColdResist25",11595,145,1,141,"","","",1,"","","","","","","","","","",3,[50],10,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4167951643,[],0,[],3,"",0,[]
2521,"UniqueColdResist26",59468,145,1,141,"","","",1,"","","","","","","","","","",3,[50],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1907004864,[],0,[],3,"",0,[]
2522,"UniqueColdResist27",10564,145,1,141,"","","",1,"","","","","","","","","","",3,[50],-15,-15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2758167398,[],0,[],3,"",0,[]
2523,"UniqueColdResist28",17085,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2919368020,[],0,[],3,"",0,[]
2524,"UniqueColdResist29",42125,145,1,141,"","","",1,"","","","","","","","","","",3,[50],25,35,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4163707154,[],0,[],3,"",0,[]
2525,"UniqueColdResist30",55433,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2614233220,[],0,[],3,"",0,[]
2526,"UniqueColdResist31",3954,145,1,141,"","","",1,"","","","","","","","","","",3,[50],25,35,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3981340514,[],0,[],3,"",0,[]
2527,"UniqueColdResist32",3487,145,1,141,"","","",1,"","","","","","","","","","",3,[50],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3460912376,[],0,[],3,"",0,[]
2528,"UniqueColdResist33",55703,145,1,141,"","","",1,"","","","","","","","","","",3,[50],5,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2334523001,[],0,[],3,"",0,[]
2529,"UniqueColdResist34",36190,145,1,141,"","","",1,"","","","","","","","","","",3,[50],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",693084100,[],0,[],3,"",0,[]
2530,"UniqueColdResist35",24879,145,1,141,"","","",1,"","","","","","","","","","",3,[50],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3587739525,[],0,[],3,"",0,[]
2531,"UniqueColdResist36",51301,145,1,141,"","","",1,"","","","","","","","","","",3,[50],40,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1484197089,[],0,[],3,"",0,[]
2532,"UniqueLightningResist1",9201,146,1,143,"","","",1,"","","","","","","","","","",3,[51],5,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1639482267,[],0,[],3,"",0,[]
2533,"UniqueLightningResist2",65210,146,1,143,"","","",1,"","","","","","","","","","",3,[51],15,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2506728886,[],0,[],3,"",0,[]
2534,"UniqueLightningResist3",57535,146,1,143,"","","",1,"","","","","","","","","","",3,[51],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",636074439,[],0,[],3,"",0,[]
2535,"UniqueLightningResist4",46246,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",621662590,[],0,[],3,"",0,[]
2536,"UniqueLightningResist5",45630,146,1,143,"","","",1,"","","","","","","","","","",3,[51],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3290050054,[],0,[],3,"",0,[]
2537,"UniqueLightningResist6",37042,146,1,143,"","","",1,"","","","","","","","","","",3,[51],30,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3600605676,[],0,[],3,"",0,[]
2538,"UniqueLightningResist7",62113,146,1,143,"","","",1,"","","","","","","","","","",3,[51],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1333365781,[],0,[],3,"",0,[]
2539,"UniqueLightningResist8",16487,146,1,143,"","","",1,"","","","","","","","","","",3,[51],15,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4196626808,[],0,[],3,"",0,[]
2540,"UniqueLightningResist9",33512,146,1,143,"","","",1,"","","","","","","","","","",3,[51],0,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3711006920,[],0,[],3,"",0,[]
2541,"UniqueLightningResist10",15602,146,1,143,"","","",1,"","","","","","","","","","",3,[51],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2435439449,[],0,[],3,"",0,[]
2542,"UniqueLightningResist11",29374,146,1,143,"","","",1,"","","","","","","","","","",3,[51],15,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3677487863,[],0,[],3,"",0,[]
2543,"UniqueLightningResist12",34133,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1324037199,[],0,[],3,"",0,[]
2544,"UniqueLightningResist13",11091,146,1,143,"","","",1,"","","","","","","","","","",3,[51],-40,-30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3897862858,[],0,[],3,"",0,[]
2545,"UniqueLightningResist14",21591,146,1,143,"","","",1,"","","","","","","","","","",3,[51],10,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3854171800,[],0,[],3,"",0,[]
2546,"UniqueLightningResist15",49940,146,1,143,"","","",1,"","","","","","","","","","",3,[51],10,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3538915116,[],0,[],3,"",0,[]
2547,"UniqueLightningResist16",36664,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3494987481,[],0,[],3,"",0,[]
2548,"UniqueLightningResist17",520,146,1,143,"","","",1,"","","","","","","","","","",3,[51],-30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1397690847,[],0,[],3,"",0,[]
2549,"UniqueLightningResist18",18498,146,1,143,"","","",1,"","","","","","","","","","",3,[51],-40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",172538073,[],0,[],3,"",0,[]
2550,"UniqueLightningResist19",3903,146,69,143,"","","",1,"","","","","","","","","","",3,[51],50,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2166908290,[],0,[],3,"",0,[]
2551,"UniqueLightningResist20",35360,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3942706680,[],0,[],3,"",0,[]
2552,"UniqueLightningResist21",11284,146,1,143,"","","",1,"","","","","","","","","","",3,[51],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4234263234,[],0,[],3,"",0,[]
2553,"UniqueLightningResist22",45145,146,1,143,"","","",1,"","","","","","","","","","",3,[51],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1927922200,[],0,[],3,"",0,[]
2554,"UniqueLightningResist23",32716,146,1,143,"","","",1,"","","","","","","","","","",3,[51],30,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1811700395,[],0,[],3,"",0,[]
2555,"UniqueLightningResist24",58497,146,1,143,"","","",1,"","","","","","","","","","",3,[51],15,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2342081642,[],0,[],3,"",0,[]
2556,"UniqueLightningResist25",33556,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2276710279,[],0,[],3,"",0,[]
2557,"UniqueLightningResist26",53026,146,1,143,"","","",1,"","","","","","","","","","",3,[51],25,35,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1988223912,[],0,[],3,"",0,[]
2558,"UniqueLightningResist27",8795,146,1,143,"","","",1,"","","","","","","","","","",3,[51],5,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",261806983,[],0,[],3,"",0,[]
2559,"UniqueLightningResist28",24464,146,1,143,"","","",1,"","","","","","","","","","",3,[51],20,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3906861954,[],0,[],3,"",0,[]
2560,"UniqueLightningResist29",21581,146,1,143,"","","",1,"","","","","","","","","","",3,[51],1,33,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",654916432,[],0,[],3,"",0,[]
2561,"UniqueAllResistances1",51158,147,1,136,"","","",1,"","","","","","","","","","",3,[61],25,35,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1373451403,[],0,[],3,"",0,[]
2562,"UniqueAllResistances2",7454,147,1,136,"","","",1,"","","","","","","","","","",3,[61],5,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2918212737,[],0,[],3,"",0,[]
2563,"UniqueAllResistances3",35973,147,1,136,"","","",1,"","","","","","","","","","",3,[61],-20,-20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3937968165,[],0,[],3,"",0,[]
