"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool_76","i32_77","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
4056,107,27,0,0,"[384,577]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
4057,107,28,0,0,"[442,663]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
4058,107,29,0,0,"[509,763]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
4059,107,30,0,0,"[586,879]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
4060,107,31,0,0,"[676,1013]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
4061,107,32,0,0,"[779,1169]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
4062,107,33,0,0,"[900,1350]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
4063,107,34,0,0,"[1040,1561]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
4064,107,35,0,0,"[1204,1806]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
4065,107,36,0,0,"[1394,2092]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
4066,107,37,0,0,"[1617,2426]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
4067,107,38,0,0,"[1878,2817]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
4068,107,39,0,0,"[2183,3275]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
4069,107,40,0,0,"[2541,3812]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
4070,106,1,700,0,"[7,10]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.7,1.04]",1,0
4071,106,2,700,0,"[9,13]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.7,1.06]",3.452,0
4072,106,3,700,0,"[12,18]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.71,1.07]",6.767,0
4073,106,4,700,0,"[16,25]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.72,1.09]",10.308,0
4074,106,5,700,0,"[21,31]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.73,1.1]",14.075,0
4075,106,6,700,0,"[26,40]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.74,1.12]",18.068,0
4076,106,7,700,0,"[32,49]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.75,1.13]",22.287,0
4077,106,8,700,0,"[40,60]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.77,1.15]",26.732,0
4078,106,9,700,0,"[48,72]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.78,1.17]",31.403,0
4079,106,10,700,0,"[58,86]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.79,1.18]",36.3,0
4080,106,11,700,0,"[69,103]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
4081,106,12,700,0,"[80,120]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
4082,106,13,700,0,"[94,140]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
4083,106,14,700,0,"[109,163]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
4084,106,15,700,0,"[126,189]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
4085,106,16,700,0,"[145,218]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
4086,106,17,700,0,"[167,251]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
4087,106,18,700,0,"[193,289]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
4088,106,19,700,0,"[222,333]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
4089,106,20,700,0,"[255,383]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
4090,106,21,700,0,"[293,440]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
4091,106,22,700,0,"[337,505]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
4092,106,23,700,0,"[387,580]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
4093,106,24,700,0,"[444,666]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
4094,106,25,700,0,"[510,765]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
4095,106,26,700,0,"[586,879]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
4096,106,27,700,0,"[674,1010]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
4097,106,28,700,0,"[775,1162]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
4098,106,29,700,0,"[892,1337]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
4099,106,30,700,0,"[1027,1540]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
4100,106,31,700,0,"[1184,1775]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
4101,106,32,700,0,"[1365,2048]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
4102,106,33,700,0,"[1577,2365]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
4103,106,34,700,0,"[1822,2734]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
4104,106,35,700,0,"[2109,3163]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
4105,106,36,700,0,"[2443,3664]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
4106,106,37,700,0,"[2833,4250]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
4107,106,38,700,0,"[3290,4934]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
4108,106,39,700,0,"[3825,5737]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
4109,106,40,700,0,"[4452,6678]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
4110,108,1,0,0,[],"[6000,15,-35,20]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],1,0
4111,108,2,0,0,[],"[6200,16,-35,23]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],3.452,0
4112,108,3,0,0,[],"[6200,17,-36,25]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],6.767,0
4113,108,4,0,0,[],"[6200,18,-37,29]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],10.308,0
4114,108,5,0,0,[],"[6400,18,-38,32]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],14.075,0
4115,108,6,0,0,[],"[6400,19,-38,36]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],18.068,0
4116,108,7,0,0,[],"[6400,20,-39,39]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],22.287,0
4117,108,8,0,0,[],"[6600,21,-40,43]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],26.732,0
4118,108,9,0,0,[],"[6600,22,-41,47]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],31.403,0
4119,108,10,0,0,[],"[6600,23,-41,52]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],36.3,0
4120,108,11,0,0,[],"[6800,23,-42,56]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],41.423,0
4121,108,12,0,0,[],"[6800,24,-43,61]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],46.772,0
4122,108,13,0,0,[],"[6800,25,-44,66]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],52.347,0
4123,108,14,0,0,[],"[7000,26,-44,72]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],58.148,0
4124,108,15,0,0,[],"[7000,27,-45,74]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],64.175,0
4125,108,16,0,0,[],"[7000,28,-46,76]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],70.428,0
4126,108,17,0,0,[],"[7200,28,-47,78]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],76.907,0
4127,108,18,0,0,[],"[7200,29,-47,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],83.612,0
4128,108,19,0,0,[],"[7200,30,-48,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],90.543,0
4129,108,20,0,0,[],"[7400,31,-49,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],97.7,0
4130,108,21,0,0,[],"[7400,32,-50,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],105.083,0
4131,108,22,0,0,[],"[7400,33,-50,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],112.692,0
4132,108,23,0,0,[],"[7600,34,-51,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],120.527,0
4133,108,24,0,0,[],"[7600,34,-52,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],128.588,0
4134,108,25,0,0,[],"[7600,35,-53,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],136.875,0
4135,108,26,0,0,[],"[7800,36,-53,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],145.388,0
4136,108,27,0,0,[],"[7800,37,-54,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],154.127,0
4137,108,28,0,0,[],"[7800,38,-55,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],163.092,0
4138,108,29,0,0,[],"[8000,39,-56,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],172.283,0
4139,108,30,0,0,[],"[8000,39,-56,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],181.7,0
4140,108,31,0,0,[],"[8000,40,-57,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],191.343,0
4141,108,32,0,0,[],"[8200,40,-57,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],201.212,0
4142,108,33,0,0,[],"[8200,41,-57,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],211.307,0
4143,108,34,0,0,[],"[8200,41,-58,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],221.628,0
4144,108,35,0,0,[],"[8400,42,-58,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],232.175,0
4145,108,36,0,0,[],"[8400,42,-59,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],242.948,0
4146,108,37,0,0,[],"[8400,42,-59,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],253.947,0
4147,108,38,0,0,[],"[8600,43,-59,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],265.172,0
4148,108,39,0,0,[],"[8600,43,-60,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],276.623,0
4149,108,40,0,0,[],"[8600,44,-60,0]",[93],"",100,[],[],[],"[344,17546,20901,24079]","[1,1,1,1]",[],288.3,0
4150,109,1,600,0,"[12,18]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",1,0
4151,109,2,600,0,"[16,25]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",3.452,0
4152,109,3,600,0,"[22,34]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",6.767,0
4153,109,4,600,0,"[29,44]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",10.308,0
4154,109,5,600,0,"[37,56]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",14.075,0
4155,109,6,600,0,"[46,69]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",18.068,0
4156,109,7,600,0,"[56,84]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",22.287,0
4157,109,8,600,0,"[67,101]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",26.732,0
4158,109,9,600,0,"[80,120]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",31.403,0
4159,109,10,600,0,"[95,142]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",36.3,0
4160,109,11,600,0,"[112,167]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",41.423,0
4161,109,12,600,0,"[130,196]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",46.772,0
4162,109,13,600,0,"[152,228]",[10],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",52.347,0
4163,109,14,600,0,"[176,265]",[8],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",58.148,0
4164,109,15,600,0,"[204,306]",[7],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",64.175,0
4165,109,16,600,0,"[236,354]",[7],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",70.428,0
4166,109,17,600,0,"[272,408]",[6],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",76.907,0
4167,109,18,600,0,"[313,470]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",83.612,0
4168,109,19,600,0,"[360,541]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",90.543,0
4169,109,20,600,0,"[414,622]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",97.7,0
4170,109,21,600,0,"[476,714]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",105.083,0
4171,109,22,600,0,"[547,820]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",112.692,0
4172,109,23,600,0,"[628,942]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",120.527,0
4173,109,24,600,0,"[721,1082]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",128.588,0
4174,109,25,600,0,"[829,1243]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",136.875,0
4175,109,26,600,0,"[952,1428]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",145.388,0
4176,109,27,600,0,"[1095,1642]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",154.127,0
4177,109,28,600,0,"[1259,1888]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",163.092,0
4178,109,29,600,0,"[1449,2173]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",172.283,0
4179,109,30,600,0,"[1669,2503]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",181.7,0
4180,109,31,600,0,"[1923,2885]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",191.343,0
4181,109,32,600,0,"[2219,3328]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",201.212,0
4182,109,33,600,0,"[2562,3843]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",211.307,0
4183,109,34,600,0,"[2962,4442]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",221.628,0
4184,109,35,600,0,"[3427,5140]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",232.175,0
4185,109,36,600,0,"[3970,5954]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",242.948,0
4186,109,37,600,0,"[4604,6906]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",253.947,0
4187,109,38,600,0,"[5346,8019]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",265.172,0
4188,109,39,600,0,"[6215,9322]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",276.623,0
4189,109,40,600,0,"[7235,10852]",[5],[94],"",100,[],"[1459,1460]","[0,0]",[23825],"[3,3,1]","[0.8,1.2]",288.3,0
4190,110,1,0,0,[],[],[94],"",100,[],[],[],[],[],[],1,0
4191,110,2,0,0,[],[],[94],"",100,[],[],[],[],[],[],3.452,0
4192,110,3,0,0,[],[],[94],"",100,[],[],[],[],[],[],6.767,0
4193,110,4,0,0,[],[],[94],"",100,[],[],[],[],[],[],10.308,0
4194,110,5,0,0,[],[],[94],"",100,[],[],[],[],[],[],14.075,0
4195,110,6,0,0,[],[],[94],"",100,[],[],[],[],[],[],18.068,0
4196,110,7,0,0,[],[],[94],"",100,[],[],[],[],[],[],22.287,0
4197,110,8,0,0,[],[],[94],"",100,[],[],[],[],[],[],26.732,0
4198,110,9,0,0,[],[],[94],"",100,[],[],[],[],[],[],31.403,0
4199,110,10,0,0,[],[],[94],"",100,[],[],[],[],[],[],36.3,0
4200,110,11,0,0,[],[],[94],"",100,[],[],[],[],[],[],41.423,0
4201,110,12,0,0,[],[],[94],"",100,[],[],[],[],[],[],46.772,0
4202,110,13,0,0,[],[],[94],"",100,[],[],[],[],[],[],52.347,0
4203,110,14,0,0,[],[],[94],"",100,[],[],[],[],[],[],58.148,0
4204,110,15,0,0,[],[],[94],"",100,[],[],[],[],[],[],64.175,0
4205,110,16,0,0,[],[],[94],"",100,[],[],[],[],[],[],70.428,0
4206,110,17,0,0,[],[],[94],"",100,[],[],[],[],[],[],76.907,0
4207,110,18,0,0,[],[],[94],"",100,[],[],[],[],[],[],83.612,0
4208,110,19,0,0,[],[],[94],"",100,[],[],[],[],[],[],90.543,0
4209,110,20,0,0,[],[],[94],"",100,[],[],[],[],[],[],97.7,0
4210,110,21,0,0,[],[],[94],"",100,[],[],[],[],[],[],105.083,0
4211,110,22,0,0,[],[],[94],"",100,[],[],[],[],[],[],112.692,0
4212,110,23,0,0,[],[],[94],"",100,[],[],[],[],[],[],120.527,0
4213,110,24,0,0,[],[],[94],"",100,[],[],[],[],[],[],128.588,0
4214,110,25,0,0,[],[],[94],"",100,[],[],[],[],[],[],136.875,0
4215,110,26,0,0,[],[],[94],"",100,[],[],[],[],[],[],145.388,0
4216,110,27,0,0,[],[],[94],"",100,[],[],[],[],[],[],154.127,0
4217,110,28,0,0,[],[],[94],"",100,[],[],[],[],[],[],163.092,0
4218,110,29,0,0,[],[],[94],"",100,[],[],[],[],[],[],172.283,0
4219,110,30,0,0,[],[],[94],"",100,[],[],[],[],[],[],181.7,0
4220,110,31,0,0,[],[],[94],"",100,[],[],[],[],[],[],191.343,0
4221,110,32,0,0,[],[],[94],"",100,[],[],[],[],[],[],201.212,0
4222,110,33,0,0,[],[],[94],"",100,[],[],[],[],[],[],211.307,0
4223,110,34,0,0,[],[],[94],"",100,[],[],[],[],[],[],221.628,0
4224,110,35,0,0,[],[],[94],"",100,[],[],[],[],[],[],232.175,0
4225,110,36,0,0,[],[],[94],"",100,[],[],[],[],[],[],242.948,0
4226,110,37,0,0,[],[],[94],"",100,[],[],[],[],[],[],253.947,0
4227,110,38,0,0,[],[],[94],"",100,[],[],[],[],[],[],265.172,0
4228,110,39,0,0,[],[],[94],"",100,[],[],[],[],[],[],276.623,0
4229,110,40,0,0,[],[],[94],"",100,[],[],[],[],[],[],288.3,0
4230,111,1,0,0,[],[30],[95],"",100,[],[],[],[18211],[1],[],1,-5000
4231,111,2,0,0,[],[30],[95],"",100,[],[],[],[18211],[1],[],3.452,-4500
4232,111,3,0,0,[],[31],[95],"",100,[],[],[],[18211],[1],[],6.767,-4000
4233,111,4,0,0,[],[31],[95],"",100,[],[],[],[18211],[1],[],10.308,-3500
4234,111,5,0,0,[],[32],[95],"",100,[],[],[],[18211],[1],[],14.075,-3000
4235,111,6,0,0,[],[32],[95],"",100,[],[],[],[18211],[1],[],18.068,-2500
4236,111,7,0,0,[],[33],[95],"",100,[],[],[],[18211],[1],[],22.287,-2000
4237,111,8,0,0,[],[33],[95],"",100,[],[],[],[18211],[1],[],26.732,-1600
4238,111,9,0,0,[],[34],[95],"",100,[],[],[],[18211],[1],[],31.403,-1200
4239,111,10,0,0,[],[34],[95],"",100,[],[],[],[18211],[1],[],36.3,-800
4240,111,11,0,0,[],[35],[95],"",100,[],[],[],[18211],[1],[],41.423,-500
4241,111,12,0,0,[],[35],[95],"",100,[],[],[],[18211],[1],[],46.772,-100
4242,111,13,0,0,[],[36],[95],"",100,[],[],[],[18211],[1],[],52.347,300
4243,111,14,0,0,[],[36],[95],"",100,[],[],[],[18211],[1],[],58.148,700
4244,111,15,0,0,[],[37],[95],"",100,[],[],[],[18211],[1],[],64.175,1100
4245,111,16,0,0,[],[37],[95],"",100,[],[],[],[18211],[1],[],70.428,1500
4246,111,17,0,0,[],[38],[95],"",100,[],[],[],[18211],[1],[],76.907,1900
4247,111,18,0,0,[],[38],[95],"",100,[],[],[],[18211],[1],[],83.612,2300
4248,111,19,0,0,[],[39],[95],"",100,[],[],[],[18211],[1],[],90.543,2800
4249,111,20,0,0,[],[39],[95],"",100,[],[],[],[18211],[1],[],97.7,3200
4250,111,21,0,0,[],[40],[95],"",100,[],[],[],[18211],[1],[],105.083,3600
4251,111,22,0,0,[],[40],[95],"",100,[],[],[],[18211],[1],[],112.692,4100
4252,111,23,0,0,[],[41],[95],"",100,[],[],[],[18211],[1],[],120.527,4500
4253,111,24,0,0,[],[41],[95],"",100,[],[],[],[18211],[1],[],128.588,5000
4254,111,25,0,0,[],[42],[95],"",100,[],[],[],[18211],[1],[],136.875,5500
4255,111,26,0,0,[],[42],[95],"",100,[],[],[],[18211],[1],[],145.388,6000
4256,111,27,0,0,[],[43],[95],"",100,[],[],[],[18211],[1],[],154.127,6600
4257,111,28,0,0,[],[43],[95],"",100,[],[],[],[18211],[1],[],163.092,7100
4258,111,29,0,0,[],[44],[95],"",100,[],[],[],[18211],[1],[],172.283,7700
4259,111,30,0,0,[],[44],[95],"",100,[],[],[],[18211],[1],[],181.7,8300
4260,111,31,0,0,[],[45],[95],"",100,[],[],[],[18211],[1],[],191.343,8900
4261,111,32,0,0,[],[45],[95],"",100,[],[],[],[18211],[1],[],201.212,9500
4262,111,33,0,0,[],[46],[95],"",100,[],[],[],[18211],[1],[],211.307,10200
4263,111,34,0,0,[],[46],[95],"",100,[],[],[],[18211],[1],[],221.628,10800
4264,111,35,0,0,[],[47],[95],"",100,[],[],[],[18211],[1],[],232.175,11500
4265,111,36,0,0,[],[47],[95],"",100,[],[],[],[18211],[1],[],242.948,12200
4266,111,37,0,0,[],[48],[95],"",100,[],[],[],[18211],[1],[],253.947,13000
4267,111,38,0,0,[],[48],[95],"",100,[],[],[],[18211],[1],[],265.172,13700
4268,111,39,0,0,[],[49],[95],"",100,[],[],[],[18211],[1],[],276.623,14500
4269,111,40,0,0,[],[49],[95],"",100,[],[],[],[18211],[1],[],288.3,15300
4270,112,1,1300,0,"[3,6]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.56,1.04]",1,0
4271,112,2,1300,0,"[5,9]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.57,1.06]",3.452,0
4272,112,3,1300,0,"[7,12]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.58,1.08]",6.767,0
4273,112,4,1300,0,"[9,16]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.6,1.11]",10.308,0
4274,112,5,1300,0,"[11,21]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.61,1.13]",14.075,0
4275,112,6,1300,0,"[14,27]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.62,1.16]",18.068,0
4276,112,7,1300,0,"[18,33]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.64,1.18]",22.287,0
4277,112,8,1300,0,"[22,40]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.65,1.21]",26.732,0
4278,112,9,1300,0,"[26,49]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.67,1.24]",31.403,0
4279,112,10,1300,0,"[32,59]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.68,1.27]",36.3,0
4280,112,11,1300,0,"[38,70]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.7,1.3]",41.423,0
4281,112,12,1300,0,"[44,82]",[],[96],"",100,[],"[1465,1466]","[0,0]",[],"[3,3]","[0.7,1.3]",46.772,0
