"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
712,"Templar154","Your lack of faith allowed your fear to control you, High Templar. I pity you.","Ton manque de foi a permis à la peur de te contrôler, Haut Templier. J'ai pitié de toi.","Euer mangelnder Glaube erlaubte eure Angst, Euch zu kontrollieren, Hoher Templer. Ich bemitleide Euch.","ハイテンプラーよ、信仰の足りぬ其方は恐れに支配されることを許した。哀れだな。","신앙심이 부족하여 공포에게 휘둘리고 말았군, 고위 템플러. 참으로 가련하구나.","A sua falta de fé permitiu que o medo lhe controlasse, Alto Templário. Eu tenho pena de você. ","Твое неверие позволило страху контролировать тебя, верховный жрец. Сочувствую.","Tu falta de fe permitió que el miedo te controlara, Alto Templario. Me das pena.","แก​มัน​ไร้​ศรัทธา​เสีย​จน​ถูก​ความ​กลัว​ครอบงำ เทมพลาร์​ระดับ​สูง แก​มัน​น่า​เวทนา​นัก","你的缺乏信仰讓你的恐懼控制了你，神主。我可憐你。","Audio/Dialogue/Character/StrInt/Event/Temp1_2_83.ogg","",10000,0
713,"Templar155","One day, we will reclaim Oriath.","Un jour, nous reconquérirons Oriath.","Eines Tages werden wir Oriath zurückerobern.","いつか、我々はオリアスを取り戻す。","우리는 언젠가 오리아스를 되찾고 말 것이다.","Algum dia, nós reivindicaremos Oriath.","Однажды мы вернём Ориат.","Algún día, reclamaremos Oriath.","สัก​วัน​เรา​จะ​กลับ​ไป​ครอง​โอริอาท","總有一天，我們會奪回奧瑞亞。","Audio/Dialogue/Character/StrInt/Event/Temp1_2_84.ogg","",10000,0
714,"Duelist74","This is not exactly how I pictured my triumphant return to Oriath.","Ce n'est pas vraiment comme ça que j'imaginais mon retour triomphal à Oriath.","So habe ich mir meine triumphale Rückkehr nach Oriath nicht unbedingt vorgestellt.","私が想像していたオリアスへの勝利の帰還とは少し違うようだ。","내가 상상했던 오리아스로의 금의환향은 이런 것이 아닌데.","Não foi exatamente assim que imaginei meu retorno triunfante a Oriath.","Не совсем так я себе представлял моё триумфальное возвращение в Ориат.","No es así como imaginé mi regreso triunfal a Oriath.","การ​กลับ​โอริอาท​ครั้ง​นี้​มัน​ไม่​เกรียง​ไกร​อย่าง​ที่​ข้า​คิด​เลย","這並不是我對凱旋回歸奧瑞亞的想像。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_01.ogg","",10000,0
715,"Duelist75","It feels good to have an audience again!","Ça fait plaisir d'avoir un public à nouveau !","Ein gutes Gefühl, mal wieder ein Publikum zu haben!","観客がいるというのはやはり良いものだな！","다시 관객이 생기니 좋군!","É bom ter uma plateia novamente!","Хорошо вновь обрести зрителей!","¡Sienta bien tener una audiencia de nuevo!","กลับ​มา​มี​ผู้ชม​อีก​รอบ​นี่​มัน​ดี​จริงๆ!","有觀眾的感覺真好！","Audio/Dialogue//Character/StrDex/Event/Duelist_317_02.ogg","",10000,0
716,"Duelist76","Daring dark and dingy spaces, for 'science!'","M'aventurer dans des espaces sombres et miteux, et tout ça pour la « science » !","Riskante, dunkle und schmutzige Ecken, für 'die Wissenschaft'!","薄汚い場所と闇に挑むぞ、「科学」のために！","어둡고 우중충한 곳도 과감히 헤쳐 나아간다... '과학'을 위해!","Espaços escuros e sombrios ousados, para 'ciência!'","Смело ступаю в темноту и грязные застенки, ради «науки»!","Lugares sombríos y lúgubres, ¡por la ciencia!","บุก​ไป​ตาม​ที่​มืด​แสน​โสโครก เพื่อ 'วิทยาศาสตร์!'","為“科學！”，大膽的黑暗和骯髒的空間。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_03.ogg","",10000,0
717,"Duelist77","Not my proudest trophy...","Pas le trophée dont je suis le plus fier...","Keine Trophäe, auf die ich stolz sein werde ...","私の最も誇りに思う戦利品ではないな...…。","그다지 자랑스러운 전리품은 아니야...","Não é meu troféu de maior orgulho...","Не самый достойный мой трофей...","No es el trofeo que más me enorgullezca...","ไม่ใช่​รางวัล​ที่​ข้า​ภูมิใจ​นัก...","我不以此為傲...","Audio/Dialogue//Character/StrDex/Event/Duelist_317_04.ogg","",10000,0
718,"Duelist78","I see the ugliness of Oriath has finally reached the surface.","Je vois que la laideur d'Oriath a fini par atteindre la surface.","Wie ich sehe, hat sich die Hässlichkeit Oriaths endlich ihren Weg ans Licht gebahnt.","オリアスの醜い部分がやっと表に出てきたようだ。","오리아스의 추한 모습이 마침내 표면에 드러났군.","Vejo que a feiúra de Oriath finalmente chegou à superfície.","Я вижу, грязь Ориата наконец вылезла на поверхность.","Veo que la fealdad de Oriath ha llegado por fin a la superficie.","ในที่สุด​ความ​น่าเกลียด​ของ​โอริอาท​ก็​ปรากฏ​ขึ้น​มา​บน​พื้น​ผิว​แล้ว","我看到奧瑞亞的醜陋終於浮出水面。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_05.ogg","",10000,0
719,"Duelist79","I should think of something flashy to say to the judges that exiled me... before I kill them.","Il faudrait que je pense à quelque chose de balèze à dire aux juges qui m'ont exilé... juste avant que je les tue.","Ich sollte mir eine angemessene spitze Antwort für die Richter einfallen lassen, die mich verbannt haben ... bevor ich sie töte.","私を追放した審判どもに浴びせるきつい一言を考えておくべきだな...…奴らを殺す前に。","날 유배시킨 판관들에게 들려줄 화려한 말을 생각해 봐야겠어... 물론 그 후엔 죽일 거지만.","Eu deveria pensar em algo ousado para dizer aos juízes que me exilaram... antes de matá-los.","Надо придумать что-нибудь броское, чтобы сказать судьям, изгнавшим меня... прежде чем я их убью.","Debería pensar en decirles algo llamativo a los jueces que me exiliaron... antes de matarlos.","ข้า​อยาก​คิด​อะไร​เด็ดๆ ไป​พูด​กับ​พวก​ผู้พิพากษา​ที่​เนรเทศ​ข้า... ก่อน​ที่​ข้า​จะ​ฆ่า​พวก​มัน","在我殺了他們之前，我應該想一些供詞來對要流放我的法官說。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_06.ogg","",10000,0
720,"Duelist80","Time to take my grievance right to the top!","C'est l'heure de faire entendre mes doléances au sommet !","Es wird Zeit, dass ich meine Beschwerde der höchsten Stelle vortrage!","私の恨みを頂点まで持って行くときが来たようだ！","내 불만을 상부에 바로 전달할 수 있겠는데!","Hora de levar meu sofrimento ao topo!","Пора донести мою жалобу до самого верха!","¡Es hora de elevar mis quejas hasta lo más alto!","ได้​เวลา​ไป​ร้อง​ทุกข์​กับ​เบื้อง​บน​แล้ว!","我的不滿已經到頂點了！","Audio/Dialogue//Character/StrDex/Event/Duelist_317_07.ogg","",10000,0
721,"Duelist81","This is new!","C'est nouveau !","Das ist neu!","これは新しいな！","이건 좀 새로운걸!","Isso é novo!","Это что-то новое!","¡Esto es nuevo!","นี่​มัน​แปลก​ใหม่​นัก!","第一次聽說！","Audio/Dialogue//Character/StrDex/Event/Duelist_317_08.ogg","",10000,0
722,"Duelist82","Ah, they saved me the trouble of burning this place down!","Ah, ils m'ont évité d'incendier les lieux moi-même !","Ah, sie haben mir die Mühe erspart, diesen Ort niederzubrennen!","ああ、これでこの場所を燃やす手間が省けた。","아, 덕분에 이곳을 불태우는 수고를 덜었군!","Ah, eles me pouparam o trabalho de queimar este lugar!","О, меня избавили от хлопот — сами всё сожгли.","Ah, ¡me ahorraron la molestia de reducir este lugar a cenizas!","อ้าว มี​คน​มา​เผา​ที่​นี่​แทน​ข้า​แล้ว!","啊，他們省了我燒了這個地方的麻煩！","Audio/Dialogue//Character/StrDex/Event/Duelist_317_09.ogg","",10000,0
723,"Duelist83","I wanted to raze the place... but this is just excessive.","J'avais l'intention de raser l'endroit... mais ça, ça me paraît excessif.","Ich wollte diesen Ort dem Erdboden gleichmachen, aber das ist einfach übertrieben.","この場所を破壊したかったが…...これはやりすぎだな。","나도 이곳을 초토화하고 싶었지만... 이건 과하잖아.","Eu queria destruir o lugar... mas isso é exagero.","Пусть я хотел тут всё перевернуть... но это уж слишком.","Yo quería arrasar este lugar... pero esto es demasiado.","ข้า​เอง​ก็​อยาก​เผา​ที่​นี่​เหมือน​กัน... แต่​แบบ​นี้​มัน​เกิน​ไป","我想把這個地方夷為平地…但這太過分了。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_10.ogg","",10000,0
724,"Duelist84","Whatever happened to a good old fashioned graveyard?","Où sont passés les bons vieux cimetières d'antan ?","Was stimmt nicht mit guten, altmodischen Friedhöfen?","古き良き昔ながらの墓場に一体何が起こったんだ？","그냥 평범한 묘지를 만들면 안 되는 거야?","O que aconteceu com um bom cemitério à moda antiga?","А как же старое доброе кладбище?","¿Qué problema hay con los cementerios de toda la vida?","ทำ​สุสาน​ดีๆ เหมือน​ชาว​บ้าน​ชาว​ช่อง​เขา​ไม่​ได้​หรือ​ไง?","這座老式墓地發生什麼事了？","Audio/Dialogue//Character/StrDex/Event/Duelist_317_11.ogg","",10000,0
725,"Duelist85","This feels like... power.","Ça sent... la puissance.","Ich fühle ... Macht.","これが…...力か。","이건... 힘이 솟구친다.","Isso parece... poder. ","Чувствуется... власть.","Esto huele a... poder.","สัมผัส​แล้ว​รู้สึก​ถึง... พลัง​อำนาจ","這感覺就像…力量。","Audio/Dialogue//Character/StrDex/Event/Duelist_317_12.ogg","",10000,0
