"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","[i32]_76","[i32]_92"
184,"LachlannGreetingAsiniaKey","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_05.ogg""]",[],100,[4703],[],[],[]
185,"LachlannGreetingDravenKey","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_01_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Greeting_OneKey_03_05.ogg""]",[],100,[4704],[],[],[]
186,"LachlannFarewell","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_01_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_03_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_04_03.ogg""]",[],100,[],"[4703,4704]",[],[]
187,"LachlannFarewellAsiniaKey","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_04.ogg""]",[],100,[4703],[],[],[]
188,"LachlannFarewellDravenKey","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Lachlann_Greeting/Lachlann_Farewell_OneKey_04_04.ogg""]",[],100,[4704],[],[],[]
189,"Risu1","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_04.ogg""]",[],100,[],[],[],[]
190,"Risu2","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_04.ogg""]",[],100,[],[],[],[]
191,"Risu3","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Greeting_04_04.ogg""]",[],100,[],[],[],[]
192,"Risu4","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Risu_Greeting/Risu_Farewell_04_04.ogg""]",[],100,[],[],[],[]
193,"Shambrin1","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Greeting_04_03.ogg""]",[],100,[],[],[],[]
194,"Shambrin1Happy","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_GreetingHappy_04_04.ogg""]",[],100,[4580],[],[],[]
195,"Shambrin2","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_05_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_Farewell_05_04.ogg""]",[],100,[],[],[],[]
196,"Shambrin2Happy","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Shambrin_Greeting/Shambrin_FarewellHappy_04_03.ogg""]",[],100,[4580],[],[],[]
197,"Asala1","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Greeting_04_02.ogg""]",[],100,[],[],[],[]
198,"Asala2","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Greeting/AsalaA2_Farewell_04_03.ogg""]",[],100,[],[],[],[]
199,"AsalaEnergeticByes",[],[],100,[],[],[],[]
200,"AsalaAllByes",[],[],100,[],[],[],[]
201,"AsalaDivineHellos",[],[],100,[],[],[],[]
