"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","XBoxText","XBoxText (French)","XBoxText (German)","XBoxText (Japanese)","XBoxText (Korean)","XBoxText (Portuguese)","XBoxText (Russian)","XBoxText (Spanish)","XBoxText (Thai)","XBoxText (Traditional Chinese)","XBoxText2","XBoxText2 (French)","XBoxText2 (German)","XBoxText2 (Japanese)","XBoxText2 (Korean)","XBoxText2 (Portuguese)","XBoxText2 (Russian)","XBoxText2 (Spanish)","XBoxText2 (Thai)","XBoxText2 (Traditional Chinese)","HASH32","PlaystationText","PlaystationText (French)","PlaystationText (German)","PlaystationText (Japanese)","PlaystationText (Korean)","PlaystationText (Portuguese)","PlaystationText (Russian)","PlaystationText (Spanish)","PlaystationText (Thai)","PlaystationText (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)"
7198,"NoItemError","No item in slot","Pas d'objet dans l'emplacement","Kein Gegenstand im Platz","スロットにアイテムがありません","슬롯에 아이템이 없습니다.","Nenhum item no espaço","В ячейке нет предмета","No hay ningún objeto en el espacio","ไม่มีไอเทมอยู่ในช่อง","欄位內無物品","","","","","","","","","","","","","","","","","","","","",1673991810,"","","","","","","","","","","","","","","","","","","",""
7199,"NotASkillGemError","Item in slot is not an active skill gem","L'objet dans l'emplacement n'est pas une Gemme d'aptitude","Gegenstand im Platz ist keine aktive Fertigkeitengemme","スロット内のアイテムはアクティブスキルジェムではありません","슬롯에 있는 아이템이 액티브 스킬 젬이 아닙니다.","Item no espaço não é uma gema de habilidade ativa","Предмет в ячейке не является камнем активного умения","El objeto que está en el espacio no es una gema de habilidad activa","ไอเทมที่อยู่ในช่องไม่ให้หินสกิลใช้งาน","欄位內物品不屬於主動技能寶石","","","","","","","","","","","","","","","","","","","","",2317959083,"","","","","","","","","","","","","","","","","","","",""
7200,"LevelRequirementError","Level {0} required (Current Level: {1})","Niveau {0} requis (Niveau actuel : {1})","Erfordert Stufe {0} (Aktuelle Stufe: {1})","要求レベル：{0}（現在のレベル：{1}）","레벨 {0} 필요 (현재 레벨: {1})","Nível {0} necessário (Nível Atual: {1})","Требуется уровень {0} (текущий: {1})","Requiere nivel {0} (nivel actual: {1})","ต้องการเลเวล {0} (เลเวลปัจจุบัน: {1})","需要達 {0} 級（目前等級：{1}）","","","","","","","","","","","","","","","","","","","","",3398135589,"","","","","","","","","","","","","","","","","","","",""
7201,"StrRequirementError","{0} Strength required (Current Strength: {1})","{0} de Force requis (Force actuelle : {1})","Erfordert {0} Stärke (Aktuelle Stärke: {1})","要求筋力値：{0}（現在の筋力値：{1}）","힘 {0} 필요 (현재 힘: {1})","{0} Força necessária (Força Atual: {1})","Требуется {0} силы (текущая сила: {1})","Requiere {0} de fuerza (fuerza actual: {1})","ต้องการ {0} Strength (Strength ปัจจุบัน: {1})","需要 {0} 點力量（目前力量：{1}）","","","","","","","","","","","","","","","","","","","","",1179361694,"","","","","","","","","","","","","","","","","","","",""
7202,"DexRequirementError","{0} Dexterity required (Current Dexterity: {1})","{0} de Dextérité requis (Dextérité actuelle : {1})","Erfordert {0} Geschick (Aktuelles Geschick: {1})","要求器用さ値：{0}（現在の器用さ値：{1}）","민첩 {0} 필요 (현재 민첩: {1})","{0} Destreza necessária (Destreza Atual: {1})","Требуется {0} ловкости (текущая ловкость: {1})","Requiere {0} de destreza (destreza actual: {1})","ต้องการ {0} Dexterity (Dexterity ปัจจุบัน: {1})","需要 {0} 點敏捷（目前敏捷：{1}）","","","","","","","","","","","","","","","","","","","","",725316700,"","","","","","","","","","","","","","","","","","","",""
7203,"IntRequirementError","{0} Intelligence required (Current Intelligence: {1})","{0} d'Intelligence requis (Intelligence actuelle : {1})","Erfordert {0} Intelligenz (Aktuelle Intelligenz: {1})","要求知性値：{0}（現在の知性値：{1}）","지능 {0} 필요 (현재 지능: {1})","{0} Inteligência necessária (Inteligência Atual: {1})","Требуется {0} интеллекта (текущий интеллект: {1})","Requiere {0} de inteligencia (inteligencia actual: {1})","ต้องการ {0} Intelligence (Intelligence ปัจจุบัน: {1})","需要 {0} 點智慧（目前智慧：{1}）","","","","","","","","","","","","","","","","","","","","",2337734391,"","","","","","","","","","","","","","","","","","","",""
7204,"WeaponRequirementError","Incorrect weapon type","Type d'arme incorrect","Falscher Waffentyp","武器のタイプが間違っています","잘못된 무기 유형","Tipo de arma incorreto","Неподходящий тип оружия","Tipo de arma incorrecto","อาวุธมีชนิดไม่ถูกต้อง","武器類型不正確","","","","","","","","","","","","","","","","","","","","",3103738825,"","","","","","","","","","","","","","","","","","","",""
7205,"InvalidSlotError","Invalid Slot","Emplacement invalide","Ungültiger Platz","無効なスロット","유효하지 않은 슬롯","Espaço Inválido","Неправильная ячейка","Espacio inválido","ช่องไม่ถูกต้อง","欄位無效","","","","","","","","","","","","","","","","","","","","",3701911707,"","","","","","","","","","","","","","","","","","","",""
7206,"MissingItemRequirementError","<rgb(204,92,92)>{Item can not be used:} \n","<rgb(204,92,92)>{L'objet ne peut pas être utilisé :} \n","<rgb(204,92,92)>{Gegenstand kann nicht benutzt werden:} \n","<rgb(204,92,92)>{アイテムは使用できません：} \n","<rgb(204,92,92)>{아이템 사용 불가:} \n","<rgb(204,92,92)>{Item não pode ser usado:} \n","<rgb(204,92,92)>{Предмет нельзя использовать:} \n","<rgb(204,92,92)>{El objeto no se puede usar:} \n","<rgb(204,92,92)>{ไอเทมนี้ไม่สามารถใช้งานได้:} \n","<rgb(204,92,92)>{物品無法使用：} \n","","","","","","","","","","","","","","","","","","","","",695545138,"","","","","","","","","","","","","","","","","","","",""
7207,"ConsoleActionEndApplyMode","","","","","","","","","","","Cancel Apply","Annuler le mode Appliquer","Anwenden abbrechen","適用を取り消し","신청 취소","Cancelar Aplicação","Отменить применение","Cancelar aplicación","ยกเลิกการใช้","取消套用","","","","","","","","","","",4197969082,"","","","","","","","","","","","","","","","","","","",""
7208,"ConsoleActionReturnPickedUpItem","","","","","","","","","","","Return Item","Rendre l'objet","Gegenstand zurückgeben","アイテムを戻す","아이템 돌려놓기","Devolver Item","Вернуть предмет","Devolver objeto","คืนไอเทม","退還物品","","","","","","","","","","",3000884371,"","","","","","","","","","","","","","","","","","","",""
7209,"ActionMoveUp","Move up","Se déplacer vers le haut","Nach oben bewegen","上","위로 이동","Mover para cima","Двигаться вверх","Moverse hacia arriba","เดินขึ้น","向上移動","","","","","","","","","","","","","","","","","","","","",3611348575,"","","","","","","","","","","","","","","","","","","",""
7210,"ActionMoveLeft","Move Left","Se déplacer vers la gauche","Nach links bewegen","左","왼쪽으로 이동","Mover para a esquerda","Двигаться влево","Moverse a la izquierda","เดินซ้าย","向左移動","","","","","","","","","","","","","","","","","","","","",1638784936,"","","","","","","","","","","","","","","","","","","",""
7211,"ActionMoveDown","Move Down","Se déplacer vers le bas","Nach unten bewegen","下","아래로 이동","Mover para baixo","Двигаться вниз","Moverse hacia abajo","เดินลง","向下移動","","","","","","","","","","","","","","","","","","","","",1083249129,"","","","","","","","","","","","","","","","","","","",""
7212,"ActionMoveRight","Move Right","Se déplacer vers la droite","Nach rechts bewegen","右","오른쪽으로 이동","Mover para a direita","Двигаться вправо","Moverse a la derecha","เดินขวา","向右移動","","","","","","","","","","","","","","","","","","","","",576011575,"","","","","","","","","","","","","","","","","","","",""
7213,"GameInputTypeWASD","WASD","Touches ZQSD","WASD","WASD","WASD","WASD","WASD","WASD","WASD","WASD","","","","","","","","","","","","","","","","","","","","",2702922241,"","","","","","","","","","","","","","","","","","","",""
7214,"OptionsGameInputModeChangeKeyboardMode","Toggle keyboard input method","Basculer la méthode de commandes au clavier","Tastatur-Eingabemethode umschalten","キーボード入力法を切り替え","키보드 입력 방식 전환","Alternar método de entrada pelo teclado","Переключить метод ввода с клавиатуры","Activar método de entrada de teclado","สลับการควบคุมเกมด้วยคีย์บอร์ด","切換鍵盤輸入方法","","","","","","","","","","","","","","","","","","","","",1205940778,"","","","","","","","","","","","","","","","","","","",""
7215,"OptionsGameInputModeChangeKeyboardModeDescription","Toggles between directional movement and click to move","Bascule entre le déplacement avec les touches directionnelles et le déplacement à la souris","Wechselt zwischen direktionaler Bewegung und Klicken zum Bewegen","方向移動かクリック移動かを切り替え","방향키 이동 방식과 클릭 이동 방식을 전환합니다.","Alterna entre movimento direcional e clicar para mover","Переключает между движением клавишами и по щелчку","Alterna entre el movimiento direccional y mediante clics","สลับระหว่างการควบคุมด้วยทิศทางและการคลิกเพื่อเคลื่อนที่","切換方向鍵移動和點擊移動","","","","","","","","","","","","","","","","","","","","",1428801411,"","","","","","","","","","","","","","","","","","","",""
7216,"SanctumLeaveButtonHover","Leave Trials\n\nTrial progress will be saved and you can return later.","Quitter l'Épreuve\n\nLes progrès de l'Épreuve seront sauvegardés et vous pourrez y retourner plus tard.","Prüfungen verlassen\n\nDer Fortschritt der Prüfungen wird gespeichert und du kannst später zurückkehren.","試練を離れる\n\n試練の進捗は保存され、あとで再開できます。","시련 떠나기\n\n시련 진행 상황이 저장되며 나중에 돌아올 수 있습니다.","Sair das Provações\n\nO progresso da Provação será salvo e você poderá retornar mais tarde.","Выйти\n\nПрогресс Испытаний будет сохранён, и вы сможете вернуться позже.","Salir de las pruebas\n\nEl progreso de las pruebas se guardará y podrás regresar más tarde.","ออกจากบททดสอบ\n\nความก้าวหน้าของบททดสอบจะถูกบันทึกเอาไว้ และคุณสามารถกลับมาในภายหลังได้","離開試煉\n\n試煉的進度會被保留且可於之後重返","","","","","","","","","","","","","","","","","","","","",1781210406,"","","","","","","","","","","","","","","","","","","",""
7217,"ConsoleActionReplaceEquip","Replace","Remplacer","Ersetzen","置き換え","교체","Substituir","Заменить","Reemplazar","สวมใส่แทน","取代","","","","","","","","","","","","","","","","","","","","",3843245356,"","","","","","","","","","","","","","","","","","","",""
7218,"MercenaryCompanionLevel","Level:","Niveau :","Stufe:","レベル：","레벨:","Nível:","Уровень:","Nivel:","เลเวล:","等級：","","","","","","","","","","","","","","","","","","","","",464201134,"","","","","","","","","","","","","","","","","","","",""
7219,"CommandMinionSkills","Command Minion Skills","Aptitudes de contrôle des Créatures","Kreaturenfertigkeiten verwalten","コマンドミニオンスキル","소환수 스킬 조종","Comandar Habilidades de Lacaios","Умения управления приспешниками","Dirigir las habilidades de los esbirros","สกิลสั่งการมิเนียน","命令召喚物技能","","","","","","","","","","","","","","","","","","","","",2581528193,"","","","","","","","","","","","","","","","","","","",""
