"rownum","Id","ItemClass","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool_225","UncutGemSoundEffect","rid_242","bool_258","Unmodifiable","Achievement","ShopTag","rid_292","i32_308","[rid]_312","[rid]_328","[rid]_344"
572,"Metadata/Items/Gems/SkillGemBoneshatter",18,1,1,"Boneshatter","Brise-os","Knochenbrechen","ボーンシャッター","뼈 박살","Esmaga-ossos","Дробление костей","Destrozahuesos","<size:37>{สลายกระดูก}","碎骨","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9319,1445469227,[],"","M","N","","","F","NS","F","","","","",[],[],"","","","","","",[],351,"",0,[],[],[]
573,"Metadata/Items/Gems/SkillGemEyeOfWinter",18,1,1,"Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","<size:37>{ดวงตาเหมันต์}","凜冬之眼","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],38,9317,3061768710,[],"","M","N","","","F","NS","F","","","","",[],[],"","","","","","",[],340,"",0,[],[],[]
574,"Metadata/Items/Gems/SkillGemTornado",18,1,1,"Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","<size:37>{พายุสลาตัน}","龍捲風","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],38,9327,542936049,[],"","F","M","","","F","NS","F","","","","",[],[],"","","","","","",[],343,"",0,[],[],[]
575,"Metadata/Items/Gems/SkillGemLightningConduit",18,1,1,"Lightning Conduit","Vecteur de foudre","Blitzleitung","ライトニングコンジット","번개 도관","Conduíte de Raios","Проводник молнии","Conducto de rayo","<size:37>{คาถาล่อฟ้า}","導雷","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],38,9337,175187259,[],"","M","F","","","F","MS","F","","","","",[],[],"","","","","","",[],358,"",0,[],[],[]
576,"Metadata/Items/Gems/SkillGemGalvanicField",18,1,1,"Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","<size:37>{สนามกระแสไฟ}","電光領域","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,1195512806,[],"","M","N","","","F","NS","F","","","","",[],[],"","","","","","",[],356,"",0,[],[],[]
577,"Metadata/Items/Gems/SkillGemVolcanicFissure",18,1,1,"Volcanic Fissure","Fissure volcanique","Vulkanische Spalte","ヴォルカニックフィッシャー","화산 균열","Fenda Vulcânica","Вулканический разлом","Fisura volcánica","<size:37>{ภูเขาไฟผ่าแยก}","炎火脈動","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,9340,3147616260,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
578,"Metadata/Items/Gems/SkillGemRapidAssault",18,1,1,"Rapid Assault","Assaut rapide","Schneller Angriff","ラピッドアサルト","신속한 공격","Ataque Rápido","Стремительное нападение","Asalto rápido","<size:37>{จู่โจมรวดเร็ว}","極速進攻","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,9360,147092379,[],"","M","M","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
579,"Metadata/Items/Gems/SkillGemDisengage",18,1,1,"Disengage","Désengagement","Rückzug","ディスエンゲージ","철수","Recuar","Отступление","Retroceso","<size:37>{เลิกประจัญบาน}","脫離戰鬥","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9359,576104153,[],"","M","M","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
580,"Metadata/Items/Gems/SkillGemBloodHunt",18,1,1,"Blood Hunt","Traque sanguinaire","Blutjagd","ブラッドハント","피의 사냥","Caçada Sangrenta","Кровавая охота","Cacería de sangre","<size:37>{ล่าหาเลือด}","鮮血狩獵","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,9358,2293520619,[],"","F","N","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
581,"Metadata/Items/Gems/SkillGemWhirlingSlash",18,1,1,"Whirling Slash","Taillade tourbillonnante","Wirbelnder Schlag","ワーリングスラッシュ","소용돌이 베기","Corte Giratório","Вихревой удар","Corte giratorio","<size:37>{ฟันเรียกพายุ}","迴旋斬","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9362,2017960550,[],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
582,"Metadata/Items/Gems/SkillGemSpearfield",18,1,1,"Spearfield","Champ de lance","Speerfeld","スピアフィールド","창의 지대","Mar de Lanças","Поле копий","Campo de lanzas","<size:37>{สนามหอก}","長矛之錐","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,9363,678360481,[],"","M","M","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
583,"Metadata/Items/Gems/SkillGemDemonMagus",77,1,1,"Demon Magus","Mage démoniaque","Dämonenmagus","デーモンメーガス","악마 신관","Mago Demoníaco","Демон-маг","Invocar magus demonio","<size:37>{จอมเวทอสูร}","惡魔瑪格思","Metadata/Items/Gems/MetaSkillGem",51,"",[],1,"",[],38,9421,328424262,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
584,"Metadata/Items/Gems/SkillGemLightningSpear",18,1,1,"Lightning Spear","Lance de foudre","Blitzspeer","ライトニングスピア","번개 창","Lança Relampejante","Копьё молнии","Lanza de rayos","<size:37>{หอกสายฟ้า}","閃電長矛","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,9365,4240477898,[],"","F","M","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
585,"Metadata/Items/Gems/SkillGemGlacialLance",18,1,1,"Glacial Lance","Lance glaciale","Eislanze","グレイシャルランス","빙하 창","Lança Glacial","Леденящее копьё","Lanzada glacial","<size:37>{ทวนเยือกแข็ง}","冰川之槍","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,9366,2886117145,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
586,"Metadata/Items/Gems/SkillGemAxeChop",18,1,1,"[DNT-UNUSED] Axe Chop","WIP","[DNT-UNUSED] Axe Chop","[DNT-UNUSED] Axe Chop","WIP","WIP","[DNT-UNUSED] Axe Chop","[DNT-UNUSED] Axe Chop","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,3087763255,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
587,"Metadata/Items/Gems/SkillGemAxeSlash",18,1,1,"[DNT-UNUSED] Axe Slash","WIP","[DNT-UNUSED] Axe Slash","[DNT-UNUSED] Axe Slash","WIP","WIP","[DNT-UNUSED] Axe Slash","[DNT-UNUSED] Axe Slash","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8830,2356428862,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
588,"Metadata/Items/Gems/SkillGemWhirlingAssault",18,1,1,"Whirling Assault","Assaut tourbillonnant","Wirbelnder Angriff","ワーリングアサルト","선회 공격","Ataque Giratório","Вихревой налёт","Asalto giratorio","<size:37>{หมุนตัวจู่โจม}","迴旋擊","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],38,9388,4205828030,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
589,"Metadata/Items/Gems/SkillGemRollingSlam",18,1,1,"Rolling Slam","Fracas déferlant","Rollender Hieb","ローリングスラム","몰려오는 강타","Pancada Giratória","Крутящий удар","Embate rodante","<size:37>{เหวี่ยงตัวทุบ}","翻騰重擊","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9392,984173153,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
590,"Metadata/Items/Gems/SkillGemEscapeShot",18,1,1,"Escape Shot","Tir de fuite","Deckungsfeuer","エスケープショット","탈출 사격","Disparo de Fuga","Выстрел с отскоком","Disparo de huida","<size:37>{ศรหลบหนี}","逃脫之矢","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9603,1043432747,[],"","M","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
591,"Metadata/Items/Gems/SkillGemSuperchargedSlam",18,1,1,"Supercharged Slam","Fracas superchargé","Supergeladener Hieb","スーパーチャージドスラム","초과 충전 강타","Pancada Supercarregada","Сверхмощный удар","Embate sobrecargado","<size:37>{ทุบอัดพลัง}","超載重擊","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],38,9163,2342028475,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
592,"Metadata/Items/Gems/SkillGemEvasiveStrike",18,1,1,"[DNT-UNUSED] Evasive Strike","WIP","[DNT-UNUSED] Evasive Strike","[DNT-UNUSED] Evasive Strike","WIP","WIP","[DNT-UNUSED] Evasive Strike","[DNT-UNUSED] Evasive Strike","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8843,149309812,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
593,"Metadata/Items/Gems/SkillGemWindBlast",18,1,1,"Wind Blast","Rafale de vent","Windstoß","ウィンドブラスト","바람 폭발","Rajada de Vento","Порыв ветра","Golpe de viento","<size:37>{ลมสนั่น}","破風爆裂","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],38,9384,1053939761,[],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
594,"Metadata/Items/Gems/SkillGemBladeDance",18,1,1,"[DNT-UNUSED] Blade Dance","WIP","[DNT-UNUSED] Blade Dance","[DNT-UNUSED] Blade Dance","WIP","WIP","[DNT-UNUSED] Blade Dance","[DNT-UNUSED] Blade Dance","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8842,1991434212,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
595,"Metadata/Items/Gems/SkillGemClawRake",18,1,1,"[DNT-UNUSED] Claw Rake","WIP","[DNT-UNUSED] Claw Rake","[DNT-UNUSED] Claw Rake","WIP","WIP","[DNT-UNUSED] Claw Rake","[DNT-UNUSED] Claw Rake","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8842,2033723455,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
596,"Metadata/Items/Gems/SkillGemSpinningFlail",18,1,1,"[DNT-UNUSED] Spinning Flail","WIP","[DNT-UNUSED] Spinning Flail","[DNT-UNUSED] Spinning Flail","WIP","WIP","[DNT-UNUSED] Spinning Flail","[DNT-UNUSED] Spinning Flail","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8909,3638998780,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
597,"Metadata/Items/Gems/SkillGemAxeExecute",18,1,1,"[DNT-UNUSED] Axe Execute","WIP","[DNT-UNUSED] Axe Execute","[DNT-UNUSED] Axe Execute","WIP","WIP","[DNT-UNUSED] Axe Execute","[DNT-UNUSED] Axe Execute","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,2394721776,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
598,"Metadata/Items/Gems/SkillGemAxeLeapingChop",18,1,1,"[DNT-UNUSED] Axe Leaping Chop","WIP","[DNT-UNUSED] Axe Leaping Chop","[DNT-UNUSED] Axe Leaping Chop","WIP","WIP","[DNT-UNUSED] Axe Leaping Chop","[DNT-UNUSED] Axe Leaping Chop","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,612185712,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
599,"Metadata/Items/Gems/SkillGemAxeWhirlingSlash",18,1,1,"[DNT-UNUSED] Axe Whirling Slash","WIP","[DNT-UNUSED] Axe Whirling Slash","[DNT-UNUSED] Axe Whirling Slash","WIP","WIP","[DNT-UNUSED] Axe Whirling Slash","[DNT-UNUSED] Axe Whirling Slash","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,1294479656,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
600,"Metadata/Items/Gems/SkillGemAxeRaisedChop",18,1,1,"[DNT-UNUSED] Axe Raised Chop","WIP","[DNT-UNUSED] Axe Raised Chop","[DNT-UNUSED] Axe Raised Chop","WIP","WIP","[DNT-UNUSED] Axe Raised Chop","[DNT-UNUSED] Axe Raised Chop","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,1477644970,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
601,"Metadata/Items/Gems/SkillGemAxeHeavyCleave",18,1,1,"[DNT-UNUSED] Axe Heavy Cleave","WIP","[DNT-UNUSED] Axe Heavy Cleave","[DNT-UNUSED] Axe Heavy Cleave","WIP","WIP","[DNT-UNUSED] Axe Heavy Cleave","[DNT-UNUSED] Axe Heavy Cleave","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8832,303020895,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
602,"Metadata/Items/Gems/SkillGemKnifeFlip",18,1,1,"[DNT-UNUSED] Knife Flip","WIP","[DNT-UNUSED] Knife Flip","[DNT-UNUSED] Knife Flip","WIP","WIP","[DNT-UNUSED] Knife Flip","[DNT-UNUSED] Knife Flip","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,8997,2826553733,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
603,"Metadata/Items/Gems/SkillGemWaveOfFrost",18,1,1,"Wave of Frost","Vague de givre","Kältewelle","ウェーブオブフロスト","서리의 파도","Onda de Gelo","Волна мороза","Ola de escarcha","<size:37>{คลื่นเยือกแข็ง}","寒冰波","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],38,9383,3043451501,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
604,"Metadata/Items/Gems/SkillGemSwordLunge",18,1,1,"[DNT-UNUSED] Sword Lunge","WIP","[DNT-UNUSED] Sword Lunge","[DNT-UNUSED] Sword Lunge","WIP","WIP","[DNT-UNUSED] Sword Lunge","[DNT-UNUSED] Sword Lunge","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9181,3289768116,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
605,"Metadata/Items/Gems/SkillGemSwordLeapSlash",18,1,1,"[DNT-UNUSED] Sword Leap Slash","WIP","[DNT-UNUSED] Sword Leap Slash","[DNT-UNUSED] Sword Leap Slash","WIP","WIP","[DNT-UNUSED] Sword Leap Slash","[DNT-UNUSED] Sword Leap Slash","DNT","WIP","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,9180,992015000,[],"","M","N","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
606,"Metadata/Items/Gems/SkillGemIceStrike",18,1,1,"Ice Strike","Frappe de glace","Eisschlag","アイスストライク","얼음 타격","Golpe de Gelo","Ледяной удар","Golpe de hielo","<size:37>{ฟาดน้ำแข็ง}","霜星連擊","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],38,9382,3811781277,[],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
607,"Metadata/Items/Gems/SkillGemBearMaul",18,1,1,"Maul","Déchiquetage","Prankenschlag","モール","사나운 발톱","Dilacerar","Трёпка","Zarpazo","<size:37>{ตะปบ}","爪擊","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,4046979488,[],"","M","M","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
608,"Metadata/Items/Gems/SkillGemTreeWhip",18,1,1,"[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","[DNT] Whip","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,1581629634,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
609,"Metadata/Items/Gems/SkillGemRend",18,1,1,"Rend","Déchirure","Reißen","レンド","분리","Rasgar","Рваная рана","Desgarrar","<size:37>{ปาดเนื้อ}","撕扯","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16941,3350054308,[],"","M","N","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
610,"Metadata/Items/Gems/SkillGemChaosbolt",18,1,1,"Chaos Bolt","Trait de chaos","Chaosbolzen","カオスボルト","카오스 화살","Seta Caótica","Снаряд хаоса","Descarga de caos","<size:37>{ลูกพลังเคออส}","混沌弩箭","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,1526714176,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
611,"Metadata/Items/Gems/SkillGemCoilingBolts",18,1,1,"Coiling Bolts","Traits serpentants","Unwindende Bolzen","コイリングボルト","똬리를 트는 볼트","Setas Sinuosas","Петляющие снаряды","Descargas espiraladas","<size:37>{ลูกพลังพันเกลียว}","寂纏彈","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,2033643697,[],"","MP","MP","","","F","MP","FP","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
612,"Metadata/Items/Gems/SkillGemFirebolt",18,1,1,"Firebolt","Trait de feu","Feuerbolzen","ファイヤーボルト","화염 화살","Seta Flamejante","Огненный снаряд","Descarga de fuego","<size:37>{ลูกพลังไฟ}","火彈","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,16401,2256574615,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
613,"Metadata/Items/Jewels/JewelTimeless",41,1,1,"Timeless Jewel","Joyau intemporel","Immerwährendes Juwel","タイムレスジュエル","무궁한 주얼","Joia Atemporal","Вневременной самоцвет","Joya atemporal","Timeless Jewel","永恆珠寶","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,137,136,135,33]",11,13450,1920729052,[],"","M","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
614,"Metadata/Items/Jewels/JewelStr",41,1,1,"Ruby","Rubis","Rubin","ルビー","루비","Rubi","Рубин","Rubí","Ruby","紅寶石","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,135]",11,11476,1074674360,[],"","M","M","","","M","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
615,"Metadata/Items/Jewels/JewelDex",41,1,1,"Emerald","Émeraude","Smaragd","エメラルド","에메랄드","Esmeralda","Изумруд","Esmeralda","Emerald","綠寶石","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,136]",11,11477,1065669911,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
