"rownum","NPCKey","i32_16","DialogueOption","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[rid]_28","[rid]_44","[rid]_60","Script","QuestFlags1","Category","QuestRewardOffersKey","QuestFlag2","NPCTextAudioKeys","Script2","bool_172","bool_173","[i32]_174","[i32]_190","i32_206","[i32]_210","[i32]_226","bool_242","BaseItemTypes","[i32]_259","bool_275","DialogueOption2","ConsoleQuickAction","Music1","i32_316","[rid]_320","i32_336","Music2","i32_356","QuestFlag3","bool_376","i32_377","row_381","TalkDialogue","bool_405","Ascendancy","bool_422"
812,512,2,"Dark Mists","Les Brumes obscures","Dunkle Nebel","闇の霧","어둑한 안개","Brumas Sombrias","Тёмные туманы","Nieblas oscuras","หมอกมืดมน","暗黑迷霧",[4175],"[3865,4187,321]",[321],"",[321],6,"",321,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,187,0,"",1,0,"",[34],"",[],""
813,512,3,"Dark Mists","Les Brumes obscures","Dunkle Nebel","闇の霧","어둑한 안개","Brumas Sombrias","Тёмные туманы","Nieblas oscuras","หมอกมืดมน","暗黑迷霧",[321],[322],[322],"",[322],6,"",322,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,187,0,"",1,0,"",[36],"",[],""
814,512,4,"Dark Mists","Les Brumes obscures","Dunkle Nebel","闇の霧","어둑한 안개","Brumas Sombrias","Тёмные туманы","Nieblas oscuras","หมอกมืดมน","暗黑迷霧",[4281],[318],[318],"",[318],6,"",318,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,187,0,"",1,0,"",[95],"",[],""
815,512,5,"Dark Mists Reward","Les Brumes obscures (récompense)","Belohnung: Dunkle Nebel","闇の霧 - 報酬","어둑한 안개 보상","Recompensa de Brumas Sombrias","Тёмные туманы (награда)","Recompensa de Nieblas oscuras","รางวัลเควสต์ หมอกมืดมน","暗黑迷霧獎勵",[318],[],[319],"",[319],7,23,319,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
816,512,6,"Dark Mists Reward","Les Brumes obscures (récompense)","Belohnung: Dunkle Nebel","闇の霧 - 報酬","어둑한 안개 보상","Recompensa de Brumas Sombrias","Тёмные туманы (награда)","Recompensa de Nieblas oscuras","รางวัลเควสต์ หมอกมืดมน","暗黑迷霧獎勵",[318],[320],[876],"",[876],7,24,876,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
817,512,7,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[4186],"[4175,5330]",[4174],"",[4174],3,"",4174,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[11],"",[],""
818,512,8,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[5083],"[4186,5330]",[4175],"",[4175],3,"",4175,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[10],"",[],""
819,512,9,"Kingsmarch","Marcheroi","Königsmark","キングスマーチ","킹스마치","Kingsmarch","Кингсмарш","Marca del rey","คิงส์มาร์ช","金司馬區",[],[],[4177],"",[],3,"",4177,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[96],"",[],""
820,512,10,"The King","Le Roi","Der König","王について","왕","O Rei","Король","El rey","กษัตริย์","帝王",[3955],[],[688],"",[],3,"",688,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[98],"",[],""
821,512,11,"Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯",[4186],[4178],[4178],"",[],3,"",4178,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[99],"",[],""
822,512,12,"The Way","La Voie","Der Kodex","カルイの道","길","O Modo","Путь","La tradición","วิถี","道路",[4178],[],[649],"",[],3,"",649,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[117],"",[],""
823,512,13,"Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯",[345],[375],[680],"",[],3,"",680,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[100],"",[],""
824,512,14,"Makoru","Makoru","Makoru","マコル","마코루","Makoru","Макору","Makoru","มาโครู","瑪寇魯",[375],[],[681],"",[],3,"",681,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[101],"",[],""
825,512,15,"Kanu","Kanu","Kanu","カヌ","카누","Kanu","Кану","Kanu","คานู","卡努",[177],"[2004,340]",[682],"",[],3,"",682,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[102],"",[],""
826,512,16,"Kanu","Kanu","Kanu","カヌ","카누","Kanu","Кану","Kanu","คานู","卡努","[177,2004]",[340],[682],"",[],3,"",682,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[103],"",[],""
827,512,17,"Kanu","Kanu","Kanu","カヌ","카누","Kanu","Кану","Kanu","คานู","卡努",[340],[],[683],"",[],3,"",683,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[104],"",[],""
828,512,18,"Tavakai","Tavakai","Tavakai","タヴァカイ","타바카이","Tavakai","Тавакаи","Tavakai","ทาวาไค","塔瓦凱",[2004],[346],[684],"",[],3,"",684,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[105],"",[],""
829,512,19,"Tavakai","Tavakai","Tavakai","タヴァカイ","타바카이","Tavakai","Тавакаи","Tavakai","ทาวาไค","塔瓦凱",[346],[375],[685],"",[],3,"",685,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[106],"",[],""
830,512,20,"Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",[2181],[],[4179],"",[],3,"",4179,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[108],"",[],""
831,512,21,"Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Dannig","เกว็นเน็น","關南",[3961],[],[4180],"",[],3,"",4180,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[110],"",[],""
832,512,22,"Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",[2182],[],[4181],"",[],3,"",4181,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[109],"",[],""
833,512,23,"The Kalguur","Les Kalguurs","Die Kalguur","カルグール","칼구르","Kalguur","Калгуур","Los kalguur","คาลเกอร์","卡爾葛",[4177],[],[4182],"",[],3,"",4182,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[97],"",[],""
834,512,24,"The Search","La Recherche","Die Suche","探索","탐색","A Busca","Поиски","La búsqueda","แสวงศัสตราวุธ","搜尋",[324],[326],[5085],"",[],3,"",5085,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[114],"",[],""
835,512,25,"Tangmazu","Tangmazu","Tangmazu","タングマズ","탕마주","Tangmazu","Тангмазу","Tangmazu","ทังมาซู","湯馬祖",[4281],[686],[686],"",[],3,"",686,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[115],"",[],""
836,512,26,"Tangmazu","Tangmazu","Tangmazu","タングマズ","탕마주","Tangmazu","Тангмазу","Tangmazu","ทังมาซู","湯馬祖",[686],[],[687],"",[],3,"",687,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[116],"",[],""
837,512,27,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販賣物品",[],[],[],"",[],12,"",72,[],"","","",[],[],4839,[],[],"","","[1,2]","","",0,"",57,[],57,187,0,"","",0,"",[],"",[],""
838,512,28,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],"[4186,5083,5084]",[5330],"",[5330],3,"",5330,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[267],"",[],""
839,512,29,"Farrow","Farrow","Farrow","ファロウ","패로우","Farrow","Фарроу","Farrow","แฟร์โรว์","法羅",[],[],[5703],"",[],3,"",5703,[],"","","",[],[],4839,[],[],"","",[],"","","","",54,[],57,"",0,"","",0,"",[768],"",[],""
840,521,0,"Kingsmarch","Marcheroi","Königsmark","キングスマーチ","킹스마치","Kingsmarch","Кингсмарш","Marca del rey","คิงส์มาร์ช","金司馬區",[],[],[4001],"",[4001],6,"",4001,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[12],"",[],""
841,521,1,"Murals","Fresques","Wandbilder","壁画","벽화","Murais","Фрески","Murales","ภาพจิตรกรรมฝาผนัง","壁畫",[507],[],[609],"",[],3,"",609,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[272],"",[],""
842,521,2,"The Weapon","L'Arme","Die Waffe","武器","무기","A Arma","Оружие","El arma","ศัสตราวุธ","武器",[4001],[324],[610],"",[],3,"",610,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[14],"",[],""
843,521,3,"Precursor Forge","Forge des Prédécesseurs","Wegbereiter-Schmiede","先人の鍛冶場","선도자 대장간","Forja Precursora","Кузня Предтеч","Forja precursora","เตาหลอมกลุ่มชนก่อนกาล","先行者熔爐",[487],[345],[611],"",[],3,"",611,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[275],"",[],""
844,521,4,"The Third Edict","Le Troisième édit","Das Dritte Edikt","第三の勅令","세 번째 칙령","O Terceiro Edito","Третий эдикт","El tercer edicto","โองการที่สาม","第三戒律",[324],[],[612],"",[],3,"",612,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[273],"",[],""
845,521,5,"The Vaal","Les Vaal","Die Vaal","ヴァール人","바알","Os Vaal","Ваал","Los vaal","วาล์","瓦爾人",[612],[],[613],"",[],3,"",613,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[274],"",[],""
846,521,6,"Spires","Cimes","Spitzen","尖塔","첨탑","Cumes","Шпили","Torres","ยอดแหลม","尖塔",[615],[],[614],"",[],3,"",614,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[276],"",[],""
847,521,7,"Alliance","Alliance","Allianz","同盟","동맹","Aliança","Союз","Alianza","พันธมิตร","盟軍",[429],[],[692],"",[],3,"",692,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[282],"",[],""
848,589,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],[3878],[5090],"",[5090],3,"",5090,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[226],"",[],""
849,589,1,"Shark Fin","Aileron de requin","Haiflosse","鮫のヒレ","상어 지느러미","Barbatana de Tubarão","Акулий плавник","Aleta de tiburón","ครีบฉลาม","鯊魚鰭",[5090],"[4134,561,5099]",[561],"",[561],6,"",561,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[229],"",[],""
850,589,2,"Shark Fin","Aileron de requin","Haiflosse","鮫のヒレ","상어 지느러미","Barbatana de Tubarão","Акулий плавник","Aleta de tiburón","ครีบฉลาม","鯊魚鰭",[561],[5099],[5097],"",[5097],6,"",5097,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[230],"",[],""
851,589,3,"Shark Fin Found","Aileron de requin récupéré","Haiflosse gefunden","鮫のヒレを発見","상어 지느러미 발견","Barbatana de Tubarão Encontrada","Акулий плавник (найден)","Aleta de tiburón encontrada","พบครีบฉลาม","找到鯊魚鰭",[4134],[],[5099],"",[5099],6,"",5099,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,202,0,"",1,0,"",[227],"",[],""
852,589,4,"Shark Fin Found","Aileron de requin récupéré","Haiflosse gefunden","鮫のヒレを発見","상어 지느러미 발견","Barbatana de Tubarão Encontrada","Акулий плавник (найден)","Aleta de tiburón encontrada","พบครีบฉลาม","找到鯊魚鰭","[4134,561]",[],[5099],"",[5099],6,"",5099,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,202,0,"",1,0,"",[231],"",[],""
853,589,5,"Shark Fin Found","Aileron de requin récupéré","Haiflosse gefunden","鮫のヒレを発見","상어 지느러미 발견","Barbatana de Tubarão Encontrada","Акулий плавник (найден)","Aleta de tiburón encontrada","พบครีบฉลาม","找到鯊魚鰭",[5099],[560],[560],"",[560],6,"",560,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,202,0,"",1,0,"",[228],"",[],""
854,589,6,"Tribal Medicine Reward","Médecine tribale (récompense)","Belohnung: Stammesmedizin","部族の治療薬報酬","부족의 의술 보상","Recompensa de Remédio Tribal","Племенное лекарство (награда)","Recompensa de Medicina tribal","รางวัลเควสต์ ยาชนเผ่า","部落藥術獎勵",[560],"[5636,5637,5638,5639]",[5098],"",[5098],7,21,5098,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
855,589,7,"Pride of the Tukohama","Fierté des Tukohamas","Der Stolz von Tukohama","トゥコハマの誇り","투코하마의 긍지","Orgulho dos Tukohama","Гордость Тукохамы","Orgullo de Tukohama","ความภาคภูมิของทูโคฮาม่า","圖克哈瑪之傲",[5168],[],[484],"",[484],6,"",484,[],"","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"",1,0,"",[241],"",[],""
856,589,8,"Tavakai","Tavakai","Tavakai","タヴァカイ","타바카이","Tavakai","Тавакаи","Tavakai","ทาวาไค","塔瓦凱",[2004],[3878],[562],"",[],3,"",562,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[232],"",[],""
857,589,9,"Learning","Apprentissage","Lernen","学び","배움","Lição","Обучение","Aprender","การเรียนรู้","學習",[562],[3878],[563],"",[],3,"",563,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[233],"",[],""
858,589,10,"Knowing your Place","Connaître votre place","Seinen Platz kennen","立場を弁える","자기 자리를 아는 것","Saber o seu Lugar","Место в мире","Conocer tu lugar","การรู้จักที่ของเจ้า","了解你的位置",[563],[3878],[564],"",[],3,"",564,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[234],"",[],""
859,589,11,"Blood Fever","Fièvre de sang","Blutfieber","血の熱病","피의 열병","Febre Sangrenta","Кровавая лихорадка","Fiebre de sangre","ไข้โลหิต","血熱病",[3878],[],[565],"",[],3,"",565,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[235],"",[],""
860,589,12,"Kitava","Kitava","Kitava","キタヴァ","키타바","Kitava","Китава","Kitava","คิทาวา","奇塔弗",[3878],[],[566],"",[],3,"",566,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[236],"",[],""
861,589,13,"Ngamakanui","Ngamakanui","Ngamakanui","ナーマカヌイ","나마카누이","Ngamakanui","Нгамакануи","Ngamakanui","นามาคานุย","尼加馬卡努伊",[3878],[],[567],"",[],3,"",567,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[237],"",[],""
862,589,14,"Hinekora","Hinekora","Hinekora","ヒネコラ","히네코라","Hinekora","Хинекора","Hinekora","ฮิเนโครา","悉妮蔻拉",[300],[],[568],"",[],3,"",568,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[238],"",[],""
863,589,15,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買する","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販賣物品",[5099],[],[],"",[],12,"",72,[],"","","",[],[],4839,[],[],"","","[1,2]","","",0,"",57,[],57,"",0,"","",0,"",[],"",[],""
864,590,0,"Tavakai","Tavakai","Tavakai","タヴァカイ","타바카이","Tavakai","Тавакаи","Tavakai","ทาวาไค","塔瓦凱",[],[],[569],"SendTextAudio( Kaimana_Wild_HealedLeaveConvoBloodFever, 'Metadata/NPC/Four_Act4/KaruiMedicineWomanLiving' );",[569],6,"",569,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[239],"",[],""
865,555,0,"Kingsmarch","Marcheroi","Königsmark","キングスマーチ","킹스마치","Kingsmarch","Кингсмарш","Marca del rey","คิงส์มาร์ช","金司馬區",[],[],[699],"",[699],6,"",699,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[367],"",[],""
866,557,0,"The Blood Crucible","Le Creuset sanglant","Das Blutsiegel","血の坩堝","피 도가니","O Crisol de Sangue","Кровавый Горн","El crisol de sangre","เบ้าหลอมโลหิต","血腥匣盒",[],[3809],[4019],"",[4019],6,"",4019,[8710],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
867,557,1,"The Blood Crucible","Le Creuset sanglant","Das Blutsiegel","血の坩堝","피 도가니","O Crisol de Sangue","Кровавый Горн","El crisol de sangre","เบ้าหลอมโลหิต","血腥匣盒",[3809],[],[4019],"",[4019],6,"",4019,[8711],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
868,558,0,"Read","Lire","Lesen","読む","읽기","Ler","Читать","Leer","อ่าน","已讀",[],[],[],"",[],3,"",72,[8738],"","","",[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
869,558,1,"Read","Lire","Lesen","読む","읽기","Ler","Читать","Leer","อ่าน","已讀",[],[],[],"",[],3,"",72,[8739],"","","",[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
870,558,2,"Read","Lire","Lesen","読む","읽기","Ler","Читать","Leer","อ่าน","已讀",[],[],[],"",[],3,"",72,[8740],"","","",[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
