"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
2422,"maim6","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,57707,"Damage against Maimed Enemies","Dégâts contre les Ennemis Mutilés","Schaden gegen verstümmelte Gegner","重傷状態の敵に対するダメージ","힘줄 절단 적에 대한 피해","Dano contra Inimigos Mutilados","Урон по изувеченным врагам","Daño contra los enemigos lisiados","ความเสียหายต่อศัตรูที่ขาหัก","對癱瘓敵人的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2423,"maim7","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,47734,"Damage against Maimed Enemies","Dégâts contre les Ennemis Mutilés","Schaden gegen verstümmelte Gegner","重傷状態の敵に対するダメージ","힘줄 절단 적에 대한 피해","Dano contra Inimigos Mutilados","Урон по изувеченным врагам","Daño contra los enemigos lisiados","ความเสียหายต่อศัตรูที่ขาหัก","對癱瘓敵人的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2424,"maim8","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,37929,"[DNT-UNUSED] Damage against Maimed Enemies Notable","WIP","[DNT-UNUSED] Damage against Maimed Enemies Notable","重傷状態の敵に対するダメージノータブル","WIP","WIP","[DNT-UNUSED] Damage against Maimed Enemies Notable","[DNT-UNUSED] Damage against Maimed Enemies Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2425,"frenzy_charges1","Art/2DArt/SkillIcons/passives/chargedex.dds",[19590],20,0,0,0,11472,"Evasion if Consumed Frenzy Charge","Évasion si Charge de frénésie consommée","Ausweichen bei verbrauchter Raserei-Ladung","フレンジチャージを消費した場合の回避力","격분 충전 소모 시 회피","Evasão se Consumiu Carga de Frenesi","Уклонение при поглощении заряда ярости","Evasión si has consumido una carga de frenesí","อัตราการหลบหลีก หากกลืนกิน Frenzy Charge","消耗狂怒球的閃避值",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2426,"frenzy_charges2","Art/2DArt/SkillIcons/passives/chargedex.dds",[19590],20,0,0,0,19880,"Evasion if Consumed Frenzy Charge","Évasion si Charge de frénésie consommée","Ausweichen bei verbrauchter Raserei-Ladung","フレンジチャージを消費した場合の回避力","격분 충전 소모 시 회피","Evasão se Consumiu Carga de Frenesi","Уклонение при поглощении заряда ярости","Evasión si has consumido una carga de frenesí","อัตราการหลบหลีก หากกลืนกิน Frenzy Charge","消耗狂怒球的閃避值",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2427,"frenzy_charges3","Art/2DArt/SkillIcons/passives/chargedex.dds",[19590],20,0,0,0,59390,"Evasion if Consumed Frenzy Charge","Évasion si Charge de frénésie consommée","Ausweichen bei verbrauchter Raserei-Ladung","フレンジチャージを消費した場合の回避力","격분 충전 소모 시 회피","Evasão se Consumiu Carga de Frenesi","Уклонение при поглощении заряда ярости","Evasión si has consumido una carga de frenesí","อัตราการหลบหลีก หากกลืนกิน Frenzy Charge","消耗狂怒球的閃避值",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2428,"frenzy_charges4","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,55995,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2429,"frenzy_charges5","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,18451,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2430,"frenzy_charges6","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,57970,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2431,"frenzy_charges7_","Art/2DArt/SkillIcons/passives/chargedex.dds","[22554,176]",10,1,0,0,40270,"Frenetic","Frénétique","Frenetisch","狂乱","광란","Frenético","Неистовство","Frenético","Frenetic","狂熱",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,21,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2432,"frenzy_charges8","Art/2DArt/SkillIcons/passives/chargedex.dds","[19590,176]",50,1,0,0,63255,"Savagery","Sauvagerie","Raserei","残虐さ","야만성","Selvageria","Свирепость","Salvajismo","Savagery","野性之心",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,21,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2433,"frenzy_charges9","Art/2DArt/SkillIcons/passives/chargedex.dds",[176],2,0,0,0,21537,"Fervour","Ferveur","Inbrunst","熱意","열정","Fervor","Рвение","Fervor","Fervour","激情",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,21,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2434,"frenzy_charges10","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,13341,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2435,"frenzy_charges11","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,56841,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2436,"frenzy_charges12","Art/2DArt/SkillIcons/passives/chargedex.dds",[412],20,0,0,0,41873,"Frenzy Charge Duration","Durée des Charges de frénésie","Dauer von Raserei-Ladungen","フレンジーチャージ持続時間","격분 충전 지속시간","Duração de Cargas de Frenesi","Длительность заряда ярости","Duración de cargas de frenesí","Frenzy Charge - ระยะเวลา","狂怒球持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2437,"endurance_charges1_","Art/2DArt/SkillIcons/passives/chargestr.dds",[409],20,0,0,0,25229,"Endurance Charge Duration","Durée des Charges d'endurance","Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間","인내 충전 지속시간","Duração de Cargas de Tolerância","Длительность заряда выносливости","Duración de cargas de aguante","Endurance Charge - ระยะเวลา","耐力球持續",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2438,"endurance_charges2","Art/2DArt/SkillIcons/passives/chargestr.dds",[409],20,0,0,0,7972,"Endurance Charge Duration","Durée des Charges d'endurance","Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間","인내 충전 지속시간","Duração de Cargas de Tolerância","Длительность заряда выносливости","Duración de cargas de aguante","Endurance Charge - ระยะเวลา","耐力球持續",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2439,"endurance_charges3","Art/2DArt/SkillIcons/passives/chargestr.dds",[409],20,0,0,0,21390,"Endurance Charge Duration","Durée des Charges d'endurance","Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間","인내 충전 지속시간","Duração de Cargas de Tolerância","Длительность заряда выносливости","Duración de cargas de aguante","Endurance Charge - ระยะเวลา","耐力球持續",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2440,"endurance_charges4_","Art/2DArt/SkillIcons/passives/chargestr.dds",[19218],2,0,0,0,38365,"Recover Life on consuming Endurance Charge","Récupération de Vie en consommant une Charge d'endurance","Lebenswiederherstellung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時のライフ回復","인내 충전 소모 시 생명력 회복","Recuperação de Vida ao Consumir Cargas de Tolerância","Восстановление здоровья при поглощении заряда выносливости","Recuperación de vida al consumir una carga de aguante","เติมพลังชีวิตเมื่อกลืนกิน Endurance Charge","消耗耐力球時恢復生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2441,"endurance_charges5","Art/2DArt/SkillIcons/passives/chargestr.dds",[19218],2,0,0,0,61142,"Recover Life on consuming Endurance Charge","Récupération de Vie en consommant une Charge d'endurance","Lebenswiederherstellung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時のライフ回復","인내 충전 소모 시 생명력 회복","Recuperação de Vida ao Consumir Cargas de Tolerância","Восстановление здоровья при поглощении заряда выносливости","Recuperación de vida al consumir una carga de aguante","เติมพลังชีวิตเมื่อกลืนกิน Endurance Charge","消耗耐力球時恢復生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2442,"endurance_charges6","Art/2DArt/SkillIcons/passives/chargestr.dds",[19218],2,0,0,0,34626,"Recover Life on consuming Endurance Charge","Récupération de Vie en consommant une Charge d'endurance","Lebenswiederherstellung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時のライフ回復","인내 충전 소모 시 생명력 회복","Recuperação de Vida ao Consumir Cargas de Tolerância","Восстановление здоровья при поглощении заряда выносливости","Recuperación de vida al consumir una carga de aguante","เติมพลังชีวิตเมื่อกลืนกิน Endurance Charge","消耗耐力球時恢復生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2443,"endurance_charges7","Art/2DArt/SkillIcons/passives/chargestr.dds",[175],2,0,0,0,5663,"Endurance","Endurance","Widerstand","耐久力","인내","Tolerância","Выносливость","Aguante","Endurance","耐力",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,20,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2444,"endurance_charges8","Art/2DArt/SkillIcons/passives/chargestr.dds","[175,19218]",1,3,0,0,46499,"Guts","Hardiesse","Mumm","胆力","배짱","Estômago","Мужество","Agallas","Guts","膽量",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,20,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2445,"endurance_charges9","Art/2DArt/SkillIcons/passives/chargestr.dds","[175,22552]",1,10,0,0,20416,"Grit","Audace","Schneid","根性","근성","Garra","Выдержка","Tesón","Grit","毅力",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,20,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2446,"endurance_charges10","Art/2DArt/SkillIcons/passives/chargestr.dds",[19220],20,0,0,0,23062,"Armour if Consumed Endurance Charge","Armure si Charge d'endurance consommée","Rüstung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時アーマー","인내 충전 소모 시 방어도","Armadura se Consumiu Cargas de Tolerância","Броня при поглощении заряда выносливости","Armadura si has consumido una carga de aguante","ค่าเกราะเมื่อกลืนกิน Endurance Charge","消耗耐力球時獲得護甲",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2447,"endurance_charges11","Art/2DArt/SkillIcons/passives/chargestr.dds",[19220],20,0,0,0,19122,"Armour if Consumed Endurance Charge","Armure si Charge d'endurance consommée","Rüstung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時アーマー","인내 충전 소모 시 방어도","Armadura se Consumiu Cargas de Tolerância","Броня при поглощении заряда выносливости","Armadura si has consumido una carga de aguante","ค่าเกราะเมื่อกลืนกิน Endurance Charge","消耗耐力球時獲得護甲",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2448,"endurance_charges12","Art/2DArt/SkillIcons/passives/chargestr.dds",[19220],20,0,0,0,28432,"Armour if Consumed Endurance Charge","Armure si Charge d'endurance consommée","Rüstung beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時アーマー","인내 충전 소모 시 방어도","Armadura se Consumiu Cargas de Tolerância","Броня при поглощении заряда выносливости","Armadura si has consumido una carga de aguante","ค่าเกราะเมื่อกลืนกิน Endurance Charge","消耗耐力球時獲得護甲",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2449,"endurance_charges13","Art/2DArt/SkillIcons/passives/chargestr.dds",[24452],3,0,0,0,1865,"Fire Damage when consuming an Endurance Charge","Dégâts de feu lors de la consommation d'une Charge d'endurance","Feuerschaden beim Verbrauch von Widerstands-Ladungen","エンデュランスチャージ消費時火ダメージ","인내 충전 소모 시 화염 피해","Dano de Fogo ao consumir uma Carga de Tolerância","Урон от огня при поглощении заряда выносливости","Daño de fuego al consumir una carga de aguante","ความเสียหายไฟเมื่อกลืนกิน Endurance Charge","消耗耐力球時的火焰傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
