"rownum","Id","TargetCharacter","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","OGGFiles","NPC1","rid_64","TargetCharacters","i32_96","i32_100","[rid]_104","NPC2","NPC3","QuestFlag1","QuestFlag2","QuestFlag3","QuestFlag4","QuestFlag5","Video","Script"
1505,"TujenA4_OnRog_C1","","Stranger things have happened, I suppose.","Des choses plus étranges se sont produites, je suppose.","Man hat schon von merkwürdigeren Dingen gehört, würde ich meinen.","確かに、そんな未来もあるかもな。","안 그러리라는 법은 없지.","Coisas mais estranhas aconteceram, eu acho.","Полагаю, случались и более странные вещи.","Supongo que han pasado cosas más extrañas que eso.","ข้าว่ามันไม่มีอะไรแปลกแล้วละนะ","我想，反正也發生過更奇怪的事。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_26_07.ogg""]","[509,510,553]","",[],0,100,[],[],[],[],[],[],[],[],"",""
1506,"TujenA4_OnDannig_A1","","Now, that there's a good man. He's led us through thick and thin. <continue>An aspiring dreamer <i>{and} a cynical realist. He's a unique fellow.","Lui, c'est un bon gars. Nous a menés par monts et par vaux. <continue>C'est à la fois un rêveur ambitieux <i>{et} un cynique réaliste. Y en a pas deux comme lui.  ","Das ist mal ein guter Mann. Er hat uns durch Höhen und Tiefen geführt. \r\n<continue>Ein hoffnungsvoller Träumer <i>{und} ein zynischer Realist. Er ist ein einzigartiges Exemplar.","いい奴だ。困った時も調子の良い時も俺たちを導いてくれた。<continue>大志を抱く夢想家にして、シニカルな現実主義者だ。唯一無二だな。","대닉은 참 좋은 사람이야. 좋을 때나 힘들 때나 우리를 이끌어 줬거든. <continue>포부가 큰 몽상가인 <i>{동시에}, 냉소적인 현실주의자이기도 하지. 정말 독특한 사람이야.","Esse é um homem do bem. Nos guiou por altos e baixos. <continue>Um sonhador ambicioso <i>{e} um realista cínico. Um sujeito singular.","Он славный человек. Провёл нас через огонь и воду. <continue>Вохновенный мечтатель <i>{и} циничный реалист. Другого нет такого.","Él sí que es un buen hombre. Nos ha guiado en las buenas y las malas. <continue>Es un soñador optimista <i>{y también} un realista cínico. Es un tipo realmente único.","เขาน่ะเป็นคนดี พาเราไปผ่านร้อนผ่านหนาวกันมาเยอะ<continue>เป็นทั้งคนช่างฝัน<i>{และยัง}มองโลกตามความเป็นจริง เขาไม่\r\nเหมือนใครเลยละ","那邊那位是個好人。他帶領我們一起同甘共苦。<continue>他是位有抱負的夢想家，<i>{也是}個冷漠的現實主義者。他是個很特別的人。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_28_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_28_02.ogg""]","[509,510,553]","",[],0,100,[],[],[],[],[],[],[],[],"",""
1507,"TujenA4_OnDannig_A2_Dex4",2,"He seems like just another leader to me. What of him do you admire?","Pour moi, rien ne le différencie des autres dirigeants que j'ai pu rencontrer. Qu'a-t-il donc que vous admiriez à ce point ?","Er scheint mir ein Anführer wie jeder andere zu sein. Was an ihm inspiriert Euch?","ただの普通のリーダーのように見えるわ。どういう所を尊敬してるの？","내가 보기엔 그냥 또 한 명의 지도자일 뿐인데. 대닉의 어떤 점을 높게 사는 거지?","Pra mim ele é só mais um líder qualquer. O que você vê de especial nele?","Мне он кажется просто очередным лидером. Что в нём тебя впечатляет?","A mí me parece solo un líder más. ¿Qué es lo que admiras de él?","เหมือนเขาจะเป็นแค่ผู้นำอีกคนหนึ่ง อะไรทำให้เจ้ายกย่องเขารึ?","在我看來，他似乎只是另一位領袖。你欣賞他的哪一點？","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Convo_TujenA4_21.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1508,"TujenA4_OnDannig_A2_Dex4b",8,"What makes you trust him so deeply?","Qu'est-ce qui vous pousse à lui faire confiance à un tel point ?","Warum vertraut Ihr im so sehr?","どうしてそこまで信用しているんだい？","대닉을 왜 그렇게 깊이 믿는 거지?","O que faz com que você confie tanto nele?","Что заставляет тебя столь глубоко ему доверять?","¿Qué te hace confiar tanto en él?","เหตุใดเจ้าถึงไว้ใจเขาอย่างสุดซึ้งเพียงนี้?","是什麼讓你如此信任他？","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Tujen_Convo_A4_24.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1509,"TujenA4_OnDannig_A2_DexInt4b",10,"What makes this Dannig so important to you?","Pourquoi Dannig est-il si important à vos yeux ?","Warum ist dieser Dannig so wichtig für Euch?","お主にとって何故ダニグは大事なのだ？","그 대닉이라는 자가 왜 그렇게 중요한 거지?","Por que esse Dannig é tão importante para você?","Что в этом Дэнниге для тебя так важно?","¿Por qué Dannig es tan importante para ti?","อะไรทำให้แดนนิกสำคัญกับเจ้าเช่นนี้?","這個丹尼格對你為什麼這麼重要？","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Tujen_Convo_A4_57.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1510,"TujenA4_OnDannig_A2_Int4",1,"What do you admire about the tall one?","Qu'y a-t-il donc que vous admirez chez le grand homme ?","Was an ihm inspiriert an dem Großen?","あのノッポのどういう所を尊敬してるの？","저 키다리 녀석을 높게 사는 이유가 뭐야?","O que você admira no grandalhão?","Чем тот высокий тебе так нравится?","¿Qué es lo que admiras de ese hombre alto?","ทำไมแกถึงชื่นชมเจ้าสูงนั่นนัก?","你欣賞這位高大的人的什麼？","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Convo_TujenA4_30.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1511,"TujenA4_OnDannig_A2_Int4b",7,"You speak with great respect for him. What makes you admire him so, Master Tujen?","Vous parlez de lui avec énormément de respect. Dites-moi, maître Tujen, qu'admirez-vous tant chez lui ?","Ihr sprecht mit großem Respekt für ihn. Warum bewundert Ihr ihn so, Meister Tujen?","大きな敬意を感じる。何故そこまで彼を尊敬しているのだ、トゥージェン殿？","대닉을 굉장히 존경하는 것처럼 말하는군. 왜 그를 그렇게 좋아하는 거야, 투젠 소장?","Você fala com grande respeito por ele. O que o faz admirá-lo tanto, mestre Tujen?","Ты говоришь о нём с большим уважением. Чем он тебя так восхищает, мастер Туджин?","Hablas de él con mucho respeto. ¿Por qué lo admiras tanto, maestro Tujen?","เจ้าพูดถึงเขาด้วยความเคารพอย่างสูง อะไรทำให้เจ้าเชิดชู\r\nเขาถึงเพียงนี้รึ คุณทูเจน?","你對他說話時充滿敬意。圖貞港務長，是什麼讓你如此欣賞他？","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_TujenA4_24.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1512,"TujenA4_OnDannig_A2_Str4b",6,"What is it about him that inspires you?","Qu'est-ce qui vous inspire tant chez lui ?","Was an ihm inspiriert Euch?","どういう所がそうまで言わせるんだ？","대닉의 어떤 점을 높게 사는 거지?","Por que ele te inspira?","Что в нём тебя впечатляет?","¿Qué es lo que te inspira de él?","เขามีอะไรเป็นแรงบันดาลใจให้กับเจ้ารึ?","他的哪一方面啟發了你？","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Tujen_Convo_A4_25.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1513,"TujenA4_OnDannig_A2_StrDex4b",9,"Seems an alright bloke, I guess. <continue>What makes him such a great leader?","Ça a l'air d'être un bon gars. <continue>Qu'est-ce qui fait de lui un si bon chef ?","Scheint ein guter Kerl zu sein, schätze ich.\r\n<continue>Was macht ihn zu so einem guten Anführer?","まあいい奴みてえだな。<continue>どこらへんがリーダーとして優れてるんだ？","괜찮은 녀석 같긴 한데. <continue>대닉을 왜 그렇게 좋은 지도자라고 하는 건데?","Sei lá, ele parece ser gente boa. <continue>O que faz dele um líder tão bom?","Мужик он, вроде, неплохой. <continue>Но что делает его таким выдающимся лидером?","Sí, supongo que parece un tipo decente. <continue>¿Qué lo convierte en un líder tan bueno?","เขาก็ดูเป็นคนที่ใช้ได้มั้ง<continue>ทำไมเขาถึงเป็นผู้นำที่ดีล่ะ?","看起來不錯的傢伙，我想。<continue>是什麼讓他成為如此出色的領袖？","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Tujen_Convo_A4_30_01.ogg"",""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Tujen_Convo_A4_30_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1514,"TujenA4_OnDannig_A2_StrInt4b",11,"What sets him apart?","Qu'est ce qui le rend si particulier ?","Was macht ihn so besonders?","どのように特別なのじゃ？","그는 왜 특별한 거지?","O que o torna diferente dos outros?","Что его делает особенным?","¿Qué lo diferencia del resto?","อะไรทำให้เขาไม่เหมือนใครรึ?","是什麼讓他與眾不同？","[""Audio/Dialogue/4.0/Characters/StrInt/Druid/Druid_Convo/Druid_Tujen_Convo_A4_30.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1515,"TujenA4_OnDannig_A2_StrDex4",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1516,"TujenA4_OnDannig_A2_DexInt4",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1517,"TujenA4_OnDannig_A2_StrInt4",5,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1518,"TujenA4_OnDannig_A2_Str4",0,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1519,"TujenA4_OnDannig_B1","","His conviction. His passion. <continue>He could change the world, if he just believed he could.","Ses convictions. Sa passion.<continue>Lui suffirait d'penser qu'il peut changer l'monde pour pouvoir le faire.","Seine Überzeugung. Seine Leidenschaft. \r\n<continue>Er könnte die Welt verändern, wenn er nur an seine Fähigkeit dazu glauben würde.","あいつの信念。それに熱意だ。<continue>あいつ自身がそれを信じたら、世界を変えることだってできるだろう。","신념, 열정... <continue>대닉은 자기가 할 수 있다고 믿는다면, 세상도 바꿀 사람이야.","Ele tem convicção. Paixão. <continue>Ele seria capaz de mudar o mundo, se acreditasse nisso.","Его убеждённость. Его страсть. <continue>Он мог бы изменить мир, если бы только поверил, что может.","Su convicción. Su pasión. <continue>Podría cambiar el mundo si creyera que puede.","เขามีความมุ่งมั่น มีแรงปรารถนา<continue>เขาย่อมเปลี่ยนโลกทั้งใบได้ หากเขาเชื่อว่าเขาทำเช่นนั้นได้จริง","他的信念。他的熱情。<continue>要是他本人相信，他連世界都可以改變。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_28_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_28_04.ogg""]","[509,510,553]","",[],0,100,[],[],[],[],[],[],[],[],"",""
1520,"TujenA4_OnDannig_B1>StrDex4_a1",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
1521,"TujenA4_OnGwennen_A1","","It's quite the worry. Not one of us sleeps right at night lately. <continue>It's just not like her to disappear this long.","C'est bien c'qui m'inquiète. Personne dort bien la nuit ces derniers temps. <continue>C'est pas son genre de disparaître aussi longtemps.","Das ist ziemlich beunruhigend. Gerade schläft niemand von uns gut. \r\n<continue>Es sieht ihr gar nicht ähnlich, so lange zu verschwinden.","かなり心配だ。最近じゃ俺たちの誰一人も夜にちゃんと寝れてねえ。<continue>こんなに長い間留守にするなんて彼女らしくねえんだ。","참 걱정이야. 요즘 다들 밤잠을 설친다니까. <continue>이렇게 오랫동안 자취를 감추다니, 그녀답지 않아.","Isso tem sido uma grande preocupação. Ninguém tem conseguido dormir direito ultimamente. <continue>Ela não costuma desaparecer por tanto tempo.","Тревожно как-то. Никому из нас последние дни толком не спится. <continue>Это просто не в её духе – пропадать так надолго.","Es bastante preocupante. Ninguno de nosotros está durmiendo bien de noche últimamente. <continue>No es típico de ella desaparecer por tanto tiempo.","มันน่ากังวลไม่เบา ไม่มีพวกเราคนไหนนอนหลับเต็มได้เต็มตา\r\nเลย<continue>ปกติเธอไม่หายตัวไปนานขนาดนี้","這讓人有點擔心。我們最近沒有一個人晚上能睡好。<continue>她不是那種會消失這麼久的人。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_27_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_27_02.ogg""]","[509,510,553]","",[],0,100,[],[],[],[],[],[],[],[],"",""
1522,"TujenA4_OnGwennen_A2_Dex4",2,"She likely can take care of herself. Why the concern? ","<if:MS>{Je suis sûr qu'elle peut se débrouiller toute seule. Qu'est-ce qui vous inquiète ? }<elif:FS>{Je suis sûre qu'elle peut se débrouiller toute seule. Qu'est-ce qui vous inquiète ? }","Sie kann vermutlich auf sich selbst aufpassen. Warum seid Ihr so beunruhigt?","自分の身は守れるでしょう。何を心配しているの？","그녀라면 자기 몸 하나는 지킬 수 있을 텐데. 왜 걱정하는 거지?","Acho que ela sabe se virar. Por que a preocupação?","Она наверняка сама может позаботиться о себе. Чего переживать?","Probablemente pueda cuidar de sí misma. ¿Qué es lo que te preocupa?","เธอดูแลตัวเองได้แน่ ทำไมกังวลเล่า?","她大概能照顧自己。為什麼還要擔心？","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Convo_TujenA4_22_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
