"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958","[rid]_974","[i32]_990","[rid]_1006","string_1022"
712,"Metadata/Monsters/MundaneMagi/Runemarked/MundaneMagiRunemarked",403,13,2,6,10,"[""Metadata/Monsters/MundaneMagi/Runemarked/MundaneMagiRunemarked.act""]","[""Metadata/Monsters/MundaneMagi/Runemarked/MundaneMagi.ao""]","Metadata/Monsters/MundaneMagi/Runemarked/MundaneMagiRunemarked",[],1,"","",100,2,6,5,1,0,"[728,729,34,720,71,48,30,29,118,1030,73,757]",200,[],105,105,700,500,0,"[8250,8251,8252,8253,8254,8255,8256]","Metadata/Monsters/MundaneMagi/Runemarked/MundaneMagiRunemarked.ais","[6756,6896]","",0,"Risen Magi","Mage réanimé","Auferstandener Magier","リズン・マギ","일어난 마법사","Mago Renascido","Восставший магик","Mago levantado","Risen Magi","喚起的賢者",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,2,0,0,2,441,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],[],4,150,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
713,"Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser",40,8,3,6,6,"[""Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser.act""]","[""Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenserMonster.ao""]","Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser",[],1,"","",100,2,6,0,10,0,"[1025,757]",100,[],105,105,700,500,0,"[7247,7251,6881,7248]","Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser.ais",[],"",3,"Censer","Encensoir","Weihrauchmagier","香炉","향로","Turíbulo","Кадило","Incensario","Censer","香爐",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35611,"","","M","M","","","M","NS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,"","",0,"","",[],[],[],[],""
714,"Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenserSanctum",40,8,3,6,6,"[""Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser.act""]","[""Metadata/Monsters/MundaneMagi/Censer/HourglassSpiritWeaponMonster.ao""]","Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenserSanctum",[],1,"","",100,2,6,0,10,0,"[1025,1020,757]",100,[],105,105,700,500,0,"[7247,2439,6881,7248]","Metadata/Monsters/MundaneMagi/Censer/MundaneMagiCenser.ais",[],"",3,"Censer","Encensoir","Weihrauchmagier","香炉","향로","Turíbulo","Кадило","Incensario","Censer","香爐",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,29829,"","","M","M","","","M","NS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,"","",0,"","",[],[],[],[],""
715,"Metadata/Monsters/MundaneMagi/Runemarked/Censer/MundaneMagiCenser",40,8,3,6,6,"[""Metadata/Monsters/MundaneMagi/Runemarked/Censer/MundaneMagiRunemarkedCenser.act""]","[""Metadata/Monsters/MundaneMagi/Runemarked/Censer/MundaneMagiCenser.ao""]","Metadata/Monsters/MundaneMagi/Runemarked/Censer/MundaneMagiRunemarkedCenser",[],1,"","",100,2,6,0,10,0,"[1025,757]",100,[],105,105,700,500,0,"[7247,7251,6881,7248]","Metadata/Monsters/MundaneMagi/Runemarked/Censer/MundaneMagiRunemarkedCenser.ais",[],"",3,"Censer","Encensoir","Weihrauchmagier","香炉","향로","Turíbulo","Кадило","Incensario","Censer","香爐",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,55976,"","","M","M","","","M","NS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,"","",0,"","",[],[],[],[],""
716,"Metadata/Monsters/VultureRegurgitator/VultureRegurgitator_",405,28,3,8,16,"[""Metadata/Monsters/VultureRegurgitator/VultureRegurgitator.act""]","[""Metadata/Monsters/VultureRegurgitator/VultureRegurgitator.ao""]","Metadata/Monsters/VultureRegurgitator/VultureRegurgitator",[],1,"","",100,2,6,20,1,0,"[728,729,709,72,140,718,719,32,118,758,1047]",135,[],105,105,700,500,0,"[1195,7236,3785,7799,2592]","Metadata/Monsters/VultureRegurgitator/VultureRegurgitator.ais","[6756,6905]","",0,"Regurgitating Vulture","Vautour régurgiteur","Würgegeier","吐き戻すハゲタカ","게워낸 시체매","Abutre Regurgitador","Изрыгающий стервятник","Buitre regurgitante","Regurgitating Vulture","反芻禿鷹",135,135,1725,[],[],"","","","",0,[],[],[],"",1,4,109,0,0,109,37905,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,"",0,13,"",1,3,1,-5,10,0,10,3,2,[],-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],[],5,118,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
717,"Metadata/Monsters/PerennialKingHumanBoss",406,39,4,6,14,"[""Metadata/Monsters/PerennialKing/PerennialKingHuman.act""]","[""Metadata/Monsters/PerennialKing/PerennialKingHuman.ao""]","Metadata/Monsters/PerennialKing/PerennialKingHuman",[],1,"","",115,2,6,0,1,0,"[1025,760,71,48,49,30,31,118]",250,[],105,250,700,500,0,"[1199,7282,7286,7287,7289,7290,7291,2733,2734,6881,7342,7328,7341,7301,7352,1232,5966,6276,3807,5506]","Metadata/Monsters/PerennialKing/PerennialKingHuman.ais",[],"",0,"Jamanra, the Risen King","Jamanra, le Roi ressuscité","Jamanra, der Auferstandene König","復活した王、ジャマンラ","일어난 왕 자만라","Jamanra, o Rei Renascido","Яманра, Восставший Царь","Jamanra, el Rey ascendido","จามันรา กษัตริย์คืนชีพ","崛起之王．賈嫚拉",375,333,1650,[],[],"","","","",0,[],[5450],[],"",1,6,135,0,0,135,20945,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,1,"",7,"",0,0,0,0,"",4608,1,1,"",[],[],6,415,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
718,"Metadata/Monsters/PerennialKingHumanBossMAP",407,39,4,6,14,"[""Metadata/Monsters/PerennialKing/PerennialKingHumanMAP.act""]","[""Metadata/Monsters/PerennialKing/PerennialKingHuman.ao""]","Metadata/Monsters/PerennialKing/PerennialKingHumanMAP",[],1,"","",115,2,6,0,1,0,"[1025,760,71,48,49,30,31,118]",250,[],105,250,700,500,0,"[1199,7282,7286,7287,7289,7290,7291,2733,2734,6881,7342,7328,7341,7301,7352,1232,5966,6276,3807,5506]","Metadata/Monsters/PerennialKing/PerennialKingHuman.ais",[],"stance2",0,"Ishtaroth, the Perennial","Ishtaroth, le Pérenne","Ishtaroth, der Immerwährende","永期なるイシュタロス","영속의 이쉬타로트","Ishtaroth, o Perene","Иштарот, Вечный","Ishtaroth, el perenne","อิชทารอธ ผู้แก่กาล","長生者．伊許塔洛",375,250,1650,[],[],"","","","",0,[],[5450],[],"",1,6,135,0,0,135,33908,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/BossBaseEndgameAddon""]",0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],[],6,312,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
719,"Metadata/Monsters/PerennialKingHumanBossStandalone",407,39,4,6,14,"[""Metadata/Monsters/PerennialKing/PerennialKingHumanStandalone.act""]","[""Metadata/Monsters/PerennialKing/PerennialKingHuman.ao""]","Metadata/Monsters/PerennialKing/PerennialKingHumanStandalone",[],1,"","",115,2,6,0,1,0,"[1025,760,71,48,49,30,31,118]",250,[],105,250,700,500,0,"[1199,7282,7286,7287,7289,7290,7291,2733,2734,6881,7342,7328,7341,7301,7352,1232,5966,6276,3807,5506]","Metadata/Monsters/PerennialKing/PerennialKingHumanStandalone.ais",[],"",0,"Ishtaroth, the Perennial","Ishtaroth, le Pérenne","Ishtaroth, der Immerwährende","永期なるイシュタロス","영속의 이쉬타로트","Ishtaroth, o Perene","Иштарот, Вечный","Ishtaroth, el perenne","อิชทารอธ ผู้แก่กาล","長生者．伊許塔洛",375,250,1650,[],[],"","","","",0,[],[5450],[],"",1,6,135,0,0,135,28600,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],[],6,312,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
720,"Metadata/Monsters/PerennialKingTotem/PerennialKingCorruptionTotem",408,0,3,6,6,"[""Metadata/Monsters/PerennialKingTotem/PerennialKingTotem.act""]","[""Metadata/Monsters/PerennialKingTotem/PerennialKingTotem.ao""]","Metadata/Monsters/PerennialKingTotem/PerennialKingTotem",[],1,"","",130,2,3,5,12,0,"[74,164,120,30,31,1030]",100,[],105,105,700,500,0,"[7343,7344,7345,7346,7347,7348,7349,7350]","Metadata/Monsters/NoAi.ais",[],"",40,"Vile Idol","Idole ignoble","Abscheuliches Idol","邪悪な像","끔찍한 우상","Ídolo Vil","Нечистый идол","Ídolo vil","เทวรูปสามานย์","惡毒魔偶",67,145,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,39260,"","","F","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],4,123,0.05,0,1,0,"",40,2,"",0,"","",[],[],[],[],""
721,"Metadata/Monsters/SandLeaper02/DesertLeaper1_",61,56,1,4,6,"[""Metadata/Monsters/SandLeaper02/CragLeaper.act""]","[""Metadata/Monsters/SandLeaper02/CragLeaper.ao""]","Metadata/Monsters/SandLeaper02/CragLeaper",[],1,"","",80,1,6,17,15,0,"[72,760,75,718,31,29,719,1042,761]",60,[],105,105,700,500,0,"[1195,2342,2343,2344,2345,2346,2347,1522,1523,1524]","Metadata/Monsters/SandLeaper02/CragLeaper.ais",[],"",6,"Crag Leaper","Bondisseur des rochers","Klippenspringer","岩山のリーパー","바위 뜀박이","Saltador do Despenhadeiro","Скальный скакун","Emboscador del risco","Crag Leaper","崖行獸",108,60,990,[],[],"","","","",0,[],[],[],1,1,4,135,0,0,62,31404,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,10,0,"",0,"","",1,3,1,0,10,0,10,2,2,[],-5,5,"","",4,1,0,-5,5,0,"","",1,1,"",[],[47],3,60,0.05,0,1,0,"",25,4,"",0,"","",[],[],[],[],""
722,"Metadata/Monsters/SandLeaper02/DesertLeaper1Emerge",61,56,1,4,6,"[""Metadata/Monsters/SandLeaper02/CragLeaper.act""]","[""Metadata/Monsters/SandLeaper02/CragLeaper.ao""]","Metadata/Monsters/SandLeaper02/CragLeaperEmerge",[],1,"","",80,1,6,17,15,0,"[72,176,760,75,718,31,29,719,1042,761]",60,[],105,105,700,500,0,"[1195,2342,2343,2344,2345,2346,2347,1522,1523,1524]","Metadata/Monsters/SandLeaper02/CragLeaper.ais",[],"",6,"Crag Leaper","Bondisseur des rochers","Klippenspringer","岩山のリーパー","바위 뜀박이","Saltador do Despenhadeiro","Скальный скакун","Emboscador del risco","Crag Leaper","崖行獸",108,60,990,[],[],"","","","",0,[],[],[],1,1,4,135,0,0,62,23801,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-15,10,0,"",0,"","",1,3,1,0,10,0,10,2,2,[],0,0,"","",4,1,0,0,0,0,"","",1,1,"",[],[47],3,60,0.05,0,1,0,"",25,4,"",0,"","",[],[],[],[],""
723,"Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer",411,32,2,8,15,"[""Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.act""]","[""Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.ao""]","Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer",[6976],1,"","",115,2,6,21,8,0,"[1058,728,122,34,720,759,1098,1099,30,719,727,51,73]",150,[],105,105,700,500,0,"[1851,3457,2066,3471,7625]","Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.ais",[],"",4,"Dread Servant","Serviteur effroyable","Schreckensdiener","ドレッドサーバント","공포의 종복","Servo Pavoroso","Ужасный слуга","Sirviente de pavor","Dread Servant","恐懼服侍",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,4864,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[54],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
724,"Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancerStrongbox_",411,32,2,8,15,"[""Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.act""]","[""Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.ao""]","Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer",[6976],1,"","",115,2,6,21,8,0,"[1058,728,122,34,720,759,1098,1099,30,719,727,51,73]",150,[],105,105,700,500,0,"[1851,3457,2066,3471,7625]","Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancer.ais",[],"",4,"Dread Servant","Serviteur effroyable","Schreckensdiener","ドレッドサーバント","공포의 종복","Servo Pavoroso","Ужасный слуга","Sirviente de pavor","Dread Servant","恐懼服侍",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,1758,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/Strongbox/EzomyteStrongboxMonsterBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[54],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
725,"Metadata/Monsters/SandGolemancer/SandGolemancer",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,6801,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[55],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
726,"Metadata/Monsters/SandGolemancer/SandGolemancerStrongbox",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,57124,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/Strongbox/MarakethStrongboxMonsterBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[55],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
727,"Metadata/Monsters/SandGolemancer/SandGolemancerSanctumTrial",413,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancerSanctum.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,122,34,759,30,719,727,1020,51,1030,73]",150,[],105,105,700,500,0,"[1195,2092,5842,5589]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,39551,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[55],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
728,"Metadata/Monsters/SandGolemancer/SandGolemancerSanctumTrialTime",413,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SanctumGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,122,34,759,30,719,727,1020,51,1030,73]",150,[],105,105,700,500,0,"[1195,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,52180,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[55],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
729,"Metadata/Monsters/SandGolemancer/Runemarked/SandGolemancerRunemarked",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/Runemarked/SandGolemancerRunemarked.act""]","[""Metadata/Monsters/SandGolemancer/Runemarked/SandGolemancerRunemarked.ao""]","Metadata/Monsters/SandGolemancer/Runemarked/SandGolemancerRunemarked",[6976],1,"","",115,2,6,5,8,0,"[728,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,2092,5842,5234]","Metadata/Monsters/SandGolemancer/Runemarked/SandGolemancerRunemarked.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,4672,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[55],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
730,"Metadata/Monsters/SandGolemancer/SandGolemancerTornado",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,729,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,5496,3533,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,56751,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[54],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
731,"Metadata/Monsters/SandGolemancer/SandGolemancerTornadoWhiteSand",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,729,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,5520,3533,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,46305,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[54],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
732,"Metadata/Monsters/SandGolemancer/SandGolemancerTornadoStrongbox",412,32,2,8,15,"[""Metadata/Monsters/SandGolemancer/SandGolemancer.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/SandGolemancer/SandGolemancer",[6976],1,"","",115,2,6,5,8,0,"[728,729,122,34,759,30,719,727,51,1030,73]",150,[],105,105,700,500,0,"[1195,5496,3533,2092,5842]","Metadata/Monsters/SandGolemancer/SandGolemancer.ais",[],"",4,"Desiccated Lich","Liche désséchée","Ausgetrockneter Lich","干からびたリッチ","바싹 마른 리치","Lich Ressecado","Высохший лич","Liche desecado","Desiccated Lich","乾燥巫妖",150,150,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,3,135,0,0,116,41841,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"",1,[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/Strongbox/MarakethStrongboxMonsterBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[54],4,125,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
733,"Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitualCaster",415,32,2,8,15,"[""Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitualCaster.act""]","[""Metadata/Monsters/SandGolemancer/SandGolemancer.ao""]","Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitualCaster",[],1,"","",115,2,6,5,8,0,"[122,759,30,1020,51,1030,73]",150,[],105,105,700,500,0,[5843],"Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitualCaster.ais",[],"",4,"Desiccated Lich Summoner","Invocateur Liche désséchée","Ausgetrockneter Lich-Beschwörer","乾燥したリッチの召喚者","바싹 마른 리치 소환사","Invocador de Lich Ressecado","Высохший лич-призыватель","Liche desecado invocador","Desiccated Lich Summoner","乾燥巫妖召喚師",150,300,3000,[9828],[9828],"",12,12,"",0,[],[],[],"",1,6,135,0,0,135,12493,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[],4,200,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
