"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
58,"Weapon_Dusk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk",50259,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk"
59,"Weapon_Harbinger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/staff.epk",43890,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/staff.epk"
60,"Weapon_Fire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/staff.epk",38379,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/staff.epk"
61,"Weapon_Ice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/staff.epk",261,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/staff.epk"
62,"Weapon_Vagabond","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/staff.epk",42156,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/staff.epk"
63,"Weapon_Seeker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/staff.epk",55943,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/staff.epk"
64,"Weapon_Scholar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/staff.epk",63301,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/staff.epk"
65,"Weapon_Redeemer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/staff.epk",55978,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/staff.epk"
66,"Weapon_Subjugator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/staff.epk",40445,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/staff.epk"
67,"Weapon_Dominator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/staff.epk",34135,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/staff.epk"
68,"Weapon_AbyssalImp","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/staff.epk",39848,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/staff.epk"
69,"Weapon_AbyssalLich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/staff.epk",50420,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/staff.epk"
70,"Weapon_Pestilence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/staff.epk",57346,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/staff.epk"
71,"Weapon_Sin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/staff.epk",48329,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/staff.epk"
72,"Weapon_Harpy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/staff.epk",11532,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/staff.epk"
