"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
499,"Metadata/Chests/DelveChests/DelveChestTrinketsEyesOfTheGreatwolf",1,4,"Ritualistic Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,696123392,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2113929216,297,0,0,-1912602624,297,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,297,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
500,"Metadata/Chests/DelveChests/DelveChestTrinketsQuality",1,4,"Superior Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,707526656,1,-16908288,-16843010,-16843010,-16843010,16842494,0,738197504,298,0,0,1006632960,298,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,298,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
501,"Metadata/Chests/DelveChests/DelveChestTrinketsFractured",1,4,"Shattered Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,719323136,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-536870912,298,0,0,-268435456,298,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-268435456,298,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
502,"Metadata/Chests/DelveChests/DelveChestTrinketsSynthesised",1,4,"Amalgamated Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,731643904,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1677721600,299,0,0,-1409286144,299,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1409286144,299,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
503,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCorrupted",1,4,"Twisted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,743440384,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1342177280,300,0,0,1610612736,300,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,300,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
504,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCluster",1,4,"Compacted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,8,755236864,1,-16908288,-16843010,-16843010,-16843010,16842494,0,67108864,301,0,0,335544320,301,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,301,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
505,"Metadata/Chests/DelveChests/DelveChestGem1",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,14,764674048,1,-16908288,-16843010,-16843010,-16843010,50396926,0,-1811939328,301,0,0,-1006632960,301,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,301,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1400,"",1
506,"Metadata/Chests/DelveChests/DelveChestGem2",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,16,774111232,1,-16908288,-16843010,-16843010,-16843010,50396926,0,603979776,302,0,0,1409286144,302,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,302,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1600,"",1
507,"Metadata/Chests/DelveChests/DelveChestGem3",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,783548416,1,-16908288,-16843010,-16843010,-16843010,67174142,0,-1275068416,302,0,0,-201326592,302,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,302,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
508,"Metadata/Chests/DelveChests/DelveChestGemGCP",1,4,"Gemcutter's Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,796655616,1,-16908288,-16843010,-16843010,-16843010,33619710,0,2080374784,303,0,0,-1677721600,303,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,303,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
509,"Metadata/Chests/DelveChests/DelveChestGemHighQuality",1,4,"Superior Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,808321024,1,-16908288,-16843010,-16843010,-16843010,16842494,0,771751936,304,0,0,1040187392,304,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,304,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
510,"Metadata/Chests/DelveChests/DelveChestGemHighLevel",1,4,"Ancient Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,818544640,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-905969664,304,0,0,-637534208,304,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-637534208,304,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
511,"Metadata/Chests/DelveChests/DelveChestGemHighLevelQuality",1,4,"Inscribed Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,829947904,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2013265920,305,0,0,-2013265920,305,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,305,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
512,"Metadata/Chests/DelveChests/DelveChestGemLevel4Special",1,4,"Exceptional Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,841220096,1,-16908288,-16843010,-16843010,-16843010,33619710,0,603979776,306,0,0,1140850688,306,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,306,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
513,"Metadata/Chests/DelveChests/DelveChestCurrency1",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,852623360,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-771751936,306,0,0,-503316480,306,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,306,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
514,"Metadata/Chests/DelveChests/DelveChestCurrency2",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,110,860618752,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1275068416,307,0,0,1543503872,307,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1543503872,307,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,11000,"",1
515,"Metadata/Chests/DelveChests/DelveChestCurrencySockets",1,4,"Pocked Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,871366656,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,307,0,0,0,308,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,308,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
516,"Metadata/Chests/DelveChests/DelveChestCurrencyVaal",1,4,"Bloodstained Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,882507776,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1711276032,308,0,0,-1442840576,308,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1442840576,308,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
517,"Metadata/Chests/DelveChests/DelveChestCurrencyDivination",1,4,"Light Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,893517824,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1107296256,309,0,0,1644167168,309,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,309,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
518,"Metadata/Chests/DelveChests/DelveChestCurrencySilverCoins",1,4,"Glimmering Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,906362880,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,310,0,0,369098752,310,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,310,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
519,"Metadata/Chests/DelveChests/DelveChestCurrencyWisdomScrolls",1,4,"Packed Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,917897216,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1241513984,310,0,0,-973078528,310,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-973078528,310,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
520,"Metadata/Chests/DelveChests/DelveChestCurrency3",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,140,925892608,1,-16908288,-16843010,-16843010,-16843010,16842494,0,805306368,311,0,0,1073741824,311,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,311,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,14000,"",1
521,"Metadata/Chests/DelveChests/DelveChestCurrencySockets2",1,4,"Pocked Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,934805504,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1207959552,311,0,0,-939524096,311,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,311,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
522,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,946208768,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1711276032,312,0,0,1979711488,312,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1979711488,312,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
523,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps2",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,954728448,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-402653184,312,0,0,-134217728,312,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,312,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
524,"Metadata/Chests/DelveChests/DelveChestCurrencyHighShards",1,4,"Shattered Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,966262784,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1744830464,313,0,0,-1476395008,313,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,313,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
525,"Metadata/Chests/DelveChests/DelveChestCurrencyHigh",1,4,"Abandoned Fortune","[""Metadata/Chests/Chests/Chest24.ao""]",1,140,977141760,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1040187392,314,0,0,1308622848,314,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1308622848,314,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,14000,"",1
526,"Metadata/Chests/DelveChests/DelveChestMap1",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,986841088,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-771751936,314,0,0,-503316480,314,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,314,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
527,"Metadata/Chests/DelveChests/DelveChestMap2",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,994181120,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1107296256,315,0,0,1375731712,315,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,315,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
528,"Metadata/Chests/DelveChests/DelveChestMapChisels",1,4,"Cartographer's Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1005322240,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-335544320,315,0,0,-67108864,315,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,315,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
529,"Metadata/Chests/DelveChests/DelveChestMapCorrupted",1,4,"Bloodstained Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1016463360,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1778384896,316,0,0,-1509949440,316,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,316,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
530,"Metadata/Chests/DelveChests/DelveChestMapHorizon",1,4,"Strange Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1026686976,1,-16908288,-16843010,-16843010,-16843010,16842494,0,838860800,317,0,0,1107296256,317,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,317,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
531,"Metadata/Chests/DelveChests/DelveChestMap3",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1034027008,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1577058304,317,0,0,-1308622848,317,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,317,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
532,"Metadata/Chests/DelveChests/DelveChestMapSextants",1,4,"Explorer's Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1044774912,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1174405120,318,0,0,1442840576,318,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,318,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
533,"Metadata/Chests/DelveChests/DelveChestMapUnique",1,4,"Beautiful Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1055129600,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-469762048,318,0,0,-201326592,318,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,318,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
534,"Metadata/Chests/DelveChests/DelveChestMapShaperGuardianMap",1,4,"Puzzling Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1066795008,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1778384896,319,0,0,-1509949440,319,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,319,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
535,"Metadata/Chests/DelveChests/DelveChestMapElderGuardianMap",1,4,"Maddening Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1078460416,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1207959552,320,0,0,1476395008,320,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,320,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
536,"Metadata/Chests/DelveChests/DelveChestMapConquerorGuardianMap",1,4,"Remembered Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1090781184,1,-16908288,-16843010,-16843010,-16843010,16842494,0,67108864,321,0,0,335544320,321,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,321,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
537,"Metadata/Chests/DelveChests/DelveChestAssortedFossils",1,4,"Prehistoric Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1102184448,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1308622848,321,0,0,-1040187392,321,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,321,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,2500,"",1
538,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMinion",1,4,"Grim Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1119617024,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1140850688,322,0,0,-872415232,322,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,322,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
539,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMinion",1,4,"Grim Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1131282432,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1845493760,323,0,0,2113929216,323,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,323,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
540,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMinion",1,4,"Grim Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1142161408,1,-16908288,-16843010,-16843010,-16843010,16842494,0,335544320,324,0,0,603979776,324,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,603979776,324,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
541,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMinion",1,4,"Grim Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1153564672,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1040187392,324,0,0,-771751936,324,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,324,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
542,"Metadata/Chests/DelveChests/DelveChestSpecialArmourPhysical",1,4,"Heavy Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1164967936,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1879048192,325,0,0,-2147483648,325,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,325,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
543,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponPhysical",1,4,"Heavy Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1174536192,1,-16908288,-16843010,-16843010,-16843010,16842494,0,33554432,326,0,0,301989888,326,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,301989888,326,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
544,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsPhysical",1,4,"Heavy Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1186594816,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,326,0,0,-905969664,326,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,326,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
