"rownum","i32","i32","MiscAnimated","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","[rid]","bool","i32","i32","i32","i32","i32","bool","string","bool","i32","bool","i32","i32","bool","i32","[string]","string","[i32]","string","string","i32","bool","[i32]","bool","i32","bool","rid","bool"
222,69088,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","/* the 50 in here is the Length of the GA skill using this ExecuteGEAL */\r\ntriggerer.vac_suck_dir = Mod( EvalIf( Eval( CalculateOrientation( this ) - GetOrientation() ) < 0.0, Eval( CalculateOrientation( this ) - GetOrientation() ) + 360, CalculateOrientation( this ) - GetOrientation() ), 360 );\r\nIf( Or( vac_suck_dir <= 45.0, vac_suck_dir > 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitBackward ); } );\r\nIf( And( vac_suck_dir > 45.0, vac_suck_dir <= 135.0 ), { InterruptActionsForDuration( 0.3, TakeHitRight ); } );\r\nIf( And( vac_suck_dir > 135.0, vac_suck_dir <= 225.0 ), { InterruptActionsForDuration( 0.3, TakeHitForward ); } );\r\nIf( And( vac_suck_dir > 225.0, vac_suck_dir <= 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitLeft ); } );\r\ntriggerer.MoveToOverTime( this.vacuum, GetDistanceTo( this.vacuum ) / Eval( 50 / 0.3 ), false, false, true, true ); \r\ntriggerer.If( GetCurrentMoveSpeed() > 0.0, (){ Accelerate( time:0.3 * 2.0 ); } );",0,1,[4391028],"",0,"",0,""
223,71012,0,[],0,2,2,0,0,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act5/5_14/Objects/HighPriestRuneSegment""]","triggerer.SetStateTo(enabled, 0);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",45,""
224,71234,0,[],0,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
225,71246,0,[],0,2,2,40,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,3,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","SetStateTo( alert, 1 );",1,1,[4391028],"",0,"",110,""
226,71308,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",2,"[""Metadata/Monsters/FallenGods/FallenGodMinibossBloaterMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossSplitMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossClubHandMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossCrawlerMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossStalkerMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossStagMinion"",""Metadata/Monsters/FallenGods/FallenGodMinibossHooksMinion__""]","If( And( And( triggerer != monster_to_resurrect, triggerer.GetState( unused_corpse ) == 1 ), alive_minion_count < max_minion_alive_count ), (){ Call( revive_minion, triggerer ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",3,1,[4391028],"",0,"",0,""
227,72590,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Baron/Objects/BaronCorruptWolfFormIcicle""]","triggerer.Call( stab );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
228,72780,0,[],600,2,2,0,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmedStance2"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Skeleton_Golemancer/skelenado_spawn.ao\"" );\r\ntriggerer.SetCorpseUsable( false );\r\ntriggerer.Do( ( the_corpse )\r\n{\r\n\tDelay( 0.2, \r\n\t{\r\n\t\tthis.TriggerSkill( SkelemancerSkelenado, the_corpse, origin_override:the_corpse );\r\n\t\tthe_corpse.Delete();\r\n\t} );\r\n} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",5,1,[4391028],"",50,"",60,""
229,74482,0,[],300,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion"",""Metadata/Monsters/SkeletalKnight/SkeletalKnightBossMinion"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.IfTypeContains( NormalMedallion, (){ triggerer.SetStateTo( activated, 1 ); }, ()\r\n\t\t{\r\n\t\t\tRevive();\r\n\t\t\tDoAction( Revive );\r\n\t\t\tAddBuff( monster_no_drops_buff, infinity, 1 );\r\n\t\t\tSetStateTo( ghostflame, 1 );\r\n\t\t\tSetCorpseUsable( true );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
230,75358,0,[],0,1,2,225,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/SummonedPhantasm/HusbandWifeSpirits""]","triggerer.ChangeStance(stance2); triggerer.KillSelfNoDrops();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
231,75614,0,[8243],250,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,4,"[""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.DoAction(ChangeToStance2);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
232,75830,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.KillSelfNoDrops();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
233,75850,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/PerennialKingStage2/PerennialKingBeacon""]","/* stop hitting yourself */\r\nIf( triggerer != triggering_beacon, (){ triggerer.ModifyState( queued_zaps, zap_queue_count ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
234,76248,0,[],0,2,2,300,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TitanBoss/Objects/VolatileSpawner""]","triggerer.StartMonsterSpawner( 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",300,""
235,76448,0,[],0,3,2,0,15,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_dash_orb.ao""]","","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","triggerer.PlayAnimation( detonate );",0,1,[4391028],"",0,"",0,""
236,76696,0,[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,3,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","this.possible_corpses += triggerer;",2,1,[4391028],"",0,"",0,""
237,76782,0,[],0,1,4,30,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,4,"[""Metadata/Monsters/TitanBoss/shatter1"",""Metadata/Monsters/TitanBoss/shatter2"",""Metadata/Monsters/TitanBoss/shatter3"",""Metadata/Monsters/TitanBoss/shatter4""]","triggerer.IfState(shattered, 0,{SetStateTo(shattered, 1);});","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",0,""
238,77254,0,[],100,3,3,50,10,1,3,2,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"this.pull_target = triggerer;\r\nthis.SetStateTo(pull_result, 2);\r\nthis.TriggerSkill(GACountsGuardBloaterTentacleHit, triggerer);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",33,"",0,""
239,77524,0,[],0,1,4,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",3,"[""Metadata/Monsters/TitanWalker/TitanWalkerCorpse"",""Metadata/Monsters/TitanWalker/TitanWalker"",""Metadata/Monsters/TitanWalker/TitanWalkerSanctumTrial""]","triggerer.Revive(); triggerer.DoAction( Revive ); triggerer.AddBuff( monster_no_drops_buff, infinity, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
240,78070,0,[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/QueenOfFilth/Objects/QueenOfFilthBossMushroomLine"",""Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroom"",""Metadata/Monsters/QueenOfFilth/TaintedLifeDaemon"",""Metadata/Monsters/QueenOfFilth/TaintedManaDaemon""]","triggerer.IfTypeContains( Mushroom, (){ SetStateTo( explode, 2 ); } ); triggerer.IfTypeContains( Tainted, (){ triggerer.SetStateTo( detonate, 1 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
241,78888,0,[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",4,[],"triggerer.AddBuffTemplate(QueenOfFilthLifeCurseDetonation );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
242,79024,0,[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",4,[],"triggerer.AddBuffTemplate(QueenOfFilthManaCurseDetonation );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
243,79160,0,[],0,1,4,21,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/QueenOfFilth/Objects/QueenOfFilthBossMushroomLine"",""Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroom""]","\t\ttriggerer.IfTypeContains( Mushroom, ()\r\n\t\t{\r\n\t\t\tIf( GetStateTimer( explode ) <= 0.0, ()\r\n\t\t\t{\r\n\t\t\t\tStartStateTimer( explode, GetDistanceTo( this ) * 0.01 );\r\n\t\t\t} );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
244,79542,0,[],0,3,2,11,12,"",6,2,100,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_2_2/Objects/BossExitDoor""]","triggerer.SetStateTo(break, 1); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
245,79746,0,[],0,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,3,"[""Metadata/Monsters/PitifulFabrications/PitifulFabrication01"",""Metadata/Monsters/PitifulFabrications/PitifulFabrication02"",""Metadata/Monsters/PitifulFabrications/PitifulFabrication03_""]","triggerer.Revive(); triggerer.DoAction( Revive ); triggerer.AddBuff( monster_no_drops_buff, infinity, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",4,1,[4391028],"",0,"",0,""
246,80144,0,[8243],625,1,3,85,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/Wolves/RottenWolfHagSummoned"",""Metadata/Monsters/Wolves/RottenWolfHagSummonedDead""]","triggerer.Call(killself);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",33,"",0,""
247,80338,0,[],0,1,12,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,1,[],"triggerer.AddBuff( asala_sand_shield, 0.15 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
248,80444,0,[],0,1,12,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,1,[],"triggerer.AddBuff( asala_sand_shield, 0.15 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
249,80456,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/GreatSnakeSkeletonBoss/Objects/GiantSnakeBossFlameBlasts""]","triggerer.SetStateTo( explode, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
250,80628,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,2,"[""Metadata/Monsters/SummonRagingSpirit/RagingSpirit"",""Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonUnarmedSnakeBossMinion""]","triggerer.SetStateTo( explode, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
251,80912,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.If( HasNamedTask( VoodooKingDeathEffigyDebuffRemoval ), (){ triggerer.RemoveNamedTask( VoodooKingDeathEffigyDebuffRemoval ); } );\r\ntriggerer.AddBuffWithOwner( voodoo_king_death_effigy_multiplying_curse, 4.5, this );\r\ntriggerer.If( VariableExists( voodoo_death_curse ), (){ triggerer.voodoo_death_curse = triggerer.voodoo_death_curse + 1; }, (){ triggerer.voodoo_death_curse = 1; } );\r\ntriggerer.AddBuff( voodoo_king_death_effigy_multiplying_curse_damage, 0.2, CalculateDamage( Clamp( Pow( 2, triggerer.voodoo_death_curse ), 150, 1500000 ), 0.01 ) );\r\ntriggerer.AddNamedDelay( VoodooKingDeathEffigyDebuffRemoval, 5.0, { triggerer.voodoo_death_curse = null; } );","[7471220,6750313,6619239,6619250,3014770,6553665,4522084,6684774,6488165,5242996,6488161,2621547,2228256,6619213,6357108,6357092,6357108,4522031,6684774,6488165,7536756,5439535,6619248,7077996,3080307,7274605,7536750,6619252,7536754,6619231]","","",0,1,[4391028],"",0,"",0,""
252,82568,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,[],"\tDelay(1.5, {TriggerSkill( GSFarudinLocustDDExplode, triggerer );});\r\n\tDelay(1.6,\r\n\t\t{\r\n\t\t\tthis.corpsebug = SpawnMonster( \""Metadata/Monsters/PlagueSwarm/PlagueSwarm\"" );\r\n\t\t\tcorpsebug.PlayAnimation( emerge_swarmhost_01 );\r\n\t\t\tcorpsebug.SetLocation( triggerer.GetLocation(), 1 );\r\n\t\t} );\r\nDelay(2.0, {triggerer.Delete();});","[7471220,6750313,6619239,6619250,3014770,6553665,4522084,6684774,6488165,5242996,6488161,2621547,5046306,7602277,6553697,7602273,3080289,6684741,6619238,7602275,3080307,7340115,7077989,7536748,7143471,7209071,7602291,7471205,6226035,6684773]","","",4,1,[4391028],"",0,"",0,""
253,83464,0,[8461],0,1,4,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,2,"",2,[],"TriggerSkill( CarverShamanDetonateDead, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
254,83600,0,[],2500,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnightLandmark"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonUnarmed"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSword__"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonOneHandSwordShield"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonBow"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterCold"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterFire"",""Metadata/Monsters/Skeletons/Basic/GraveSkeletonCasterLightning""]","triggerer.IfTypeContains( NormalMedallion, (){ triggerer.SetStateTo( activated, 1 ); }, ()\r\n\t\t{\r\n\t\t\tRevive();\r\n\t\t\tDoAction( Revive );\r\n\t\t\tAddBuff( monster_no_drops_buff, infinity, 1 );\r\n\t\t\tSetStateTo( ghostflame, 1 );\r\n\t\t\tSetCorpseUsable( true );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",100,"",0,""
255,83790,0,[8544],250,1,3,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikes"",""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikesStandAlone""]","triggerer.SetStateTo( explode, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
256,84082,0,[],250,1,3,65,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikes"",""Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikesStandAlone""]","triggerer.IfState( explode, 1, (){}, (){ SetStateTo( explode, 2 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
257,84256,0,[],0,1,4,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",4,[],"this.portal.ModifyState( summon, -1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
258,84346,0,[],0,3,12,120,10,1,4,12,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_17/Objects/ArenaCrystal""]","triggerer.If( GetState( active ) == 0, (){ SetStateTo( active, 1 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
259,84628,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TrialMaster/Objects/TeleportMarker""]","triggerer.If( GetState( valid_teleport ) == 1, (){ SetStateTo( valid_teleport, 0 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
260,84936,0,[],0,3,2,20,10,1,6,2,10,1,[],"",1,0,7,0,0,"","","",2,"",5,1,1,4,[],"this.push_loc = GetLocation()+RotateLocation([0, -20]); triggerer.MoveToOverTime( this.push_loc, 1.0, true); triggerer.InterruptActionsForDuration( 2.0, TakeHitBackward );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
261,85294,0,[],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/FungusZombie/ExplodingPlants/PlantBurstSpawner""]","triggerer.IfState( burst,  == 0, (){ SetStateTo( burst, 1 ); }, (){} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
262,85592,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTriheadBatPoisonCloud""]","triggerer.SetStateTo( explode, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
