"rownum","Id","HASH16","Text"
754,"UniqueOneHandClaw11",57696,"Izaro saw himself not as a man,\r\nbut as a divine saviour trapped in a man's body."
755,"UniqueAmulet26",33621,"When slaughtered flesh falls silent,\r\nthe soul may yet scream on."
756,"UniqueTwoHandSword9",52778,"Take your partners by the hand,\r\nKeep your steps in time.\r\nSwing together, spin apart,\r\nAnd dance with death sublime."
757,"UniqueJewel67",27439,"A mage from the coast rode up on a broken nag, legs burnt to his bones.\r\nBefore he collapsed, he uttered:\r\n\""I watched the world we know end yesterday.\"""
758,"UniqueJewel68",406,"Chitus began to aggressively expand his empire\r\ninto neighbouring nations at great human cost. \r\nBut for absolute power, there is no price \r\nthat a Perandus won't pay."
759,"UniqueJewel69",37106,"Lioneye's men stood at the walls,\r\neyeing the savages that walked the beach below.\r\nWith a single word,\r\na thousand bodies, and ten thousand arrows,\r\nwould litter the sands."
760,"UniqueJewel70",19327,"Long after the Karui passed through,\r\nthe whispers of those who stood their ground\r\nat Lioneye's Watch could be heard amongst the rubble."
761,"UniqueBow14",25139,"The Eternals commanded an army that need not eat, sleep, or breathe\r\nwithout the usual depravities of necromancy."
762,"UniqueBow14x",39936,"\""Admittedly lacking the finesse of the fabled original,\r\nPrototype #4 achieved identical results through brute force alone.\"""
763,"UniqueWand12",286,"You can never truly tame the tempest.\r\nYou can barely even leash it."
764,"UniqueWand13",56478,"Every decade, Lunaris devours Solaris\r\nEach time, Solaris emerges from Lunaris, born anew."
765,"UniqueSceptre12",44453,"When God forged the rules of reality,\r\nhe stated that some forces cannot co-exist.\r\nHe then made man with an unequivocal\r\ndesire to disobey."
766,"UniqueSceptre13",63114,"In time, all becomes nothing.\r\nWe just expedite the process."
767,"UniqueSceptre14",28706,"Fight not the cold\r\nForsake hope\r\nBe still."
768,"UniqueSceptre14x",22695,"\""Attempt #2520: Been slaving away at this one for longer than I can remember.\r\nConvinced this assignment is retribution from my superior...\"""
769,"UniqueBelt18",47219,"\""They say a draught of fine spirits will ward off\r\nthe elements and promote a longer, merrier life.\r\nI have found this to be true on all counts.\"" \r\n- Zerphi of the Vaal"
770,"TheWarlord",25037,"To cure the Goddess,\r\nand break the chains of corruption,\r\nyou must shatter the world."
771,"TheDemoness",36516,"Wherever she went, death was sure to follow."
772,"TheTraitor",29749,"<size:31>{Sometimes an apprentice becomes a master through countless hours of hard work and practice.\r\nSometimes it happens by force.}"
773,"TheOffering",42933,"Eternal beauty has a cost, one which Shavronne was happy to pay with the lives of others."
774,"LostWorlds",11139,"<size:27>{\""There are worlds that lie beyond the edge of my page, the edge of my understanding. Worlds of wonder. Worlds of terror.\""\r\nAramil - Cartographer to Emperor Chitus}"
775,"TheLordInBlack",14911,"<size:27>{Thy knee shall bend\r\nin shifting dark,\r\nthy blade shall serve his vigil.\r\nThy oath shall bind thee\r\nto his mark,\r\nthy flesh shall bear his sigil.}"
776,"AMothersPartingGift",63306,"Nature was her domain,\r\nLove was her song,\r\nFamily was her devotion,\r\nKnowledge was her gift."
777,"TheBody",11616,"They say it is the head that leads, but all must flow through the body at some point."
778,"TurnTheOtherCheek",40804,"\""Only after one forsakes rage, can true power be found.\""\r\n- Sekhema Asenath"
779,"GlimmerOfHope",29192,"When you dwell in total darkness, even the faintest light may guide you out."
780,"TheEthereal",54359,"<size:30>{\""Long ago, people looked to the stars, believing they influenced us. Soon, it will be us who influence the stars.\""\r\n- Doryani, Queen's Thaumaturge}"
781,"UniqueTalisman1",40944,"In the light of Solaris, the shadows cower and hide.\r\nBut every night they gather and grow,\r\nand all but the strong and the stupid\r\nseek shelter from their grasp until daybreak."
782,"Talisman2_3",11269,"It's said to be noble to stand one's ground.\r\nTo soak the earth in stalwart blood.\r\nWhile the First Ones chose to laugh and run\r\nand caper with untamed glee.\r\n- The Wolven King"
783,"Talisman3_1",59950,"We Ezomytes are beasts of burden\r\nbearing wealth of an empire on our backs,\r\ngrowing lean and strong\r\nwhile our masters grow fat and weak.\r\n- The Wolven King"
784,"Talisman2_5",8087,"Fear the children of the First Ones.\r\nLet fear shield your back.\r\nAnd let the dullard speak of bravery\r\nwhen the First Ones come for him.\r\n- The Wolven King"
785,"Talisman2_6",57425,"The first ones live where they can, where they must.\r\nThey embrace the frost, the storm, the drought.\r\nWaxing and waning, breaking and mending,\r\nliving with time and happenstance, as must we.\r\n- The Wolven King"
786,"UniqueRing40",61582,"\""This thing is not a pet. It is a parasite that feeds on the very will of its host.\r\nLike any part of nightmare, it has found a way to make its price... acceptable.\""\r\n- Malachai the Soulless"
787,"UniqueAmulet27",32492,"\""I offer to you an eternal oath \r\nthat binds your heart to mine;\r\na bond that not even death will break.\r\nWill you accept?\""\r\n- Daresso, to his beloved"
788,"UniqueTalisman2",15609,"Long ago, the ocean was a puddle where a golden fish dwelt,\r\nwho lit the ocean from within and kept the water fresh.\r\nWhen the sky burned, the fish dived deep,\r\nnever to return, and the waters turned sour."
789,"UniqueTalisman3",58965,"Just as the rat cowers before the dog\r\nand the dog cowers before Man,\r\nso too should we cower before the First Ones\r\nand pray we never learn of what comes next."
790,"UniqueTalisman4",58644,"I once thought the First Ones were just\r\nstories made to scare children.\r\nBut I've seen what they can do. I've felt it.\r\nAnd now I must live with that terrible knowledge."
791,"UniqueTalisman5",58282,"I am but a vessel for a greater force.\r\nIt acts through me. Speaks through me.\r\nDecides what lives and dies through me.\r\nAnd will change the world through me."
792,"Talisman2_1",58165,"The Hunter faced the First One\r\nand notched his final arrow.\r\nThe First One bared its fangs\r\nand savoured its final breath.\r\n- The Wolven King"
793,"Talisman2_2",59885,"With the will of the first ones in our sinews\r\nwe shall tear down the walls of Sarn.\r\nYet as is the way of the wildlands,\r\nOnly the strong may grow stronger.\r\n- The Wolven King"
794,"Talisman2_4",11655,"From flesh and ferocity,\r\nthe First Ones roamed\r\nthrough the realm of Spirit,\r\nand into the darkness beyond. \r\n- The Wolven King"
795,"Talisman2_7",4545,"The First Ones are the forever ones.\r\nThere is no dust of the hourglass in their blood.\r\nNo fissures of weariness in their faces.\r\nTo drink of their blood is to drink of time itself.\r\n- The Wolven King"
796,"Talisman3_2",40294,"When we free ourselves from the shackles\r\nof civilised existence\r\nwe learn to feed and run and breathe\r\nas the First Ones have always done.\r\n- The Wolven King"
797,"Talisman3_3",17221,"The first ones marked their hunting grounds\r\nwith blood and piss.\r\nWe have tried to paint our future in words.\r\nNow we shall paint with inks of savagery.\r\n- The Wolven King"
798,"Talisman3_4",30220,"We grew contemptuous of our past.\r\nDismissed the first ones as ignorant and wild.\r\nWe were fools and naive children\r\nto turn our backs on our inheritance.\r\n- The Wolven King"
799,"Talisman3_5",64197,"Death met with the First Ones\r\nand demanded they hunt with mercy.\r\nFor while pain might delight the mind,\r\nit does not fill the belly.\r\n- The Wolven King"
800,"Talisman3_6",33992,"Look not upon me with fear, my men.\r\nThough I seem strange, even monstrous,\r\nwere you to see with the eyes of your forebears,\r\nyour hearts would be filled with wonder.\r\n- The Wolven King"
801,"Talisman3_7",33500,"We breed thoughts of single mind,\r\nfashion tools of single purpose.\r\nWhile the First Ones bring to bear\r\nanything that the wildlands provide.\r\n- The Wolven King"
802,"UniqueRing41",7466,"Within the heart of every man and woman\r\nlies the soul of a ferocious beast.\r\nIf you cannot tame it, embrace it."
803,"UniqueOneHandAxe9",30034,"Tear the flesh from the bone. \r\nTurn the bone to dust.\r\nScatter the dust to the wind."
804,"UniqueOneHandSword15",5314,"Fear not death. Turn to him, face him.\r\nAnd smile as he sinks his teeth\r\ninto the throats of our oppressors."
805,"UniqueQuiver10",19860,"The fortunate inscribe their legacy\r\nin the pages of history books.\r\nThe rest of us must leave our mark with our blood\r\nor the blood of others."
806,"UniqueMap2_14",30356,"Howls and laughter\r\nThey hide in the day\r\nThey smell you, they watch you\r\nThey track their new prey"
807,"Talisman4",33337,"The wolf greeted the king,\r\nIn the light of the harvest moon.\r\nThe wolf offered the strength of the wild,\r\nAnd the king paid for it in blood."
808,"UniqueAmulet28",29952,"Those who dwell in the deep freeze\r\nenjoy a special kind of madness."
809,"Talisman1_10",3462,"The First Ones hold us\r\nbetween two sharpened blades.\r\nThat should we stray too far from the path,\r\nwe find ourselves severed.\r\n- The Wolven King"
810,"UniqueBodyDemigods",33592,"The victorious know only leadership,\r\nthe rest only servitude."
811,"Prosperity",64807,"Accumulating wealth has its own costs."
812,"TheSigil",10271,"<size:29>{Three men travel\r\nthrough the gate;\r\nthey carry a protective ward.\r\nA faction conspires\r\nagainst their fate,\r\nbut magic unravels the sword.}"
813,"TheDapperProdigy",35255,"\""Many believe murder is a grisly, grim, and grotesque crime. Then there are those who simply make art of it.\"""
814,"TheRabidRhoa",19732,"\""Experiment 22A: Rhoas, when deprived of water, secrete a most delightfully potent toxin.\""\r\n- Maligaro"
815,"TheSoul",19217,"\""Most people only have one. I'm a bit of a hoarder.\"""
816,"TheLion",43225,"<size:31>{The Eternals lauded his valour. The Karui relished his defeat. Yet the final thoughts of Marceus Lioneye were naught but lament for his pride.}"
817,"TheDragon",12573,"<size:28>{Scaly beast of the skies,\r\nwatching with his golden eyes.\r\nShadow that blocks out the sun,\r\nit's too late for you to run.}"
818,"Rats",7516,"Whoever said 'more is always better' has obviously never met a rat."
819,"TheRisk",63167,"\""There is no right or wrong choice, no best or worst. There are only choices and their consequences.\"""
820,"Tranquillity",53194,"Beware the sudden calm, for it is a sure sign of a storm on the horizon."
821,"UniqueFlask13",48471,"To achieve godhood, they would cast off all that god has gifted us.\r\nMortality, compassion, even the sanctity of flesh.\r\n - High Templar Voll"
822,"UniqueTwoHandAxe14",28856,"\""The Karui savages claim the weapon was forged by their fire god.\r\nI'm rather inclined to believe them.\""\r\n- Fairgraves, Renowned Explorer"
823,"UniqueShieldInt7",32113,"Thaumaturgy has no limit.\r\nIt is our fragile reality that imposes boundaries."
824,"Talisman1_12",15849,"For too long we have crawled in darkness,\r\nscavenging through rotten scraps.\r\nThe First Ones teach us to scavenge until we can hunt,\r\nand then never crawl again.\r\n- The Wolven King"
825,"UniqueFlask14",53586,"Between a rock and a rock."
826,"Talisman2_8",47784,"The Empire hides lies and falsehoods\r\nBehind a mask of politeness and civility.\r\nThe First Ones teach us to look through the lies,\r\nAnd that no beast can truly cover their tracks.\r\n- The Wolven King"
827,"Talisman1_11",47033,"The world of the First Ones is harsh;\r\nWe struggle on our bellies to survive.\r\nBut that which imprisons us also changes us\r\nAnd soon we will emerge anew.\r\n- The Wolven King"
828,"UniqueSceptre15",19050,""
829,"UniqueBelt19",18955,"\""The power of rebirth rivals that of immortality.\""\r\n- Icius Perandus, Antiquities Collection, Item 3"
830,"UniqueAmulet29",46281,"Those who dwell in the deep freeze\r\nenjoy a special kind of madness."
831,"UniqueAmulet29x",16834,"\""Researcher Graven spent eleven hours suffering electrocution in the lab\r\nbefore he was found. Prototype #14 somehow kept him from dying.\"""
832,"UniqueOneHandClaw12",31350,"\""A man cowers behind his walls.\r\nA woman carries her fortress with her.\r\nIn heart, in mind, in hand.\""\r\n- Sekhema Deshret"
833,"UniqueOneHandClaw12x",11390,"\""Additional test subjects approved. Determine exactly how many wounds\r\nneed to be endured to activate Prototype #612's energies.\"""
834,"HerMask",3182,"To her beauty you submit,\r\nlest your neck the great Queen slit."
835,"TreasureHunter",45533,"\""Don't worry, I know what I'm doing.\""\r\n- Toggo's Last Words"
836,"EarthDrinker",27082,"Taste and grow strong. Drink too much and be buried."
837,"TheWolfsShadow",1723,"\""If I fall, we will fall together with my fangs in your throat.\"""
838,"TheArenaChampion",21815,"The fight is the easy part. It's the years of training that'll kill you."
839,"UniqueStaff16",18982,"\""Since one with knowledge of machines\r\nmight be able to bring the labyrinth to a standstill, \r\nIzaro had us place many boobytrapped decoys.\r\nBut I know which switch brings the monster down.\""\r\n- Xirgil, Trapbuilder's final words."
