"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid","[string]","i32","i32","bool","bool"
440,7962,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",68,1,"",[],-16843010,-16843010,"",""
441,7963,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem15Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
442,7964,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",73,1,"",[],-16843010,-16843010,"",""
443,7965,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem16Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
444,7966,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",77,1,"",[],-16843010,-16843010,"",""
445,7967,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem17Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
446,7968,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",81,1,"",[],-16843010,-16843010,"",""
447,7969,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem18Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
448,7970,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",85,1,"",[],-16843010,-16843010,"",""
449,7971,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem19Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
450,7972,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",89,1,"",[],-16843010,-16843010,"",""
451,7973,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem20Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
452,7974,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",93,1,"",[],-16843010,-16843010,"",""
453,7975,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem21Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
454,7976,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",100,1,"",[],-16843010,-16843010,"",""
455,7977,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem22Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
456,7978,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",104,1,"",[],-16843010,-16843010,"",""
457,7979,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem23Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
458,7980,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",108,1,"",[],-16843010,-16843010,"",""
459,7981,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem24Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
460,7982,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",112,1,"",[],-16843010,-16843010,"",""
461,7983,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem25Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
462,7984,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",124,1,"",[],-16843010,-16843010,"",""
463,7985,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem26Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
464,7986,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",135,1,"",[],-16843010,-16843010,"",""
465,7987,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem27Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
466,7988,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",140,1,"",[],-16843010,-16843010,"",""
467,7989,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem28Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
468,7990,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",158,1,"",[],-16843010,-16843010,"",""
469,7991,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem29Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
470,7992,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",188,1,"",[],-16843010,-16843010,"",""
471,7993,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
472,7994,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",189,1,"",[],-16843010,-16843010,"",""
473,7995,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem30RuthlessSegment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
474,7996,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem31Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",209,1,"",[],-16843010,-16843010,"",""
