"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
695,5,337,15161,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireAddedAsChaos","[1,3]",0,88,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15844
696,5,338,15148,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireAddedAsChaos","[0,2,4]",0,88,1,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15840
697,5,339,15149,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireAddedAsChaos","[0,2,4]",0,88,4,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15840
698,5,340,15163,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdAddedAsChaos","[1,3]",0,88,1,2,"Prefix","[1,3]",[],[],1114,1114,"",15845
699,5,341,15164,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdAddedAsChaos","[1,3]",0,88,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15845
700,5,342,15151,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdAddedAsChaos","[0,2,4]",0,88,1,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15841
701,5,343,15152,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdAddedAsChaos","[0,2,4]",0,88,4,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15841
702,5,344,15166,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningAddedAsChaos","[1,3]",0,88,1,2,"Prefix","[1,3]",[],[],1114,1114,"",15846
703,5,345,15167,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"LightningAddedAsChaos","[1,3]",0,88,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15846
704,5,346,15154,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningAddedAsChaos","[0,2,4]",0,88,1,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15842
705,5,347,15155,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"LightningAddedAsChaos","[0,2,4]",0,88,4,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15842
706,5,348,15169,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalAddedAsChaos","[1,3]",0,88,1,2,"Prefix","[1,3]",[],[],1114,1114,"",15847
707,5,349,15170,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalAddedAsChaos","[1,3]",0,88,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15847
708,5,350,15157,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalAddedAsChaos","[0,2,4]",0,88,1,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15843
709,5,351,15158,[32],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalAddedAsChaos","[0,2,4]",0,88,4,2,"Prefix","[0,2,4]",[],[],1114,1114,"",15843
710,5,352,15172,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"PercentageAllAttributes",[6],0,89,1,2,"Suffix",[],[],[],1114,1114,"",15848
711,5,353,15173,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"PercentageAllAttributes",[6],0,89,4,2,"Suffix",[],[],[],1114,1114,"",15848
712,5,354,15175,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LifeAddedAsEnergyShield",[6],0,55,1,2,"Prefix",[],[],[],1114,1114,"",15849
713,5,355,15176,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LifeAddedAsEnergyShield",[6],0,55,4,2,"Prefix",[],[],[],1114,1114,"",15849
714,5,356,15177,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"SummonWolfOnKillOld",[10],0,37,1,2,"Suffix",[],[],[],1114,1114,"",15850
715,5,357,15179,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalDamageTakenAsFirePercent",[5],0,95,1,2,"Prefix",[],[415],[],1114,1114,"",15851
716,5,358,15180,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalDamageTakenAsFirePercent",[5],0,95,4,2,"Prefix",[],[415],[],1114,1114,"",15851
717,5,359,15182,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"AvoidFreeze",[8],0,11,1,2,"Prefix",[],[],[],1114,1114,"",15852
718,5,360,15183,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"AvoidFreeze",[8],0,11,4,2,"Prefix",[],[],[],1114,1114,"",15852
719,5,361,15185,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"CritChanceAndCriticalStrikeMultiplierIfEnemyShatteredRecently",[9],0,20,1,2,"Suffix",[],[],[],1114,1114,"",15853
720,5,362,15186,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"CritChanceAndCriticalStrikeMultiplierIfEnemyShatteredRecently",[9],0,20,4,2,"Suffix",[],[],[],1114,1114,"",15853
721,5,363,15188,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedChaosAndPhysicalDamage",[9],0,50,1,2,"Suffix",[],[],[],1114,1114,"",15854
722,5,364,15189,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"IncreasedChaosAndPhysicalDamage",[9],0,50,4,2,"Suffix",[],[],[],1114,1114,"",15854
723,5,365,15191,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedFireAndLightningDamage",[9],0,52,1,2,"Suffix",[],[],[],1114,1114,"",15855
724,5,366,15192,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"IncreasedFireAndLightningDamage",[9],0,52,4,2,"Suffix",[],[],[],1114,1114,"",15855
725,5,367,15193,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskLifeRegenerationPerMinuteDuringFlaskEffect",[12],0,64,1,2,"Suffix",[],[],[],1114,1114,"",15856
726,5,368,15194,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskAvoidStunChanceAndMovementSpeedDuringFlaskEffect",[12],0,60,1,2,"Suffix",[],[],[],1114,1114,"",15857
727,5,369,15195,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskSkillManaCostDuringFlaskEffect",[12],0,65,1,2,"Suffix",[],[],[],1114,1114,"",15858
728,5,370,15196,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskItemFoundRarityDuringFlaskEffect",[12],0,62,1,2,"Suffix",[],[],[],1114,1114,"",15859
729,5,371,15197,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskCriticalStrikeChanceDuringFlaskEffect",[12],0,61,1,2,"Suffix",[],[],[],1114,1114,"",15860
730,5,372,15198,[17],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"LocalFlaskLifeLeechOnDamageTakenPermyriadDuringFlaskEffect",[12],0,63,1,2,"Suffix",[],[],[],1114,1114,"",15861
731,5,373,15199,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAttackSpeedAndLocalItemQuality","[0,2,1,3]",0,111,2,2,"Suffix","[0,2,1,3]",[437],[],1114,1114,"",15863
732,5,374,15200,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAttackSpeedAndLocalItemQuality","[0,1]",0,111,4,2,"Suffix","[0,1]",[437],[],1114,1114,"",15862
733,5,375,15201,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalCriticalStrikeChanceAndLocalItemQuality","[0,2,1,3]",0,112,2,2,"Suffix",[],[437],[],1114,1114,"",15864
734,5,376,15202,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalCriticalStrikeChanceAndLocalItemQuality","[0,2,1,3]",0,112,4,2,"Suffix",[],[437],[],1114,1114,"",15864
735,5,377,15203,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAccuracyRatingAndLocalItemQuality","[0,2,1,3]",0,113,2,2,"Suffix",[],[437],[],1114,1114,"",15865
736,5,378,15204,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAccuracyRatingAndLocalItemQuality","[0,2,1,3]",0,113,4,2,"Suffix",[],[437],[],1114,1114,"",15865
737,5,379,15205,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalAccuracyRatingAndLocalItemQuality","[0,2,1,3]",0,113,6,2,"Suffix",[],[437],[],1114,1114,"",15865
738,5,380,15206,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAttackSpeedAndLocalDisplayTriggerLevel1BloodRageOnKillChance","[0,2,1,3]",0,114,2,2,"Suffix","[0,2,1,3]",[],[],1114,1114,"",15867
739,5,381,15207,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAttackSpeedAndLocalDisplayTriggerLevel1BloodRageOnKillChance","[0,1]",0,114,4,2,"Suffix","[0,1]",[],[],1114,1114,"",15866
740,5,382,15211,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"CastSpeedAndGainArcaneSurgeOnKillChance","[1,3]",0,115,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15869
741,5,383,15212,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"CastSpeedAndGainArcaneSurgeOnKillChance","[1,3]",0,115,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15869
742,5,384,15213,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CastSpeedAndGainArcaneSurgeOnKillChance","[1,3]",0,115,6,2,"Suffix","[1,3]",[],[],1114,1114,"",15869
743,5,385,15208,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"CastSpeedAndGainArcaneSurgeOnKillChance","[0,2]",0,115,2,2,"Suffix","[0,2]",[],[],1114,1114,"",15868
744,5,386,15209,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"CastSpeedAndGainArcaneSurgeOnKillChance","[0,2]",0,115,4,2,"Suffix","[0,2]",[],[],1114,1114,"",15868
745,5,387,15210,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CastSpeedAndGainArcaneSurgeOnKillChance","[0,2]",0,115,6,2,"Suffix","[0,2]",[],[],1114,1114,"",15868
746,5,388,15214,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"TriggerSocketedSpellOnSkillUse","[0,2,1,3]",0,116,2,1,"Suffix",[],[],[],1114,1114,"",15870
747,5,389,15215,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,2,2,"Suffix",[],[],[],1114,1114,"",15871
748,5,390,15216,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,4,2,"Suffix",[],[],[],1114,1114,"",15871
749,5,391,15217,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"FireAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,6,2,"Suffix",[],[],[],1114,1114,"",15871
750,5,392,15218,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,2,2,"Suffix",[],[],[],1114,1114,"",15872
751,5,393,15219,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LightningAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,4,2,"Suffix",[],[],[],1114,1114,"",15872
752,5,394,15220,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"LightningAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,6,2,"Suffix",[],[],[],1114,1114,"",15872
753,5,395,15221,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,2,2,"Suffix",[],[],[],1114,1114,"",15873
754,5,396,15222,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,4,2,"Suffix",[],[],[],1114,1114,"",15873
755,5,397,15223,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"ColdAndChaosDamageResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,6,2,"Suffix",[],[],[],1114,1114,"",15873
756,5,398,15224,[4],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"StrengthAndLocalItemQuality","[0,1,2,3,6,4]",0,120,2,2,"Suffix",[],[437],[],1114,1114,"",15874
757,5,399,15225,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"StrengthAndLocalItemQuality","[0,1,2,3,6,4]",0,120,4,2,"Suffix",[],[437],[],1114,1114,"",15874
758,5,400,15226,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"StrengthAndLocalItemQuality","[0,1,2,3,6,4]",0,120,6,2,"Suffix",[],[437],[],1114,1114,"",15874
759,5,401,15227,[4],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"DexterityAndLocalItemQuality","[0,1,2,3,6,4]",0,121,2,2,"Suffix",[],[437],[],1114,1114,"",15875
760,5,402,15228,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"DexterityAndLocalItemQuality","[0,1,2,3,6,4]",0,121,4,2,"Suffix",[],[437],[],1114,1114,"",15875
761,5,403,15229,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"DexterityAndLocalItemQuality","[0,1,2,3,6,4]",0,121,6,2,"Suffix",[],[437],[],1114,1114,"",15875
762,5,404,15230,[4],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"IntelligenceAndLocalItemQuality","[0,1,2,3,6,4]",0,122,2,2,"Suffix",[],[437],[],1114,1114,"",15876
763,5,405,15231,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"IntelligenceAndLocalItemQuality","[0,1,2,3,6,4]",0,122,4,2,"Suffix",[],[437],[],1114,1114,"",15876
764,5,406,15232,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"IntelligenceAndLocalItemQuality","[0,1,2,3,6,4]",0,122,6,2,"Suffix",[],[437],[],1114,1114,"",15876
765,5,407,15233,[17],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LifeRegenerationRatePerMinuteWhileUsingFlask",[11],0,123,2,2,"Suffix",[],[],[],1114,1114,"",15877
766,5,408,15234,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LifeRegenerationRatePerMinuteWhileUsingFlask",[11],0,123,4,2,"Suffix",[],[],[],1114,1114,"",15877
767,5,409,15235,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"LifeRegenerationRatePerMinuteWhileUsingFlask",[11],0,123,6,2,"Suffix",[],[],[],1114,1114,"",15877
768,5,410,15059,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"TrapThrowSpeed","[10,11]",0,109,2,2,"Suffix",[],[],[],1114,1114,"",15800
769,5,411,15060,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"TrapThrowSpeed","[10,11]",0,109,4,2,"Suffix",[],[],[],1114,1114,"",15800
770,5,412,15061,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"TrapThrowSpeed","[10,11]",0,109,6,2,"Suffix",[],[],[],1114,1114,"",15800
771,5,413,15062,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"MineLayingSpeed","[10,5]",0,78,2,2,"Suffix",[],[],[],1114,1114,"",15801
772,5,414,15063,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"MineLayingSpeed","[10,5]",0,78,4,2,"Suffix",[],[],[],1114,1114,"",15801
773,5,415,15064,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MineLayingSpeed","[10,5]",0,78,6,2,"Suffix",[],[],[],1114,1114,"",15801
774,5,416,15065,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"BrandAttachmentRange","[10,7]",0,47,2,2,"Suffix",[],[],[],1114,1114,"",15802
775,5,417,15066,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"BrandAttachmentRange","[10,7]",0,47,4,2,"Suffix",[],[],[],1114,1114,"",15802
776,5,418,15067,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"BrandAttachmentRange","[10,7]",0,47,6,2,"Suffix",[],[],[],1114,1114,"",15802
777,5,419,15236,[2],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"PercentageLifeAndMana",[6],0,124,2,1,"Prefix",[],[453],[],1114,1114,"",15878
778,5,420,15237,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],0,"BodyBlockPercent",[6],0,125,2,1,"Prefix",[],[],[],1114,1114,"",15879
779,5,421,15238,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],0,"SpellDodgePercentage",[6],0,126,2,1,"Prefix",[],[],[],1114,1114,"",15880
780,5,422,15239,[6],[6],0,"",6,[],0,"",0,0,[],"","","",[],0,"AvoidStunAndElementalStatusAilments",[6],0,127,2,1,"Prefix",[],[],[],1114,1114,"",15881
781,5,423,14799,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"AreaDamageAndAreaOfEffect",[10],0,100,2,2,"Prefix",[],[],[],1114,1114,"",15699
782,5,424,14800,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"AreaDamageAndAreaOfEffect",[10],0,100,4,2,"Prefix",[],[],[],1114,1114,"",15699
783,5,425,14801,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"AreaDamageAndAreaOfEffect",[10],0,100,6,2,"Prefix",[],[],[],1114,1114,"",15699
784,5,426,14802,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"ProjectileDamageAndProjectileSpeed",[10],0,96,2,2,"Prefix",[],[],[],1114,1114,"",15700
785,5,427,14803,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"ProjectileDamageAndProjectileSpeed",[10],0,96,4,2,"Prefix",[],[],[],1114,1114,"",15700
786,5,428,14804,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"ProjectileDamageAndProjectileSpeed",[10],0,96,6,2,"Prefix",[],[],[],1114,1114,"",15700
787,5,429,14805,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"MeleeDamageAndMeleeRange",[10],0,77,2,2,"Prefix",[],[],[],1114,1114,"",15701
788,5,430,14806,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"MeleeDamageAndMeleeRange",[10],0,77,4,2,"Prefix",[],[],[],1114,1114,"",15701
789,5,431,14807,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"MeleeDamageAndMeleeRange",[10],0,77,6,2,"Prefix",[],[],[],1114,1114,"",15701
790,5,432,15104,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"FocusCooldownRecovery",[8],0,49,2,1,"Suffix",[],[],[],1114,1114,"",15820
791,0,0,7575,[13],[2],0,"",6,[],0,"",0,0,[],"","","",[249],0,"ItemGenerationCannotChangePrefixes","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
792,0,1,7576,[13],[2],0,"",6,[],0,"",0,0,[],"","","",[250],0,"ItemGenerationCannotChangeSuffixes","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
793,0,2,7579,[13],[2],0,"",6,[],0,"",0,0,[],"","","",[251],0,"ItemGenerationCanHaveMultipleCraftedMods","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
794,0,3,7577,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[247],0,"ItemGenerationCannotRollAttackAffixes","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
795,0,4,7578,[23],[5],0,"",6,[],0,"",0,0,[],"","","",[248],0,"ItemGenerationCannotRollCasterAffixes","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
