"rownum","BaseMetadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","bool","i32","string","bool"
289,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",29,[6280],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
290,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",52,[6280],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
291,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",92,[6280],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
292,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",173,[6280],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
293,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/ChaosGolemEncounter/ChaosGolemEncounterTier1_3",239,[6280],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
294,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",1,[6305],10,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
295,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",9,[6305],10,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
296,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",29,[6305],10,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
297,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",52,[6305],10,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
298,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",92,[6305],10,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
299,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",173,[6305],10,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
300,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_1",239,[6305],10,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
301,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",1,[6306],20,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
302,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",9,[6306],20,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
303,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",29,[6306],20,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
304,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",52,[6306],20,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
305,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",92,[6306],20,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
306,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",173,[6306],20,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
307,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_2",239,[6306],20,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
308,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",1,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,83886080,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
309,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",9,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,167772160,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
310,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",29,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
311,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",52,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
312,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",92,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
313,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",173,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
314,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RockGolemEncounter/RockGolemEncounterTier1_3",239,[6308],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,251658240,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
315,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",1,[6111],20,1000,0,0,2760,5520,0,0,"",1,"",0,33554432,167772160,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
316,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",9,[6111],20,1000,0,0,2400,4800,0,0,"",1,"",0,33554432,167772160,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
317,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",29,[6111],20,1000,0,0,2040,4080,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
318,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",52,[6111],20,1000,0,0,1680,3360,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
319,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",92,[6111],20,1000,0,0,1300,2700,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
320,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",173,[6111],20,1000,0,0,1100,2200,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
321,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_1",239,[6111],20,1000,0,0,1000,1800,0,0,"",1,"",0,33554432,167772160,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",1
322,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",1,[6099],10,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,754974720,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
323,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",9,[6099],10,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,1090519040,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
324,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",29,[6099],10,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,1258291200,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
325,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",52,[6099],10,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,1258291200,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
326,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",92,[6099],10,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,1258291200,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
327,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",173,[6099],10,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,1258291200,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
328,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_2",239,[6099],10,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,1258291200,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
329,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_3",1,[6098],1,1000,0,0,1000,1000,0,0,"",1,"",65536,16777216,0,0,0,67108864,0,"",1,"triggerer.DoAction( Emerge );",""
330,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",1,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
331,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",9,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
332,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",29,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
333,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",52,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
334,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",92,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
335,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",173,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
336,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SpiderEncounter/SpiderEncounterTier1_4",239,[6099],1,1000,0,0,2000,5000,0,0,"",1,"",0,16777216,16777216,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge );",""
337,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",1,"[6313,0,0]",10,1000,0,0,3200,4200,0,0,"",1,"",0,33554432,100663296,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
338,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",9,"[6313,0,0]",10,1000,0,0,3000,4000,0,0,"",1,"",0,33554432,100663296,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
339,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",37,"[6313,0,0]",10,1000,0,0,2500,3500,0,0,"",1,"",0,50331648,134217728,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
340,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",52,"[6313,0,0]",10,1000,0,0,2500,3500,0,0,"",1,"",0,50331648,134217728,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
341,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",92,"[6313,0,0]",10,1000,0,0,2300,3500,0,0,"",1,"",0,50331648,167772160,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
342,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",173,"[6313,0,0]",16,1000,0,0,2100,3500,0,0,"",1,"",0,50331648,268435456,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
343,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_1",239,"[6313,0,0]",40,1000,0,0,2000,3500,0,0,"",1,"",0,50331648,671088640,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",1
344,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",1,"[6316,0,0,0,6317,0,0,0]",10,1000,0,0,3200,4000,0,0,"",1,"",0,33554432,67108864,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
345,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",9,"[6316,0,0,0,6317,0,0,0]",10,1000,0,0,3000,4000,0,0,"",1,"",0,33554432,67108864,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
346,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",37,"[6316,0,0,0,6317,0,0,0]",10,1000,0,0,2500,4000,0,0,"",1,"",0,50331648,100663296,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
347,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",52,"[6316,0,0,0,6317,0,0,0]",10,1000,0,0,2500,4000,0,0,"",1,"",0,50331648,100663296,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
348,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",92,"[6316,0,0,0,6317,0,0,0]",10,1000,0,0,2300,4000,0,0,"",1,"",0,50331648,167772160,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
349,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",173,"[6316,0,0,0,6317,0,0,0]",16,1000,0,0,2100,4000,0,0,"",1,"",0,50331648,268435456,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
350,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_2",239,"[6316,0,0,0,6317,0,0,0]",40,1000,0,0,2000,4000,0,0,"",1,"",0,50331648,671088640,0,0,33554432,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
351,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_3",1,"[6316,0,0,0,6317,0,0,0]",1,1000,0,0,1000,1000,0,0,"",1,"",65536,16777216,0,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 4, -90, 0, 4000 );",1
352,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_3",37,"[3107,0,0,0,3108]",1,1000,0,0,1000,1000,0,0,"",1,"",65536,16777216,0,0,0,67108864,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 4, -90, 0, 4000 );",1
353,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeyondEncounter/BeyondEncounterTier1_3",169,"[3107,0,0,0,3108,0]",1,1000,0,0,1000,1000,0,0,"",1,"",65536,16777216,0,0,0,67108864,0,"",1,"triggerer.DoAction( Emerge ); triggerer.AddBuff( abyss_monsters_damage_taken, 4, -90, 0, 4000 );",1
354,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",1,[6324],20,300,0,0,2760,5520,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
355,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",9,[6324],20,300,0,0,2400,4800,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
356,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",29,[6324],20,300,0,0,2040,4080,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
357,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",52,[6324],20,300,0,0,1680,3360,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
358,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",92,[6324],20,300,0,0,1300,2700,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
359,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",173,[6324],20,300,0,0,1100,2200,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
360,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_1",239,[6324],20,300,0,0,1000,1800,0,0,"",1,"",0,83886080,335544320,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
361,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",1,[6325],20,300,0,0,3700,7300,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
362,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",9,[6325],20,300,0,0,3200,6300,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
363,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",29,[6325],20,300,0,0,2700,5500,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
364,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",52,[6325],20,300,0,0,2300,4800,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
365,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",92,[6325],20,300,0,0,2000,4200,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
366,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",173,[6325],20,300,0,0,1800,3700,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
367,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_2",239,[6325],20,300,0,0,1700,3300,0,0,"",1,"",0,83886080,167772160,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
368,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostEncounterTier1_3",1,[6326],1,300,0,0,3000,3300,0,0,"",1,"",0,16777216,0,0,0,50331648,0,"",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostEncounter/GhostSpawnerEffect );",1
369,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RhoaEncounter/RhoaEncounterSpawner1_1",1,[2494],1,0,0,0,0,0,0,0,"",1,"",65536,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( CastGroundEffect ); PlayEffect( Metadata/Effects/Spells/traps/fireground_trap/rig_new.ao );",""
370,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RhoaEncounter/RhoaEncounterSpawner1_2",1,[6196],20,1000,0,15,7200,10800,0,0,"",1,"",0,16777216,0,335544320,335544320,83886080,0,"",1,"",""
