"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
473,"wither_resistance","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff_large.epk""]",[],[],1,"","","","","","","",[],[],[]
474,"wither_resistance_arcane","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff_large.epk""]",[],[],"","","","","","","","",[],[],[]
475,"offering_of_judgement_chaos","Art/2DArt/BuffIcons/Chaos.dds","[""Metadata/Effects/StatusAilments/chaosed.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
476,"her_blessing","Art/2DArt/BuffIcons/GoddessUnleasedBurningIcon.dds","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/TheGoddessUnleashed/buff.epk""]",[],[],1,"","","","","","","",[],[],[]
477,"vinktars_vessel","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds","[""Metadata/Effects/Spells/monsters_effects/Viking_Vinktars_Square/aura/aura.epk""]",[],[],1,"","","","","","","",[],[],[]
478,"lava_aura_ignited","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","Metadata/Effects/StatusAilments/Ignited_player.epk","","",[],[],[]
479,"remove_covered_in_spiders","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ArachnidTombFire/BurningSpidersFire.epk""]",[],"","","","","","","","",[],[],[]
480,"rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
481,"flying_rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/flying_roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
482,"vinktars_vessel_no_epk","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
483,"gloom_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomfire.epk""]",[],[],"","","","","","","","",[],[],[]
484,"ghost_flame_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/ghost_fire/fire_heraldghost_epk.epk""]",[],[],"","","","","","","","",[],[],[]
485,"spinning_blades_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/spinner/spinnerblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
486,"nightwane_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/skeletonsoldier/Nightwane/nightwane.epk""]",[],[],"","","","","","","","",[],[],[]
487,"izaro_fire_conversion_buff_1","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[3],"","","","","","","","",[],[],[]
488,"vinktar_lightning_bond","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[]
489,"singularity_aura","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff_large.epk""]",[],[],1,"","","","","","","",[],[],[]
490,"grasping_ornaments_slow","Art/2DArt/BuffIcons/GraspingOrnaments.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
491,"grasping_tentacles_slow","Art/2DArt/BuffIcons/ParasiticSquidDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
492,"grant_es_to_nearby_allies","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[]
493,"grant_strength_bonus_to_nearby_allies","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[]
494,"augry_of_penitence","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDominationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
495,"shield_defence_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
496,"ascendancy_melee_physical_damage","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[]
497,"avoid_stun_staff_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[]
498,"izaro_fire_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","",[],[],[]
499,"izaro_cold_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","",[],[],[]
500,"izaro_lightning_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","",[],[],[]
501,"izaro_physical_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
502,"talisman_totem_effects","","[""Metadata/Effects/Spells/monsters_effects/talisman/tribal_totem/monster_glow.epk""]",[],[0],"","","","","","","","",[],[],[]
503,"gladiator_damage_speed_stack","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds",[],[],[],"","","","","","","","",[],[],[]
504,"maim","Art/2DArt/BuffIcons/MaimBuff.dds","[""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/large_maimed.epk""]",[],[],1,"","","","","","","",[],[],[]
505,"lightning_eyes_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/EyeSpawner/minion/lightning_eye_minion/lightning.epk""]",[],[],"","","","","","","","",[],[],[]
506,"talisman_degen","Art/2DArt/BuffIcons/Bonespire.dds",[],[],[],"","","","","","","","",[],[],[71]
507,"blade_vortex_counter","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[],[],[],"","","","","","","","",[],[],[]
508,"locust_swarm_fire","Art/2DArt/BuffIcons/LocustFire.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/fire/fire_aoe.epk""]",[0],"","","","","","","","",[],[],[]
509,"locust_swarm_cold","Art/2DArt/BuffIcons/LocustIce.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/ice/ice_aoe.epk""]",[0],"","","","","","","","",[],[],[]
510,"locust_swarm_lightning","Art/2DArt/BuffIcons/LocustLightning.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/lightning/lightning_aoe.epk""]",[0],"","","","","","","","",[],[],[]
511,"petrified","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/act9/StoneEpk/StonePetrify.epk""]",[],[],1,"","","","","","","",[],[],[]
512,"lieutenant_bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/ice_damage_reflect/ice_buff.epk""]",[],[],"","","","","","","","",[],[],[]
513,"izaro_elemental_fire_buff","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","",[],[],[]
514,"izaro_elemental_cold_buff","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","",[],[],[]
515,"izaro_elemental_lightning_buff","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","",[],[],[]
516,"pendulum_of_destruction","","[""Metadata/Effects/Spells/ascendancy_classes/elementalist/pendulum_of_destruction/pendulum_of_destruction.epk""]",[],[],1,"","","","","","","",[],[],[]
517,"occultist_nearby_enemies_chaos_resist_life_regen","Art/2DArt/BuffIcons/Ascendancy/VoidBeacon.dds","[""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
518,"blight","Art/2DArt/SkillIcons/Blight.dds","[""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff_large.epk""]",[],[],1,"","","","","","","",[],[],[]
519,"izaro_chronos_statue_damage_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
520,"izaro_chronos_statue_speed_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
521,"izaro_chronos_statue_damage_taken_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
522,"izaro_gargoyles_damage_buff","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
523,"izaro_gargoyles_damage_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/damage.epk""]",[],[3],"","","","","","","","",[],[],[]
524,"izaro_gargoyles_speed_buff","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
525,"izaro_gargoyles_speed_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/speed.epk""]",[],[3],"","","","","","","","",[],[],[]
526,"izaro_gargoyles_damage_taken_buff","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
527,"izaro_gargoyles_damage_taken_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/defence.epk""]",[],[3],"","","","","","","","",[],[],[]
528,"izaro_pedestals_physical_damage_reduction_buff","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
529,"izaro_pedestals_physical_damage_buff","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
530,"izaro_pedestals_additional_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[]
531,"super_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[5]
532,"izaro_curse_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[20]
533,"izaro_curse_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[27]
534,"izaro_curse_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[24]
535,"stone_golem_regeneration","Art/2DArt/SkillIcons/RockGolemSummon.dds",[],[],[],"","","","","","","","",[],[],[]
536,"chieftain_totem_aura","Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresenceSmallIcon.dds","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura_large.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_aura.epk""]",[],1,"","","","","","","",[],[],[]
537,"shrink","Art/2DArt/BuffIcons/ShrinkDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
538,"guardian_stun_aura","Art/2DArt/BuffIcons/Ascendancy/ShieldMastery.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],1,"","","","","","","",[],[],[]
539,"arrow_trap_slow","","[""Metadata/Effects/StatusAilments/poisoned_dart_slow.epk""]",[],[3],"","","","","","","","",[],[],[]
540,"rageslaver_summoned","Art/2DArt/BuffIcons/RhysSword.dds",[],[],[],"","","","","","","","",[],[],[]
541,"izaro_pylon_death_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],[],[],"","","","","","","","",[],[],[21]
542,"izaro_pylon_death_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],[],[],"","","","","","","","",[],[],[28]
543,"izaro_pylon_death_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],[],[],"","","","","","","","",[],[],[25]
544,"enrage_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/minotaur/enrage.epk""]",[],[],"","","","","","","","",[],[],[]
545,"enrage_buff_hellion","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Chimera/MiniBosses/enraged.epk""]",[],[],"","","","","","","","",[],[],[]
546,"unique_flask_zealots_oath","Art/2DArt/BuffIcons/SorrowOfTheDivineFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
547,"awaken_gargoyle","Art/2DArt/BuffIcons/liferegentoenergyshield.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/beamhit.epk""]",[],[3],"","","","","","","","",[],[],[]
548,"elemental_overload","Art/2DArt/BuffIcons/BuffElementalOverload.dds",[],[],[],"","","","","","","","",[],[],[]
549,"harmony_of_purpose","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[3],"","","","","","","","",[],[],[]
550,"harmony_of_purpose_enemies","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds",[],[],[],"","","","","","","","",[],[],[]
551,"scion_inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
552,"vile_bastion","Art/2DArt/BuffIcons/Ascendancy/SoulCatalyst.dds",[],[],[],"","","","","","","","",[],[],[]
553,"pursuit_of_faith","Art/2DArt/BuffIcons/Ascendancy/SpiritualEmpowerment.dds",[],[],[],"","","","","","","","",[],[],[]
554,"prayer_of_glory","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds",[],[],[],"","","","","","","","",[],[],[]
555,"elemental_conflux","Art/2DArt/BuffIcons/ElementalConflux.dds",[],[],[],"","","","","","","","",[],[],[]
556,"chilling_conflux","Art/2DArt/BuffIcons/ColdConflux.dds",[],[],[],"","","","","","","","",[],[],[]
557,"shocking_conflux","Art/2DArt/BuffIcons/LightningConflux.dds",[],[],[],"","","","","","","","",[],[],[]
558,"igniting_conflux","Art/2DArt/BuffIcons/FireConflux.dds",[],[],[],"","","","","","","","",[],[],[]
559,"gold_spectre_buff","","[""Metadata/Effects/StatusAilments/monsters/GoldenSpectres.epk""]",[],[4],"","","","","","","","",[],[],[]
560,"lightning_golem_wrath","Art/2DArt/SkillIcons/LightningGolemAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/lightning_elemental/aura/aura.epk""]",[],1,"","","","","","","",[],[],[]
561,"time_of_need","","[""Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed.epk""]",[],[3],"","","","","","","","",[],[],[]
562,"bane_of_the_loyal","Art/2DArt/BuffIcons/BaneOfTheLoyalBuff.dds",[],[],[],"","","","","","","","",[],[],[]
563,"heart_of_the_gargoyle","Art/2DArt/BuffIcons/HeartOfTheGargoyleBuff.dds",[],[],[],"","","","","","","","",[],[],[]
564,"cube_of_absorption","Art/2DArt/BuffIcons/PowerDampenerBuff.dds",[],[],[],"","","","","","","","",[],[],[]
565,"orb_of_elemental_essence","Art/2DArt/BuffIcons/OrbOfElementalEssenceBuff.dds",[],[],[],"","","","","","","","",[],[],[]
566,"rod_of_detonation","Art/2DArt/BuffIcons/RodOfDestructionBuff.dds",[],[],[],"","","","","","","","",[],[],[]
567,"sand_of_eternity","Art/2DArt/BuffIcons/SandsOfEternityBuff.dds",[],[],[],"","","","","","","","",[],[],[]
568,"cogs_of_disruption","Art/2DArt/BuffIcons/CogsOfDisruption.dds",[],[],[],"","","","","","","","",[],[],[]
569,"portal_shredder","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","",[],[],[]
570,"perandus_chest_protection","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/gold/maligaro_restraint_gold.epk""]",[],[4],"","","","","","","","",[],[],[]
571,"perandus_chest_fire_empowered","",[],[],[],"","","","","","","","",[],[],[]
572,"perandus_chest_cold_empowered","",[],[],[],"","","","","","","","",[],[],[]
573,"perandus_chest_lightning_empowered","",[],[],[],"","","","","","","","",[],[],[]
