"rownum","Id","Text","XBoxText","i32","PlaystationText"
1189,"CreditsFounderCreativeDirector","Founder, Creative Director","",-1379294951,""
1190,"CreditsFounder","Founder","",-1418302279,""
1191,"CreditsMarketingDirector","Marketing Director","",-603158189,""
1192,"CreditsCustomerSupportManager","Customer Support Manager","",-312431443,""
1193,"CreditsCustomerSupportSupervisor","Customer Support Supervisor","",-1296936602,""
1194,"CreditsITAdministration","IT Administration","",-1255207272,""
1195,"CreditsAccounting","Accounting","",1922819070,""
1196,"CreditsOfficeManagement","Office Management","",-518776413,""
1197,"CreditsCustomerSupport","Customer Support","",-155210788,""
1198,"CreditsCommunitySupporters","Community Supporters","",-1663812781,""
1199,"CreateCharacterStateChallengeLeagueAdvertisementHardcore","New Hardcore\nChallenge League\nComing Soon","",-1885560578,""
1200,"CreateCharacterStateChallengeLeagueAdvertisement","New Challenge League\nComing Soon","",-1573089851,""
1201,"Month1","January","",746675678,""
1202,"Month2","February","",-749084694,""
1203,"Month3","March","",248351717,""
1204,"Month4","April","",1398687811,""
1205,"Month5","May","",-925547317,""
1206,"Month6","June","",2037524549,""
1207,"Month7","July","",703931525,""
1208,"Month8","August","",-668196531,""
1209,"Month9","September","",1586083784,""
1210,"Month10","October","",-639148844,""
1211,"Month11","November","",162159877,""
1212,"Month12","December","",17874856,""
1213,"PVPDisplayFight","FIGHT!","",2119346852,""
1214,"PVPDisplayWaiting","waiting for players","",605867148,""
1215,"PVPDisplaySpectating","spectating","",543927603,""
1216,"PVPDisplayStarting","get ready","",-2056229808,""
1217,"PVPDisplayRound","round {0}","",971882102,""
1218,"CreateCharacterStateChallengeLeagueAdvertisementGarena","New Challenge League\nComing in December","",587325515,""
1219,"CreateCharacterStateChallengeLeagueAdvertisementHardcoreGarena","New Hardcore\nChallenge League\nComing in December","",659062746,""
1220,"ItemPopupExpiresIn","Expires in {0}","",-834069398,""
1221,"ItemPopupItemExpired","This item has expired and will not be available next time you log in","",1217315423,""
1222,"ItemPopupEffectExpired","This effect has expired and will no longer be applied next time you log in","",-229976641,""
1223,"ItemErrorItemInTrade","Item is in trade.","",-49526944,""
1224,"ItemErrorLockedToCharacter","Item cannot be traded or modified.","",278910730,""
1225,"ItemErrorLockedToAccount","Item cannot be traded.","",927232675,""
1226,"ItemErrorStolenFromHeist","Item cannot be traded or modified.","",-780065690,""
1227,"ItemErrorItemUnusable","Item is unusable.","",-1766495496,""
1228,"ItemErrorTargetCorrupted","Target is corrupted.","",876562587,""
1229,"ItemErrorItemCannotBeCorrupted","Item cannot be corrupted.","",-647632879,""
1230,"ItemErrorFailedToCorrupt","Could not corrupt target.","",-872038928,""
1231,"ItemErrorItemInRemoveOnlyTab","Items in remove-only stash tabs cannot be modified.","",706899715,""
1232,"ItemErrorItemEquipped","Item is currently equipped.","",327175167,""
1233,"ItemErrorNoTargetItem","No target item found.","",-829189405,""
1234,"ItemErrorNoTargetFound","No target object found.","",-1883872711,""
1235,"ItemErrorTargetTooFarAway","Target is too far away.","",-252767519,""
1236,"ItemErrorTargetNotIdentified","Target is not identified.","",-1605723997,""
1237,"ItemErrorTargetAlreadyIdentified","Target is already identified.","",563966131,""
1238,"ItemErrorTargetNotMapDevice","Target is not your Map Device.","",1335405894,""
1239,"ItemErrorItemCannotBeIdentified","Item cannot be identified.","",2080006018,""
1240,"ItemErrorItemNotWeapon","Item is not a Weapon.","",-1829387844,""
1241,"ItemErrorItemNotArmour","Item is not Armour.","",-402125336,""
1242,"ItemErrorItemNotFlask","Item is not a Flask.","",-1411093777,""
1243,"ItemErrorItemNotMap","Item is not a Map.","",1321257475,""
1244,"ItemErrorItemNotAtlasMap","Item is not an Atlas Map.","",-5103867,""
1245,"ItemErrorItemNotSkillGem","Item is not a Skill Gem or Support Gem.","",2141966360,""
1246,"ItemErrorNotDivinationCard","Item is not a Divination Card.","",-1807241074,""
1247,"ItemErrorNotFullStackOfDivinationCards","A full stack of Divination Cards is required to trade.","",19167475,""
1248,"ItemErrorItemMirrored","Item is mirrored.","",1634047331,""
1249,"ItemErrorItemCannotBeMirrored","Item cannot be mirrored.","",-1476609503,""
1250,"ItemErrorItemAtMaxQuality","Item is already at the maximum Quality.","",-671008070,""
1251,"ItemErrorItemNoSockets","Item has no Sockets.","",-1742554564,""
1252,"ItemErrorItemFixedSockets","Item has fixed Sockets.","",-956970219,""
1253,"ItemErrorFailedToRerollSockets","Could not reroll Sockets.","",539003942,""
1254,"ItemErrorSocketsNotEmpty","Item's Sockets are not empty.","",-930107289,""
1255,"ItemErrorItemAlreadyFullyLinked","Item already has the maximum number of Socket links.","",2014567674,""
1256,"ItemErrorItemAlreadyFullSockets","Item already has the maximum number of Sockets.","",1835292255,""
1257,"ItemErrorItemCannotIncreaseRarity","Item cannot increase in Rarity.","",-309894775,""
1258,"ItemErrorTargetNotNormal","Target is not Normal Rarity.","",124723169,""
1259,"ItemErrorTargetNotMagic","Target is not Magic.","",1032476086,""
1260,"ItemErrorTargetNotRare","Target is not Rare.","",-497865997,""
1261,"ItemErrorTargetNotMagicOrRare","Target is not Magic or Rare.","",-512810855,""
1262,"ItemErrorTargetNoMods","Target has no mods to modify.","",-417654772,""
1263,"ItemErrorCannotApplyToThisStrongbox","Item cannot apply to this Strongbox.","",1872704354,""
1264,"ItemErrorCannotApplyToStrongbox","Item cannot apply to Strongboxes.","",799099735,""
1265,"ItemErrorNotInThisLeague","Item cannot be used in the current League.","",-2019344358,""
1266,"ItemErrorCannotApplyToTarget","Item cannot apply to the target item.","",1128476826,""
1267,"ItemErrorTargetHasExistingMtx","Target item has conflicting microtransactions already applied.","",1215007093,""
1268,"ItemErrorCannotBeUsedInTown","Item cannot be used in Town.","",-1949956509,""
1269,"ItemErrorMustBeUsedInTownOrHideout","Item can only be used in Town or in a Hideout.","",1108849351,""
1270,"ItemErrorCannotBeUsedInPVP","Item cannot be used in PVP.","",-1337502012,""
1271,"ItemErrorFailedToPlacePortal","Could not place portal.","",-1710477790,""
1272,"ItemErrorFailedToGenerateMod","Could not generate Mod.","",1216736936,""
1273,"ItemErrorNotEnoughCharges","Not enough charges.","",148176596,""
1274,"ItemErrorNoEffect","Item would have no effect.","",1564616284,""
1275,"ItemErrorItemOnCursor","An item is already on the cursor.","An item is already selected.",-1953463836,""
1276,"ItemErrorWrongDanceClass","Item does not apply to your character class.","",-1106012206,""
1277,"ItemErrorItemCannotBeImprinted","Item cannot be imprinted.","",-752236572,""
1278,"ItemErrorItemImprintMismatch","Target item does not match the imprint.","",-1440660262,""
1279,"ItemErrorBanditQuestIncomplete","You have not completed the Lords of Larceny quest.","",-557977142,""
1280,"ItemErrorBanditNoPassive","You have insufficient unallocated Passive Skill Points to remove Eramir's favour.","",514057214,""
1281,"ItemErrorBanditAlreadyAlira","You already have Alira's favour.","",-767366839,""
1282,"ItemErrorBanditAlreadyOak","You already have Oak's favour.","",237075399,""
1283,"ItemErrorBanditAlreadyKraityn","You already have Kraityn's favour.","",-1420056633,""
1284,"ItemErrorBanditAlreadyEramir","You already have Eramir's favour.","",365661022,""
1285,"ItemErrorDelevelNoPassive","You must have an unallocated Passive Skill Point in order to use this item.","",-119147032,""
1286,"ItemErrorDelevelLevelTooLow","You must be at least Level 2 in order to use this item.","",-523963535,""
1287,"ItemErrorCannotReskin","Item cannot be used as an item skin.","",-617255088,""
1288,"ItemErrorReskinTypeMismatch","The two items must be the same type.","",1740080525,""
1289,"ItemErrorItemTooManyMods","Item has no space for more Mods.","",-36263610,""
1290,"ItemErrorWrongBaseType","Item has the wrong base type.","",-1486834965,""
1291,"ItemErrorNotStrongbox","Target is not a Strongbox.","",2007569003,""
1292,"ItemErrorStrongboxOpen","Target Strongbox is open.","",1490663869,""
1293,"ItemErrorStrongboxLocked","Target Strongbox is locked.","",-1755279417,""
1294,"ItemErrorFailedRerollImplicit","Could not reroll target's implicit Mod values.","",602411326,""
1295,"ItemErrorFailedChance","Could not upgrade target's Rarity.","",696886475,""
1296,"ItemErrorFailedRerollLinks","Could not reroll item's Socket links.","",-950651599,""
1297,"ItemErrorFailedRerollSockets","Could not reroll item's number of Sockets.","",-742697021,""
1298,"ItemErrorGenericFailure","The operation could not be completed.","",1847849160,""
1299,"ItemErrorMustBeInHideout","This item can only be used in your Hideout.","",-2048285473,""
1300,"ItemErrorMustBeInIzaroObjective","This item cannot be used in this area.","",516762896,""
1301,"ItemErrorHasExpiryHideoutDoodad","Pets with expiry times cannot be placed as Hideout decorations.","",1465405064,""
1302,"ItemErrorDoodadCanNotBePlacedHere","You must place decorations on terrain that you could walk on.","",-1558264591,""
1303,"ItemErrorTargetHasMtx","The target item must not have any microtransactions on it.","",459885765,""
1304,"ItemErrorMapAlreadyUpgraded","This map is already upgraded.","",-1811500993,""
1305,"ItemErrorMapAlreadyHasMod","This map already has a mod on it.","",-760960176,""
1306,"ItemErrorMapTooHighLevel","This map is too high level to apply this item.","",-348357673,""
1307,"ItemErrorMapIncorrectTier","This map is not of the right tier","",1139596749,""
1308,"ItemErrorNoValidUnique","No valid Unique item found to reroll into.","",-473348086,""
1309,"OptionsEnableTutorialsPopup","Tutorials give you tips as you play.","",-952559570,""
1310,"OptionsEnableTutorialsLabel","Enable Tutorials","Skip Tutorials",343733035,""
1311,"EventsPanelTitle","Events and PvP","",-1626051605,""
1312,"EventsPanelScheduleTabTitle","Events","",-502570688,""
1313,"EventsPanelMatchmakingTabTitle","PvP","",-1055456384,""
1314,"EventsPanelNotificationOptionsShortcut","Notification Settings","",1622488744,""
1315,"EventsPanelNotificationOptionsShortcutPopup","View your notification settings","",1173786549,""
1316,"EventsPanelJoinLeagueEventMessage","Do you want to log out and create a new character in this event league?","",1160501544,""
1317,"EventsPanelNoEvents","There are currently no events.","",-1846714531,""
1318,"EventsPanelNoMatchmaking","PvP is unavailable.","",-1962733518,""
1319,"EventsPanelScheduleLink","See Full Schedule","",-228825538,""
1320,"EventsPanelScheduleLinkHover","Click to open the full schedule in a web browser.","",-346763171,""
1321,"OptionsPanelEventsPanelShortcut","Events","",-1270305098,""
1322,"OptionsPanelEventsPanelShortcutPopup","View upcoming events","",-2000276887,""
1323,"ShopButton","Shop","",843361760,""
1324,"NPCExperienceBarLevel","<default>{{Decoration Level:}} {0}","",1440792022,""
1325,"NPCExperienceBarMaxLevel","<default>{{Decoration Level:}} {0} (Max)","",1928508024,""
1326,"NPCExperienceBarXP","<default>{Favour}","",-1536506919,""
1327,"QuestTrackingGoTo1","Travel to {0}","",-2019775849,""
1328,"QuestTrackingGoTo2","Travel to {0} or {1}","",-1474947501,""
1329,"QuestTrackingGoTo3","Travel to {0}, {1} or {2}","",889883995,""
1330,"QuestTrackerOptional","{0} (Optional)","",174044753,""
1331,"TimeYears1","1 year","",1756101450,""
1332,"TimeYearsN","{0} years","",-888999437,""
1333,"TimeMonths1","1 month","",1761117625,""
1334,"TimeMonthsN","{0} months","",-1941329600,""
1335,"TimeWeeks1","1 week","",-1245130886,""
1336,"TimeWeeksN","{0} weeks","",-822220443,""
1337,"ItemErrorFirstItemHasMtx","One of the selected items already has a skin transfer applied.","",738706224,""
1338,"WitchMissionCorpseText","Unusual Corpse","",705210420,""
1339,"ObjectDisplayTextStrCraftingBench","Armourer's Workbench","",-280977742,""
1340,"ObjectDisplayTextStrIntCraftingBench","Blessing Font","",-1299858166,""
1341,"ObjectDisplayTextDexCraftingBench","Bowmaker's Tools","",1603842799,""
1342,"ObjectDisplayTextIntCraftingBench","Headstones","",-989612237,""
1343,"ObjectDisplayTextStrDexCraftingBench","Sharpening Wheel","",1239305180,""
1344,"ObjectDisplayTextDexIntCraftingBench","Artisan's Bench","",-747102972,""
1345,"ObjectDisplayTextStrDexIntMappingDevice","Map Device","",-1514725502,""
1346,"ObjectDisplayTextPvPCraftingBench","Gladiator's Workbench","",1475568399,""
1347,"ItemPopupCost","Cost:","",1617971786,""
1348,"ArenaScoreboard","Scoreboard","",-1975114650,""
1349,"TutorialFirstSkillGemOpenMenu","Click on the button to open the menu","",-158898954,""
1350,"TutorialFirstSkillGemClickOnInventoryButton","Click here to open the Inventory","",-1030745589,""
1351,"TutorialFirstSkillGemHowToSocket","Skill gems grant powerful skills when they are socketed in your weapons and armour.\n\nTo socket the Skill Gem, first click it to pick it up, then click on the socket on your weapon that has the same colour.","Skill gems grant powerful skills when they are socketed in your weapons and armour.\n\nTo socket the Skill Gem, press <<xbox_button_a>>     \nto pick it up, then press <<xbox_button_a>> on the socket on your weapon that has the same colour.",-1817833142,""
1352,"TutorialGemLevelUpClickButton","Your Skill Gem can now be levelled up by clicking on this button.","",-1945101009,""
1353,"TutorialIdentification","Use a Scroll of Wisdom to identify this item.","",1068502865,""
1354,"TutorialLevelUp","You gained a Skill Point when you levelled up.\nClick here (or press {0}) to use your Skill Point.","You gained a Skill Point when you levelled up.\nPress <<xbox_button_view>> to open the passive skill tree.",1446929430,""
1355,"TutorialLowLife","Press {0} to use a Life Flask.","",1431595308,""
1356,"TutorialMove","Left-click to move.","<<xbox_lstick>> to move.",1863727484,""
1357,"TutorialQuestRewardActiveSkillGem","Skill Gems should be placed in sockets of the appropriate colour to grant you skills. You can right-click a gem to remove it from a socket.","Skill Gems should be placed in sockets of the appropriate colour to grant you skills. You can remove it from a socket at any time.",1135584617,""
