"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","rid","i32","i32","i32","rid","bool","[rid]","[rid]","[rid]","[rid]"
512,"flying_roomba_damage","",1,"","Flying Death Rhoomba","[2576,3071]",1,1,"","","","",18,481,"","",11,"",1,1,"",0,"","","","","","","",4,-1731330048,1,0,"","",[],[],"[2576,3071]",[]
513,"offering_of_judgement_ground","",1,"","",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1725300736,1,0,"","",[],[],[],[]
514,"curse_damage_taken","",1,"","",[477],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1721630720,1,0,"","",[],[],[477],[]
515,"increased_crit_chance","",1,"","",[554],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1716518912,1,0,"","",[],[],[554],[]
516,"increased_minion_damage","",1,"","",[488],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1711144960,1,0,"","",[],[],[488],[]
517,"increased_damage","",1,"","",[24],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1706688512,1,0,"","",[],[],[24],[]
518,"damage_taken","",1,"","",[477],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1702756352,1,0,"","",[],[],[477],[]
519,"avoid_stun","",1,"","Ascendancy Effect",[6108],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1696595968,1,0,"","",[],[],[6108],[]
520,"spinning_blade_damage","",1,"","Spinning Blades","[2576,3071]",1,1,"","","","",18,485,"","",11,"",1,1,"",0,"","","","","","","",4,-1688207360,1,0,"","",[],[],"[2576,3071]",[]
521,"stacking_movement_speed_buff","",1,"","",[4956],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","","",4,-1681129472,1,0,"","",[],[],[4956],[]
522,"nightwane_effects","",1,"","",[],1,2,"","","","",18,486,1,"",15,"",1,1,"",0,"","","","","","","",4,-1677590528,1,0,"","",[],[],[],[]
523,"increased_elemental_damage_taken","",1,"","","[2047,3639,3640]",1,2,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1669988352,1,0,"","",[],[],"[2047,3639,3640]",[]
524,"mana_and_es_regeneration","",1,"","","[129,1413]",1,3,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1661337600,1,0,"","",[],[],"[129,1413]",[]
525,"vinktar_boss_buff","","","","",[],"",3,"","","","",18,477,1,"",1,"",1,1,"",0,"","","","","","","",4,-1656750080,1,0,"","",[],[],[],[]
526,"grant_es_to_nearby_allies","You are being granted Energy Shield by a Guardian","","","Radiant Faith",[133],"",3,"","","","",18,492,"","",1,"",1,1,"",0,"","","","","","","",4,-1643511808,1,0,"","",[],[],[133],[]
527,"grant_armour_to_nearby_allies","You are being granted Armour by a Guardian","","","Radiant Faith",[116],"",3,"","","","",18,492,"","",1,"",1,1,"",0,"","","","","","","",4,-1631584256,1,0,"","",[],[],[116],[]
528,"singularity_aura","You're in the grip of a Singularity","","","Singularity","[177,3680]","",3,"","","","",18,489,1,"",2,"",1,1,"",0,"","","","","","","",4,-1619525632,1,0,"","",[],[],"[177,3680]",[]
529,"power_symbol_aura","",1,"","",[3683],"",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1613889536,1,0,"","",[],[],[3683],[]
530,"gargoyle_statue_buff","",1,"","","[982,702,3204]","",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1606811648,1,0,"","",[],[],"[982,702,3204]",[]
531,"izaro_fire_buff_phase1","Additional Fire damage",1,"","","[447,2047]",1,3,"","","","",18,513,1,"",1,"",1,1,"",0,"","","","","","","",4,-1595277312,1,0,"","",[],[],"[447,2047]",[]
532,"izaro_fire_buff","Additional Fire damage",1,"","","[447,2047,10,11]",1,3,"","","","",18,513,1,"",1,"",1,1,"",0,"","","","","","","",4,-1586757632,1,0,"","",[],[],"[447,2047,10,11]",[]
533,"izaro_cold_buff_phase1","Additional Cold damage",1,"","","[448,3639]",1,3,"","","","",18,514,1,"",1,"",1,1,"",0,"","","","","","","",4,-1574174720,1,0,"","",[],[],"[448,3639]",[]
534,"izaro_cold_buff","Additional Cold damage",1,"","","[448,3639,10,11]",1,3,"","","","",18,514,1,"",1,"",1,1,"",0,"","","","","","","",4,-1565655040,1,0,"","",[],[],"[448,3639,10,11]",[]
535,"izaro_lightning_buff_phase1","Additional Lightning damage",1,"","","[449,3640]",1,3,"","","","",18,515,1,"",1,"",1,1,"",0,"","","","","","","",4,-1551761408,1,0,"","",[],[],"[449,3640]",[]
536,"izaro_lightning_buff","Additional Lightning damage",1,"","","[449,3640,10,11]",1,3,"","","","",18,515,1,"",1,"",1,1,"",0,"","","","","","","",4,-1542586368,1,0,"","",[],[],"[449,3640,10,11]",[]
537,"izaro_physical_buff_phase1","Increased Physical damage",1,"","","[26,545]",1,3,"","","","",18,522,1,"",1,"",1,1,"",0,"","","","","","","",4,-1529085952,1,0,"","",[],[],"[26,545]",[]
538,"izaro_physical_buff","Increased Physical damage",1,"","","[26,545,10,11]",1,3,"","","","",18,522,1,"",1,"",1,1,"",0,"","","","","","","",4,-1520041984,1,0,"","",[],[],"[26,545,10,11]",[]
539,"izaro_ignite_buff_phase1","Additional Fire damage and increased chance to Ignite",1,"","","[611,2047,447]",1,3,"","","","",18,513,1,"",1,"",1,1,"",0,"","","","","","","",4,-1502085120,1,0,"","",[],[],"[611,2047,447]",[]
540,"izaro_ignite_buff","Additional Fire damage and increased chance to Ignite",1,"","","[611,2047,447,10,11]",1,3,"","","","",18,513,1,"",1,"",1,1,"",0,"","","","","","","",4,-1491206144,1,0,"","",[],[],"[611,2047,447,10,11]",[]
541,"izaro_freeze_buff_phase1","Additional Cold damage and increased chance to Freeze",1,"","","[455,3639,448]",1,3,"","","","",18,514,1,"",1,"",1,1,"",0,"","","","","","","",4,-1472200704,1,0,"","",[],[],"[455,3639,448]",[]
542,"izaro_freeze_buff","Additional Cold damage and increased chance to Freeze",1,"","","[455,3639,448,10,11]",1,3,"","","","",18,514,1,"",1,"",1,1,"",0,"","","","","","","",4,-1461321728,1,0,"","",[],[],"[455,3639,448,10,11]",[]
543,"izaro_shock_buff_phase1","Additional Lightning damage and increased chance to Shock",1,"","","[659,3640,449]",1,3,"","","","",18,515,1,"",1,"",1,1,"",0,"","","","","","","",4,-1441923072,1,0,"","",[],[],"[659,3640,449]",[]
544,"izaro_shock_buff","Additional Lightning damage and increased chance to Shock",1,"","","[659,3640,449,10,11]",1,3,"","","","",18,515,1,"",1,"",1,1,"",0,"","","","","","","",4,-1431175168,1,0,"","",[],[],"[659,3640,449,10,11]",[]
545,"izaro_bleed_buff_phase1","Extra Damage and Bleeding",1,"","","[3645,545]",1,3,"","","","",18,522,1,"",1,"",1,1,"",0,"","","","","","","",4,-1420558336,1,0,"","",[],[],"[3645,545]",[]
546,"izaro_bleed_buff","Extra Damage and Bleeding",1,"","","[3645,545]",1,3,"","","","",18,522,1,"",1,"",1,1,"",0,"","","","","","","",4,-1414004736,1,0,"","",[],[],"[3645,545]",[]
547,"vinktar_lightning_bond","You are bonded",1,"","VinktarLightningBond","[3693,3694]",1,1,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1401683968,1,0,"","",[],[],"[3693,3694]",[]
548,"killed_rare_monsters_drop_uniques","",1,"","","[3698,5729]",1,2,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-1392902144,1,0,"","",[],[],"[3698,5729]",[]
549,"savage_hit_life_leech","Additional Life Leech, Damage, and Attack Speed",1,"","",[105],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1380319232,1,0,"","",[],[],[105],[]
550,"savage_hit_damage","",1,"","",[24],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1375731712,1,0,"","",[],[],[24],[]
551,"savage_hit_attack_cast_speed","",1,"","",[1910],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1369702400,1,0,"","",[],[],[1910],[]
552,"savage_hit_attack_speed","",1,"","",[70],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1364328448,1,0,"","",[],[],[70],[]
553,"melee_physical_damage","Additional Melee Physical Damage from a Guardian's strength",1,"","Tenacious Vigor",[490],1,3,"","","",1,18,495,1,"",1,"",1,1,"",0,"","","","","","","",4,-1348993024,1,0,"","",[],[],[490],[]
554,"grasping_ornaments_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Ornaments.","","","Grasping Ornaments","[70,216,177]",1,3,"","","",1,18,490,1,"",2,"",1,1,"",0,"","","","","","","",4,-1325268992,1,0,"","",[],[],"[70,216,177]",[]
555,"grasping_tentacles_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Tentacles.","","","Grasping Tentacles","[70,216,177]",1,3,"","","",1,18,491,1,"",2,"",1,1,"",0,"","","","","","","",4,-1299447808,1,0,"","",[],[],"[70,216,177]",[]
556,"grasping_pincers_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Pincers.","","","Grasping Pincers","[70,216,177]",1,3,"","","",1,18,491,1,"",2,"",1,1,"",0,"","","","","","","",4,-1274413056,1,0,"","",[],[],"[70,216,177]",[]
557,"labyrinth_boss_grace","",1,"","","[140,398,1307,864]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1264189440,1,0,"","",[],[],"[140,398,1307,864]",[]
558,"izaro_summon_lieutenant_delay","",1,"","",[],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-1255931904,1,0,"","",[],[],[],[]
559,"shield_defence_aura","You are being granted the defences of an allied Guardian's shield",1,"","Shield Mastery","[119,116,133]","",3,"","","","",18,495,1,"",1,"",1,1,"",0,"","","","","","","",4,-1239154688,1,0,"","",[],[],"[119,116,133]",[]
560,"labyrinth_trap_bleed","",1,"","LabyrinthTrapDebuff","[2576,3071]",1,1,"","","","",18,480,"","",11,"",1,1,"",0,"","","","","","","",4,-1228275712,1,0,"","",[],[],"[2576,3071]",[]
561,"mine_detonation","",1,"","","[24,1844]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1221853184,1,0,"","",[],[],"[24,1844]",[]
562,"augry_of_penitence","You take increased Elemental Damage and deal less Elemental Damage.","","","Augury of Penitence","[3504,3838]",1,3,"","","",1,18,494,1,"",2,"",1,1,"",0,"","","","","","","",4,-1203240960,1,0,"","",[],[],"[3504,3838]",[]
563,"scion_augry_of_penitence","You take increased Elemental Damage","","","Augury of Penitence",[3504],1,3,"","","",1,18,494,1,"",2,"",1,1,"",0,"","","","","","","",4,-1191837696,1,0,"","",[],[],[3504],[]
564,"labyrinth_power_symbol_shield","",1,"","WIP",[477],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1185021952,1,0,"","",[],[],[477],[]
565,"awaken_gargoyle","",1,"","WIP",[477],1,3,"","","","",18,547,1,"",2,"",1,1,"",0,"","","","","","","",4,-1180696576,1,0,"","",[],[],[477],[]
566,"spell_damage_increase","",1,"","",[25],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1175584768,1,0,"","",[],[],[25],[]
567,"attack_damage_increase","",1,"","",[2617],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1170341888,1,0,"","",[],[],[2617],[]
568,"attack_speed_increase","",1,"","",[70],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1165230080,1,0,"","",[],[],[70],[]
569,"cast_speed_increase","",1,"","",[216],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1160380416,1,0,"","",[],[],[216],[]
570,"life_es_and_mana_recovery","",1,"","","[2817,2818,2819]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1152647168,1,0,"","",[],[],"[2817,2818,2819]",[]
571,"rock_golem_buff","Your Stone Golem is granting you additional Life Regeneration","","","Stone Golem",[125],1,3,"","","",1,18,535,1,"",1,"",1,1,"",0,"","","","","","","",4,-1136263168,1,0,"","",[],[],[125],[]
572,"talisman_totem_effects","",1,"","",[],1,2,"","","","",18,502,1,"",15,"",1,1,"",0,"","","","","","","",4,-1132068864,1,0,"","",[],[],[],[]
573,"spike_trap_immunity","",1,"","",[3751],1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1128267776,1,0,"","",[],[],[3751],[]
574,"labyrinth_arrow_slow","",1,"","",[3849],1,2,"","","","",18,539,1,"",2,"",1,1,"",0,"","","","","","","",4,-1123287040,1,0,"","",[],[],[3849],[]
575,"shrink","You have been shrunk! You're more vulnerable to damage, and deal less damage.","","","Shrink","[24,477,1933,177]",1,1,1,"","",1,18,537,1,1,2,"",1,1,"",0,"","","","","","","",2,-1105592320,1,0,"","",[],[],"[24,477,1933,177]",[]
576,"lightning_eye_effects","",1,"","",[],1,2,"","","","",18,505,1,"",15,"",1,1,"",0,"","","","","","","",4,-1098383360,1,0,"","",[],[],[],[]
577,"talisman_degen","You are taking Physical Damage over time from the Bone Roil","","","Bone Roil",[3860],1,4,1,3858,3859,1,18,506,1,"",2,"",1,1,"",0,"","","","","","","",4,-1085800448,1,0,"","",[],[],[3860],[]
578,"blade_vortex_counter","You have blades in a Blade Vortex around you","","","Blade Vortex",[],"",4,1,"","","",18,507,1,1,6,"",1,1,"",0,"","","","","","","",4,-1074003968,1,0,"","",[],[],[],[]
579,"soul_eater_from_stat_parent","mechanical buff for handling soul eater shile using flask",1,"","",[],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1062469632,1,0,"","",[],[],[],[]
580,"LocustSwarmStackingDegenAuraFire","You are taking Fire Damage from a Fire Swarm","","","Fire Swarm",[2543],1,1,1,"","","",18,508,1,1,2,"",1,1,"",0,"","","","","","","",2,-1049362432,1,0,"","",[],[],[2543],[]
581,"LocustSwarmStackingDegenAuraCold","You are taking Cold Damage from a Cold Swarm","","","Cold Swarm",[3884],1,1,1,"","","",18,509,1,1,2,"",1,1,"",0,"","","","","","","",2,-1035206656,1,0,"","",[],[],[3884],[]
582,"LocustSwarmStackingDegenAuraLightning","You are taking Lightning Damage from a Lightning Swarm","","","Lightning Swarm",[3885],1,1,1,"","","",18,510,1,1,2,"",1,1,"",0,"","","","","","","",2,-1018429440,1,0,"","",[],[],[3885],[]
583,"rigwald_channeling","",1,"","Rigwald Wolf Barrage",[477],1,3,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1010827264,1,0,"","",[],[],[477],[]
584,"blade_vortex","",1,"","",[3912],"",3,"","","","",18,0,1,"",6,"",1,1,"",0,"","","","","","","",4,-1006895104,1,0,"","",[],[],[3912],[]
585,"elemental_overload","You are dealing more Elemental Damage","","","Elemental Overload",[3923],"",3,"","","",1,18,548,1,"",15,"",1,1,"",0,1,"","","","","","",4,-994443264,1,0,"","",[],[],[3923],[]
586,"frost_nova_counter","You are dealing increased Cold Damage","","","Frost Nova",[3940],1,4,1,3937,3938,1,18,451,1,1,6,"",1,1,"",0,"","","","","","","",4,-983040000,1,0,"","",[],[],[3940],[]
587,"izaro_pylon_temporal_chains_on_hit","Temporal Chains on Hit",1,"","","[10,11,1951,1950,1943,1944]",1,3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-967835648,1,0,"","",[],[],"[10,11,1951,1950,1943,1944]",[]
588,"izaro_pylon_elemental_weakness_on_hit","Elemental Weakness on Hit",1,"","","[10,11,1951,1950,1943,1944]",1,3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-946601984,1,0,"","",[],[],"[10,11,1951,1950,1943,1944]",[]
589,"izaro_pylon_vulnerability_on_hit","Vulnerability on Hit",1,"","","[10,11,1951,1950,1943,1944]",1,3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-926679040,1,0,"","",[],[],"[10,11,1951,1950,1943,1944]",[]
590,"heirophant_attack_and_spell_damage","You have Increased Damage","","","Pursuit of Faith",[24],1,1,1,"","",1,18,553,1,1,15,"",1,1,"",0,1,"","","","","","",2,-908722176,1,0,"","",[],[],[24],[]
591,"heirophant_additional_totems","",1,"","",[957],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-902692864,1,0,"","",[],[],[957],[]
592,"petrified","You are Petrified","","","Petrified","[3942,4956]",1,3,"","","",1,18,511,1,"",2,"",1,1,"",0,"","Petrify","","","","","",4,-892993536,1,0,"","",[],[],"[3942,4956]",[]
593,"flask_petrification","You are Petrified and taking reduced Physical Damage","","","Replica Rumi's Concoction","[3942,1038]",1,3,"","","",1,18,511,1,"",4,"",1,1,"",0,"","","","","","","",4,-875429888,1,0,"","",[],[],"[3942,1038]",[]
594,"blight","You are taking Chaos Damage Over Time","","","Blight",[453],1,1,"","","",1,18,518,1,"",2,"",1,1,"",0,"","","","","","","",2,-870187008,1,0,"","",[],[],[453],[]
595,"flask_bonus_poison_immunity","You're immune to Poison while this flask is in effect","","","Poison Immunity",[3968],1,3,"","","",1,18,271,1,"",4,"",1,1,"",0,"","","","","","","",4,-854851584,1,0,"","",[],[],[3968],[]
596,"flask_bonus_physical_damage_reduction_percent","","","","WIP",[1038],1,3,"","","",1,18,466,1,"",4,"",1,1,"",0,"","","","","","","",4,-846594048,1,0,"","",[],[],[1038],[]
597,"life_regen_from_spread_poison","","","","Life Regeneration",[125],1,3,"","","",1,18,263,1,"",15,"",1,1,"",0,"","","","","","","",4,-840433664,1,0,"","",[],[],[125],[]
598,"elementalist_increased_fire_damage","",1,"","Ascendancy Effect (Invisible)",[42],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-833617920,1,0,"","",[],[],[42],[]
599,"elementalist_increased_lightning_damage","",1,"","Ascendancy Effect (Invisible)",[56],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-826146816,1,0,"","",[],[],[56],[]
600,"elementalist_increased_cold_damage","",1,"","Ascendancy Effect (Invisible)",[49],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-819331072,1,0,"","",[],[],[49],[]
601,"elementalist_increased_elemental_damage","",1,"","Ascendancy Effect (Invisible)",[486],1,3,"","","",1,18,516,1,"",15,"",1,1,"",0,1,"","","","","","",4,-811859968,1,0,"","",[],[],[486],[]
602,"elementalist_cold_penetration","",1,"","Ascendancy Effect (Invisible)",[594],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-805699584,1,0,"","",[],[],[594],[]
603,"elementalist_fire_penetration","",1,"","Ascendancy Effect (Invisible)",[593],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-799539200,1,0,"","",[],[],[593],[]
604,"elementalist_lightning_penetration","",1,"","Ascendancy Effect (Invisible)",[595],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-792723456,1,0,"","",[],[],[595],[]
605,"elemental_conflux","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3982,659,611]",1,3,"","","",1,18,555,1,"",1,"",1,1,"",0,1,"","","","","","",4,-777125888,1,0,"","",[],[],"[3982,659,611]",[]
606,"elementalist_increased_fire_damage_taken","",1,"","Ascendancy Effect (Invisible)",[2047],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-767426560,1,0,"","",[],[],[2047],[]
607,"elementalist_increased_lightning_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3640],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-759169024,1,0,"","",[],[],[3640],[]
608,"elementalist_increased_cold_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3639],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-751566848,1,0,"","",[],[],[3639],[]
609,"elementalist_increased_elemental_damage_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","ElementalistIncreasedDamage","","","","","",4,-740163584,1,0,"","",[],[],[],[]
610,"occultist_non_chaos_to_chaos_damage","",1,"","","[1507,450,1505,1510]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-731119616,1,0,"","",[],[],"[1507,450,1505,1510]",[]
611,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[150,2410,146]",1,3,"","","",1,18,517,1,"",2,"",1,1,"",0,1,"","","","","","",4,-702676992,1,0,"","",[],[],"[150,2410,146]",[]
612,"occultist_no_energy_shield_recharge_delay","",1,"","",[2294],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-692846592,1,0,"","",[],[],[2294],[]
