"rownum","Id","Icon_DDSFile","StatsKeys","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","CharactersKeys","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItemsKey","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","Reminder_ClientStringsKeys","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffsKeys","GrantedEffectsPerLevelKey","bool","i32","bool","bool","bool","bool","bool","bool"
810,"life1280","Art/2DArt/SkillIcons/passives/life1.dds","[123,573]",10,5,0,0,55373,"Life and Strength",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
811,"melee_damage1281","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds","[26,573]",10,5,0,0,48828,"Physical Damage and Strength",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
812,"melee_damage1282","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds",[26],8,0,0,0,62662,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
813,"melee_damage1283","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds",[26],8,0,0,0,17674,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
814,"melee_damage1284","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds",[26],8,0,0,0,13782,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
815,"attack_speed1285","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,918,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
816,"attack_speed1286","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,28221,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
817,"attack_speed1287","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,24643,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
818,"fire_resistance1288","Art/2DArt/SkillIcons/passives/fireresist.dds",[144],18,0,0,0,33508,"Fire Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
819,"cold_resistance1289","Art/2DArt/SkillIcons/passives/coldresist.dds",[146],18,0,0,0,36881,"Cold Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
820,"lightning_resistance1290","Art/2DArt/SkillIcons/passives/lightningstr.dds",[148],18,0,0,0,35503,"Lightning Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
821,"spell_damage1291","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],6,0,0,0,45456,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
822,"spell_damage1292","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],6,0,0,0,56153,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
823,"spell_damage1293","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],6,0,0,0,11688,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
824,"projectile_damage1294","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],6,0,0,0,43162,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
825,"projectile_damage1295","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],6,0,0,0,39773,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
826,"projectile_damage1296","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],6,0,0,0,23122,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
827,"critical_strike_chance1298","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[554],20,0,0,0,34579,"Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
828,"critical_strike_chance1299","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[554],20,0,0,0,40100,"Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
829,"block1300","Art/2DArt/SkillIcons/passives/shieldblock.dds","[748,22]",2,20,0,0,7903,"Block and Block Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
830,"block1301","Art/2DArt/SkillIcons/passives/shieldblock.dds","[748,22]",2,20,0,0,20310,"Block and Block Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
831,"block1302","Art/2DArt/SkillIcons/passives/shieldblock.dds","[748,22]",2,20,0,0,45887,"Block and Block Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
832,"critical_strike_multiplier1303","Art/2DArt/SkillIcons/passives/criticalstrikemultiplier.dds",[95],15,0,0,0,8742,"Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
833,"critical_strike_multiplier1304","Art/2DArt/SkillIcons/passives/criticalstrikemultiplier.dds",[95],15,0,0,0,34062,"Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
834,"critical_strike_multiplier1305","Art/2DArt/SkillIcons/passives/criticalstrikemultiplier.dds",[95],15,0,0,0,13344,"Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
835,"ghost_reaver1306","Art/2DArt/SkillIcons/passives/ghostreaver.dds",[5916],1,0,0,0,24426,"Ghost Reaver",[],1,"","I will wear your ghost, and you will die twice: against me, and for me.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
836,"axe_mastery1309","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,590,"Axe Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
837,"axe_mastery1310","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,59565,"Axe Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
838,"armour_mastery1314","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,59290,"Armour Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
839,"bow_mastery1315","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,54016,"Bow Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
840,"bow_mastery1316","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,22755,"Bow Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
841,"bow_mastery1317","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,64761,"Bow Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
842,"bow_mastery1318","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,15211,"Bow Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
843,"bow_mastery1319","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,5815,"Bow Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
844,"claw_mastery1322","Art/2DArt/SkillIcons/passives/MasteryGroupClaw.dds",[],0,0,0,0,39979,"Claw Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
845,"dagger_mastery1329","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,57001,"Dagger Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
846,"dagger_mastery1330","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,37552,"Dagger Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
847,"duel_wield_mastery1332","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,7997,"Duel Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
848,"duel_wield_mastery1333","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,9562,"Duel Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
849,"duel_wield_mastery1334","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,57782,"Duel Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
850,"duel_wield_mastery1335","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,30265,"Duel Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
851,"duel_wield_mastery1336","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,35489,"Duel Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
852,"energy_shield_mastery1338","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,128,"Energy Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
853,"energy_shield_mastery1339","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,6288,"Energy Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
854,"evasion_mastery1340","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,106,"Evasion Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
855,"fire_mastery1341","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,21524,"Fire Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
856,"fire_mastery1342","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,14923,"Fire Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
857,"life_mastery1343","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,61787,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
858,"life_mastery1344","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,29019,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
859,"life_mastery1345","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,36338,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
860,"life_mastery1347","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,32262,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
861,"life_mastery1348","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,21507,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
862,"life_mastery1349","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,18974,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
863,"life_mastery1350","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,2047,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
864,"lightning_mastery1351","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,55954,"Lightning Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
865,"mace_mastery1352","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,33141,"Mace Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
866,"mace_mastery1353","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,30697,"Mace Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
867,"mana_mastery1358","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,2224,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
868,"mana_mastery1359","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,59717,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
869,"mana_mastery1361","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,63543,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
870,"minion_mastery1363","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,49957,"Minion Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
871,"minion_mastery1364","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,61991,"Minion Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
872,"one_hand_mastery1365","Art/2DArt/SkillIcons/passives/MasteryGroupOneHand.dds",[],0,0,0,0,57562,"One Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
873,"one_hand_mastery1368","Art/2DArt/SkillIcons/passives/MasteryGroupOneHand.dds",[],0,0,0,0,16354,"One Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
874,"scepter_mastery1371","Art/2DArt/SkillIcons/passives/MasteryGroupScepter.dds",[],0,0,0,0,46413,"Sceptre Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
875,"staff_mastery1373","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,6814,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
876,"staff_mastery1374","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,16512,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
877,"sword_mastery1379","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,9038,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
878,"sword_mastery1380","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,17754,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
879,"sword_mastery1381","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,2021,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
880,"sword_mastery1382","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,48290,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
881,"sword_mastery1384","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,19613,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
882,"two_hand_mastery1388","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,42062,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
883,"two_hand_mastery1389","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,51287,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
884,"wand_mastery1390","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,21030,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
885,"wand_mastery1391","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,59959,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
886,"wand_mastery1392","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,11765,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
887,"shield_mastery1394","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,15510,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
888,"shield_mastery1396","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,56305,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
889,"shield_mastery1398","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,51883,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
890,"cold_mastery1401","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,44059,"Cold Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
891,"shield_mastery1402","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,7977,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
892,"life1405","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,61471,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
893,"life1406","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,19939,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
894,"life1407","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,1203,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
895,"life1409","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,14936,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
896,"life1412","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,9206,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
897,"life1413","Art/2DArt/SkillIcons/passives/life1.dds",[124],6,0,0,0,40362,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
898,"life1415","Art/2DArt/SkillIcons/passives/life1.dds",[124],6,0,0,0,25260,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
899,"vaal_pact1420","Art/2DArt/SkillIcons/passives/vaalpact.dds",[6873],1,0,0,0,10808,"Vaal Pact",[],1,"","My ancestral pact was sealed. Forevermore, I would gain sustenance\r\nonly from the ravaged flesh of my enemies.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
900,"staff_block1422","Art/2DArt/SkillIcons/passives/blockstaff.dds","[409,2864,75,2800]",2,2,3,3,54667,"Staff Block, Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
901,"evasion_and_energy_shield1423","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,62795,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
902,"evasion_and_energy_shield1424","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,56090,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
903,"evasion_and_energy_shield1425","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,49408,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
904,"evasion_and_energy_shield1426","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,4219,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
905,"evasion_and_energy_shield1427","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,11018,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
906,"nullification1428","Art/2DArt/SkillIcons/passives/newenergyshield.dds","[134,120,141,138]",10,15,8,10,48698,"Void Barrier",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
907,"armour_and_energy_shield1447","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,134]",10,5,0,0,29005,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
908,"armour_and_energy_shield1448","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,134]",10,5,0,0,39631,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
909,"armour_and_energy_shield1449","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,134]",10,5,0,0,17251,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
910,"armour_and_energy_shield1450","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,134]",8,5,0,0,46897,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
911,"armour_and_evasion1453","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[1078,141]",12,4,0,0,49109,"Armour and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
912,"armour_and_evasion1454","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[1078,141]",12,4,0,0,17566,"Armour and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
913,"leather_and_steel1458","Art/2DArt/SkillIcons/passives/newevadepercentage.dds","[1078,141]",24,12,0,0,21435,"Cloth and Chain",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
