"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
2220,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSmokingHood",40,2,2,"Smoking Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2098,896878903,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",11,"",""
2221,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialRainofArrowsEffect",40,2,2,"Celestial Rain of Arrows Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2099,1431093306,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2222,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricPortalEffect",40,2,2,"Vampiric Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2100,1691610388,[],[],[],[],[],264,"","",[],13,[],-16843010,-16843010,"",16,"",""
2223,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiracleFootprintsEffect",40,2,2,"Miracle Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2101,1112554228,[],[],[],[],[],264,"","",[],141,[],-16843010,-16843010,"",8,"",""
2224,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialEssenceDrainEffect",40,2,2,"Celestial Essence Drain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2102,-1961726621,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2225,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialContagionEffect",40,2,2,"Celestial Contagion Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2103,587160761,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2226,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialWitherEffect",40,2,2,"Celestial Wither Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2104,1639819121,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2227,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialBladestormEffect",40,2,2,"Celestial Bladestorm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2105,-5450600,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2228,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialBloodandSandEffect",40,2,2,"Celestial Blood and Sand Stance Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2106,-549198716,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2229,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionZenithBackAttachment1",40,2,2,"Zenith Back Attachment I","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2107,1639450775,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",2,"",""
2230,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionZenithBackAttachment2",40,2,2,"Zenith Back Attachment II","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2108,1650010333,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",2,"",""
2231,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionZenithBackAttachment3",40,2,2,"Zenith Back Attachment III","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2109,-1516824920,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",2,"",""
2232,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialLightningTrapEffect",40,2,2,"Celestial Lightning Trap Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2110,1689115425,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2233,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAutomatonStormBrandEffect",40,2,2,"Automaton Storm Brand Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2111,602538569,[],[],[],[],[],264,"","",[],71,[],-16843010,-16843010,"",17,"",""
2234,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialArcEffect",40,2,2,"Celestial Arc Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2112,300861979,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2235,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialLacerateEffect",40,2,2,"Celestial Lacerate Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2113,2140597228,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2236,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialBlightEffect",40,2,2,"Celestial Blight Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2114,2026452756,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2237,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialCycloneEffect",40,2,2,"Celestial Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2115,-1735866172,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"",""
2238,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLichWeaponEffect",40,2,2,"Lich Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2116,1777987027,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",21,"",""
2239,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLichAuraEffect",40,2,2,"Lich Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2117,-212034633,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",17,"",""
2240,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionLichPortraitFrame",40,2,2,"Lich Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2118,-670926586,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",18,"",""
2241,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBaneLichHood",40,2,2,"Bane Lich Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2119,315437377,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",11,"",""
2242,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBaneLichHelmet",40,2,2,"Bane Lich Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2120,308328076,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",11,"",""
2243,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBaneLichBoots",40,2,2,"Bane Lich Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2121,-1312759200,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",4,"",""
2244,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBaneLichGloves",40,2,2,"Bane Lich Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2122,283296347,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",9,"",""
2245,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBaneLichBodyArmour",40,2,2,"Bane Lich Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2123,139539500,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",3,"",""
2246,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBaneLichPortraitFrame",40,2,2,"Bane Lich Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2124,-1776404300,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",18,"",""
2247,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelWeaponEffect",40,2,2,"Sentinel Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2125,2061991242,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",21,"",""
2248,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSentinelPortraitFrame",40,2,2,"Sentinel Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2126,1515183161,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",18,"",""
2249,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelOverlordWeapon",40,2,2,"Overlord Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2127,1017580769,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",22,"",""
2250,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelOverlordHelmet",40,2,2,"Sentinel Overlord Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2128,669341909,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",11,"",""
2251,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelOverlordBoots",40,2,2,"Sentinel Overlord Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2129,152752297,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",4,"",""
2252,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelOverlordGloves",40,2,2,"Sentinel Overlord Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2130,2078250628,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",9,"",""
2253,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSentinelOverlordBodyArmour",40,2,2,"Sentinel Overlord Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2131,773315691,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",3,"",""
2254,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSentinelOverlordPortraitFrame",40,2,2,"Sentinel Overlord Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2132,-1213397254,[],[],[],[],[],264,"","",[],147,[],-16843010,-16843010,"",18,"",""
2255,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterHat",40,2,2,"Ringmaster Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2133,-1559932551,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2256,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterHelmet",40,2,2,"Ringmaster Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2134,409759928,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2257,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterBoots",40,2,2,"Ringmaster Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2135,952287746,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",4,"",""
2258,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterGloves",40,2,2,"Ringmaster Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2136,-1474757364,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",9,"",""
2259,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterBodyArmour",40,2,2,"Ringmaster Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2137,1909770143,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",3,"",""
2260,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterCloak",40,2,2,"Ringmaster Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2138,873456160,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2261,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterWings",40,2,2,"Ringmaster Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2139,-922906668,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2262,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterWeapon",40,2,2,"Ringmaster Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2140,1121250732,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",22,"",""
2263,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterWeaponEffect",40,2,2,"Ringmaster Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2141,935063846,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",21,"",""
2264,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterPortalEffect",40,2,2,"Ringmaster Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2142,-1690141270,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",16,"",""
2265,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRingmasterCharacterEffect",40,2,2,"Ringmaster Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2143,801258196,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",5,"",""
2266,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRingmasterFootprintsEffect",40,2,2,"Ringmaster Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2144,-512829135,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",8,"",""
2267,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionRingmasterAuraEffect",40,2,2,"Ringmaster Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2145,-1407549555,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",17,"",""
2268,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionRingmasterWhirlingBladesEffect",40,2,2,"Ringmaster Whirling Blades Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2146,178885915,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",17,"",""
2269,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterHat",40,2,2,"Jovial Ringmaster Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2147,-2111208286,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2270,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterHelmet",40,2,2,"Jovial Ringmaster Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2148,459974773,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2271,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterBoots",40,2,2,"Jovial Ringmaster Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2149,-289376306,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",4,"",""
2272,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterGloves",40,2,2,"Jovial Ringmaster Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2150,-1884675279,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",9,"",""
2273,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterBodyArmour",40,2,2,"Jovial Ringmaster Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2151,-1341396615,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",3,"",""
2274,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterCloak",40,2,2,"Jovial Ringmaster Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2152,-1623402000,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2275,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterWings",40,2,2,"Jovial Ringmaster Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2153,-1096746275,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2276,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterPortalEffect",40,2,2,"Jovial Ringmaster Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2154,-649353572,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",16,"",""
2277,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJovialRingmasterFootprintsEffect",40,2,2,"Jovial Ringmaster Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2155,1166193499,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",8,"",""
2278,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinHat",40,2,2,"Harlequin Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2156,-42642768,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2279,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinHelmet",40,2,2,"Harlequin Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2157,-1743641280,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",11,"",""
2280,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinBoots",40,2,2,"Harlequin Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2158,-1310996997,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",4,"",""
2281,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinGloves",40,2,2,"Harlequin Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2159,-1632262959,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",9,"",""
2282,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinBodyArmour",40,2,2,"Harlequin Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2160,-1807039952,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",3,"",""
2283,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinCloak",40,2,2,"Harlequin Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2161,-144960751,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2284,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinWings",40,2,2,"Harlequin Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2162,-895335087,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",2,"",""
2285,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinWeapon",40,2,2,"Harlequin Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2163,-1491990883,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",22,"",""
2286,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinWeaponEffect",40,2,2,"Harlequin Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2164,1540732477,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",21,"",""
2287,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinPortalEffect",40,2,2,"Harlequin Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2165,-1215278307,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",16,"",""
2288,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHarlequinCharacterEffect",40,2,2,"Harlequin Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2166,-330255232,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",5,"",""
2289,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarlequinFootprintsEffect",40,2,2,"Harlequin Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2167,-1495301222,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",8,"",""
2290,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionHarlequinAuraEffect",40,2,2,"Harlequin Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2168,1127915956,[],[],[],[],[],264,"","",[],145,[],-16843010,-16843010,"",17,"",""
