"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","rid","bool","AIFile","i32","i32","i32","i32","bool","bool"
279,"desecrate","Desecrate","Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.","Desecrate","Art/2DArt/SkillIcons/Desecrate.dds","[1,22,20]","[2,8,9,14,15,16,32,35,22,42,56,72]",[],"","http://webcdn.pathofexile.com/public/chris/desecrate.jpg","","Desecrate",1,20,1,"[4380,4077,10316]","[3351,24,215]",[],1,1,[6824],8,3,"","",5,0,222766,0,"",""
280,"flesh_offering","Flesh Offering","Consumes a corpse, which temporarily empowers your minions with swiftness. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[6,20]","[2,5,9,32,6,14,16,15,56]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg","","FleshOffering","",20,1,"[4350,4518,10640]","[215,8481,215]",[],1,1,[],8,"","","",0,0,223656,0,"",""
281,"vaal_flesh_offering","Vaal Flesh Offering","","VaalOfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[1,20]","[2,5,9,32,6,14,16,15,38]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg",1,"VaalFleshOffering","",20,1,"[4350,4518,10640]","[215,8481,215]",[],1,1,[],8,"","","",9,0,223964,0,"",""
282,"bone_offering","Bone Offering","Consumes a corpse, granting all of your minions the power to block both attacks and spells. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingDefensive","Art/2DArt/SkillIcons/BoneOffering.dds","[6,20]","[2,5,9,32,6,14,16,15,56]",[],"","http://webcdn.pathofexile.com/public/chris/boneoffering.jpg","","BoneOffering","",20,1,"[4349,4511,10640]","[215,1089,215]",[],1,1,[],8,"","","",0,0,224942,0,"",""
283,"glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[2,7,8,14,15,16,22,32,30,28,70,72]",[],"","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascade","",20,1,"[4051,4296,4211,6464]","[24,1105,434,2114]",[],1,1,[],8,"","","",12,0,225648,0,"",""
284,"storm_cascade_player","Storm Cascade","Lightning crackles in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/StormCascade.dds","[1,2]","[2,7,8,14,15,16,22,32,31,28,50,72,90,37]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,226238,0,"",""
285,"izaro_cascade","","","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[2,7,8,14,15,16,22,32,30,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,226508,0,"",""
286,"freeze","","","Freeze","",[2],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,226740,0,"",""
287,"fire_enrage","","","FireEnrage","",[4],[2],[],"","",1,"FireEnrage","",20,1,[],[],[],1,1,[],8,"","","",0,0,226798,0,"",""
288,"mass_charge","","","MassCharge","",[4],"[2,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,226864,0,"",""
289,"atziri_demon_self_sacrifice","","","AtziriDemonSelfSacrifice","",[3],[2],[],"","",1,"AtziriDemonSelfSacrifice","",20,1,[],[],[],1,1,[],8,"","","",0,0,226982,0,"",""
290,"atziri_summon_demons","","","AtziriSummonDemons","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,227074,0,"",""
291,"atziri_storm_call","","","AtziriStormCall","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,227120,0,"",""
292,"atziri_storm_call_empowered","","","AtziriStormCallEmpowered","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,227430,0,"",""
293,"atziri_flameblast","","","AtziriFlameblast","",[2],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,227704,0,"",""
294,"atziri_flameblast_empowered","","","AtziriFlameblastEmpowered","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,228016,0,"",""
295,"atziri_spear_throw","","","AtziriSpearThrow","",[2],"[1,3,57,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,228304,0,"",""
296,"atziri_spear_throw_empowered","","","AtziriSpearThrowEmpowered","",[2],"[1,3,57,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,228646,0,"",""
297,"atziri_mirror_image","","","AtziriMirrorImage","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,228942,0,"",""
298,"summon_monsters","","","SummonMonsters","",[10],"[2,6,77]",[],"","",1,"","",20,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,229088,0,"",""
299,"summon_warband_pack","","","SummonWarbandPack","",[10],"[2,6,77]",[],"","",1,"","",20,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,229248,0,"",""
300,"revive_all_with_onslaght","","","ReviveAllWithOnslaught","",[4],"[2,6,77]",[],"","",1,"","",20,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,229428,0,"",""
301,"summon_exile","","","SummonExile","",[10],"[2,6,77]",[],"","",1,"","",20,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,229562,0,"",""
302,"birdman_consume","","","BirdmanConsume","",[3],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,229636,0,"",""
303,"sandspitter_spray","","","SandSpitterSpray","","[1,2]","[1,3,57,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,229734,0,"",""
304,"vaal_cloud","","","VaalCloud","",[4],[2],[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",5,0,229996,0,"",""
305,"monster_summon_animated_weapon","","","MonsterSummonAnimatedWeapon","","[1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,230214,0,"",""
306,"summon_sandspitters","","","SummonSandSpitters","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,230304,0,"",""
307,"skeleton_explosion_slam","","","SkeletonExplosionSlam","","[1,2]",[1],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,230412,0,"",""
308,"molten_strike","Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will explode, causing AoE attack damage to enemies where they land.","MoltenStrike","Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[1,3,8,20,21,24,29,41,82,91]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",20,1,"[4012,4266,4197,11872,11874]","[24,173,434,172,9877]",[],1,1,[11870],8,"","","",13,0,231804,0,"",""
309,"convocation","Convocation","Recalls all minions that are following you to your location, and grants them a temporary life regeneration effect.","Convocation","Art/2DArt/SkillIcons/Convocation.dds",[4],"[2,5,9,32,6,64,90]",[],"","",1,"Convocation",1,20,1,"[4375,4520]","[3351,4548]",[],1,1,[],8,"","","",0,0,232468,0,"",""
310,"summon_kaom_totems","","","SummonKaomTotems","",[10],"[2,6,77]",[],"","",1,"",1,20,1,[],[],"[2,7,8,9,3]",1,1,[],8,"","","",0,0,232580,0,"",""
311,"combo_strike","...","","ComboStrike","Art/2DArt/SkillIcons/iconbasicattack.dds","[1,2]","[1,21,24,20]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ComboStrike","",20,1,[],[],[],1,1,[],8,"","","",13,0,232876,0,"",""
312,"drop_bear_ambush","","","DropBearAmbush","",[2],[1],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,233160,0,"",""
313,"kite_west_boss_use_portal","","","KiteWestBossUsePortal","",[3],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,233476,0,"",""
314,"merveil_ice_spear","","","MerveilIceSpear","","[1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,233564,0,"",""
315,"merveil_geyser","","","MerveilGeyser","",[11],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,233826,0,"",""
316,"merveil_geyser_triggerable","","","MerveilGeyser","",[11],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,234086,0,"",""
317,"brutus_cage_summon","","","BrutusCageSummon","","[1,2]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",9,0,234366,0,"",""
318,"brutus_spiked_ground","","","BrutusSpikedGround","",[11],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",9,0,234606,0,"",""
319,"fire_nova","Fire Nova Mine","Lay a remote mine that you can detonate to create a series of fire novas. Each sequential nova from the same mine will do higher damage than the previous.","FireNova","Art/2DArt/SkillIcons/FireNovaMine.dds",[4],"[2,7,32,8,29,22,36,72,12]",[],"","",1,"",1,20,1,"[4236,4032,4286]","[216,24,2281]",[],1,1,[],8,"","","",12,0,235350,0,"",""
320,"tornado_shot","Tornado Shot","Fires a piercing shot that travels until it reaches the targeted location. It will then fire projectiles out in all directions from that point, which will travel for a short time before disappearing.","TornadoShot","Art/2DArt/SkillIcons/TornadoShot.dds","[1,2,20]","[1,3,57,14,16,15,41,58,32]",[13],"","",1,"TornadoShot","",20,1,"[4264,4047]","[554,24]",[],1,1,[],8,5,"","",13,0,236230,0,"",""
321,"brutus_ground_slam","","","BrutusGroundSlam","","[1,2]",[1],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,236526,0,"",""
322,"merveil_warp","Illusory Warp","Teleport to a target destination. Chilled ground is spread in an area around both where the caster was and where they teleported to.","MerveilWarp","Art/2DArt/SkillIcons/IllusoryWarp.dds",[1],"[2,34,9,30,8,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,0,"","",0,0,237196,0,"",""
323,"merveil_teleport","","","MerveilTeleport","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,237274,0,"",""
324,"monster_projectile_spell","","","MonsterProjectileSpell","","[1,2]","[2,3,57,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,237398,0,"",""
325,"monster_projectile_spell_self","","","MonsterProjectileSpell","",[4],"[2,3,57,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,237672,0,"",""
326,"monster_projectile_spell_lightning","","","MonsterProjectileSpell","","[1,2]","[2,3,57,32,31]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,237964,0,"",""
327,"monster_projectile_spell_ally","","","MonsterProjectileSpell","",[3],"[2,3,57,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,238238,0,"",""
328,"merveil_animate_weapon","","","MerveilAnimateWeapon","","[1,2]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,238534,0,"",""
329,"moss_monster_slam","","","MossMonsterSlam","",[10],[1],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,238614,0,"",""
330,"lava_hound_charge","","","LavaHoundCharge","","[1,2]",[1],[],"","",1,"LavaHoundCharge","",20,1,[],[],[],1,1,[],8,"","","",13,0,238906,0,"",""
331,"merveil_summon_statue","","","MerveilSummonStatue","","[1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,239218,0,"",""
332,"merveil_summon_daughters","","","MerveilSummonDaughters","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,239326,0,"",""
333,"merveil_summon_spawn","","","MerveilSummonSpawn","","[1,2]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,239422,0,"",""
334,"merveil_multigeyser","","","MerveilMultiGeyser","",[4],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,239516,0,"",""
335,"heal","","","Heal","","[4,3]","[2,9]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,239748,0,"",""
336,"herald_of_blood","Herald of Blood","","HeraldOfBlood","Art/2DArt/SkillIcons/earthquaketotem.dds",[4],"[2,5,12,8,35,9,23,52,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,239890,0,"",""
337,"herald_of_ash","Herald of Ash","Grants a buff providing fire damage based on your physical damage. While you have this buff, if you kill an enemy, other enemies near them will be burned based on the overkill damage. The burn inflicted by this skill can only be affected by modifiers to damage over time (burning damage is damage over time).","HeraldOfAsh","Art/2DArt/SkillIcons/HeraldofAsh.dds",[4],"[2,5,12,25,8,35,29,23,52,9,64,72,85,86,90]",[],"","",1,"HeraldOfAsh","",20,1,"[4073,4333,7504,9194]","[24,14057,14057,4548]",[],1,1,[],8,"","","",0,0,240864,0,"",""
338,"herald_of_ice","Herald of Ice","Grants a buff adding cold damage to spells and attacks. If you shatter an enemy, this skill will cause them to explode and deal AoE cold damage to enemies near them. This damage is not affected by modifiers to spell damage.","HeraldOfIce","Art/2DArt/SkillIcons/HeraldofIce.dds",[4],"[2,5,12,7,8,30,23,52,64,72,85,86,90]",[],"","",1,"HeraldOfIce","",20,1,"[4074,4334,7504,9193]","[24,14057,14057,4548]",[],1,1,[],8,"","","",9,0,241660,0,"",""
339,"herald_of_thunder","Herald of Thunder","Grants a buff which adds lightning damage to spells and attacks. If you kill a shocked enemy, this skill will create a storm, causing lightning bolts to strike enemies around you for a duration. The damage inflicted by this skill is not affected by modifiers to spell damage.","HeraldOfThunder","Art/2DArt/SkillIcons/HeraldofThunder.dds",[4],"[2,5,12,7,8,9,31,23,52,64,72,85,86,90]",[],"","",1,"HeraldOfThunder","",20,1,"[4075,4335,7504,5584]","[24,14057,14057,4548]",[],1,1,[11953],8,"","","",9,0,242756,0,"",""
340,"herald_of_agony","Herald of Agony","Grants a buff giving more poison damage and a chance to inflict poison. When you poison an enemy while you have this buff, you gain Virulence, and summon an Agony Crawler minion that uses projectile and area attacks. You will lose Virulence over time, at a rate which increases the more Virulence you have. The minion will die when you have no Virulence.","HeraldOfAgony","Art/2DArt/SkillIcons/HeraldOfAgony.dds",[4],"[2,5,12,52,6,64,42,28,77,85,86,90]",[],"","",1,"HeraldOfAgony","",20,1,"[7504,8406,9195]","[14057,14057,4548]","[7,1,42,3,41]",1,1,[],8,"","","",0,0,243958,0,"",""
341,"herald_of_light","Herald of Purity","Grants a buff which lets you deal more physical damage. When you kill an enemy while you have this buff, this skill will summon a Sentinel of Purity, or refresh the duration and life of an existing one instead if you have the maximum number of them. The Sentinels of Purity have a single-target melee attack and an area melee attack.","HeraldOfLight","Art/2DArt/SkillIcons/HeraldOfLight.dds",[4],"[2,5,12,52,6,64,9,28,77,85,86,90]",[],"","",1,"HeraldOfLight","",20,1,"[7504,8405,8326]","[14057,14057,4548]","[7,1,20,21,24,8]",1,1,[],8,"","","",0,0,244980,0,"",""
342,"rampage_summon_animated_weapon","","","RampageSummonAnimatedWeapon","",[4],[2],[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,245110,0,"",""
343,"ground_effect_ring","","","MonsterGroundEffectRing","",[4],[2],[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",5,0,245208,0,"",""
344,"consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration for you and allies who stand in it.","Consecrate","Art/2DArt/BuffIcons/consecrated.dds",[4],"[2,9,32,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,245642,0,"",""
345,"triggered_consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration for you and allies who stand in it.","Consecrate","Art/2DArt/BuffIcons/consecrated.dds",[4],"[2,9,32,8,37,50,72,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,245722,0,"",""
346,"poachers_mark","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.","PoachersMark","Art/2DArt/SkillIcons/PoachersMark.dds","[1,2,22]","[2,9,14,15,16,22,32,69,70,85,86,98]",[],"","",1,"",1,20,1,"[4318,4354]","[1390,215]",[],1,1,[],8,"","","",0,0,246524,0,"",""
347,"poachers_mark_triggered","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.","PoachersMark","Art/2DArt/SkillIcons/PoachersMark.dds","[1,2]","[2,9,14,15,16,22,32,69,70,85,86,98,90]",[],"","",1,"",1,20,1,"[4318,4354]","[1390,215]",[],1,1,[],8,"","","",0,0,246698,0,"",""
348,"summon_critters","","","SummonCritters","",[4],"[2,22,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,246780,0,"",""
349,"summon_specific_monsters_on_self","","","SummonSpecificMonsters","",[4],"[2,22,32,14,15,16]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,246924,0,"",""
350,"summon_specific_monsters_on_target","","","SummonSpecificMonsters","","[1,2]","[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247016,0,"",""
351,"summon_specific_monsters_on_target_no_los","","","SummonSpecificMonsters","","[1,2,8]","[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247126,0,"",""
352,"summon_specific_monster_in_front_of_enemy","","","SummonSpecificMonsters","",[16],"[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247228,0,"",""
353,"summon_specific_monster_in_front_of_enemy_no_los","","","SummonSpecificMonsters","","[16,8]","[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247348,0,"",""
354,"summon_specific_monster_behind_enemy","","","SummonSpecificMonsters","",[9],"[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247440,0,"",""
355,"summon_specific_monster_behind_enemy_no_los","","","SummonSpecificMonsters","","[9,8]","[2,22,32]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247550,0,"",""
356,"summon_specific_monsters_cannot_die_on_self","","","SummonSpecificMonstersCannotDie","",[4],"[2,22,32,14,15,16]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",0,0,247734,0,"",""
357,"monster_use_flask","","","MonsterUseFlask","",[4],"[2,22,32,14,15,16]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,247834,0,"",""
358,"lightning_tendrils","Lightning Tendrils","Lightning is released from your hands four times in quick succession, damaging all enemies in an arc in front of you.","LightningTouch","Art/2DArt/SkillIcons/LightningTouch.dds","[1,2]","[2,7,8,15,22,31,72]",[],"","",1,"","",20,1,"[4010,4194,4516]","[24,434,554]",[],1,1,[],8,"","","",12,0,248398,0,"",""
359,"lightning_tendrils_channelled","Lightning Tendrils","While you channel this skill, it releases pulses of electrical energy, dealing lightning damage in a semicircular area in front of you.","LightningTendrilsChannelled","Art/2DArt/SkillIcons/LightningTouch.dds","[18,23,17]","[2,7,8,15,31,48,72]",[],"","",1,"","",20,1,"[4010,4194,4516]","[24,434,554]",[],1,1,[],8,"","","",12,0,249120,0,"",""
