"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","string"
64,"Weapon_Scholar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/staff.epk",63301,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/shield.epk"
65,"Weapon_Redeemer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/staff.epk",55978,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/shield.epk"
66,"Weapon_Subjugator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/staff.epk",40445,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/shield.epk"
67,"Weapon_Dominator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/staff.epk",34135,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/shield.epk"
68,"Weapon_AbyssalImp","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/staff.epk",39848,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/shield.epk"
69,"Weapon_AbyssalLich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/staff.epk",50420,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/shield.epk"
70,"Weapon_Pestilence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/staff.epk",57346,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/shield.epk"
71,"Weapon_Sin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/staff.epk",48329,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/shield.epk"
72,"Weapon_Harpy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/staff.epk",11532,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/shield.epk"
73,"Weapon_Kraken","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/dagger_mace_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/staff.epk",29842,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/dagger_mace_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/shield.epk"
74,"Weapon_Manticore","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/staff.epk",37977,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/2h_Axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/shield.epk"
75,"Weapon_Innocence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/staff.epk",61938,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/2h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/2h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/dagger.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/shield.epk"
76,"Footprint_Sin","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/sin/EPK/sin_footprints_fx.epk","","",15149,"","","","","",""
77,"Footprint_SinandInnocence","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/blend/innosin_trail.epk","","",3262,"","","","","",""
78,"Bow_Mirage_Archer","","Metadata/Effects/Spells/mirage_archer/epk/mirage_bow.epk","","","","","",51341,"","","","","",""
79,"Weapon_Council","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/staff.epk",50391,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/daggerclawwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/shield.epk"
80,"Weapon_Conquest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/daggerwandclaw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/staff.epk",13035,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/daggerwandclaw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/shield.epk"
81,"Weapon_Wasteland","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/wdc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/staff.epk",23405,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/wdc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/shield.epk"
82,"Weapon_Automaton","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/staff.epk",6386,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/shield.epk"
83,"Footprint_Apocalypse","","","","","Metadata/Effects/Microtransactions/foot_prints/machine_man/chafx_trail.epk","","",32918,"","","","","",""
84,"Weapon_BloodGuard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/staff.epk",47705,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/shield.epk"
