"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[string]"
1476,1139,1,1,"grant_micro","","","Adds the Redeemer Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1477,1140,20,1,"grant_micro","","","Adds the Redeemer effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1478,1141,1,1,"modify_portal_variation","","","This character's portals use the Redeemer effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1479,1142,1,1,"grant_micro","","","Adds the Redeemer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1480,1143,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Subjugator helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1481,1144,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Subjugator boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1482,1145,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Subjugator gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1483,1146,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Subjugator body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1484,1147,1,1,"grant_micro","","","Adds the Subjugator Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1485,1148,20,1,"grant_micro","","","Adds the Subjugator effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1486,1149,1,1,"modify_portal_variation","","","This character's portals use the Subjugator effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1487,1150,1,1,"grant_micro","","","Adds the Subjugator Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1488,1151,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Dominator helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1489,1152,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Dominator boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1490,1153,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Dominator gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1491,1154,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Dominator body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1492,1155,1,1,"grant_micro","","","Adds the Dominator Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1493,1156,20,1,"grant_micro","","","Adds the Dominator effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1494,1157,1,1,"modify_portal_variation","","","This character's portals use the Dominator effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1495,1158,1,1,"grant_micro","","","Adds the Dominator Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1496,1159,1,1,"grant_micro","","","Changes the appearance of any equipped Staff to the Plague Scribe Staff.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
1497,1160,1,1,"modify_portal_variation","","","This character's portals use the Fire Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1498,1161,1,1,"modify_portal_variation","","","This character's portals use the Ice Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1499,1162,1,1,"modify_portal_variation","","","This character's portals use the Fire and Ice Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1500,1163,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fire Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1501,1164,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Fire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1502,1165,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1503,1166,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Fire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1504,1167,1,1,"grant_micro","","","Adds the Fire Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1505,1168,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ice Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1506,1169,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ice Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1507,1170,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ice Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1508,1171,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ice Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1509,1172,1,1,"grant_micro","","","Adds the Ice Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1510,1173,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fire and Ice Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1511,1174,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Fire and Ice Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1512,1175,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fire and Ice Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1513,1176,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Fire and Ice Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1514,1177,1,1,"grant_micro","","","Adds the Fire and Ice Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
1515,1178,1,1,"grant_micro","","","Adds the Abyssal Imp Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1516,1179,1,1,"grant_micro","","","Adds the Abyssal Lich Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
1517,1180,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Fire Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
1518,1181,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Ice Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
1519,1182,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Fire and Ice Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[]
1520,1183,1,1,"grant_micro","","","Your Whirling Blades becomes an Icy effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"",2,[],[],[]
1521,1184,1,1,"grant_micro","","","Adds a pair of Fire Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1522,1185,1,1,"grant_micro","","","Adds a pair of Ice Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1523,1186,1,1,"grant_micro","","","Adds a pair of Fire and Ice Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1524,1187,1,1,"grant_micro","","","Attaches the Celestial Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[]
1525,1188,1,1,"grant_micro","","","Changes the appearance of any equipped Staff to the Celestial Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[]
1526,1189,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyssal Imp Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1527,1190,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Abyssal Imp Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1528,1191,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Abyssal Imp Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1529,1192,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Abyssal Imp Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1530,1193,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyss Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1531,1194,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
1532,1195,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyss Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1533,1196,1,1,"modify_portal_variation","","","This character's portals use the Abyss Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1534,1197,1,1,"modify_portal_variation","","","This character's portals use the Abyssal Imp Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1535,1198,1,1,"grant_micro","","","Adds the Abyssal Imp Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1536,1199,1,1,"grant_micro","","","Adds the Abyssal Lich Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1537,1200,1,1,"grant_micro","","","Adds the Pestilence Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
1538,1201,1,1,"modify_character_portrait","","","Adds the Ascendant Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1539,1202,1,1,"modify_character_portrait","","","Adds the Deadeye Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1540,1203,1,1,"modify_character_portrait","","","Adds the Elementalist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1541,1204,1,1,"modify_character_portrait","","","Adds the Necromancer Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1542,1205,1,1,"modify_character_portrait","","","Adds the Occultist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1543,1206,1,1,"modify_character_portrait","","","Adds the Pathfinder Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1544,1207,1,1,"modify_character_portrait","","","Adds the Raider Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1545,1208,1,1,"modify_character_portrait","","","Adds the Fire Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1546,1209,1,1,"modify_character_portrait","","","Adds the Lightning Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1547,1210,1,1,"modify_character_portrait","","","Adds the Ice Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1548,1211,1,1,"grant_micro","","","Adds the Tencent S3 BDMaster Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1549,1212,1,1,"grant_micro","","","Adds the Tencent S3 Fashion Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1550,1213,1,1,"grant_micro","","","Adds the Tencent S3 HideOut Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1551,1214,1,1,"grant_micro","","","Adds the Tencent Top Player Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1552,1215,1,1,"grant_micro","","","Adds the Tencent Two Years Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1553,1219,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1554,1220,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1555,1221,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1556,1222,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1557,1223,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1558,1224,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1559,1225,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1560,1226,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1561,1227,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1562,1228,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1563,1229,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1564,1230,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1565,1231,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1566,1232,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1567,1233,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1568,1234,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1569,1235,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1570,1236,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1571,1237,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1572,1238,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1573,1239,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1574,1240,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1575,1241,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1576,1242,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1577,1243,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1578,1244,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1579,1245,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1580,1246,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1581,1247,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1582,1248,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1583,1249,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1584,1250,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1585,1251,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1586,1252,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1587,1253,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1588,1254,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1589,1255,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1590,1256,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1591,1257,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1592,1258,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
