"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
1057,5222,4,3430,[],[],8169,"",[434],[90],"",-905969664,24,0,0,16777216,0,1644167168,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,231,1912602624,231,0,0,0,-1979711488,231,1342177280,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,231,0,0,-1979711488,231,0
1058,4832,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,231,201326592,0,0,0,0,-1979711488,231,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,231,0,0,-1979711488,231,0
1059,4832,1,4152,[],[],8157,1,"[173,1783,3223]","[5,1,20]","",973078528,16,0,0,0,0,-973078528,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-973078528,231,-973078528,231,0,0,0,-603979776,231,-1342177280,16777215,0,0,134217728,0,0,0,3690987520,3690987520,-603979776,231,0,0,-603979776,231,0
1060,4839,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-603979776,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-603979776,231,201326592,0,0,0,0,-603979776,231,0,0,0,0,134217728,0,0,0,3690987520,3690987520,-603979776,231,0,0,-603979776,231,0
1061,4839,2,4152,[],[],8181,1,[6184],[1],"",973078528,16,0,0,0,0,-335544320,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,231,-335544320,231,855638016,0,0,268435456,232,-1342177280,16777215,0,0,134217728,0,0,0,268435456,268435456,268435456,232,0,0,268435456,232,0
1062,4840,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,268435456,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,268435456,232,201326592,0,0,0,0,268435456,232,0,0,0,0,134217728,0,0,0,268435456,268435456,268435456,232,0,0,268435456,232,0
1063,4840,1,4152,[],[],8183,1,[6184],[1],"",973078528,16,0,0,0,0,536870912,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,536870912,232,536870912,232,939524096,0,0,1006632960,232,-1342177280,16777215,0,0,134217728,0,0,0,1006632960,1006632960,1006632960,232,0,0,1006632960,232,0
1064,4841,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1006632960,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1006632960,232,201326592,0,0,0,0,1006632960,232,0,0,0,0,134217728,0,0,0,1006632960,1006632960,1006632960,232,0,0,1006632960,232,0
1065,4841,3,4152,[],[],8182,1,[6184],[1],"",973078528,16,0,0,0,0,1275068416,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1275068416,232,1275068416,232,1426063360,0,0,1778384896,232,-1342177280,16777215,0,0,134217728,0,0,0,1778384896,1778384896,1778384896,232,0,0,1778384896,232,0
1066,4842,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1778384896,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1778384896,232,201326592,0,0,0,0,1778384896,232,0,0,0,0,134217728,0,0,0,1778384896,1778384896,1778384896,232,0,0,1778384896,232,0
1067,4842,3,4153,[],[],8242,1,[6184],[1],"",973078528,16,0,0,0,0,2046820352,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2046820352,232,2046820352,232,1375731712,0,0,-1811939328,232,-1342177280,16777215,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,232,0,0,-1811939328,232,0
1068,4849,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1811939328,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1811939328,232,201326592,0,0,0,0,-1811939328,232,0,0,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,232,0,0,-1811939328,232,0
1069,4849,1,4152,[],[],8157,1,"[173,1783,3223]","[5,1,20]","",973078528,16,0,0,0,0,-1006632960,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,232,-973078528,231,0,0,0,-1006632960,232,-1342177280,16777215,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,232,0,0,-1006632960,232,0
1070,4853,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,232,201326592,0,0,0,0,-1006632960,232,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,232,0,0,-1006632960,232,0
1071,4853,2,4152,[],[],8181,1,[6184],[1],"",973078528,16,0,0,0,0,-738197504,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-738197504,232,-335544320,231,855638016,0,0,-738197504,232,-1342177280,16777215,0,0,134217728,0,0,0,3556769792,3556769792,-738197504,232,0,0,-738197504,232,0
1072,4854,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-738197504,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-738197504,232,201326592,0,0,0,0,-738197504,232,0,0,0,0,134217728,0,0,0,3556769792,3556769792,-738197504,232,0,0,-738197504,232,0
1073,4854,1,4152,[],[],8183,1,[6184],[1],"",973078528,16,0,0,0,0,-469762048,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,232,536870912,232,939524096,0,0,-469762048,232,-1342177280,16777215,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,232,0,0,-469762048,232,0
1074,4855,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,232,201326592,0,0,0,0,-469762048,232,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,232,0,0,-469762048,232,0
1075,4855,3,4152,[],[],8182,1,[6184],[1],"",973078528,16,0,0,0,0,-201326592,232,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-201326592,232,1275068416,232,1426063360,0,0,-201326592,232,-1342177280,16777215,0,0,134217728,0,0,0,4093640704,4093640704,-201326592,232,0,0,-201326592,232,0
1076,428,0,449,[10611],[1],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,67108864,233,67108864,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,67108864,233,1476395008,1,0,0,0,67108864,233,0,0,0,0,134217728,0,0,0,67108864,67108864,67108864,233,0,0,67108864,233,0
1077,428,1,449,[10611],[1],8183,1,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,335544320,233,67108864,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,335544320,233,1476395008,1,939524096,0,0,335544320,233,0,0,0,0,134217728,0,0,0,335544320,335544320,335544320,233,0,0,335544320,233,0
1078,428,2,449,[10611],[1],8194,1,"[175,318,4570]","[200,400,1]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1409286144,233,-872415232,1,889192448,0,0,1409286144,233,-1778384896,0,0,0,134217728,0,0,0,1409286144,1409286144,1409286144,233,0,0,1409286144,233,0
1079,428,3,449,"[10611,1215]","[1,200]",8187,1,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2080374784,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2080374784,233,1476395008,1,872415232,0,0,2080374784,233,0,0,0,0,134217728,0,0,0,2080374784,2080374784,2080374784,233,0,0,2080374784,233,0
1080,428,4,452,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2080374784,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2080374784,233,2080374784,233,0,0,0,-1711276032,233,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,233,0,0,-1711276032,233,0
1081,3617,0,3792,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,233,939524096,164,0,0,0,-1711276032,233,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,233,0,0,-1711276032,233,0
1082,3617,1,3792,[],[],8183,20,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,233,939524096,164,939524096,0,0,-1711276032,233,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,233,0,0,-1711276032,233,0
1083,3617,2,4236,[],[],8158,"",[174],[5],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,233,-1946157056,164,0,0,0,-1442840576,233,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,233,0,0,-1442840576,233,0
1084,3617,3,4236,[],[],8159,"","[4743,174,434]","[500,5,-50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-637534208,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-637534208,233,-1946157056,164,0,0,0,-637534208,233,-939524096,0,0,0,134217728,0,0,0,3657433088,3657433088,-637534208,233,0,0,-637534208,233,0
1085,3618,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-637534208,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-637534208,233,201326592,0,0,0,0,-637534208,233,0,0,0,0,134217728,0,0,0,3657433088,3657433088,-637534208,233,0,0,-637534208,233,0
1086,3618,1,4500,[],[],8148,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-637534208,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-637534208,233,-637534208,233,0,0,0,-100663296,233,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,233,0,0,-100663296,233,0
1087,3619,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,233,201326592,0,0,0,0,-100663296,233,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,233,0,0,-100663296,233,0
1088,3619,1,4500,[],[],8148,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,233,-637534208,233,0,0,0,-100663296,233,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,233,0,0,-100663296,233,0
1089,3620,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,233,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,233,201326592,0,0,0,0,-100663296,233,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,233,0,0,-100663296,233,0
1090,3620,2,4863,[],[],8158,"","[957,8570]","[1,1]","",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,50331648,0,570425344,234,1375731712,234,0,0,0,1811939328,234,0,0,0,0,134217728,0,0,0,1811939328,1811939328,1811939328,234,0,0,1811939328,234,0
1091,3620,4,4863,[],[],8169,"","[957,1728]","[2,3]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1811939328,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,50331648,0,-1811939328,234,-1006632960,234,0,0,0,-234881024,234,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,234,0,0,-234881024,234,0
1092,3622,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,234,201326592,0,0,0,0,-234881024,234,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,234,0,0,-234881024,234,0
1093,3622,2,3149,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,234,0,162,0,0,0,-234881024,234,-1778384896,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,234,0,0,-234881024,234,0
1094,3625,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,234,201326592,0,0,0,0,-234881024,234,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,234,0,0,-234881024,234,0
1095,3625,2,3150,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,234,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,234,0,162,0,0,0,-234881024,234,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,234,0,0,-234881024,234,0
1096,431,0,449,[10611],[1],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,33554432,235,67108864,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,33554432,235,1476395008,1,0,0,0,33554432,235,0,0,0,0,134217728,0,0,0,33554432,33554432,33554432,235,0,0,33554432,235,0
1097,431,1,449,[10611],[1],8183,1,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,301989888,235,67108864,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,301989888,235,1476395008,1,939524096,0,0,301989888,235,0,0,0,0,134217728,0,0,0,301989888,301989888,301989888,235,0,0,301989888,235,0
1098,431,2,449,[10611],[1],8194,1,"[175,318,4570]","[200,400,1]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,235,-872415232,1,889192448,0,0,1375731712,235,-1778384896,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,235,0,0,1375731712,235,0
1099,431,3,449,"[10611,1215]","[1,200]",8187,1,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,235,1476395008,1,872415232,0,0,1912602624,235,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,235,0,0,1912602624,235,0
1100,431,4,452,[],[],8169,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,235,2080374784,233,0,0,0,1912602624,235,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,235,0,0,1912602624,235,0
1101,469,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,235,201326592,0,0,0,0,1912602624,235,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,235,0,0,1912602624,235,0
1102,920,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,235,201326592,0,0,0,0,1912602624,235,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,235,0,0,1912602624,235,0
1103,920,1,326,[],[],8157,20,[173],[4],"",486539264,18,0,0,0,0,-2113929216,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,235,570425344,143,0,0,0,-2113929216,235,838860800,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,235,0,0,-2113929216,235,0
1104,920,4,326,[],[],8168,22,"[434,1982,215]","[200,200,200]","",956301312,18,0,0,0,0,-1107296256,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,235,-1107296256,235,0,0,0,-838860800,235,0,0,0,0,134217728,0,0,0,3456106496,3456106496,-838860800,235,0,0,-838860800,235,0
1105,926,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-838860800,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-838860800,235,201326592,0,0,0,0,-838860800,235,0,0,0,0,134217728,0,0,0,3456106496,3456106496,-838860800,235,0,0,-838860800,235,0
1106,926,2,2713,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-838860800,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-838860800,235,-838860800,235,0,0,0,-402653184,235,0,0,0,0,134217728,0,0,0,3892314112,3892314112,-402653184,235,0,0,-402653184,235,0
1107,3867,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-402653184,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-402653184,235,201326592,0,0,0,0,-402653184,235,0,0,0,0,134217728,0,0,0,3892314112,3892314112,-402653184,235,0,0,-402653184,235,0
1108,5159,1,5585,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-402653184,235,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-402653184,235,-402653184,235,0,0,0,33554432,236,0,0,0,0,134217728,0,0,0,33554432,33554432,33554432,236,0,0,33554432,236,0
1109,5159,3,5585,[],[],8159,"","[434,214]","[200,2]","",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,236,-402653184,235,0,0,0,704643072,236,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,236,0,0,704643072,236,0
1110,5159,2,5586,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,236,-402653184,235,0,0,0,704643072,236,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,236,0,0,704643072,236,0
1111,5163,1,1600,[],[],8157,"",[195],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,973078528,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,973078528,236,167772160,15,0,0,0,973078528,236,838860800,0,0,0,134217728,0,0,0,973078528,973078528,973078528,236,0,0,973078528,236,0
1112,5163,2,4238,[],[],8158,"",[174],[3],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1241513984,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1241513984,236,-1946157056,164,0,0,0,1241513984,236,0,0,0,0,134217728,0,0,0,1241513984,1241513984,1241513984,236,0,0,1241513984,236,0
1113,5165,1,1600,[],[],8157,"",[195],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1509949440,236,167772160,15,0,0,0,1509949440,236,838860800,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,236,0,0,1509949440,236,0
1114,5165,2,4238,[],[],8158,"",[174],[3],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1778384896,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1778384896,236,-1946157056,164,0,0,0,1778384896,236,0,0,0,0,134217728,0,0,0,1778384896,1778384896,1778384896,236,0,0,1778384896,236,0
1115,5167,1,1600,[],[],8157,"",[195],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2046820352,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2046820352,236,167772160,15,0,0,0,2046820352,236,838860800,0,0,0,134217728,0,0,0,2046820352,2046820352,2046820352,236,0,0,2046820352,236,0
1116,5167,2,4238,[],[],8158,"",[174],[3],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,236,-1946157056,164,0,0,0,-1979711488,236,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,236,0,0,-1979711488,236,0
1117,5017,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,236,201326592,0,0,0,0,-1979711488,236,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,236,0,0,-1979711488,236,0
1118,5017,2,5412,[],[],8150,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,236,-201326592,17,0,0,0,-1979711488,236,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,236,0,0,-1979711488,236,0
1119,5017,3,5413,[],[],8152,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,236,-503316480,206,0,0,0,-1979711488,236,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,236,0,0,-1979711488,236,0
1120,493,0,326,[],[],8156,"",[173],[3],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,236,-1207959552,11,0,0,0,-1711276032,236,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,236,0,0,-1711276032,236,0
1121,575,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,236,201326592,0,0,0,0,-1711276032,236,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,236,0,0,-1711276032,236,0
1122,1406,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,236,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,236,201326592,0,0,0,0,-1711276032,236,0,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,236,0,0,-1711276032,236,0
