"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
89,1,6,3,"Experimenting with Influenced Equipment","Mène des expérimentations sur des pièces d'équipement Influencées","Experimentiert mit beeinflusster Ausrüstung","インフルエンス装備の実験","실험한 영향을 받은 장비","Testando Equipamentos Influenciados","Экспериментирует над снаряжением с влиянием","Experimentar con equipamiento influenciado","ทดลองกับไอเทมสวมใส่ที่มีอิทธิพล","囤積「小蟲子」（聖甲蟲？）","Smuggling Belts (Trapped Chests!)","Fait de la contrebande de Ceintures (Coffres piégés !)","Schmuggelt Gürtel (Truhen mit Fallen!)","ベルトの密輸（トラップチェスト！）","밀수한 허리띠 (덫 상자!)","Contrabandeando Cintos (Baús Trancados!)","Тайно провозит пояса (ловушки в сундуках!)","Traficar con cinturones (¡Cofres atrapados!)","ลอบขนเข็มขัด\r\n(หีบติดกับดัก!)","走私腰帶（陷阱寶箱！）"
90,2,6,1,"Hoarding Influenced Equipment (Trapped Chests!)","Entasse des pièces d'équipement Influencées (Coffres piégés !)","Hortet beeinflusste Ausrüstung (Truhen mit Fallen!)","インフルエンス装備の貯め込み（トラップチェスト！）","비축한 영향을 받은 장비 (덫 상자!)","Amontoando Equipamentos Influenciados (Baús com Armadilha!)","Припрятывает снаряжение с влиянием (ловушки в сундуках!)","Acaparar equipamiento influenciado (¡cofres atrapados!)","กักตุนไอเทมสวมใส่ที่มีอิทธิพล\r\n(หีบติดกับดัก!)","護送基礎聖甲蟲","Transporting Belts","Transporte des Ceintures","Transportiert Gürtel","ベルトの輸送","수송 중인 허리띠","Transportando Cintos","Перевозит пояса","Transportar cinturones","ขนส่งเข็มขัด","護送腰帶"
91,2,6,2,"Hoarding Influenced Equipment (Trapped Chests!)","Entasse des pièces d'équipement Influencées (Coffres piégés !)","Hortet beeinflusste Ausrüstung (Truhen mit Fallen!)","インフルエンス装備の貯め込み（トラップチェスト！）","비축한 영향을 받은 장비 (덫 상자!)","Amontoando Equipamentos Influenciados (Baús com Armadilha!)","Припрятывает снаряжение с влиянием (ловушки в сундуках!)","Acaparar equipamiento influenciado (¡cofres atrapados!)","กักตุนไอเทมสวมใส่ที่มีอิทธิพล\r\n(หีบติดกับดัก!)","護送基礎聖甲蟲","Transporting Belts","Transporte des Ceintures","Transportiert Gürtel","ベルトの輸送","수송 중인 허리띠","Transportando Cintos","Перевозит пояса","Transportar cinturones","ขนส่งเข็มขัด","護送腰帶"
92,2,6,3,"Hoarding Influenced Equipment (Trapped Chests!)","Entasse des pièces d'équipement Influencées (Coffres piégés !)","Hortet beeinflusste Ausrüstung (Truhen mit Fallen!)","インフルエンス装備の貯め込み（トラップチェスト！）","비축한 영향을 받은 장비 (덫 상자!)","Amontoando Equipamentos Influenciados (Baús com Armadilha!)","Припрятывает снаряжение с влиянием (ловушки в сундуках!)","Acaparar equipamiento influenciado (¡cofres atrapados!)","กักตุนไอเทมสวมใส่ที่มีอิทธิพล\r\n(หีบติดกับดัก!)","護送基礎聖甲蟲","Transporting Belts","Transporte des Ceintures","Transportiert Gürtel","ベルトの輸送","수송 중인 허리띠","Transportando Cintos","Перевозит пояса","Transportar cinturones","ขนส่งเข็มขัด","護送腰帶"
93,4,6,1,"Experimenting with Eldritch power (Dangerous!)","Mène des expérimentations avec des puissance Surnaturelle (Dangereux !)","Experimentiert mit übernatürlicher Macht (gefährlich!)","エルドリッチの力の実験（危険！）","실험한 섬뜩한 힘 (위험!)","Testando Poder Sobrenatural (Perigo!)","Экспериментирует с силами древних (опасно!)","Experimentar con el poder sobrenatural (¡peligroso!)","ทดลองกับพลังผิดธรรมชาติ\r\n(อันตรายนัก!)","「研究」流亡者（混亂聖甲蟲！）","Gambling with Belt Properties","Joue avec les Propriétés des Ceintures","Experimentiert mit Gürtel-Eigenschaften","ベルトの特性のギャンブル","허리띠 속성 도박","Arriscando com Propriedades de Cintos","Спекулирует на свойствах поясов","Apostar sobre las propiedades de los cinturones","เสี่ยงโชคกับคุณสมบัติของเข็มขัด","用腰帶屬性博弈"
94,4,6,2,"Experimenting with Eldritch power (Dangerous!)","Mène des expérimentations avec des puissance Surnaturelle (Dangereux !)","Experimentiert mit übernatürlicher Macht (gefährlich!)","エルドリッチの力の実験（危険！）","실험한 섬뜩한 힘 (위험!)","Testando Poder Sobrenatural (Perigo!)","Экспериментирует с силами древних (опасно!)","Experimentar con el poder sobrenatural (¡peligroso!)","ทดลองกับพลังผิดธรรมชาติ\r\n(อันตรายนัก!)","「研究」流亡者（混亂聖甲蟲！）","Gambling with Belt Properties","Joue avec les Propriétés des Ceintures","Experimentiert mit Gürtel-Eigenschaften","ベルトの特性のギャンブル","허리띠 속성 도박","Arriscando com Propriedades de Cintos","Спекулирует на свойствах поясов","Apostar sobre las propiedades de los cinturones","เสี่ยงโชคกับคุณสมบัติของเข็มขัด","用腰帶屬性博弈"
95,4,6,3,"Experimenting with Eldritch power (Dangerous!)","Mène des expérimentations avec des puissance Surnaturelle (Dangereux !)","Experimentiert mit übernatürlicher Macht (gefährlich!)","エルドリッチの力の実験（危険！）","실험한 섬뜩한 힘 (위험!)","Testando Poder Sobrenatural (Perigo!)","Экспериментирует с силами древних (опасно!)","Experimentar con el poder sobrenatural (¡peligroso!)","ทดลองกับพลังผิดธรรมชาติ\r\n(อันตรายนัก!)","「研究」流亡者（混亂聖甲蟲！）","Gambling with Belt Properties","Joue avec les Propriétés des Ceintures","Experimentiert mit Gürtel-Eigenschaften","ベルトの特性のギャンブル","허리띠 속성 도박","Arriscando com Propriedades de Cintos","Спекулирует на свойствах поясов","Apostar sobre las propiedades de los cinturones","เสี่ยงโชคกับคุณสมบัติของเข็มขัด","用腰帶屬性博弈"
96,3,9,1,"\""Finding\"" Expedition Scarabs (Thief!)","« Trouve » des Scarabées d'Expédition (Voleur !)","\""Findet\"" Expedition-Skarabäen (Dieb!)","エクスペディションスカラベの「捜索」（泥棒！）","\""찾은\"" 탐험 갑충석 (도둑!)","\""Encontrando\"" Escaravelhos da Expedição (Trombadinha!)","\""Находит\"" скарабеев Экспедиции (вор!)","\""Encontrar\"" escarabajos de expedición (¡ladrón!)","\""ตามหา\"" สคารับกองสำรวจ\r\n(หัวขโมยชัดๆ!)","「找到」探險聖甲蟲","\""Finding\"" Expedition Scarabs","« Trouve » des Scarabées d'Expédition","\""Findet\"" Expedition-Skarabäen","エクスペディションスカラベの「捜索」","\""찾은\"" 탐험 갑충석","\""Encontrando\"" Escaravelhos de Expedições","\""Находит\"" скарабеев Экспедиции","\""Encontrar\"" escarabajos de expedición","\""ตามหา\"" สคารับกองสำรวจ","「找到」探險聖甲蟲"
97,3,9,2,"\""Finding\"" Expedition Scarabs (Thief!)","« Trouve » des Scarabées d'Expédition (Voleur !)","\""Findet\"" Expedition-Skarabäen (Dieb!)","エクスペディションスカラベの「捜索」（泥棒！）","\""찾은\"" 탐험 갑충석 (도둑!)","\""Encontrando\"" Escaravelhos da Expedição (Trombadinha!)","\""Находит\"" скарабеев Экспедиции (вор!)","\""Encontrar\"" escarabajos de expedición (¡ladrón!)","\""ตามหา\"" สคารับกองสำรวจ\r\n(หัวขโมยชัดๆ!)","「找到」探險聖甲蟲","\""Finding\"" Expedition Scarabs","« Trouve » des Scarabées d'Expédition","\""Findet\"" Expedition-Skarabäen","エクスペディションスカラベの「捜索」","\""찾은\"" 탐험 갑충석","\""Encontrando\"" Escaravelhos de Expedições","\""Находит\"" скарабеев Экспедиции","\""Encontrar\"" escarabajos de expedición","\""ตามหา\"" สคารับกองสำรวจ","「找到」探險聖甲蟲"
98,3,9,3,"\""Finding\"" Expedition Scarabs (Thief!)","« Trouve » des Scarabées d'Expédition (Voleur !)","\""Findet\"" Expedition-Skarabäen (Dieb!)","エクスペディションスカラベの「捜索」（泥棒！）","\""찾은\"" 탐험 갑충석 (도둑!)","\""Encontrando\"" Escaravelhos da Expedição (Trombadinha!)","\""Находит\"" скарабеев Экспедиции (вор!)","\""Encontrar\"" escarabajos de expedición (¡ladrón!)","\""ตามหา\"" สคารับกองสำรวจ\r\n(หัวขโมยชัดๆ!)","「找到」探險聖甲蟲","\""Finding\"" Expedition Scarabs","« Trouve » des Scarabées d'Expédition","\""Findet\"" Expedition-Skarabäen","エクスペディションスカラベの「捜索」","\""찾은\"" 탐험 갑충석","\""Encontrando\"" Escaravelhos de Expedições","\""Находит\"" скарабеев Экспедиции","\""Encontrar\"" escarabajos de expedición","\""ตามหา\"" สคารับกองสำรวจ","「找到」探險聖甲蟲"
99,1,9,1,"Accumulating Kalguuran Scarabs (Pathetic!)","Accumule des Scarabées kalguuriens (Pitoyable !)","Häuft Kalguurische Skarabäen an (jämmerlich!)","カルグールスカラベの蓄え（惨め！）","축적한 칼구르 갑충석 (한심해!)","Acumulando Escaravelhos Kalguuranos (Patético!)","Собирает калгууранских скарабеев (ничтожество!)","Acumular escarabajos kalguranos (¡Patético!)","สะสมสคารับคาลเกอร์ (น่าสมเพช!)","累積支配聖甲蟲（太可悲了！）","Securing Quality-Modifying Currency","Met des Objets monétaires modificateurs de Qualité en sûreté","Sichert qualitätssteigernde Währung","品質変更カレンシーの確保","확보한 퀄리티 개조 화폐","Protegendo Moedas Modificadoras de Qualidade","Защищает валюту, изменяющую качество","Asegurar objetos monetarios que modifican la calidad","รักษาเงินตราที่เปลี่ยนค่าคุณภาพ","保護調整品質的通貨"
100,1,9,2,"Accumulating Kalguuran Scarabs (Pathetic!)","Accumule des Scarabées kalguuriens (Pitoyable !)","Häuft Kalguurische Skarabäen an (jämmerlich!)","カルグールスカラベの蓄え（惨め！）","축적한 칼구르 갑충석 (한심해!)","Acumulando Escaravelhos Kalguuranos (Patético!)","Собирает калгууранских скарабеев (ничтожество!)","Acumular escarabajos kalguranos (¡Patético!)","สะสมสคารับคาลเกอร์ (น่าสมเพช!)","累積支配聖甲蟲（太可悲了！）","Securing Quality-Modifying Currency","Met des Objets monétaires modificateurs de Qualité en sûreté","Sichert qualitätssteigernde Währung","品質変更カレンシーの確保","확보한 퀄리티 개조 화폐","Protegendo Moedas Modificadoras de Qualidade","Защищает валюту, изменяющую качество","Asegurar objetos monetarios que modifican la calidad","รักษาเงินตราที่เปลี่ยนค่าคุณภาพ","保護調整品質的通貨"
