"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
1699,"Metadata/Monsters/Spiders/SpiderThorn3ViperStrike",54,26,3,3,12,"[""Metadata/Monsters/Spiders/ThornSpider3/ThornSpider3.act""]","[""Metadata/Monsters/Spiders/ThornSpider3/ThornSpider3.ao""]","Metadata/Monsters/Spiders/Spider",[],1,"","",100,2,6,5,1,0,"[823,72,769,793,806,787,774,121,764,765,802,76]",100,[],105,105,700,500,0,"[382,1359]","Metadata/Monsters/Spiders/Spider.ais",[],"",7,"Crypt Arachnid",144,100,945,[],[],"","","","",0,[],[],[700],1,1,6,100,0,0,100,-31264,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-30,15,0,100,"",0,"","",1,3,1,-10,10,-25,25,3,3,[],0,0,0,0,0,"","",""
1700,"Metadata/Monsters/Spiker/Spiker",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1544,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],"",1,6,100,0,0,100,-3266,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1701,"Metadata/Monsters/Spiker/SpikerSpectre_",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],1,1,6,100,0,0,100,27470,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1702,"Metadata/Monsters/Spiker/SpikerHighGardens",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1544,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],"",1,4,64,0,0,100,-22634,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1703,"Metadata/Monsters/Spiker/SpikerHighGardensAtlasUber",366,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",150,[],105,105,700,500,0,"[382,1544,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Spined Goliath",98,105,1050,[],[],"","","","",0,[],[],[723],1,1,4,64,0,0,100,12145,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,105,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
1704,"Metadata/Monsters/Spiker/SpikerHighGardensSpectre",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],1,1,4,64,0,0,100,-12656,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1705,"Metadata/Monsters/Spiker/Spiker2",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1544,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Thistleback Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],"",1,4,64,0,0,100,-12048,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1706,"Metadata/Monsters/Spiker/Spiker2Spectre",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Thistleback Goliath",100,110,1050,[],[],"","","","",0,[],[],[723],1,1,4,64,0,0,100,6456,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1707,"Metadata/Monsters/Spiker/SpikerChrometouched",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrometouched.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1545,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-touched Goliath",75,110,1050,[],[],"","","","",0,[],[],[],"",1,4,64,0,0,100,-31707,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1708,"Metadata/Monsters/Spiker/SpikerChrometouchedSpectre",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrometouched.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-touched Goliath",75,110,1050,[],[],"","","","",0,[],[],[],1,1,4,64,0,0,100,-23575,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1709,"Metadata/Monsters/Spiker/SpikerChrometouchedMaps",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrometouched.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1546,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-touched Goliath",75,110,1050,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-19142,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1710,"Metadata/Monsters/Spiker/SpikerChrometouchedMapsSpectre",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrometouched.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-touched Goliath",75,110,1050,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-2543,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1711,"Metadata/Monsters/Spiker/SpikerChrome",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrome.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1545,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-infused Goliath",75,110,1050,[],[],"","","","",0,[],[],[],"",1,4,64,0,0,100,21471,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1712,"Metadata/Monsters/Spiker/SpikerChromeSpectre",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrome.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-infused Goliath",75,110,1050,[],[],"","","","",0,[],[],[],1,1,4,64,0,0,100,-6061,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1713,"Metadata/Monsters/Spiker/SpikerChromeMaps",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrome.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1546,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-infused Goliath",75,110,1050,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-8454,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1714,"Metadata/Monsters/Spiker/SpikerChromeMapsSpectre",367,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/SpikerChrome.ao""]","Metadata/Monsters/Spiker/Spiker","[7210,12623]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Chrome-infused Goliath",75,110,1050,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,16935,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1715,"Metadata/Monsters/Spiker/SpikerMaps",368,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",120,[],105,105,700,500,0,"[382,1547,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",101,132,1050,[],[],"","","","",0,[],[],[723],"",1,6,100,0,0,100,30722,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1716,"Metadata/Monsters/Spiker/SpikerMapsSpectre",368,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker",[7210],1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,803,764,31,765,118,759]",120,[],105,105,700,500,0,"[382,7360]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Porcupine Goliath",101,132,1050,[],[],"","","","",0,[],[],[723],1,1,6,100,0,0,100,9126,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1717,"Metadata/Monsters/Spiker/SpikerBoss",365,35,4,6,14,"[""Metadata/Monsters/Spiker/SpikerBoss.act""]","[""Metadata/Monsters/Spiker/Spiker_Ice_Boss.ao""]","Metadata/Monsters/Spiker/Spiker",[7209],1,"","",120,4,6,5,1,0,"[823,72,34,767,806,787,774,141,49,796,803,764,31,765,32,118,759]",100,[],105,105,700,500,0,"[436,1523,1527,2906]","Metadata/Monsters/Spiker/SpikerBoss.ais","[6190,6196]","",1,"Thistlesage",100,110,1050,[],[],"","","","",0,[908],[],[],"",1,6,100,0,0,100,24811,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,110,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1718,"Metadata/Monsters/Statue/GoldStatueLargeBossFemale",896,22,3,6,17,"[""Metadata/Monsters/Statue/FemaleLarge/GoldStatueLargeFemaleSpearBoss.act""]","[""Metadata/Monsters/Statue/FemaleLarge/GoldStatueLargeFemaleBoss.ao""]","Metadata/Monsters/Statue/StatueLarge","[6594,3972,6330]",1,"","",100,4,6,4,6,0,"[34,767,74,774,778,48,797,764,120,30,31,765,822,802,811,772]",150,[],105,105,792,882,1000,"[381,83,2311]","Metadata/Monsters/Statue/StatueLarge.ais",[],"",6,"The Goddess of Purity",135,300,1875,[9511],[],"",10,"","",0,[900],[],[],"",1,6,100,0,0,100,21737,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1719,"Metadata/Monsters/Statue/GoldStatueLargeBossFemaleMapBoss",896,22,3,6,17,"[""Metadata/Monsters/Statue/FemaleLarge/GoldStatueLargeFemaleSpearBoss.act""]","[""Metadata/Monsters/Statue/FemaleLarge/GoldStatueLargeFemaleBoss.ao""]","Metadata/Monsters/Statue/StatueLargeMapBoss","[6594,3972,6330]",1,"","",100,4,6,4,6,0,"[34,767,74,774,778,48,797,764,120,30,31,765,822,802,811,772]",150,[],105,105,700,500,0,"[381,83,2311]","Metadata/Monsters/Statue/StatueLarge.ais",[],"",6,"Purity Restored",135,300,1875,[9511],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,-27015,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1720,"Metadata/Monsters/Statue/StoneStatueLargeBossMale",897,22,3,6,17,"[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss.act""]","[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss1.ao""]","Metadata/Monsters/Statue/StatueBossLarge","[3972,20604]",1,"","",100,4,6,4,6,0,"[34,74,774,778,48,797,768,764,120,30,31,765,822,32,802,811,79]",30,[],105,105,700,500,0,"[1429,381,1486]","Metadata/Monsters/Statue/StatueLarge.ais",[],"",6,"Marceus the Defaced",135,300,1875,[9512],[9521],"",10,26,"",0,[896],[],[],"",1,6,100,0,0,100,-22282,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1721,"Metadata/Monsters/Statue/StoneStatueLargeBossMaleStandalone",897,22,3,6,17,"[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss.act""]","[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss1.ao""]","Metadata/Monsters/Statue/StatueBossLargeStandalone","[3972,20604]",1,"","",100,4,6,4,6,0,"[34,74,774,778,48,768,764,120,30,31,765,822,32,802,811,79]",30,[],105,105,700,500,0,"[1429,381,1486]","Metadata/Monsters/Statue/StatueLarge.ais",[],"",6,"Marceus the Defaced",135,300,1875,[9512],[9521],"",10,26,"",0,[],[],[],"",1,6,100,0,0,100,2952,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1722,"Metadata/Monsters/Statue/StoneStatueLargeBossMaleMapBoss",896,22,3,6,17,"[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss.act""]","[""Metadata/Monsters/Statue/MaleLarge/StoneStatueLargeMaleBoss1.ao""]","Metadata/Monsters/Statue/StatueLargeMapBoss","[3972,20604]",1,"","",100,4,6,4,6,0,"[34,74,774,778,48,797,768,764,120,30,31,765,822,32,802,811,79]",150,[],105,105,700,500,0,"[1429,381,1486]","Metadata/Monsters/Statue/StatueLarge.ais",[],"",6,"Marceus the Hidden",135,300,1875,[9512],[9521],"",10,26,"",0,[],[],[],"",1,6,100,0,0,100,-8234,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1723,"Metadata/Monsters/Statue/StoneStatueMaleSword",880,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleSword.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/Statue","[3974,20606]",1,"","",100,3,6,2,6,0,"[74,777,774,48,796,764,120,30,31,765,820,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Fencer Statue",120,210,1500,[9513],[9518],"",9,26,"",0,[],[],[],1,1,4,31,0,0,100,-18339,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1724,"Metadata/Monsters/Statue/StoneStatueMaleMaul",880,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleMaul.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/Statue",[3974],1,"","",100,3,6,3,6,0,"[821,74,781,776,48,796,764,120,30,31,765,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Maul Statue",120,210,1500,[],[9522],"",17,"","",0,[],[],[],1,1,4,31,0,0,100,485,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1725,"Metadata/Monsters/Statue/StoneStatueFemaleSwordBrittle",888,18,3,6,10,"[""Metadata/Monsters/Statue/Female/StatueFemaleSwordStone.act""]","[""Metadata/Monsters/Statue/Female/StoneStatueFemale.ao""]","Metadata/Monsters/Statue/Statue",[3974],1,"","",100,3,6,2,6,0,"[74,777,774,48,796,764,120,30,31,765,820,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Brittle Fencer",120,144,1500,[9518],[],"",9,"","",0,[],[],[],"",1,4,31,0,0,100,7560,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1726,"Metadata/Monsters/Statue/StoneStatueMaleMaulBrittle",888,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleMaul.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/Statue",[3974],1,"","",100,3,6,3,6,0,"[821,74,781,776,48,796,764,120,30,31,765,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Brittle Maul Statue",120,144,1500,[],[9522],"",17,"","",0,[],[],[],"",1,4,31,0,0,100,17908,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1727,"Metadata/Monsters/Statue/StoneStatueMaleBow",889,19,3,6,40,"[""Metadata/Monsters/Statue/Male/StatueMaleBow.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/StatueBow","[3974,6583]",1,"","",100,3,6,4,6,0,"[767,74,786,48,796,120,31,765,822,32,811,79,801]",120,[],105,105,700,500,0,"[381,2140]","Metadata/Monsters/Statue/StatueBow.ais",[],"",6,"Archer Statue",72,246,1995,[8453],[9515],9531,13,"","",0,[],[],[],1,1,4,32,0,0,100,-26819,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,246,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1728,"Metadata/Monsters/Statue/StoneStatueMaleBowVastiri",889,19,3,6,40,"[""Metadata/Monsters/Statue/Male/StatueMaleBow.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMaleVastiri.ao""]","Metadata/Monsters/Statue/StatueBow","[3974,6583]",1,"","",100,3,6,4,6,0,"[767,74,786,48,796,120,31,765,822,32,811,79,801]",120,[],105,105,700,500,0,"[381,2140]","Metadata/Monsters/Statue/StatueBow.ais",[],"",6,"Archer Statue",72,246,1995,[8453],[9515],9531,13,"","",0,[],[],[],"",1,6,100,0,0,100,1756,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,246,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1729,"Metadata/Monsters/Statue/StoneStatueMaleBowBrittle",890,19,3,6,40,"[""Metadata/Monsters/Statue/Male/StatueMaleBow.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/StatueBow","[3974,6583]",1,"","",100,3,6,4,6,0,"[767,74,786,48,796,120,31,765,822,32,811,79,801]",120,[],105,105,700,500,0,"[381,2140]","Metadata/Monsters/Statue/StatueBow.ais",[],"",6,"Brittle Archer",72,144,1995,[8453],[9515],9531,13,"","",0,[],[],[735],"",1,4,32,0,0,100,-3747,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1730,"Metadata/Monsters/Statue/StoneStatueMaleBowBrittleDescent",890,19,3,6,40,"[""Metadata/Monsters/Statue/Male/StatueMaleBow.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMale.ao""]","Metadata/Monsters/Statue/StatueBow",[3974],1,"","",100,3,6,4,6,0,"[74,786,48,796,120,31,765,822,32,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/StatueBow.ais",[],"",6,"Brittle Archer",72,144,1995,[8453],[9515],9531,13,"","",0,[],[],[],"",1,4,32,0,0,100,-5722,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1731,"Metadata/Monsters/Statue/StoneStatueMaleSwordVastiri",880,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleSword.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMaleVastiri.ao""]","Metadata/Monsters/Statue/Statue","[3974,20606]",1,"","",100,3,6,2,6,0,"[74,777,774,48,796,764,120,30,31,765,820,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Fencer Statue",120,210,1500,[9513],[9518],"",9,26,"",0,[],[],[],"",1,6,100,0,0,100,-14443,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1732,"Metadata/Monsters/Statue/StoneStatueMaleMaulVastiri",880,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleMaul.act""]","[""Metadata/Monsters/Statue/Male/StoneStatueMaleVastiri.ao""]","Metadata/Monsters/Statue/Statue",[3974],1,"","",100,3,6,3,6,0,"[821,74,781,776,48,796,764,120,30,31,765,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Maul Statue",120,210,1500,[],[9522],"",17,"","",0,[],[],[],"",1,6,100,0,0,100,-22449,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1733,"Metadata/Monsters/Statue/DaressoStatueMaleSword",880,18,3,6,10,"[""Metadata/Monsters/Statue/Male/StatueMaleSword.act""]","[""Metadata/Monsters/Statue/Male/DaressoStatueMale.ao""]","Metadata/Monsters/Statue/Statue","[3974,20606]",1,"","",100,3,6,2,6,0,"[74,777,774,48,796,764,120,30,31,765,820,811,79,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Statue/Statue.ais","[6190,6196]","stance2",6,"Figment of Swords",120,210,1500,[9513],[9518],"",9,26,"",0,[],[],[],"",1,4,31,0,0,100,-22917,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,210,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
