"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
1902,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGryffonShield",40,2,2,"Gryffon Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1793,-1533863607,[],"","","",[],[],"","","","","","","",[],[],"",""
1903,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGorgonShield",40,2,2,"Gorgon Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1794,-1355845901,[],"","","",[],[],"","","","","","","",[],[],"",""
1904,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarakethPortalEffect",40,2,2,"Maraketh Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1795,313466964,[],"","","",[],[],"","","","","","","",[],[],"",""
1905,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBetrayalHelmetAttachment",40,2,2,"Betrayal Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1796,-538857408,[],"","","",[],[],"","","","","","","",[],[],"",""
1906,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBetrayalAuraEffect",40,2,2,"Betrayal Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1797,2107840094,[],"","","",[],[],"","","","","","","",[],[],"",""
1907,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBetrayalCloak",40,2,2,"Betrayal Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1798,2101444707,[],"","","",[],[],"","","","","","","",[],[],"",""
1908,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBetrayalBrimmedHat",40,2,2,"Betrayal Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1799,-1322104135,[],"","","",[],[],"","","","","","","",[],[],"",""
1909,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneFootprintsEffect",40,2,2,"Arcane Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1800,1733329842,[],"","","",[],[],"","","","","","","",[],[],"",""
1910,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticWings",40,2,2,"Mystic Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1801,-570454040,[],"","","",[],[],"","","","","","","",[],[],"",""
1911,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticCloak",40,2,2,"Mystic Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1802,484846118,[],"","","",[],[],"","","","","","","",[],[],"",""
1912,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticHood",40,2,2,"Mystic Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1803,83971210,[],"","","",[],[],"","","","","","","",[],[],"",""
1913,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticHelmet",40,2,2,"Mystic Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1804,245664214,[],"","","",[],[],"","","","","","","",[],[],"",""
1914,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticBodyArmour",40,2,2,"Mystic Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1805,111554937,[],"","","",[],[],"","","","","","","",[],[],"",""
1915,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticGloves",40,2,2,"Mystic Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1806,1208487946,[],"","","",[],[],"","","","","","","",[],[],"",""
1916,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticBoots",40,2,2,"Mystic Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1807,-1046344574,[],"","","",[],[],"","","","","","","",[],[],"",""
1917,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMysticCharacterEffect",40,2,2,"Mystic Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1808,-1201964810,[],"","","",[],[],"","","","","","","",[],[],"",""
1918,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticPortal",40,2,2,"Mystic Portal","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1809,-48031190,[],"","","",[],[],"","","","","","","",[],[],"",""
1919,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMysticBlinkMirrorArrowEffect",40,2,2,"Mystic Blink and Mirror Arrow Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1810,407617605,[],"","","",[],[],"","","","","","","",[],[],"",""
1920,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticWeaponEffect",40,2,2,"Mystic Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1811,-1847587427,[],"","","",[],[],"","","","","","","",[],[],"",""
1921,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticFootprintsEffect",40,2,2,"Mystic Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1812,-1612744056,[],"","","",[],[],"","","","","","","",[],[],"",""
1922,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMysticStaff",40,2,2,"Mystic Staff","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1813,-31325987,[],"","","",[],[],"","","","","","","",[],[],"",""
1923,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMysticAuraEffect",40,2,2,"Mystic Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1814,-2096755858,[],"","","",[],[],"","","","","","","",[],[],"",""
1924,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairWings",40,2,2,"Corsair Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1815,759722045,[],"","","",[],[],"","","","","","","",[],[],"",""
1925,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairCloak",40,2,2,"Corsair Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1816,1830608986,[],"","","",[],[],"","","","","","","",[],[],"",""
1926,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairHood",40,2,2,"Corsair Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1817,286342439,[],"","","",[],[],"","","","","","","",[],[],"",""
1927,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairHelmet",40,2,2,"Corsair Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1818,-1361936782,[],"","","",[],[],"","","","","","","",[],[],"",""
1928,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairHat",40,2,2,"Corsair Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1819,1493417859,[],"","","",[],[],"","","","","","","",[],[],"",""
1929,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairBodyArmour",40,2,2,"Corsair Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1820,2004978453,[],"","","",[],[],"","","","","","","",[],[],"",""
1930,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairGloves",40,2,2,"Corsair Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1821,-1760492853,[],"","","",[],[],"","","","","","","",[],[],"",""
1931,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairBoots",40,2,2,"Corsair Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1822,-903278431,[],"","","",[],[],"","","","","","","",[],[],"",""
1932,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCorsairCharacterEffect",40,2,2,"Corsair Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1823,-1820635395,[],"","","",[],[],"","","","","","","",[],[],"",""
1933,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairPortal",40,2,2,"Corsair Portal","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1824,175783927,[],"","","",[],[],"","","","","","","",[],[],"",""
1934,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCorsairFlameDashEffect",40,2,2,"Corsair Flame Dash Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1825,-1492181106,[],"","","",[],[],"","","","","","","",[],[],"",""
1935,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairWeaponEffect",40,2,2,"Corsair Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1826,942338579,[],"","","",[],[],"","","","","","","",[],[],"",""
1936,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairFootprintsEffect",40,2,2,"Corsair Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1827,-619247019,[],"","","",[],[],"","","","","","","",[],[],"",""
1937,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCorsairStaff",40,2,2,"Corsair Staff","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1828,-1984259386,[],"","","",[],[],"","","","","","","",[],[],"",""
1938,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCorsairAuraEffect",40,2,2,"Corsair Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1829,951263529,[],"","","",[],[],"","","","","","","",[],[],"",""
1939,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreHelmet",40,2,2,"Spectre Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1830,1709548301,[],"","","",[],[],"","","","","","","",[],[],"",""
1940,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreBoots",40,2,2,"Spectre Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1831,508644072,[],"","","",[],[],"","","","","","","",[],[],"",""
1941,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreGloves",40,2,2,"Spectre Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1832,1020654616,[],"","","",[],[],"","","","","","","",[],[],"",""
1942,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreBodyArmour",40,2,2,"Spectre Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1833,1329824565,[],"","","",[],[],"","","","","","","",[],[],"",""
1943,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreWings",40,2,2,"Spectre Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1834,-484108016,[],"","","",[],[],"","","","","","","",[],[],"",""
1944,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreCloak",40,2,2,"Spectre Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1835,-1437888075,[],"","","",[],[],"","","","","","","",[],[],"",""
1945,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectrePortalEffect",40,2,2,"Spectre Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1836,1101379179,[],"","","",[],[],"","","","","","","",[],[],"",""
1946,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreHood",40,2,2,"Spectre Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1837,1275864711,[],"","","",[],[],"","","","","","","",[],[],"",""
1947,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreStaff",40,2,2,"Spectre Staff","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1838,-169851395,[],"","","",[],[],"","","","","","","",[],[],"",""
1948,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpectreFootprintsEffect",40,2,2,"Spectre Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1839,695594135,[],"","","",[],[],"","","","","","","",[],[],"",""
1949,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSpectreCharacterEffect",40,2,2,"Spectre Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1840,1231481264,[],"","","",[],[],"","","","","","","",[],[],"",""
1950,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionElderHelmet",40,2,2,"Elder Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1841,302072725,[],"","","",[],[],"","","","","","","",[],[],"",""
1951,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionElderBoots",40,2,2,"Elder Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1842,422918313,[],"","","",[],[],"","","","","","","",[],[],"",""
1952,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionElderGloves",40,2,2,"Elder Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1843,-781375200,[],"","","",[],[],"","","","","","","",[],[],"",""
1953,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionElderBodyArmour",40,2,2,"Elder Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1844,-1000647770,[],"","","",[],[],"","","","","","","",[],[],"",""
1954,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAssassinHaloHelmetAttachment",40,2,2,"Assassin Halo Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1845,-538194692,[],"","","",[],[],"","","","","","","",[],[],"",""
1955,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAssassinSeerHelmetAttachment",40,2,2,"Assassin Seer Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1846,-635297476,[],"","","",[],[],"","","","","","","",[],[],"",""
1956,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonPortalEffect",40,2,2,"Dragon Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1847,-1931867500,[],"","","",[],[],"","","","","","","",[],[],"",""
1957,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUndertakerWeaponEffect",40,2,2,"Undertaker Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1848,540670614,[],"","","",[],[],"","","","","","","",[],[],"",""
1958,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionUndertakerPortraitFrame",40,2,2,"Undertaker Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1849,-1412374404,[],"","","",[],[],"","","","","","","",[],[],"",""
1959,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUndertakerBackAttachment",40,2,2,"Undertaker Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1850,-1760165825,[],"","","",[],[],"","","","","","","",[],[],"",""
1960,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMasterUndertakerPortraitFrame",40,2,2,"Master Undertaker Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1851,-1761151879,[],"","","",[],[],"","","","","","","",[],[],"",""
1961,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterUndertakerHelmet",40,2,2,"Master Undertaker Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1852,-1490587666,[],"","","",[],[],"","","","","","","",[],[],"",""
1962,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterUndertakerBoots",40,2,2,"Master Undertaker Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1853,-2015773047,[],"","","",[],[],"","","","","","","",[],[],"",""
1963,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterUndertakerGloves",40,2,2,"Master Undertaker Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1854,-1243409154,[],"","","",[],[],"","","","","","","",[],[],"",""
1964,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterUndertakerBodyArmour",40,2,2,"Master Undertaker Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1855,-41389475,[],"","","",[],[],"","","","","","","",[],[],"",""
1965,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSoulstealerPortalEffect",40,2,2,"Soulstealer Portal","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1856,-1213057967,[],"","","",[],[],"","","","","","","",[],[],"",""
1966,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSoulstealerPortraitFrame",40,2,2,"Soulstealer Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1857,2092289895,[],"","","",[],[],"","","","","","","",[],[],"",""
1967,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterSoulstealerHelmet",40,2,2,"Master Soulstealer Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1858,1958687215,[],"","","",[],[],"","","","","","","",[],[],"",""
1968,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterSoulstealerBoots",40,2,2,"Master Soulstealer Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1859,1333466968,[],"","","",[],[],"","","","","","","",[],[],"",""
1969,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterSoulstealerGloves",40,2,2,"Master Soulstealer Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1860,-2142458816,[],"","","",[],[],"","","","","","","",[],[],"",""
1970,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMasterSoulstealerBodyArmour",40,2,2,"Master Soulstealer Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1861,-2125580399,[],"","","",[],[],"","","","","","","",[],[],"",""
1971,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMasterSoulstealerPortraitFrame",40,2,2,"Master Soulstealer Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1862,1807772146,[],"","","",[],[],"","","","","","","",[],[],"",""
1972,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSoulstealerWeaponEffect",40,2,2,"Soulstealer Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1863,-1509874775,[],"","","",[],[],"","","","","","","",[],[],"",""
1973,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPitfighterPortraitFrame",40,2,2,"Pitfighter Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1864,-274600205,[],"","","",[],[],"","","","","","","",[],[],"",""
1974,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPitfighterHelmet",40,2,2,"Pitfighter Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1865,-927844550,[],"","","",[],[],"","","","","","","",[],[],"",""
1975,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPitfighterBoots",40,2,2,"Pitfighter Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1866,-1097523123,[],"","","",[],[],"","","","","","","",[],[],"",""
1976,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPitfighterGloves",40,2,2,"Pitfighter Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1867,-2052396558,[],"","","",[],[],"","","","","","","",[],[],"",""
1977,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPitfighterBodyArmour",40,2,2,"Pitfighter Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],38,0,1868,1732827539,[],"","","",[],[],"","","","","","","",[],[],"",""
