"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode","bool"
403,"Metadata/Chests/Labyrinth/Izaro/IzaroChest45","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",50,"","",100,"[15,16]","","","[7482,7519]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[55919,19081]","",0,0,"","","","","",[],"",[],""
404,"Metadata/Chests/Labyrinth/Izaro/IzaroChest46","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[25],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[1],"",0,0,1,"","","","",[],"",[],""
405,"Metadata/Chests/Labyrinth/Izaro/IzaroChest47","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
406,"Metadata/Chests/Labyrinth/Izaro/IzaroChest48","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
407,"Metadata/Chests/Labyrinth/Izaro/IzaroChest49","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
408,"Metadata/Chests/Labyrinth/Izaro/IzaroChest50","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",400,"","",100,[12],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[323077],"",0,0,1,"","","","",[],"",[],""
409,"Metadata/Chests/Labyrinth/Izaro/IzaroChest51","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","",[],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
410,"Metadata/Chests/Labyrinth/Izaro/IzaroChest52","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"[7,6,8,24]","","","[8154,7538]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[],""
411,"Metadata/Chests/Labyrinth/Izaro/IzaroChest53","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"[7,6,8]","","",[8154],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[62000,125000,125000]","",0,0,"","","","","",[],"",[],""
412,"Metadata/Chests/Labyrinth/Izaro/IzaroChest54","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[1,2,3,4,5]","","",[8154],[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[],""
413,"Metadata/Chests/Labyrinth/Izaro/IzaroChest55","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"[1,2,3,4,5]","","","[8154,7529]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[],""
414,"Metadata/Chests/Labyrinth/Izaro/IzaroChest56","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"[0,9]","","","[8154,7529]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[2825364,125000]","",0,0,"","","","","",[],"",[],""
415,"Metadata/Chests/Labyrinth/Izaro/IzaroChest57","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,[],"","","[8154,7438]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
416,"Metadata/Chests/Labyrinth/Izaro/IzaroChest58","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[],"","","[8154,7440]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
417,"Metadata/Chests/Labyrinth/Izaro/IzaroChest59","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","","[8154,7439]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
418,"Metadata/Chests/Labyrinth/Izaro/IzaroChest60","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","","[8154,12424]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],"",[],""
419,"Metadata/Chests/Labyrinth/Izaro/IzaroChest61","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[15,16]","","","[7482,7519]",[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[55919,19081]","",0,0,"","","","","",[],"",[],""
420,"Metadata/Chests/Labyrinth/Izaro/IzaroChest62","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[0,9]","","","[8154,7538]",[],"",0,"",100,"",6124,[10028],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[2825364,125000]","",0,0,"","","","","",[],"",[],""
421,"Metadata/Chests/Prophecy/Divination","",4,"Fortune Teller's Chest","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,0,"","",100,[25],"","","[8218,12432]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[1],"",0,0,1,"","","","",[],"",[],""
422,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeCurrency","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,30,"","",100,[12],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[160000],"",0,0,1,"","","","",[],1,[],""
423,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeQuality","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,30,"","",100,[23],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[141538],"",0,0,1,"","","","",[],1,[],""
424,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeJewellery","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,25,"","",100,"[7,6,8,24]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
425,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeArmour","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,50,"","",100,"[1,2,3,4,5]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
426,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeWeapons","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,50,"","",100,"[0,9]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
427,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeGeneric","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,65,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","","",[],1,[],""
428,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeCurrency","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,60,"","",100,[12],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[160000],"",0,0,1,"","","","",[],1,[],""
429,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeQuality","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,70,"","",100,[23],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[141538],"",0,0,1,"","","","",[],1,[],""
430,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeJewellery","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"[7,6,8,24]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
431,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeArmour","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"[1,2,3,4,5]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
432,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeWeapons","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"[0,9]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
433,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeGems","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"[15,16]","","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[31000,31000]","",0,0,"","","","","",[],1,[],""
434,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeMaps","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,[19],"","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[75000],"",0,0,"","","","","",[],1,[],""
435,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeUnique","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,40,"","",100,[],"","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","","",[],1,[],""
436,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeJewelleryEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"[7,6,8,24]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
437,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeArmourEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"[1,2,3,4,5]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
438,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeWeaponsEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"[0,9]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
439,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeCurrency","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,60,"","",100,[12],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[160000],"",0,0,1,"","","","",[],1,[],""
440,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeQuality","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,70,"","",100,[23],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[141538],"",0,0,1,"","","","",[],1,[],""
441,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeJewellery","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"[7,6,8,24]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
442,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeArmour","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"[1,2,3,4,5]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
443,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeWeapons","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"[0,9]","","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
444,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeGems","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"[15,16]","","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[31000,31000]","",0,0,"","","","","",[],1,[],""
445,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeMaps","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,[19],"","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[75000],"",0,0,"","","","","",[],1,[],""
446,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeUnique","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,40,"","",100,[],"","",[8168],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","","",[],1,[],""
447,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeJewelleryEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"[7,6,8,24]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
448,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeArmourEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"[1,2,3,4,5]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
449,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeWeaponsEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"[0,9]","","",[8169],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
450,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode1","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,[],"","",[8167],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
451,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode2","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",110,"","",100,[],"","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
452,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode3","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",140,"","",100,[],"","",[8169],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
453,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode4","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",60,"","",100,"[0,9]","","",[8167],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
454,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode5","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",80,"","",100,"[0,9]","","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
455,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode6","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",60,"","",100,"[1,2,3,4,5]","","",[8167],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
456,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode7","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",80,"","",100,"[1,2,3,4,5]","","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],1,[],""
457,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode8","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",30,"","",100,"[7,6,8,24]","","",[8167],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
458,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode9","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,"[7,6,8,24]","","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[15000,31500,31500,10000]","",0,0,"","","","","",[],1,[],""
459,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode10","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,[12],"","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[160000],"",0,0,1,"","","","",[],1,[],""
460,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode11","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",50,"","",100,[12],"","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[160000],"",0,0,1,"","","","",[],1,[],""
461,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode12","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,[23],"","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[141538],"",0,0,1,"","","","",[],1,[],""
462,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode13","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",60,"","",100,[23],"","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[141538],"",0,0,1,"","","","",[],1,[],""
463,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode14","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",30,"","",100,"[15,16]","","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[31000,31000]","",0,0,"","","","","",[],1,[],""
464,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode15","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,"[15,16]","","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[31000,31000]","",0,0,"","","","","",[],1,[],""
465,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode16","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,[],"","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
466,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode17","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",40,"","",100,[],"","",[],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
467,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode18","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[],"","",[8167],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
468,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode19","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",160,"","",100,[],"","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
469,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode20","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,[],"","",[8169],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","",[],"",0,0,"","","","","",[],1,[],""
470,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode21","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[0,9]","","",[8168],[],"",0,"",100,"",6124,[],367,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","[2825364,125000]","",0,0,"","","","","",[],1,[],""
