"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32","rid","bool","i32","i32","i32"
501,98,6,"Voll",[671],[667],[758],"","",3,"",758,[789],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43870,0,53,"",0,"",1,0,-16843010,-16843010
502,98,7,"Voll",[667],[],[759],"","",3,"",759,[790],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43918,0,53,"",0,"",1,0,-16843010,-16843010
503,98,8,"Petarus and Vanja",[765],[],[760],"","",3,"",760,[791],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43966,0,53,"",0,"",1,0,-16843010,-16843010
504,98,9,"Oyun",[812],[],[761],"","",3,"",761,[792],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44014,0,53,"",0,"",1,0,-16843010,-16843010
505,98,10,"Tasuni",[774],[752],[762],"","",3,"",762,[793],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44078,0,53,"",0,"",1,0,-16843010,-16843010
506,98,11,"Deshret",[750],[752],[816],"","",3,"",816,[794],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44142,0,53,"",0,"",1,0,-16843010,-16843010
507,98,12,"Deshret",[752],[],[763],"",763,3,"",763,[795],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44190,0,53,"",0,"",1,0,-16843010,-16843010
508,98,13,"Dialla",[811],[697],[764],"","",3,"",764,[796],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44254,0,53,"",0,"",1,0,-16843010,-16843010
509,98,14,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,44254,0,53,"",0,"",1,0,-16843010,-16843010
510,98,15,"Purchase Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,44254,0,53,"",0,"",1,0,-16843010,-16843010
511,100,0,"Introduction",[],[],[765],"",765,3,"",765,"[805,806,807,808,809,810,811]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44382,0,53,"",0,"",1,0,-16843010,-16843010
512,100,1,"Highgate",[],[],[820],"","",3,"",820,[813],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44414,0,53,"",0,"",1,0,-16843010,-16843010
513,100,2,"The Mines",[667],[],[740],"","",3,"",740,[812],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44462,0,53,"",0,"",1,0,-16843010,-16843010
514,100,3,"Dialla",[811],[697],[766],"","",3,"",766,[814],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44526,0,53,"",0,"",1,0,-16843010,-16843010
515,100,4,"Dialla",[697],[],[741],"","",3,"",741,[823],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44574,0,53,"",0,"",1,0,-16843010,-16843010
516,100,5,"Malachai",[664],[],[742],"",742,3,"",742,"[824,825,826,827,828,829,830]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44718,0,53,"",0,"",1,0,-16843010,-16843010
517,100,6,"Kira",[756],[],[767],"","",3,"",767,[815],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44766,0,53,"",0,"",1,0,-16843010,-16843010
518,100,7,"Oyun",[812],[],[768],"","",3,"",768,[816],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44814,0,53,"",0,"",1,0,-16843010,-16843010
519,100,8,"Tasuni",[774],[],[769],"","",3,"",769,[817],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44862,0,53,"",0,"",1,0,-16843010,-16843010
520,100,9,"Trading",[],[],[770],"","",3,"",770,[818],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44894,0,53,"",0,"",1,0,-16843010,-16843010
521,100,10,"Piety",[704],[],[771],"","",3,"",771,[819],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44942,0,53,"",0,"",1,0,-16843010,-16843010
522,100,11,"The Beast",[],[],[772],"","",3,"",772,[820],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,44974,0,53,"",0,"",1,0,-16843010,-16843010
523,100,12,"Daresso",[692],[708],[773],"","",3,"",773,[821],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45038,0,53,"",0,"",1,0,-16843010,-16843010
524,100,13,"Daresso",[708],[],[818],"","",3,"",818,[822],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45086,0,53,"",0,"",1,0,-16843010,-16843010
525,100,14,"Purchase Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,45086,0,53,"",0,"",1,0,-16843010,-16843010
526,100,15,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,45086,0,53,"",0,"",1,0,-16843010,-16843010
527,107,0,"Introduction",[],[],[774],"triggerer.DoNPCChat(1);",774,3,"",774,[838],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45118,0,53,"",0,"",1,0,-16843010,-16843010
528,107,1,"__intro_pt2__",[71],[],[],"","",3,"",71,"[831,832,833,834,835,836,837]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,45276,0,53,"",0,"",1,0,-16843010,-16843010
529,107,2,"Oyun",[812],[],[775],"","",3,"",775,[839],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45324,0,53,"",0,"",1,0,-16843010,-16843010
530,107,3,"Dialla",[811],[697],[776],"","",3,"",776,[840],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45388,0,53,"",0,"",1,0,-16843010,-16843010
531,107,4,"Dialla",[697],[],[815],"","",3,"",815,[841],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45436,0,53,"",0,"",1,0,-16843010,-16843010
532,107,5,"Kira",[756],[],[777],"","",3,"",777,[842],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45484,0,53,"",0,"",1,0,-16843010,-16843010
533,107,6,"Petarus and Vanja",[765],[],[778],"","",3,"",778,[843],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45532,0,53,"",0,"",1,0,-16843010,-16843010
534,107,7,"Voll",[671],[667],[779],"","",3,"",779,[844],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45596,0,53,"",0,"",1,0,-16843010,-16843010
535,107,8,"Voll",[667],[],[780],"","",3,"",780,[845],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45644,0,53,"",0,"",1,0,-16843010,-16843010
536,107,9,"Daresso",[692],[708],[781],"","",3,"",781,[846],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45708,0,53,"",0,"",1,0,-16843010,-16843010
537,107,10,"Daresso",[708],[],[782],"","",3,"",782,[847],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45756,0,53,"",0,"",1,0,-16843010,-16843010
538,107,11,"Deshret",[671],[667],[783],"","",3,"",783,[848],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45820,0,53,"",0,"",1,0,-16843010,-16843010
539,107,12,"Kaom",[692],[707],[784],"","",3,"",784,[849],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45884,0,53,"",0,"",1,0,-16843010,-16843010
540,107,13,"Kaom",[707],[],[785],"","",3,"",785,[850],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45932,0,53,"",0,"",1,0,-16843010,-16843010
541,107,14,"The Beast",[692],[664],[786],"","",3,"",786,[851],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,45996,0,53,"",0,"",1,0,-16843010,-16843010
542,107,15,"Ghasts",[683],[],[787],"","",3,"",787,[852],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46060,0,53,"",0,"",1,0,-16843010,-16843010
543,107,16,"Deshret Reward",[795],"[825,0]",[794],"",794,7,31,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,46156,0,53,"",0,"",1,0,-16843010,-16843010
544,107,17,"Deshret",[752],[793],[795],"",795,6,"",71,[854],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,46220,0,53,"",0,"",1,0,-16843010,-16843010
545,107,18,"Deshret",[667],[752],[750],"",750,6,"",750,[853],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,46284,0,53,"",0,"",1,0,-16843010,-16843010
546,107,19,"Malachai",[704],[664],[788],"","",3,"",788,[855],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46348,0,53,"",0,"",1,0,-16843010,-16843010
547,107,20,"Cataclysm",[788],[664],[789],"","",3,"",789,[856],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46412,0,53,"",0,"",1,0,-16843010,-16843010
548,107,21,"Malachai's Apprentices",[704],[664],[790],"","",3,"",790,[857],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46524,0,53,"",0,"",1,0,-16843010,-16843010
549,107,22,"Malachai's Apprentices",[664],[],[791],"","",3,"",791,[858],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46572,0,53,"",0,"",1,0,-16843010,-16843010
550,107,23,"Malachai",[664],[],[792],"",792,3,"",792,"[859,860,861,862,863,864,865]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,46716,0,53,"",0,"",1,0,-16843010,-16843010
551,107,24,"Trade Divination Cards",[],[],[],"","",33,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",5,"","",0,46764,0,53,"",0,"",1,0,-16843010,-16843010
552,107,25,"Gamble for Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,46764,0,53,"",0,"",1,0,-16843010,-16843010
553,107,26,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",3,"","",0,"","",0,46764,0,53,"",0,"",1,0,-16843010,-16843010
554,106,0,"Nightmare",[],[],[814],"",814,6,"",814,"[561,562,563,564,565,566,567]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,46914,0,53,"",0,"",1,0,-16843010,-16843010
555,106,1,"Malachai",[814],[],[704],"ForEachInRange( 300, { IfType( Metadata/Terrain/Mountain/Belly/Objects/BellyHarvestBlocker, { Transition(); } ); } );\r\nForEachInRange( 300, { IfType( Metadata/Terrain/Mountain/Belly/Objects/BellyArenaDoor, { Transition(); } ); } );\r\nForEachInRange( 300, { IfType( Metadata/Terrain/Mountain/Belly/Objects/BellyArenaTransition, { Transition(); } ); } );\r\nEnableEntrance( 2 );",704,6,"",704,[568],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,47712,0,53,"",0,"",1,0,-16843010,-16843010
556,106,2,"The Godless Three",[],[],[817],"","",3,"",817,[578],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,47782,0,53,"",0,"",1,0,-16843010,-16843010
557,105,0,"Malachai's Organs",[],[698],"[743,0]","",743,6,"",743,[577],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,47884,0,53,"",0,"",1,0,-16843010,-16843010
558,105,1,"Malachai's Organs",[701],[],[801],"triggerer.SetSessionQuestFlag(AfterBanditFight);",801,6,"",801,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48016,0,53,"",0,"",1,0,-16843010,-16843010
559,105,2,"Malachai's Organs",[700],[],[802],"triggerer.SetSessionQuestFlag(AfterBanditFight);",802,6,"",802,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48048,0,53,"",0,"",1,0,-16843010,-16843010
560,105,3,"Malachai's Organs",[699],[],[803],"triggerer.SetSessionQuestFlag(AfterBanditFight);",803,6,"",803,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48080,0,53,"",0,"",1,0,-16843010,-16843010
561,105,4,"Malachai's Organs","[801,0,0]",[698],[698],"ForEachOfType( Metadata/QuestObjects/Act4/CoreTransition, { DirtyTransition(); } ); triggerer.ClearQuestFlag(AfterBanditFight);",698,6,"",71,"[570,571,572,573,574,575,576]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,48530,0,53,"",0,"",1,0,-16843010,-16843010
562,105,5,"Malachai's Organs","[55,0,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[580],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48684,0,53,"",0,"",1,0,-16843010,-16843010
563,105,6,"Malachai's Organs","[55,0,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[580],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48748,0,53,"",0,"",1,0,-16843010,-16843010
564,105,7,"Malachai's Organs","[55,0,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[580],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48812,0,53,"",0,"",1,0,-16843010,-16843010
565,105,8,"Malachai's Organs","[55,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[579],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48860,0,53,"",0,"",1,0,-16843010,-16843010
566,105,9,"Malachai's Organs","[55,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[579],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48908,0,53,"",0,"",1,0,-16843010,-16843010
567,105,10,"Malachai's Organs","[55,0]",[],[],"triggerer.ClearQuestFlag(AfterBanditFight);",71,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,48940,0,53,"",0,"",1,0,-16843010,-16843010
568,105,11,"The Godless Three",[],[],[817],"","",3,"",817,[578],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,48972,0,53,"",0,"",1,0,-16843010,-16843010
569,105,12,"Malachai",[],[],[744],"","",3,"",744,[582],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,49004,0,53,"",0,"",1,0,-16843010,-16843010
570,38,0,"Read",[],[],[593],"","",3,"",71,[430],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49036,0,53,"",0,"",1,0,-16843010,-16843010
571,38,1,"Read",[],[],[594],"","",3,"",71,[431],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49068,0,53,"",0,"",1,0,-16843010,-16843010
572,38,2,"Read",[],[],[595],"","",3,"",71,[432],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49100,0,53,"",0,"",1,0,-16843010,-16843010
573,38,3,"Read",[],[],[596],"","",3,"",71,[433],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49132,0,53,"",0,"",1,0,-16843010,-16843010
574,38,4,"Read",[],[],[597],"","",3,"",71,[434],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49164,0,53,"",0,"",1,0,-16843010,-16843010
575,38,5,"Read",[],[],[598],"","",3,"",71,[435],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49196,0,53,"",0,"",1,0,-16843010,-16843010
576,38,6,"Read",[],[],[599],"","",3,"",71,[436],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49228,0,53,"",0,"",1,0,-16843010,-16843010
577,38,7,"Read",[],[],[600],"","",3,"",71,[437],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49260,0,53,"",0,"",1,0,-16843010,-16843010
578,38,8,"Read",[],[],[601],"","",3,"",71,[438],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49292,0,53,"",0,"",1,0,-16843010,-16843010
579,38,9,"Read",[],[],[602],"","",3,"",71,[439],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49324,0,53,"",0,"",1,0,-16843010,-16843010
580,38,10,"Read",[],[],[603],"","",3,"",71,[440],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49356,0,53,"",0,"",1,0,-16843010,-16843010
581,38,11,"Read",[],[],[604],"","",3,"",71,[441],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49388,0,53,"",0,"",1,0,-16843010,-16843010
582,38,12,"Read",[],[],[605],"","",3,"",71,[442],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49420,0,53,"",0,"",1,0,-16843010,-16843010
583,38,13,"Read",[],[],[606],"","",3,"",71,[443],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49452,0,53,"",0,"",1,0,-16843010,-16843010
584,38,14,"Read",[],[],[607],"","",3,"",71,[444],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49484,0,53,"",0,"",1,0,-16843010,-16843010
585,53,0,"Read",[],[],[885],"",71,3,"",71,[74],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49516,0,53,"",0,"",1,0,-16843010,-16843010
586,54,0,"Read",[],[],[886],"",71,3,"",71,[73],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49548,0,53,"",0,"",1,0,-16843010,-16843010
587,39,0,"Read",[],[],[608],"",71,3,"",71,[445],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49580,0,53,"",0,"",1,0,-16843010,-16843010
588,40,0,"Read",[],[],[609],"",71,3,"",71,[446],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49612,0,53,"",0,"",1,0,-16843010,-16843010
589,41,0,"Read",[],[],[610],"",71,3,"",71,[447],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49644,0,53,"",0,"",1,0,-16843010,-16843010
590,42,0,"Read",[],[],[611],"",71,3,"",71,[448],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49676,0,53,"",0,"",1,0,-16843010,-16843010
591,43,0,"Read",[],[],[612],"",71,3,"",71,[449],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49708,0,53,"",0,"",1,0,-16843010,-16843010
592,44,0,"Read",[],[],[613],"",71,3,"",71,[450],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49740,0,53,"",0,"",1,0,-16843010,-16843010
593,45,0,"Read",[],[],[614],"",71,3,"",71,[451],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49772,0,53,"",0,"",1,0,-16843010,-16843010
594,46,0,"Read",[],[],[615],"",71,3,"",71,[452],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49804,0,53,"",0,"",1,0,-16843010,-16843010
595,47,0,"Read",[],[],[616],"",71,3,"",71,[453],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49836,0,53,"",0,"",1,0,-16843010,-16843010
596,48,0,"Read",[],[],[617],"",71,3,"",71,[454],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49868,0,53,"",0,"",1,0,-16843010,-16843010
597,49,0,"Read",[],[],[618],"",71,3,"",71,[455],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49900,0,53,"",0,"",1,0,-16843010,-16843010
598,50,0,"Read",[],[],[619],"",71,3,"",71,[456],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49932,0,53,"",0,"",1,0,-16843010,-16843010
599,51,0,"Read",[],[],[620],"",71,3,"",71,[457],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49964,0,53,"",0,"",1,0,-16843010,-16843010
600,52,0,"Read",[],[],[621],"",71,3,"",71,[458],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,49996,0,53,"",0,"",1,0,-16843010,-16843010
601,56,0,"Read",[],[],[622],"",71,3,"",71,[459],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50028,0,53,"",0,"",1,0,-16843010,-16843010
602,57,0,"Read",[],[],[887],"",71,3,"",71,[461],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50060,0,53,"",0,"",1,0,-16843010,-16843010
603,58,0,"Read",[],[],[888],"",71,3,"",71,[462],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50092,0,53,"",0,"",1,0,-16843010,-16843010
604,59,0,"Read",[],[],[623],"",71,3,"",71,[467],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50124,0,53,"",0,"",1,0,-16843010,-16843010
605,60,0,"Read",[],[],[624],"",71,3,"",71,[468],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50156,0,53,"",0,"",1,0,-16843010,-16843010
606,61,0,"Read",[],[],[625],"",71,3,"",71,[469],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50188,0,53,"",0,"",1,0,-16843010,-16843010
607,62,0,"Read",[],[],[626],"",71,3,"",71,[470],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50220,0,53,"",0,"",1,0,-16843010,-16843010
608,63,0,"Read",[],[],[627],"",71,3,"",71,[471],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50252,0,53,"",0,"",1,0,-16843010,-16843010
609,64,0,"Read",[],[],[628],"",71,3,"",71,[472],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50284,0,53,"",0,"",1,0,-16843010,-16843010
610,65,0,"Read",[],[],[629],"",71,3,"",71,[473],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50316,0,53,"",0,"",1,0,-16843010,-16843010
611,66,0,"Read",[],[],[630],"",71,3,"",71,[474],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50348,0,53,"",0,"",1,0,-16843010,-16843010
612,67,0,"Read",[],[],[631],"",71,3,"",71,[475],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50380,0,53,"",0,"",1,0,-16843010,-16843010
613,68,0,"Read",[],[],[632],"",71,3,"",71,[476],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50412,0,53,"",0,"",1,0,-16843010,-16843010
614,69,0,"Read",[],[],[633],"",71,3,"",71,[477],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50444,0,53,"",0,"",1,0,-16843010,-16843010
615,70,0,"Read",[],[],[634],"",71,3,"",71,[478],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50476,0,53,"",0,"",1,0,-16843010,-16843010
616,71,0,"Read",[],[],[635],"",71,3,"",71,[479],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50508,0,53,"",0,"",1,0,-16843010,-16843010
617,72,0,"Read",[],[],[636],"",71,3,"",71,[480],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50540,0,53,"",0,"",1,0,-16843010,-16843010
618,73,0,"Read",[],[],[637],"",71,3,"",71,[481],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50572,0,53,"",0,"",1,0,-16843010,-16843010
619,74,0,"Read",[],[],[638],"",71,3,"",71,[482],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50604,0,53,"",0,"",1,0,-16843010,-16843010
620,75,0,"Read",[],[],[639],"",71,3,"",71,[483],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50636,0,53,"",0,"",1,0,-16843010,-16843010
621,81,0,"Read",[],[],[849],"",71,3,"",71,[748],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50668,0,53,"",0,"",1,0,-16843010,-16843010
622,82,0,"Read",[],[],[850],"",71,3,"",71,[749],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50700,0,53,"",0,"",1,0,-16843010,-16843010
623,83,0,"Read",[],[],[851],"",71,3,"",71,[750],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50732,0,53,"",0,"",1,0,-16843010,-16843010
624,84,0,"Read",[],[],[852],"",71,3,"",71,[751],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50764,0,53,"",0,"",1,0,-16843010,-16843010
625,85,0,"Read",[],[],[853],"",71,3,"",71,[752],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50796,0,53,"",0,"",1,0,-16843010,-16843010
626,86,0,"Read",[],[],[854],"",71,3,"",71,[753],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50828,0,53,"",0,"",1,0,-16843010,-16843010
627,87,0,"Read",[],[],[855],"",71,3,"",71,[868],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50860,0,53,"",0,"",1,0,-16843010,-16843010
628,88,0,"Read",[],[],[856],"",71,3,"",71,[869],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50892,0,53,"",0,"",1,0,-16843010,-16843010
629,89,0,"Read",[],[],[857],"",71,3,"",71,[870],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50924,0,53,"",0,"",1,0,-16843010,-16843010
630,90,0,"Read",[],[],[858],"",71,3,"",71,[871],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50956,0,53,"",0,"",1,0,-16843010,-16843010
631,95,0,"Read",[],[],[859],"",71,3,"",71,[872],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,50988,0,53,"",0,"",1,0,-16843010,-16843010
632,96,0,"Read",[],[],[860],"",71,3,"",71,[866],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51020,0,53,"",0,"",1,0,-16843010,-16843010
633,97,0,"Read",[],[],[861],"",71,3,"",71,[867],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51052,0,53,"",0,"",1,0,-16843010,-16843010
634,150,0,"Read",[],[],[922],"",71,3,"",71,[460],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51084,0,53,"",0,"",1,0,-16843010,-16843010
635,151,0,"Read",[],[],[923],"",71,3,"",71,[463],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51116,0,53,"",0,"",1,0,-16843010,-16843010
636,152,0,"Read",[],[],[924],"",71,3,"",71,[464],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51148,0,53,"",0,"",1,0,-16843010,-16843010
637,153,0,"Read",[],[],[925],"",71,3,"",71,[465],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51180,0,53,"",0,"",1,0,-16843010,-16843010
638,154,0,"Read",[],[],[926],"",71,3,"",71,[466],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,51212,0,53,"",0,"",1,0,-16843010,-16843010
639,55,0,"Unlocked",[],[],[],"triggerer.EnableScion(); triggerer.FinishNPCChat();",531,6,"",71,[484],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,51354,0,53,"",0,"",1,0,-16843010,-16843010
