"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
4610,"maximum_life_%_to_add_as_maximum_energy_shield","","","",1,"","","","","","","",2014062531,[],9,"","",1,[]
4611,"total_base_maximum_life","","","",3,"","","",1,"","","",-1851695453,[],"","","",1,[0]
4612,"combined_life_+%","","","",1,"","","",1,"","","",1815174577,[],"","","",1,[0]
4613,"combined_life_+%_final","","","",1,"","","",1,"","","",-1455664350,[],"","","",1,[0]
4614,"cannot_be_shocked_while_at_maximum_endurance_charges","","","",4,"","","","","","","",598764549,[],"","","","",[]
4615,"movement_speed_+%_if_used_a_warcry_recently",1,"","",1,"","","","","","","",1096164602,[],"","","",1,[]
4616,"mana_leech_from_attack_damage_permyriad_vs_poisoned_enemies",1,"","",6,"","","","","","","",-1339820975,[],"","","",1,[]
4617,"num_warcries_used_recently","","","",4,"","","","","","","",1075236772,[],"","","","",[]
4618,"track_have_used_a_warcry_recently",1,"","",4,"","","",1,"","","",1109439783,[],"","","","",[36]
4619,"totems_spells_cast_speed_+%_per_active_totem","","","",1,"","","","","","","",-1367851401,[],"","","",1,[]
4620,"movement_skills_mana_cost_+%",1,"","",1,"","","","","","","",452795051,[],"","","",1,[]
4621,"global_critical_strike_mulitplier_+_per_green_socket_on_item",1,"","",1,"","","","","","","",-361810874,[],"","","",1,[]
4622,"additional_block_chance_%_when_in_off_hand","","",1,1,"","","","","",1082,"",-187460634,[],"","","",1,[]
4623,"critical_strike_chance_+%_when_in_main_hand","","",1,1,"","","","",554,"","",-1141413575,[],"","","",1,[]
4624,"spirit_offering_duration_+%",1,"","",1,"","","","","","","",168507599,"[""spirit_offering""]","","","",1,[]
4625,"spirit_offering_physical_damage_%_to_add_as_chaos",1,"","",1,"","","","","","","",1399117044,"[""spirit_offering""]","","","",1,[]
4626,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_normal",1,"","",1,"","","","","","","",-1007548738,[],"","","",1,[]
4627,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_normal",1,"","",1,"","","","","","","",-522444239,[],"","","",1,[]
4628,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_cruel",1,"","",1,"","","","","","","",-803778162,[],"","","",1,[]
4629,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_cruel",1,"","",1,"","","","","","","",-918163943,[],"","","",1,[]
4630,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_merciless",1,"","",1,"","","","","","","",-815862643,[],"","","",1,[]
4631,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_merciless",1,"","",1,"","","","","","","",-194703265,[],"","","",1,[]
4632,"%_of_life_to_deal_as_damage",1,"","",1,"","","","","","","",1705117343,[],"","","",1,[]
4633,"%_of_es_to_deal_as_damage",1,"","",1,"","","","","","","",-2035565086,[],"","","",1,[]
4634,"%_of_life_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","","","",1156640458,[],"","","",1,[]
4635,"%_of_energy_shield_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","","","",-1498373472,[],"","","",1,[]
4636,"%_of_life_to_deal_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","","","",-364209753,[],"","","",1,[]
4637,"%_of_energy_shield_to_deal_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","","","",586447007,[],"","","",1,[]
4638,"local_unique_overflowing_chalice_flask_cannot_gain_flask_charges_during_flask_effect",1,1,"",4,"","","","","","",1,412919083,[],"","","","",[]
4639,"using_flask_overflowing_chalice",1,"","",4,"","","","","","","",-657700993,[],"","","","",[]
4640,"cannot_be_chained_from",1,"","",4,"","",1,"","","",1,86465865,[],"","","","",[]
4641,"damage_taken_+%_if_not_hit_recently_final",1,"","",1,"","","","","","","",-2099414041,[],"","","",1,[]
4642,"evasion_+%_if_hit_recently",1,"","",1,"","","","","","","",1315804247,[],"","","",1,[]
4643,"cast_socketed_spells_on_X_mana_spent",1,"","",3,"","","","","","","",2087987327,[],"",1,"",1,[]
4644,"cast_socketed_spells_on_mana_spent_%_chance",1,"","",1,"","","","","","","",-223110929,[],"",1,"",1,[]
4645,"block_chance_%_vs_taunted_enemies",1,"","",1,"","","","","","","",1145566101,[],"","","",1,[]
4646,"minion_cold_damage_resistance_%",1,"","",1,"","","","","","","",1910369803,[],"","","",1,[]
4647,"minion_physical_damage_%_to_add_as_cold",1,"","",1,"","","","","","","",-1657121186,[],"","","",1,[]
4648,"armour_and_evasion_rating_+%_if_killed_a_taunted_enemy_recently",1,"","",1,"","","","","","","",1388935758,[],"","","",1,[]
4649,"have_killed_a_taunted_enemy_recently","","","",4,"","","","","","","",88756817,[],"","","","",[]
4650,"map_owner_master_exp_favour_+%",1,"","",1,"","","","","","","",-800804963,[],"","","",1,[]
4651,"support_cast_on_mana_spent",1,"","",4,"","","","","","","",-801623919,[],"",1,"","",[]
4652,"num_of_additional_chains_at_max_frenzy_charges","","","",3,"","","","","","","",1916874721,[],"","","",1,[]
4653,"critical_strikes_do_not_always_freeze",1,"","",4,"","","","","","","",1507421871,[],"","","","",[]
4654,"damage_+%_for_each_level_the_enemy_is_higher_than_you",1,"","",1,"","","","","","","",1882344044,[],"","","",1,[]
4655,"local_unique_flask_charges_gained_+%_during_flask_effect",1,1,"",1,"","","","","","",1,-391326757,[],"","","",1,[]
4656,"gain_phasing_for_4_seconds_on_begin_es_recharge",1,"","",4,"","","","","","","",1960953481,[],"","","","",[]
4657,"evasion_rating_+%_while_phasing","","","",1,"","","","","","","",-672127075,[],11,"","",1,[]
4658,"item_found_rarity_+%_while_phasing","","","",1,"","","","","","","",503345381,[],"","","",1,[]
4659,"hexproof","","","",4,"","","","","","","",-947539766,[],"","","","",[]
4660,"map_monsters_are_hexproof",1,"","",4,"","","","","","","",1175354252,[],"","","","",[]
4661,"ignore_hexproof",1,"","",4,"","","","","","","",1115688390,[],18,"","","",[]
4662,"totems_attack_speed_+%_per_active_totem","","","",1,"","","","","","","",-745785994,[],"","","",1,[]
4663,"attacks_num_of_additional_chains_when_in_main_hand","",1,1,3,"","","","",4534,"","",-1182518027,[],"","","",1,[]
4664,"attacks_number_of_additional_projectiles","","","",3,"","","","","","","",2079989692,[],"","","",1,[]
4665,"attacks_number_of_additional_projectiles_when_in_off_hand","",1,1,3,"","","","","",4664,"",1416046929,[],"","","",1,[]
4666,"counter_attacks_minimum_added_physical_damage","","","",3,"","","","","","","",1785945217,[],"","","",1,[]
4667,"counter_attacks_maximum_added_physical_damage","","","",3,"","","","","","","",-2095875320,[],"","","",1,[]
4668,"golem_damage_+%_per_active_golem_type",1,"","",1,"","","","","","","",748788013,[],"","","",1,[]
4669,"life_+%_with_no_corrupted_equipped_items","","","",1,"","","","","","","",-653897628,[],"","","",1,[]
4670,"life_regeneration_per_minute_with_no_corrupted_equipped_items","","","",3,"","","","","","","",612095754,[],"","","",1,[]
4671,"energy_shield_recharge_rate_per_minute_with_all_corrupted_equipped_items","","","",3,"","","","","","","",-1724954046,[],"","","",1,[]
4672,"local_display_nearby_enemies_take_X_chaos_damage_per_minute","",1,"",3,"","","","","","","",-772064712,[],"","","","",[]
4673,"number_of_equipped_items",1,"","",3,"","","","","","","",908346054,[],"","","",1,[]
4674,"virtual_mana_leech_from_any_damage_permyriad","","","",1,"","","",1,"","","",-294538869,[],"","","",1,[19]
4675,"virtual_current_number_of_golem_types",1,"","",3,"","","",1,"","","",1994730389,[],"","","",1,[0]
4676,"local_display_socketed_skills_summon_your_maximum_number_of_totems_in_formation","",1,"",4,"","","","","","","",-1048533493,[],"","","","",[]
4677,"energy_shield_regeneration_rate_per_minute_%_while_on_low_life","","","",1,"","","","","","","",-1048751569,[],"","","",1,[]
4678,"counter_attacks_minimum_added_cold_damage","","","",3,"","","","","","","",-1013389093,[],"","","",1,[]
4679,"counter_attacks_maximum_added_cold_damage","","","",3,"","","","","","","",-1393319770,[],"","","",1,[]
4680,"movement_speed_+%_if_pierced_recently","","","",1,"","","","","","","",-2002106268,[],"","","",1,[]
4681,"have_pierced_recently",1,"","",4,"","","","","","","",286094836,[],"","","","",[]
4682,"track_have_pierced_recently","","","",4,"","","",1,"","","",941166516,[],"","","","",[36]
4683,"item_found_quantity_+%_if_wearing_a_magic_item","","","",1,"","","","","","","",-1790177806,[],"","","",1,[]
4684,"item_found_rarity_+%_if_wearing_a_normal_item","","","",1,"","","","","","","",2111691050,[],"","","",1,[]
4685,"number_of_equipped_normal_items",1,"","",3,"","","","","","","",1283700954,[],"","","",1,[]
4686,"poison_cursed_enemies_on_hit",1,"","",4,"","","","","","","",-1936752726,[],"","","","",[]
4687,"base_fire_damage_%_to_convert_to_chaos_60%_value","","","",1,"","","","","","","",-835284584,[],"","","",1,[]
4688,"base_lightning_damage_%_to_convert_to_chaos_60%_value","","","",1,"","","","","","","",1569351066,[],"","","",1,[]
4689,"gain_onslaught_for_X_ms_on_killing_rare_or_unique_monster",1,"","",3,"","","","","","","",1927372677,[],"","","",1,[]
4690,"kill_enemy_on_hit_if_under_20%_life","","","",4,"","","","","","","",1124036349,[],"","","","",[]
4691,"immune_to_bleeding_while_leeching","","","",4,"","","","","","","",-463852225,[],"","","","",[]
4692,"damage_+%_if_enemy_killed_recently_final","","","",1,"","","","","","","",1118270449,[],"","","",1,[]
4693,"skill_area_of_effect_+%_if_enemy_killed_recently","","","",1,"","","","","","","",-1205839842,[],18,"","",1,[]
4694,"virtual_immune_to_bleeding",1,"","",4,"","","",1,"","","",1708578773,[],"","","","",[0]
4695,"have_killed_a_maimed_enemy_recently",1,"","",4,"","","","","","","",1306547263,[],"","","","",[]
4696,"track_have_killed_a_maimed_enemy_recently","","","",4,"","","",1,"","","",-592257020,[],"","","","",[36]
4697,"skill_effect_duration_+%_if_killed_maimed_enemy_recently","","","",1,"","","","","","","",-1996200130,[],"","","",1,[]
4698,"have_taunted_an_enemy_recently",1,"","",4,"","","","","","","",1877188856,[],"","","","",[]
4699,"track_have_taunted_an_enemy_recently","","","",4,"","","",1,"","","",-966761339,[],"","","","",[36]
4700,"damage_taken_+%_if_taunted_an_enemy_recently","","","",1,"","","","","","","",-852501880,[],"","","",1,[]
4701,"life_regeneration_rate_per_minute_%_if_taunted_an_enemy_recently","","","",1,"","","","","","","",-1433017237,[],"","","",1,[]
4702,"immune_to_elemental_status_ailments_during_flask_effect",1,"","",4,"","","","","","","",-1719969413,[],"","","","",[]
4703,"elemental_damage_+%_during_flask_effect",1,"","",1,"","","","","","","",257045459,[],1,"","",1,[]
4704,"chance_to_freeze_shock_ignite_%_during_flask_effect",1,"","",1,"","","","","","","",-1923038468,[],"","","",1,[]
4705,"summoned_monster_types_arent_duplicated",1,"","",4,"","","","","","","",448221444,[],"","","","",[]
4706,"slash_ancestor_totem_elemental_resistance_%",1,"","",1,"","","","","","","",184377865,"[""ancestor_totem_slash""]","","","",1,[]
4707,"melee_ancestor_totem_grant_owner_attack_speed_+%",1,"","",1,"","","","","","",1,348422995,[],"","","",1,[]
4708,"slam_ancestor_totem_grant_owner_melee_damage_+%",1,"","",1,"","","","","","",1,-1645813028,[],"","","",1,[]
4709,"frost_bolt_cast_speed_+%",1,"","",1,"","","","","","",1,-1914041617,"[""frost_bolt""]","","","",1,[]
4710,"frost_bolt_freeze_chance_%",1,"","",1,"","","","","","",1,-577766700,"[""frost_bolt""]","","","",1,[]
4711,"frost_bolt_nova_duration_+%",1,"","",1,"","","","","","",1,170870623,"[""frost_bolt_nova""]","","","",1,[]
4712,"chest_drop_additional_fire_warband_uniques",1,"","",3,"","","","","","","",135328700,[],"","","",1,[]
4713,"chest_drop_additional_cold_warband_uniques",1,"","",3,"","","","","","","",344786402,[],"","","",1,[]
4714,"chest_drop_additional_lightning_warband_uniques",1,"","",3,"","","","","","","",-1555722131,[],"","","",1,[]
4715,"chest_drop_additional_chaos_warband_uniques",1,"","",3,"","","","","","","",-861216819,[],"","","",1,[]
4716,"weapons_drop_animated",1,"","",4,"","","","","","","",-1274954906,[],"","","","",[]
4717,"es_and_mana_regeneration_rate_per_minute_%_while_on_consecrated_ground","","","",1,"","","","","","","",-176364438,[],"","","",1,[]
4718,"attack_and_cast_speed_+%_while_on_consecrated_ground","","","",1,"","","","","","","",1110928983,[],"","","",1,[]
4719,"chest_display_summons_fire_warband","","","",4,"","","","","","","",1264010472,[],"","","","",[]
4720,"chest_display_summons_cold_warband","","","",4,"","","","","","","",-50625194,[],"","","","",[]
4721,"chest_display_summons_lightning_warband","","","",4,"","","","","","","",1087465881,[],"","","","",[]
4722,"chest_display_summons_chaos_warband","","","",4,"","","","","","","",1078691106,[],"","","","",[]
4723,"is_dominated",1,"","",4,"","","","","","","",-161699665,[],"","","","",[]
4724,"blast_rain_arrow_delay_ms",1,"","",3,"","",1,"","","",1,-1522612531,[],"","","",1,[]
4725,"additional_block_chance_%_for_1_second_every_5_seconds",1,"","",1,"","","","","","","",-45380295,[],"","","",1,[]
4726,"mine_arming_speed_+%",1,"","",1,"","",1,"","","",1,-1770206286,[],"","","",1,[]
4727,"flasks_%_chance_to_not_consume_charges",1,"","",1,"","","","","","","",1269642410,[],"","","",1,[]
4728,"critical_strike_chance_+%_vs_bleeding_enemies","","","",1,"","","","","","","",-591476682,[],"","","",1,[]
4729,"physical_damage_+%_for_4_seconds_when_you_block_a_unique_enemy_hit",1,"","",1,"","","","","","","",-2016168272,[],"","","",1,[]
4730,"your_consecrated_ground_grants_damage_+%",1,"","",1,"","","","","","","",-1439867924,[],"","","",1,[]
4731,"attack_speed_+%_if_enemy_not_killed_recently","","","",1,"","","","","","","",3201602,[],3,"","",1,[]
4732,"physical_damage_+%_while_at_maximum_frenzy_charges_final","","","",1,"","","","","","","",-581372727,[],"","","",1,[]
4733,"physical_damage_taken_+%_while_at_maximum_endurance_charges","","","",1,"","","","","","","",2121424818,[],11,"","",1,[]
4734,"totem_damage_leeched_as_life_to_you_permyriad",1,"","",1,"","","","","","","",1970853204,[],"","","",1,[]
4735,"damage_leeched_as_life_to_parent_permyriad",1,"","",1,"","","","","","","",-1697690687,[],"","","",1,[]
4736,"attack_speed_+%_per_200_accuracy_rating","","","",1,"","","","","","","",877521339,[],"","","",1,[]
4737,"gain_phasing_while_at_maximum_frenzy_charges","","","",4,"","","","","","","",1989698585,[],"","","","",[]
4738,"gain_phasing_while_you_have_onslaught","","","",4,"","","","","","","",797759340,[],"","","","",[]
4739,"gain_maximum_endurance_charges_on_endurance_charge_gained_%_chance",1,"","",1,"","","","","","","",1974173419,[],"","","",1,[]
4740,"elementalist_skill_area_of_effect_+%_for_4_seconds_every_10_seconds",1,"","",1,"","","","","","","",-2105224203,[],"","","",1,[]
4741,"physical_damage_%_to_add_as_chaos_vs_bleeding_enemies",1,"","",1,"","","","","","","",-252478100,[],"","","",1,[]
4742,"elemental_resistances_+%_for_you_and_allies_affected_by_your_auras",1,"","",1,"","","","","","","",-672981316,[],"","","",1,[]
4743,"gain_x_life_on_trap_triggered_by_an_enemy",1,"","",3,"","","","","","","",-1452541863,[],"","","",1,[]
4744,"gain_x_es_on_trap_triggered_by_an_enemy",1,"","",3,"","","","","","","",1233588476,[],"","","",1,[]
4745,"phasing_%_for_3_seconds_on_trap_triggered_by_an_enemy",1,"","",1,"","","","","","","",290172192,[],"","","",1,[]
4746,"visual_always_use_smallest_blood_effect",1,"","",1,"","",1,"","","",1,-593576131,[],"","","",1,[]
4747,"attack_skills_additional_totems_allowed","","","",3,"","","","","","","",-1820453663,[],13,"","",1,[]
4748,"global_defences_+%_per_white_socket_on_item","","","",1,"","","","","","","",1041481190,[],"","","",1,[]
4749,"global_total_minimum_added_cold_damage","","","",3,"","","",1,"","","",1001265466,[],"","","",1,[29]
4750,"global_total_maximum_added_cold_damage","","","",3,"","","",1,"","","",738165596,[],"","","",1,[29]
4751,"poison_from_critical_strikes_damage_+%_final",1,"","",1,"","","","","","","",-2123824766,[],"","","",1,[]
4752,"bleed_damage_+%_vs_maimed_enemies_final",1,"","",1,"","","","","","","",61028453,[],"","","",1,[]
4753,"flask_charges_+%_from_enemies_with_status_ailments",1,"","",1,"","","","","","","",1068667290,[],"","","",1,[]
4754,"mana_cost_+%_while_on_full_energy_shield","","","",1,"","","","","","","",1733319856,[],18,"","",1,[]
4755,"permanently_intimidate_enemies_you_hit_on_full_life",1,"","",4,"","","","","","","",1464194244,[],"","","","",[]
4756,"number_of_corpses_consumed_recently",1,"","",3,"","","","","","","",1464894019,[],"","","",1,[]
4757,"track_number_of_corpses_consumed_recently","","","",4,"","","",1,"","","",996743386,[],"","","","",[36]
4758,"damage_+%_if_you_have_consumed_a_corpse_recently","","","",1,"","","","","","","",1486745756,[],1,"","",1,[]
4759,"attack_and_cast_speed_+%_per_corpse_consumed_recently","","","",1,"","","","","","","",897098969,[],"","","",1,[]
4760,"armour_and_evasion_+%_while_fortified","","","",1,"","","","","","","",-99075429,[],"","","",1,[]
4761,"melee_damage_+%_while_fortified","","","",1,"","","","","","","",1884703068,[],"","","",1,[]
4762,"desecrate_creates_X_additional_corpses",1,"","",3,"","","","","","","",594859468,[],"","","",1,[]
4763,"mana_regeneration_rate_+%_while_phasing","","","",1,"","","","","","","",-1350294037,[],"","","",1,[]
4764,"chaos_skill_effect_duration_+%","","","",1,"","","","","","","",1549492900,[],18,"","",1,[]
4765,"damage_+%_final_vs_non_taunt_target_from_ot",1,"","",1,"","","","","","","",-1064166194,[],"","","",1,[]
4766,"damage_+%_final_vs_non_taunt_target_from_passive",1,"","",1,"","","","","","","",920314698,[],"","","",1,[]
4767,"taunted_enemies_damage_+%_final_vs_non_taunt_target",1,"","",1,"","","","","","","",-564730093,[],"","","",1,[]
4768,"chest_drop_additional_deshret_uniques",1,"","",3,"","","","","","","",-731140023,[],"","","",1,[]
4769,"chest_drop_additional_rare_maraketh_weapons",1,"","",3,"","","","","","","",158387606,[],"","","",1,[]
4770,"chest_display_spawns_torment_spirits_continuously","","","",4,"","","","","","","",1775877096,[],"","","","",[]
4771,"chance_to_cast_on_owned_kill_%",1,"","",1,"","","","","","",1,-408099547,[],"",1,"",1,[]
4772,"local_flask_cannot_be_stunned_during_flask_effect",1,1,"",4,"","","","","","","",-340555718,[],"","","","",[]
4773,"local_flask_lose_all_charges_on_entering_new_area",1,1,"",4,"","","","","","",1,18827620,[],"","","","",[]
