"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
337,"merveil_multigeyser","","","MerveilMultiGeyser","",[4],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
338,"heal","","","Heal","","[4,3]","[1,8]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
339,"herald_of_blood","Herald of Blood","","HeraldOfBlood","Art/2DArt/SkillIcons/earthquaketotem.dds",[4],"[1,4,11,7,34,8,22,51,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
340,"herald_of_ash","Herald of Ash","Grants a buff providing fire damage based on your physical damage. While you have this buff, if you kill an enemy, other enemies near them will be burned based on the overkill damage. The burn inflicted by this skill can only be affected by modifiers to damage over time (burning damage is damage over time).","HeraldOfAsh","Art/2DArt/SkillIcons/HeraldofAsh.dds",[4],"[1,4,11,24,7,34,28,22,51,8,63,71,84,85,89]",[],"","",1,"HeraldOfAsh","",21,1,"[4056,4316,9152,15022,15052]","[24,14000,4531,14740,14919]",[],1,1,[],8,"","","",[],"","",1
341,"herald_of_ice","Herald of Ice","Grants a buff adding cold damage to spells and attacks. If you shatter an enemy, this skill will cause them to explode and deal AoE cold damage to enemies near them. This damage is not affected by modifiers to spell damage.","HeraldOfIce","Art/2DArt/SkillIcons/HeraldofIce.dds",[4],"[1,4,11,6,7,29,22,51,63,71,84,85,89]",[],"","",1,"HeraldOfIce","",21,1,"[4057,4317,9151,15023,15053]","[24,14000,4531,14740,14919]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1
342,"herald_of_thunder","Herald of Thunder","Grants a buff which adds lightning damage to spells and attacks. If you kill a shocked enemy, this skill will create a storm, causing lightning bolts to strike enemies around you for a duration. The damage inflicted by this skill is not affected by modifiers to spell damage.","HeraldOfThunder","Art/2DArt/SkillIcons/HeraldofThunder.dds",[4],"[1,4,11,6,7,8,30,22,51,63,71,84,85,89]",[],"","",1,"HeraldOfThunder","",21,1,"[4058,4318,5563,15025,15055]","[24,14000,4531,14740,14919]",[],1,1,[11897],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1
343,"herald_of_agony","Herald of Agony","Grants a buff giving more poison damage and a chance to inflict poison. When you poison an enemy while you have this buff, you gain Virulence, and summon an Agony Crawler minion that uses projectile and area attacks. You will lose Virulence over time, at a rate which increases the more Virulence you have. The minion will die when you have no Virulence.","HeraldOfAgony","Art/2DArt/SkillIcons/HeraldOfAgony.dds",[4],"[1,4,11,51,5,63,41,27,76,84,85,89]",[],"","",1,"HeraldOfAgony","",21,1,"[8373,9153,15021,15051]","[14000,4531,14740,14919]","[6,0,41,2,40]",1,1,[],8,"","","",[],"","",1
344,"herald_of_light","Herald of Purity","Grants a buff which lets you deal more physical damage. When you kill an enemy while you have this buff, this skill will summon a Sentinel of Purity, or refresh the duration and life of an existing one instead if you have the maximum number of them. The Sentinels of Purity have a single-target melee attack and an area melee attack.","HeraldOfLight","Art/2DArt/SkillIcons/HeraldOfLight.dds",[4],"[1,4,11,51,5,63,8,27,76,84,85,89]",[],"","",1,"HeraldOfLight","",21,1,"[8372,8293,15024,15054]","[14000,4531,14740,14919]","[6,0,19,20,23,7]",1,1,[],8,"","","",[],"","",1
345,"rampage_summon_animated_weapon","","","RampageSummonAnimatedWeapon","",[4],[1],[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
346,"ground_effect_ring","","","MonsterGroundEffectRing","",[4],[1],[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
347,"consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration and reducing the effect of curses for you and allies who stand in it.","Consecrate","Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,31,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
348,"triggered_consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration and reducing the effect of curses for you and allies who stand in it.","Consecrate","Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,31,7,36,49,71,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",[],"","",1
349,"poachers_mark","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.","PoachersMark","Art/2DArt/SkillIcons/PoachersMark.dds","[1,2,22]","[1,13,14,15,21,31,68,69,84,85,97]",[],"","",1,"",1,21,1,"[4301,4337]","[1387,215]",[],1,1,[],8,"","","",[],"","",1
350,"poachers_mark_triggered","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.","PoachersMark","Art/2DArt/SkillIcons/PoachersMark.dds","[1,2]","[1,13,14,15,21,31,68,69,84,85,97,89]",[],"","",1,"",1,21,1,"[4301,4337]","[1387,215]",[],1,1,[],8,"","","",[],"","",1
351,"summon_critters","","","SummonCritters","",[4],"[1,21,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
352,"summon_specific_monsters_on_self","","","SummonSpecificMonsters","",[4],"[1,21,31,13,14,15]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
353,"summon_specific_monsters_on_target","","","SummonSpecificMonsters","","[1,2]","[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
354,"summon_specific_monsters_on_target_no_los","","","SummonSpecificMonsters","","[1,2,8]","[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
355,"summon_specific_monster_in_front_of_enemy","","","SummonSpecificMonsters","",[16],"[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
356,"summon_specific_monster_in_front_of_enemy_no_los","","","SummonSpecificMonsters","","[16,8]","[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
357,"summon_specific_monster_behind_enemy","","","SummonSpecificMonsters","",[9],"[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
358,"summon_specific_monster_behind_enemy_no_los","","","SummonSpecificMonsters","","[9,8]","[1,21,31]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
359,"summon_specific_monsters_cannot_die_on_self","","","SummonSpecificMonstersCannotDie","",[4],"[1,21,31,13,14,15]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",[],"","",1
360,"monster_use_flask","","","MonsterUseFlask","",[4],"[1,21,31,13,14,15]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
361,"lightning_tendrils","Lightning Tendrils","Lightning is released from your hands four times in quick succession, damaging all enemies in an arc in front of you.","LightningTouch","Art/2DArt/SkillIcons/LightningTouch.dds","[1,2]","[1,6,7,14,21,30,71]",[],"","",1,"","",21,1,"[3993,4177,4499]","[24,434,554]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
362,"lightning_tendrils_channelled","Lightning Tendrils","While you channel this skill, it releases pulses of electrical energy, dealing lightning damage in a semicircular area in front of you.","LightningTendrilsChannelled","Art/2DArt/SkillIcons/LightningTouch.dds","[18,23,17]","[1,6,7,14,30,47,71]",[],"","",1,"","",21,1,"[3993,4177,4499]","[24,434,554]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
363,"beacon","","","Beacon","","[1,2]","[1,6,7,8,13,15,14,31,21,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
364,"beacon_izaro","","","Beacon","","[1,3,15]","[1,6,7,8,13,15,14,31,21,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
365,"beacon_self","","","Beacon","",[4],"[1,6,7,8,13,15,14,31,21,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
366,"lightning_circle","...","","LightningCircle","Art/2DArt/SkillIcons/ShockNova.dds","[1,2]","[1,6,7,13,14,15,21,31,30,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
367,"dance_on_corpse","","","DanceOnCorpse","","[6,3]",[39],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
368,"bat_screech","","","BatScreech","","[1,2]","[1,21,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
369,"sandstorm","","","Sandstorm","",[4],"[1,7,8,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1
370,"drop_bear_rain","","","DropBearRain","","[1,2]","[1,7,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
371,"drop_bear_enrage","","","DropBearEnrage","",[4],"[1,7,8,4,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
372,"lightning_channel","...","","LightningChannel","Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,7,14,21,30,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
373,"bull_charge","","","VollCharge","",[16],[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
374,"voll_charge","","","VollCharge","","[1,2]",[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
375,"pitbull_charge","","","VollCharge","","[11,2]",[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
376,"miner_throw_fire","","","MinerThrowFire","","[1,2]","[2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
377,"voll_slam","","","VollSlam","","[1,2]","[0,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
378,"water_vortex","","","WaterVortex","","[1,2]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
379,"word_of_winter_when_hit","Word of Winter","Unleashes an icy projectile that pulses with cold as it travels.","WaterVortex","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,36,71,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
380,"edict_of_winter_when_hit","Edict of Winter","Unleashes an icy projectile that pulses with cold as it travels.","WaterVortex","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,36,71,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
381,"decree_of_winter_when_hit","Decree of Winter","Unleashes an icy projectile that pulses with cold as it travels.","WaterVortex","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,36,71,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
382,"commandment_of_winter_when_hit","Commandment of Winter","Unleashes an icy projectile that pulses with cold as it travels.","WaterVortex","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,36,71,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
383,"monster_dodge","","","MonsterDodge","",[11],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
384,"monster_dodge_target","","","MonsterDodge","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
385,"voll_revive_undead","","","VollReviveUndead","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
386,"summon_taniwha_tail","","","SummonTaniwhaTail","",[16],"[1,5,76]",[],"","",1,"","",21,1,[],[],"[0,2,40]",1,1,[],8,"","","",[],"","",1
387,"monster_mortar","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.","MonsterMortar","","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
388,"monster_mortar_attack","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.","MonsterMortarAttack","","[2,1]","[2,56,0,6,7,13,14,15,21,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
389,"earthquake_test_skill","","","Earthquake","","[2,1]","[0,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
390,"kinetic_blast","Kinetic Blast","Fires a projectile from a Wand that causes a series of small explosions surrounding its point of impact, each damaging enemies caught in the area.","ClusterBurst","Art/2DArt/SkillIcons/clusterburst.dds","[1,2]","[0,40,2,56,7,13,15,14]",[8],"","",1,"ClusterBurst","",21,1,"[4036,4198]","[24,434]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
391,"haunt","","","Haunt","",[3],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
392,"bloodline_daemon_nova","","","BloodlineDaemonNova","",[4],"[2,56,0,40,7,13,14,15]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
393,"daresso_clone_charge","","","DaressoCloneCharge","","[1,2]","[0,19,33]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
394,"daresso_summon_clones","","","DaressoSummonClones","","[1,2]","[0,2,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
395,"daresso_summon_clones_spell","","","DaressoSummonClonesSpell","","[1,2]","[1,2]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
396,"blink_arrow","Blink Arrow","Fires an arrow at the target destination. When the arrow lands, you are teleported to it and a clone is summoned at your old location. The clone is a minion that uses your bow and quiver.","CloneShot","Art/2DArt/SkillIcons/BlinkShot.dds","[1,2,20,23]","[10,0,5,40,17,8,14,13,15,33,31,76,78,89,88]",[13],"","",1,"","",21,1,"[7486,4364,4061,4390]","[3341,3341,13022,13362]","[0,2,40,56]",1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
397,"blink_arrow_offset","","","CloneShot","","[9,3]","[10,0,5,40,17,8,14,13,15,33,31,76,78,88,89]",[13],"","",1,"","",21,1,[],[],"[0,2,40,56]",1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
398,"mirror_arrow","Mirror Arrow","Fires an arrow at the target destination. When the arrow lands, a clone is summoned. The clone is a minion that uses your bow and quiver.","DecoyShot","Art/2DArt/SkillIcons/MirrorShot.dds","[1,2,20]","[10,0,5,40,17,8,14,13,15,33,31,76,78,89,88]",[13],"","",1,"","",21,1,"[7486,4365,4062,4374]","[3341,3341,13022,13362]","[0,2,40,56]",1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
399,"mirror_arrow_offset","","","DecoyShot","",[9],"[10,0,5,40,17,8,14,13,15,33,31,76,78,88,89]",[13],"","",1,"","",21,1,[],[],"[0,2,40,56]",1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
400,"daresso_enrage","","","DaressoEnrage","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
401,"monster_teleport","","","MonsterTeleport","","[1,2,3]","[1,6,7,8,13,14,15,31,33,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
402,"cold_thorns","","","ColdThorns","","[4,3]","[1,4,8]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
403,"daemon_pulse_beam","","","DaemonPulseBeam","",[3],"[1,6]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
404,"summon_storms","","","SummonStorms","",[4],"[1,6,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
405,"riposte","Riposte","Perform a deadly counter-attack when you block. Uses both weapons while you're dual wielding.","DualWieldCounterattack","Art/2DArt/SkillIcons/Riposte.dds","[1,2]","[0,19,20,36,31,49,27,89]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",21,1,"[4366,4063]","[3341,24]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
406,"reckoning","Reckoning","Perform a swift counter-attack against enemies in a cone shape when you block with your shield.","ShieldCounterattack","Art/2DArt/SkillIcons/Repulse.dds","[1,2]","[0,9,19,7,36,31,49,27,89]","[6,7,9,10,11,12,32,36,56]","","",1,"","",21,1,"[4361,4051]","[3341,24]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
407,"static_strike","Static Strike","Strike your enemies with a melee weapon, building up static energy on you. This energy damages enemies around you when it expires, dealing damage that cannot be evaded or dodged. ","StaticStrike","Art/2DArt/SkillIcons/StaticStrikeSkillIcon.dds","[1,2]","[0,20,23,19,7,8,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4023,4235,4186]","[24,215,434]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
408,"static_strike_new","Static Strike","Attack with a melee weapon, gaining static energy for a duration if you hit an enemy. While you have static energy, you'll frequently hit a number of nearby enemies with beams, dealing attack damage.","StaticStrikeNew","Art/2DArt/SkillIcons/StaticStrikeSkillIcon.dds","[1,2]","[0,20,23,19,7,8,30,18]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4023,4235,4186,8095]","[24,215,434,8094]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
409,"living_bomb","","","LivingBomb","",[4],"[1,6,7,13,14,15,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
410,"word_of_tempest_on_hit","Word of the Tempest","Charges you with lightning which lasts a duration before unleashing, damaging surrounding enemies.","TriggeredThunderbolt","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,6,7,13,14,15,31,71,83,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
411,"edict_of_tempest_on_hit","Edict of the Tempest","Charges you with lightning which lasts a duration before unleashing, damaging surrounding enemies.","TriggeredThunderbolt","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,6,7,13,14,15,31,71,83,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
412,"decree_of_tempest_on_hit","Decree of the Tempest","Charges you with lightning which lasts a duration before unleashing, damaging surrounding enemies.","TriggeredThunderbolt","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,6,7,13,14,15,31,71,83,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
413,"commandment_of_tempest_on_hit","Commandment of the Tempest","Charges you with lightning which lasts a duration before unleashing, damaging surrounding enemies.","TriggeredThunderbolt","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,6,7,13,14,15,31,71,83,89]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
414,"vengeance","Vengeance","Chance to perform a swift counter-attack against all enemies around you when you are hit. Weapon range increases the area of this attack. Requires a Melee Weapon.","HitCounterattack","Art/2DArt/SkillIcons/Vengeance.dds","[2,1]","[0,7,19,36,31,49,27,89]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4367,4064]","[3341,24]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
