"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid"
1157,1783,"",4475,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1158,1784,"","",4476,[],[24],[],"",[],[10],"",[],"",[],[],""
1159,1785,"",4477,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1160,1786,"",4478,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1161,1787,"",4479,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1162,1788,"",4480,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1163,1789,86,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1164,1792,"",4481,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1165,1793,"",4482,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1166,1794,"",4483,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1167,1795,"",4484,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1168,1796,87,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1169,1797,"","",4485,[],[24],[],"",[],[10],"",[],"",[],[],""
1170,1800,"",4486,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1171,1801,"",4487,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1172,1802,"",4488,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1173,1803,"",4489,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1174,1804,"",4490,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],""
1175,1805,"","","",[347],[],[5717],"",[5],[36],"",[],"",[],[],""
1176,1808,"","",4491,[],[24],[],"",[],[10],"",[],"",[],[],""
1177,1809,"","",4492,[],[24],[],"",[],[10],"",[],"",[],[],""
1178,1810,"",4493,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1179,1811,"","","","[347,1302]",[],"[5486,5614]","","[3,7]",[36],"",[],"",[],[],""
1180,1812,"","",4494,[],[24],[],"",[],[10],"",[],"",[],[],""
1181,1813,"",4495,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1182,1814,"",4496,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1183,1815,"",4497,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1184,1816,"",4498,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1185,1817,"","",4499,[],[24],[],"",[],[10],"",[],"",[],[],""
1186,1818,"",4500,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1187,1819,"","",4501,[],[24],[],"",[],[10],"",[],"",[],[],""
1188,1820,"","",4502,[],[24],[],"",[],[10],"",[],"",[],[],""
1189,1821,"","",4503,[],[24],[],"",[],[10],"",[],"",[],[],""
1190,1822,"",4504,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1191,1824,"",4505,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1192,1825,"",4506,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1193,1826,"",4507,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1194,1827,"",4508,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1195,1828,"","",4509,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1196,1829,"","",4510,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1197,1830,"","",4511,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1198,1831,"","",4512,[],[24],[],"",[],[10],"",[],"",[],[],""
1199,1832,"",4513,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1200,1833,"","",4514,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1201,1834,"",4515,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1202,1835,"",4516,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1203,1836,"",4517,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1204,1837,"",4518,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1205,1838,"",4519,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1206,1839,"",4520,"",[],[20],[],"",[],[4],"",[],"",[],[],""
1207,1840,"",4521,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
1208,1841,"",4522,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
1209,1842,"","",4523,[],[24],[],"",[],[10],"",[],"",[],[],""
1210,1843,"","",4524,[],[21],[],"",[],[15],"",[],"",[],[],""
1211,1844,88,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1212,1845,89,"","",[1368],[23],[],"",[42],[13],"",[],"",[],[],""
1213,1849,"","","","[347,1302]",[],[5595],"","[3,1]",[36],"",[],"",[],[],""
1214,1851,"","","","[347,12433]",[],[5764],"","[1,-1]",[36],"",[],"",[],[],""
1215,1852,"","","","[347,4593,12433]",[],[5424],"","[2,7,-1]",[36],"",[],"",[],[],""
1216,1853,"","","","[347,12433]",[],[5763],"","[1,-1]",[36],"",[],"",[],[],""
1217,1854,"",4525,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1218,1855,"",4526,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1219,1856,"",4527,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1220,1857,"",4528,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1221,1858,90,"","",[1368],[23],[],"",[43],[13],"",[],"",[],[],""
1222,1859,"","","",[347],[],[5413],"",[1],[36],"",[],"",[],[],""
1223,1860,"","","","[347,1302,1725]",[],"[5512,5610]","","[-3,5,2]",[36],"",[],"",[],[],""
1224,1861,"","","",[347],[],"[5561,5617]","",[9],[36],"",[],"",[],[],""
1225,1862,"","","","[347,1725,12048]",[],[5753],"","[1,3,14]",[36],"",[],"",[],[],""
1226,1863,"","","",[347],[],[5738],"",[4],[36],"",[],"",[],[],""
1227,1864,"","","",[1222],[],"[5713,5760,5919]","",[1],[36],"",[],"",[],[],""
1228,1866,"","","",[347],[],"[5411,5627]","",[1],[36],"",[],"",[],[],""
1229,1867,"",4529,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1230,1868,"",4530,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1231,1869,"",4531,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1232,1870,"",4532,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1233,1871,"",4533,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1234,1877,"","","",[1368],[23],[],"",[44],[13],"",[],"",[],[],""
1235,1878,"","",4537,[],[24],[],"",[],[10],"",[],"",[],[],""
1236,1879,"","",4538,[],[24],[],"",[],[10],"",[],"",[],[],""
1237,1880,"",4539,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1238,1881,"",4540,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1239,1882,"",4541,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1240,1883,"",4542,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1241,1884,"",4543,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1242,1885,"","",4544,[],[21],[],"",[],[15],"",[],"",[],[],""
1243,1887,"","","","[347,1302]",[],"[5660,5659]","","[4,4]",[36],"",[],"",[],[],""
1244,1888,96,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1245,1889,98,"","",[1368],[23],[],"",[45],[13],"",[],"",[],[],""
1246,1890,"",4545,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],""
1247,1891,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-12],[36],"",[],"",[],[],""
1248,1892,"","",4546,[],[24],[],"",[],[10],"",[],"",[],[],""
1249,1893,"","",4547,[],[24],[],"",[],[10],"",[],"",[],[],""
1250,1894,"",4548,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1251,1895,"",4549,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1252,1896,"",4550,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1253,1897,"",4551,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1254,1898,"",4552,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1255,1899,"",4553,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1256,1900,"","",4554,[],[21],[],"",[],[15],"",[],"",[],[],""
1257,1902,"","","","[347,3599,1302,2678]",[],[5674],"","[6,6,6,5]",[36],"",[],"",[],[],""
1258,1903,95,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1259,1904,"","","",[1368],[23],[],"",[46],[13],"",[],"",[],[],""
1260,1905,"",4555,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],""
1261,1906,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-10],[36],"",[],"",[],[],""
1262,1907,"",4556,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1263,1908,"",4557,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1264,1909,"",4558,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1265,1910,"",4559,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1266,1911,"","",4560,[],[24],[],"",[],[10],"",[],"",[],[],""
1267,1912,"","",4561,[],[24],[],"",[],[10],"",[],"",[],[],""
1268,1914,"",4562,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1269,1915,"",4564,"",[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],""
1270,1916,"","","",[1368],[23],[],"",[47],[13],"",[],"",[],[],""
1271,1917,"","",4563,[],[21],[],"",[],[15],"",[],"",[],[],""
1272,1918,"",4567,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1273,1919,"",4568,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1274,1920,"",4569,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1275,1921,"",4570,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1276,1922,"","",4571,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1277,1923,"","",4572,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1278,1925,94,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1279,1927,"","",4573,[],[24],[],"",[],[10],"",[],"",[],[],""
1280,1929,"",4574,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1281,1930,"",4575,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1282,1931,"",4576,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1283,1932,"",4577,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1284,1935,"",4578,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1285,1936,"",4579,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1286,1937,"",4580,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1287,1938,"",4581,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1288,1940,91,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1289,1942,"",4582,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1290,1943,"",4583,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1291,1944,"",4584,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1292,1945,"",4585,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1293,1946,"","",4586,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1294,1947,"","",4587,[],[24],[],"",[],[10],"",[],"",[],[],""
1295,1948,100,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1296,1949,"","","",[319],[4],[],"",[77],[14],"",[],"",[],[],""
1297,1951,"","",4588,[],[24],[],"",[],[10],"",[],"",[],[],""
1298,1952,"",4589,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1299,1953,"",4590,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1300,1954,"",4591,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1301,1955,"",4592,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1302,1956,"",4593,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1303,1957,93,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1304,1958,"","","",[319],[4],[],"",[80],[14],"",[],"",[],[],""
1305,1960,"",4594,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1306,1961,"",4595,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1307,1962,"",4596,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1308,1963,"",4597,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1309,1964,"",4598,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1310,1965,"","",4565,[],[24],[],"",[],[10],"",[],"",[],[],""
1311,1966,97,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1312,1967,"","","",[319],[4],[],"",[76],[14],"",[],"",[],[],""
1313,1969,"",4599,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1314,1970,"",4600,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1315,1971,"",4601,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1316,1972,"",4602,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1317,1973,"",4603,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1318,1974,"","",4604,[],[24],[],"",[],[10],"",[],"",[],[],""
1319,1976,99,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1320,1977,"","","",[319],[4],[],"",[78],[14],"",[],"",[],[],""
1321,1979,"",4605,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1322,1980,"",4606,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1323,1981,"",4607,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1324,1982,"",4608,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1325,1983,"",4609,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1326,1986,92,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1327,1984,"","",4610,[],[24],[],"",[],[10],"",[],"",[],[],""
1328,2112,"","",4701,[],[24],[],"",[],[10],"",[],"",[],[],""
1329,1987,"","","",[319],[4],[],"",[81],[14],"",[],"",[],[],""
1330,1988,"","","",[347],[],"[5690,5692]","",[5],[36],"",[],"",[],[],""
1331,1989,"","","",[1222],[],"[5713,5760,5919]","",[2],[36],"",[],"",[],[],""
1332,1991,"","","",[347],[],[5595],"",[2],[36],"",[],"",[],[],""
1333,1992,"",4611,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1334,1993,"",4612,"",[],"[14,16,17,57]",[],"",[],[1],"",[],"",[],[],""
1335,1874,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-11],[36],"",[],"",[],[],""
1336,1873,"","",4534,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1337,1875,"","",4535,[],[24],[],"",[],[10],"",[],"",[],[],""
1338,1876,"",4536,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1339,1994,"","",4613,[],[24],[],"",[],[10],"",[],"",[],[],""
1340,1995,"",4614,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1341,1996,"",4615,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1342,1997,"",4616,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1343,1998,"",4617,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1344,1999,"",4618,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1345,2000,"","",4619,[],[24],[],"",[],[10],"",[],"",[],[],""
1346,2001,"","",4620,[],[21],[],"",[],[15],"",[],"",[],[],""
1347,2002,"","",4621,[],[21],[],"",[],[15],"",[],"",[],[],""
1348,2003,"","",4622,[],[21],[],"",[],[15],"",[],"",[],[],""
1349,2004,"","",4623,[],[21],[],"",[],[15],"",[],"",[],[],""
1350,2005,"","",4624,[],[21],[],"",[],[15],"",[],"",[],[],""
1351,2006,"","",4625,[],[21],[],"",[],[15],"",[],"",[],[],""
1352,2007,"","",4626,[],[21],[],"",[],[15],"",[],"",[],[],""
1353,2008,"",4627,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1354,2009,"",4628,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1355,2010,"",4629,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1356,2011,"",4630,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1357,2012,"","",4631,[],[24],[],"",[],[10],"",[],"",[],[],""
1358,2013,"",4632,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1359,2014,"",4633,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1360,2015,"",4634,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1361,2016,"",4635,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1362,2017,"","",4636,[],[24],[],"",[],[10],"",[],"",[],[],""
1363,2018,"","","",[319],[4],[],"",[79],[14],"",[],"",[],[],""
1364,2019,"",4637,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1365,2020,"",4638,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1366,2021,"",4639,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1367,2022,101,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1368,2023,"","",4640,[],[24],[],"",[],[10],"",[],"",[],[],""
1369,2024,"","","",[8807],[],[5747],"",[1],[36],"",[],"",[],[],""
1370,2025,"",4641,"",[],"[9,11,12,15,12,10,32]",[],"",[],"[1,4]","",[],"",[],[],""
1371,2026,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-13],[36],"",[],"",[],[],""
1372,2027,"","","",[319],[4],[],"",[82],[14],"",[],"",[],[],""
1373,2028,"","",4642,[],[21],[],"",[],[15],"",[],"",[],[],""
1374,2030,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-14,33]",[36],"",[],"",[],[],""
1375,2031,103,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1376,2034,"",4643,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1377,2035,"",4644,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1378,2036,"",4645,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1379,2037,"",4646,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1380,2039,104,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1381,2041,"",4647,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1382,2042,"",4648,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1383,2043,"",4649,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1384,2044,"",4650,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1385,2046,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-15],[36],"",[],"",[],[],""
1386,2047,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-16],[36],"",[],"",[],[],""
1387,2048,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-17],[36],"",[],"",[],[],""
1388,2049,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-18],[36],"",[],"",[],[],""
1389,2050,"","",4651,[],[24],[],"",[],[10],"",[],"",[],[],""
1390,2051,"","",4652,[],[24],[],"",[],[10],"",[],"",[],[],""
1391,2052,"","",4653,[],[24],[],"",[],[10],"",[],"",[],[],""
1392,2053,"","",4654,[],[24],[],"",[],[10],"",[],"",[],[],""
1393,2054,"",4655,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1394,2055,"",4656,"",[],[20],[],"",[],[4],"",[],"",[],[],""
1395,2056,"",4657,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1396,2057,"","",4658,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1397,2058,"","",4659,[],[24],[],"",[],[10],"",[],"",[],[],""
1398,2059,"","",4660,[],[24],[],"",[],[10],"",[],"",[],[],""
1399,2060,"","",4661,[],[24],[],"",[],[10],"",[],"",[],[],""
1400,2061,"",4662,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1401,2062,"",4663,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1402,2063,"",4664,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1403,2064,"",4665,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1404,2065,"",4666,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1405,2066,"",4667,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],""
1406,2068,105,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1407,2069,"","",4668,[],[21],[],"",[],[15],"",[],"",[],[],""
1408,2070,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-20,17]",[36],"",[],"",[],[],""
1409,2071,"","","",[347],[],[5471],"",[2],[36],"",[],"",[],[],""
1410,2072,106,"","",[1368],[23],[],"",[48],[13],"",[],"",[],[],""
1411,2073,"","",4669,[],[24],[],"",[],[10],"",[],"",[],[],""
1412,2074,"","",4670,[],[24],[],"",[],[10],"",[],"",[],[],""
1413,2075,"",4671,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1414,2076,"",4672,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1415,2077,"",4673,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1416,2078,"",4674,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1417,2079,"",4675,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1418,2080,"",4676,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],""
1419,2082,107,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1420,2083,"","",4677,[],[21],[],"",[],[15],"",[],"",[],[],""
1421,2084,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-19,16]",[36],"",[],"",[],[],""
1422,2085,"","","",[347],[],"[5414,5615]","",[2],[36],"",[],"",[],[],""
1423,2086,108,"","",[1368],[23],[],"",[49],[13],"",[],"",[],[],""
1424,2087,"","",4678,[],[24],[],"",[],[10],"",[],"",[],[],""
1425,2088,"","",4679,[],[24],[],"",[],[10],"",[],"",[],[],""
1426,2089,"",4680,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1427,2090,"",4681,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1428,2091,"",4682,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1429,2092,"",4683,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1430,2093,"",4684,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1431,2094,"",4685,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],""
1432,2096,109,"","",[1368],[23],[],"",[50],[13],"",[],"",[],[],""
1433,2097,"","",4686,[],[24],[],"",[],[10],"",[],"",[],[],""
1434,2098,"",4687,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1435,2099,"","",4688,[],[24],[],"",[],[10],"",[],"",[],[],""
1436,2100,"",4689,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1437,2101,"",4690,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1438,2102,"",4691,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1439,2103,"",4692,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1440,2104,"","",4693,[],[24],[],"",[],[10],"",[],"",[],[],""
1441,2105,"",4694,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1442,2106,"",4695,"",[],"[15,16,17]",[],"",[],[1],"",[],"",[],[],""
1443,2107,"",4696,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1444,2108,"",4697,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1445,2109,"",4698,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1446,2110,"",4699,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1447,2111,"",4700,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1448,2113,"","",4702,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1449,2116,"",4704,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1450,2117,"","","","[347,1302]",[],[5779],"","[1,2]",[36],"",[],"",[],[],""
1451,2118,"","","","[347,1302]",[],[5779],"","[2,2]",[36],"",[],"",[],[],""
1452,3766,"","","",[347],[],[5814],"",[2],[36],"",[],"",[],[],""
1453,2119,"","",4705,[],[24],[],"",[],[10],"",[],"",[],[],""
1454,2120,"",4706,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1455,2121,"",4707,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1456,2122,"",4708,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1457,2123,"",4709,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1458,2124,"",4710,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1459,2125,"","",4711,[],[21],[],"",[],[15],"",[],"",[],[],""
1460,2114,"",4703,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],"",[],[],""
1461,2127,"","","",[319],[4],[],"",[83],[14],"",[],"",[],[],""
