"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
478,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordSandCrusted",228,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/OldBanditWoman/FaridunSandCrustedOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/FaridunSandCrustedOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[583,3464,3465,574,3551,3466,3467]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5081,5252]","",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,38854,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,273906,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,273906,0,286,4,105,1028443341,0,1,0,""
479,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerSandCrusted",229,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5081,5252]","",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,56378,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,274296,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,274296,0,286,4,103,1028443341,0,1,0,""
480,"Metadata/Monsters/Mutewind/MutewindWomanJavelinSandCrusted",226,46,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[723,755,71,48,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[583,4695,4863,4862,4864,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5081,5254]","",0,"Faridun Javelineer",105,105,1500,[15127],[],15128,77,"","",0,[],[],[],"",1,4,122,0,0,135,8511,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,274744,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,274744,0,286,4,103,1028443341,0,1,0,""
481,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldSandCrusted",227,37,2,6,20,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[71,48,754,713,1087,31,714,118,1029]",110,[],105,105,700,500,0,"[583,3551,4981,4982]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5081,5249,5205]","",0,"Faridun Infantry",110,110,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,29796,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,275184,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,275184,0,286,4,105,1028443341,0,1,0,""
482,"Metadata/Monsters/Mutewind/MutewindBoySandCrusted",233,41,1,5,7,"[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.act""]","[""Metadata/Monsters/Mutewind/BanditBoy/FaridunSandCrustedBanditBoy.ao"",""Metadata/Monsters/Mutewind/BanditBoy/FaridunSandCrustedBoyNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ais",[],"",0,"Faridun Neophyte",80,80,1320,[15134],[15134],"",9,9,"",0,[],[],[],"",1,4,114,0,0,135,62256,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,275794,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,275794,0,286,3,80,1028443341,0,1,0,""
483,"Metadata/Monsters/Mutewind/MutewindManDualSwordCorroded_",230,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5081,5252]","",0,"Faridun Swordsman",120,120,1395,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,39422,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,276418,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,276418,0,286,4,110,1028443341,0,1,0,""
484,"Metadata/Monsters/Mutewind/MutewindManDualSwordCorrodedPatrol",230,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5081,5252]","stance2",0,"Faridun Swordsman",120,120,1395,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,51044,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,276916,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,276916,0,286,4,110,1028443341,0,1,0,""
485,"Metadata/Monsters/Mutewind/MutewindMan2HSpearCorroded",231,41,3,6,22,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindMan.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,9,1,0,"[755,71,48,713,31,714,118,1029]",120,[],105,105,700,500,0,"[583,3551,584]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5081,5254]","",0,"Faridun Spearman",120,120,1395,[15129],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,12273,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,277526,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,277526,0,286,5,110,1028443341,0,1,0,""
486,"Metadata/Monsters/Mutewind/MutewindMan2HSpearCorrodedPatrol",231,37,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindMan.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[],1,"","",110,2,6,9,1,0,"[71,48,754,713,31,714,118,1029]",120,[],105,105,700,500,0,"[583,3551,584]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5081,5254]","stance2",0,"Faridun Spearman",120,120,1395,[15129],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,26259,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,277912,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,277912,0,286,5,110,1028443341,0,1,0,""
487,"Metadata/Monsters/Mutewind/MutewindManSpearShieldCorroded",232,40,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[10408],1,"","",110,2,6,9,1,0,"[755,71,48,713,1087,31,714,118,1029]",120,[],105,105,700,500,0,"[583,3551,4981,4982]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5081,5249,5246]","",0,"Faridun Heavy Infantry",120,120,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,7564,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,278358,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,278358,0,286,5,110,1028443341,0,1,0,""
488,"Metadata/Monsters/Mutewind/MutewindManSpearShieldCorrodedPatrol",232,45,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[10408],1,"","",110,2,6,9,1,0,"[755,71,48,713,1087,31,714,118,1029]",120,[],105,105,700,500,0,"[583,3551,4981,4982]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5081,5249,5246]","stance2",0,"Faridun Heavy Infantry",120,120,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,49630,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,278816,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,278816,0,286,5,110,1028443341,0,1,0,""
489,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorroded__",225,41,2,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[583,3462,3650,3463,3651,3652,3653,3551,2822,2823]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5081,5254]","",0,"Faridun Spearwoman",110,110,1500,[15124],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,56672,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,279746,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,279746,0,286,4,105,1028443341,0,1,0,""
490,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedPatrol",225,40,2,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,1,0,"[755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[583,3462,3650,3463,3651,3652,3653,3551,2822,2823]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5081,5254]","stance2",0,"Faridun Spearwoman",110,110,1500,[15124],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,42628,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,280392,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,280392,0,286,4,105,1028443341,0,1,0,""
491,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorroded_",228,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[583,3464,3465,574,3551,3466,3467]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5081,5252]","",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,39869,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,281148,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,281148,0,286,4,105,1028443341,0,1,0,""
492,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorrodedPatrol",228,45,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[583,3464,3465,574,3551,3466,3467]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5081,5252]","stance2",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,12748,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,281654,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,281654,0,286,4,105,1028443341,0,1,0,""
493,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerCorroded__",229,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5081,5252]","",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,49180,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,282074,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,282074,0,286,4,103,1028443341,0,1,0,""
494,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerCorrodedPatrol_",229,45,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[583,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5081,5252]","stance2",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,57084,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,282504,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,282504,0,286,4,103,1028443341,0,1,0,""
495,"Metadata/Monsters/Mutewind/MutewindWomanJavelinCorroded",226,46,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[723,755,71,48,713,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[583,4695,4863,4862,4864,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5081,5254]","",0,"Faridun Javelineer",105,105,1500,[15127],[],15128,77,"","",0,[],[],[],"",1,4,122,0,0,135,61850,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,282978,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,282978,0,286,4,103,1028443341,0,1,0,""
496,"Metadata/Monsters/Mutewind/MutewindWomanJavelinCorrodedPatrol_",226,45,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,1,0,"[723,755,71,48,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[583,4695,4863,4862,4864,3551]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5081,5254]","stance2",0,"Faridun Javelineer",105,105,1500,[15127],[],15128,77,"","",0,[],[],[],"",1,4,122,0,0,135,59467,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,283450,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,283450,0,286,4,103,1028443341,0,1,0,""
497,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldCorroded_",227,37,2,6,20,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[71,48,754,713,1087,31,714,118,1029]",110,[],105,105,700,500,0,"[583,3551,4981,4982]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5081,5249,5205]","",0,"Faridun Infantry",110,110,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,6218,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,283902,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,283902,0,286,4,105,1028443341,0,1,0,""
498,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldCorrodedPatrol",227,37,2,6,19,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,1,0,"[71,48,754,713,1087,31,714,118,1029]",110,[],105,105,700,500,0,"[583,3551,4981,4982]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5081,5249,5205]","stance2",0,"Faridun Infantry",110,110,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,2141,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,284364,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,284364,0,286,4,105,1028443341,0,1,0,""
