"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","rid","rid"
415,"Metadata/Items/Gems/SkillGemBallLightning",18,1,1,"Ball Lightning","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,1,8662,609531350,[8487],"","","",[],[],"","","","","","","",[],93,""
416,"Metadata/Items/Gems/SkillGemBoneOffering",18,1,1,"Bone Offering","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,1,8628,261433704,[8487],"","","",[],[],"","","","","","","",[],311,""
417,"Metadata/Items/Gems/SkillGemHeraldOfAsh",18,1,1,"Herald of Ash","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],36,1,8669,3813140955,[8487],"","","",[],[],"","","","","","","",[],138,""
418,"Metadata/Items/Gems/SkillGemHeraldOfIce",18,1,1,"Herald of Ice","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],36,1,8668,1012816434,[8487],"","","",[],[],"","","","","","","",[],139,""
419,"Metadata/Items/Gems/SkillGemHeraldOfThunder",18,1,1,"Herald of Thunder","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],36,1,8670,400925501,[8487],"","","",[],[],"","","","","","","",[],141,""
420,"Metadata/Items/Gems/SkillGemBlasphemy",76,1,1,"Blasphemy","Metadata/Items/Gems/MetaSkillGem",27,"",[],1,"",[],36,1,8708,4221510997,[],"","","",[],[],"","","","","","","",[],"",""
421,"Metadata/Items/Gems/SkillGemInfernalCry",18,1,1,"Infernal Cry","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],36,1,8415,2994966052,[8487],"","","",[],[],"","","","","","","",[],"",""
422,"Metadata/Items/Gems/SkillGemSeismicCry",18,1,1,"Seismic Cry","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,1,8827,2414923194,[8487],"","","",[],[],"","","","","","","",[],291,""
423,"Metadata/Items/Gems/SkillGemRollingMagma",18,1,1,"Rolling Magma","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[300,301]",36,1,8696,1573718803,[8487],"","","",[],[],"","","","","","","",[],"",""
424,"Metadata/Items/Gems/SkillGemFrostBomb",18,1,1,"Frost Bomb","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[301],36,1,8700,3976132650,[8487],"","","",[],[],"","","","","","","",[],131,""
425,"Metadata/Items/Gems/SkillGemOrbOfStorms",18,1,1,"Orb of Storms","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[301],36,1,8705,1798282057,[8487],"","","",[],[],"","","","","","","",[],160,""
426,"Metadata/Items/Gems/SkillGemEarthquake",18,1,1,"Earthquake","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,8717,3019601397,[8487],"","","",[],[],"","","","","","","",[],117,""
427,"Metadata/Items/Gems/SkillGemContagion",18,1,1,"Contagion","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[301],36,1,8709,910679542,[8487],"","","",[],[],"","","","","","","",[],106,""
428,"Metadata/Items/Gems/SkillGemWither",18,1,1,"Wither","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,1069933793,[8487],"","","",[],[],"","","","","","","",[],243,""
429,"Metadata/Items/Gems/SkillGemEssenceDrain",18,1,1,"Essence Drain","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],36,1,8711,2062255686,[8487],"","","",[],[],"","","","","","","",[],119,""
430,"Metadata/Items/Gems/SkillGemSunder",18,1,1,"Sunder","Metadata/Items/Gems/ActiveSkillGem",32,"",[],1,"",[],36,1,8719,3663821665,[8487],"","","",[],[],"","","","","","","",[],191,""
431,"Metadata/Items/Gems/SkillGemFrostbolt",18,1,1,"Frostbolt","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"","[300,301]",36,1,8722,1869584817,[8487],"","","",[],[],"","","","","","","",[],129,""
432,"Metadata/Items/Gems/SkillGemDarkPact",18,1,1,"Dark Pact","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,2629953453,[8487],"","","",[],[],"","","","","","","",[],"",""
433,"Metadata/Items/Gems/SkillGemVulnerability",18,1,1,"Vulnerability","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],36,1,8502,3218957105,[8487],"","","",[],[],"","","","","","","",[],"",""
434,"Metadata/Items/Gems/SkillGemSoulrend",18,1,1,"Soulrend","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,3558288695,[8487],"","","",[],[],"","","","","","","",[],251,""
435,"Metadata/Items/Gems/SupportGemCloseCombat",19,1,1,"Close Combat","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],36,1,8783,947240231,[],"","","",[],[],"","","","","","","",[],"",""
436,"Metadata/Items/Gems/SkillGemPlagueBearer",18,1,1,"Plague Bearer","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],36,1,8801,1564750657,[8487],"","","",[],[],"","","","","","","",[],324,""
437,"Metadata/Items/Gems/SkillGemArtilleryBallista",18,1,1,"Artillery Ballista","Metadata/Items/Gems/ActiveSkillGem",32,"",[],1,"",[],36,1,8816,3077588968,[8487],"","","",[],[],"","","","","","","",[],274,""
438,"Metadata/Items/Gems/SkillGemEarthshatter",18,1,1,"Earthshatter","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],36,1,8834,3597392700,[8487],"","","",[],[],"","","","","","","",[],301,""
439,"Metadata/Items/Gems/SkillGemSigilOfPower",18,1,1,"Sigil of Power","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,1231365832,[8487],"","","",[],[],"","","","","","","",[],307,""
440,"Metadata/Items/Gems/SkillGemFlameWall",18,1,1,"Flame Wall","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,8835,4055110113,[8487],"","","",[],[],"","","","","","","",[],305,""
441,"Metadata/Items/Gems/SkillGemHexblast",18,1,1,"Hexblast","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,1,8840,1931224021,[8487],"","","",[],[],"","","","","","","",[],142,""
442,"Metadata/Items/Gems/SkillGemExsanguinate",18,1,1,"Exsanguinate","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,2105729007,[8487],"","","",[],[],"","","","","","","",[],330,""
443,"Metadata/Items/Gems/SkillGemReap",18,1,1,"Reap","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,244215529,[8487],"","","",[],[],"","","","","","","",[],"",""
444,"Metadata/Items/Gems/SkillGemBoneshatter",18,1,1,"Boneshatter","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,8880,1445469227,[8487],"","","",[],[],"","","","","","","",[],349,""
445,"Metadata/Items/Gems/SkillGemEyeOfWinter",18,1,1,"Eye of Winter","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],36,1,8878,3061768710,[8487],"","","",[],[],"","","","","","","",[],338,""
446,"Metadata/Items/Gems/SkillGemTornado",18,1,1,"Tornado","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,8888,542936049,[8487],"","","",[],[],"","","","","","","",[],341,""
447,"Metadata/Items/Gems/SkillGemLightningConduit",18,1,1,"Lightning Conduit","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],36,1,8898,175187259,[],"","","",[],[],"","","","","","","",[],356,""
448,"Metadata/Items/Gems/SkillGemGalvanicField",18,1,1,"Galvanic Field","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,15429,1195512806,[],"","","",[],[],"","","","","","","",[],354,""
449,"Metadata/Items/Gems/SkillGemVolcanicFissure",18,1,1,"Volcanic Fissure","Metadata/Items/Gems/ActiveSkillGem",32,"",[],1,"",[],36,1,8901,3147616260,[],"","","",[],[],"","","","","","","",[],"",""
450,"Metadata/Items/Gems/SkillGemRapidAssault",18,1,1,"Rapid Assault","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],36,1,8917,147092379,[2703],"","","",[],[],"","","","","","","",[],"",""
451,"Metadata/Items/Gems/SkillGemSpearImpale",18,1,1,"Impale","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],36,1,8916,2393076115,[2703],"","","",[],[],"","","","","","","",[],"",""
452,"Metadata/Items/Gems/SkillGemSpearPuncture",18,1,1,"Puncture","Metadata/Items/Gems/ActiveSkillGem",7,"",[],1,"",[],36,1,8915,2309758922,[2703],"","","",[],[],"","","","","","","",[],"",""
453,"Metadata/Items/Gems/SkillGemWhirlingSlash",18,1,1,"Whirling Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,1,8919,2017960550,[2703],"","","",[],[],"","","","","","","",[],"",""
454,"Metadata/Items/Gems/SkillGemSpearfield",18,1,1,"Spearfield","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],36,1,8920,678360481,[2703],"","","",[],[],"","","","","","","",[],"",""
455,"Metadata/Items/Gems/SkillGemDemonMagus",76,1,1,"Demon Magus","Metadata/Items/Gems/MetaSkillGem",51,"",[],1,"",[],36,0,8977,328424262,[],"","","",[],[],"","","","","","","",[],"",""
456,"Metadata/Items/Gems/SkillGemStormSpear",18,1,1,"Storm Spear","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8922,1315791356,[],"","","",[],[],"","","","","","","",[],"",""
457,"Metadata/Items/Gems/SkillGemBlazingLance",18,1,1,"Blazing Lance","Metadata/Items/Gems/ActiveSkillGem",53,"",[],1,"",[],36,0,8923,3280479781,[],"","","",[],[],"","","","","","","",[],"",""
458,"Metadata/Items/Gems/SkillGemAxeChop",18,1,1,"[DNT] Axe Chop","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8410,3087763255,[],"","","",[],[],"","","","","","","",[],"",""
459,"Metadata/Items/Gems/SkillGemAxeSlash",18,1,1,"[DNT] Axe Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8408,2356428862,[],"","","",[],[],"","","","","","","",[],"",""
460,"Metadata/Items/Gems/SkillGemWhirlingAssault",18,1,1,"Whirling Assault","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,0,8945,4205828030,[],"","","",[],[],"","","","","","","",[],"",""
461,"Metadata/Items/Gems/SkillGemRollingSlam",18,1,1,"Rolling Slam","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8949,984173153,[],"","","",[],[],"","","","","","","",[],"",""
462,"Metadata/Items/Gems/SkillGemEscapeShot",18,1,1,"Escape Shot","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,9156,1043432747,[],"","","",[],[],"","","","","","","",[],"",""
463,"Metadata/Items/Gems/SkillGemSuperchargedSlam",18,1,1,"Supercharged Slam","Metadata/Items/Gems/ActiveSkillGem",42,"",[],1,"",[],36,0,8734,2342028475,[],"","","",[],[],"","","","","","","",[],"",""
464,"Metadata/Items/Gems/SkillGemEvasiveStrike",18,1,1,"[DNT] Evasive Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8421,149309812,[],"","","",[],[],"","","","","","","",[],"",""
465,"Metadata/Items/Gems/SkillGemWindBlast",18,1,1,"Wind Blast","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],36,0,8941,1053939761,[],"","","",[],[],"","","","","","","",[],"",""
466,"Metadata/Items/Gems/SkillGemBladeDance",18,1,1,"[DNT] Blade Dance","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8420,1991434212,[],"","","",[],[],"","","","","","","",[],"",""
467,"Metadata/Items/Gems/SkillGemClawRake",18,1,1,"[DNT] Claw Rake","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8420,2033723455,[],"","","",[],[],"","","","","","","",[],"",""
468,"Metadata/Items/Gems/SkillGemSpinningFlail",18,1,1,"[DNT] Spinning Flail","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8484,3638998780,[],"","","",[],[],"","","","","","","",[],"",""
469,"Metadata/Items/Gems/SkillGemAxeExecute",18,1,1,"[DNT] Axe Execute","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8410,2394721776,[],"","","",[],[],"","","","","","","",[],"",""
470,"Metadata/Items/Gems/SkillGemAxeLeapingChop",18,1,1,"[DNT] Axe Leaping Chop","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8410,612185712,[],"","","",[],[],"","","","","","","",[],"",""
471,"Metadata/Items/Gems/SkillGemAxeWhirlingSlash",18,1,1,"[DNT] Axe Whirling Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8410,1294479656,[],"","","",[],[],"","","","","","","",[],"",""
472,"Metadata/Items/Gems/SkillGemAxeRaisedChop",18,1,1,"[DNT] Axe Raised Chop","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8410,1477644970,[],"","","",[],[],"","","","","","","",[],"",""
473,"Metadata/Items/Gems/SkillGemAxeHeavyCleave",18,1,1,"[DNT] Axe Heavy Cleave","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8410,303020895,[],"","","",[],[],"","","","","","","",[],"",""
474,"Metadata/Items/Gems/SkillGemKnifeFlip",18,1,1,"[DNT] Knife Flip","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8570,2826553733,[],"","","",[],[],"","","","","","","",[],"",""
475,"Metadata/Items/Gems/SkillGemWaveOfFrost",18,1,1,"Wave of Frost","Metadata/Items/Gems/ActiveSkillGem",23,"",[],1,"",[],36,0,8940,3043451501,[],"","","",[],[],"","","","","","","",[],"",""
476,"Metadata/Items/Gems/SkillGemSwordLunge",18,1,1,"[DNT] Sword Lunge","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8752,3289768116,[],"","","",[],[],"","","","","","","",[],"",""
477,"Metadata/Items/Gems/SkillGemSwordLeapSlash",18,1,1,"[DNT] Sword Leap Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],36,0,8751,992015000,[],"","","",[],[],"","","","","","","",[],"",""
478,"Metadata/Items/Gems/SkillGemIceStrike",18,1,1,"Ice Strike","Metadata/Items/Gems/ActiveSkillGem",15,"",[],1,"",[],36,0,8939,3811781277,[],"","","",[],[],"","","","","","","",[],"",""
479,"Metadata/Items/Gems/SkillGemBearMaul",18,1,1,"Maul","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,8953,4046979488,[],"","","",[],[],"","","","","","","",[],"",""
480,"Metadata/Items/Gems/SkillGemChaosbolt",18,1,1,"Chaos Bolt","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,15429,1526714176,[],"","","",[],[],"","","","","","","",[],"",""
481,"Metadata/Items/Gems/SkillGemFirebolt",18,1,1,"Firebolt","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],36,0,15429,2256574615,[],"","","",[],[],"","","","","","","",[],"",""
482,"Metadata/Items/Jewels/JewelTimeless",41,1,1,"Timeless Jewel","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,137,136,135,33]",11,1,12728,1920729052,[8332],"",8361,"",[],[],"","","","","","","",[],"",""
483,"Metadata/Items/Jewels/JewelStr",41,1,1,"Ruby","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,135]",11,1,11029,1074674360,[],"","","",[],[],"","","","","","","",[],"",""
484,"Metadata/Items/Jewels/JewelDex",41,1,1,"Emerald","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,136]",11,1,11030,1065669911,[],"","","",[],[],"","","","","","","",[],"",""
485,"Metadata/Items/Jewels/JewelInt",41,1,1,"Sapphire","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,137]",11,1,11031,4200869335,[],"","","",[],[],"","","","","","","",[],"",""
486,"Metadata/Items/Jewels/JewelDiamond",41,1,1,"Diamond","Metadata/Items/Jewels/AbstractJewel",20,"",[],1,"","[134,33]",11,1,11031,419865063,[],"","","",[],[],"","","","","","","",[],"",""
487,"Metadata/Items/Jewels/JewelRadiusStr",41,1,1,"Time-Lost Ruby","Metadata/Items/Jewels/AbstractJewel",20,"",[1740],1,"","[134,33,1098,1101]",11,1,11032,1337855355,[],"","","",[],[],"","","","","","","",[],"",""
488,"Metadata/Items/Jewels/JewelRadiusDex",41,1,1,"Time-Lost Emerald","Metadata/Items/Jewels/AbstractJewel",20,"",[1740],1,"","[134,33,1099,1101]",11,1,11033,1138781126,[],"","","",[],[],"","","","","","","",[],"",""
489,"Metadata/Items/Jewels/JewelRadiusInt",41,1,1,"Time-Lost Sapphire","Metadata/Items/Jewels/AbstractJewel",20,"",[1740],1,"","[134,33,1100,1101]",11,1,11034,3896847110,[],"","","",[],[],"","","","","","","",[],"",""
490,"Metadata/Items/Jewels/JewelRadiusDiamond",41,1,1,"Time-Lost Diamond","Metadata/Items/Jewels/AbstractJewel",20,"",[1741],1,"","[134,33,1101]",11,1,11034,295950615,[],"","","",[],[],"","","","","","","",[],"",""
491,"Metadata/Items/SoulCores/RuneFire",104,1,1,"Desert Rune","Metadata/Items/SoulCores/AbstractSoulCore",5,"",[],1,"",[],36,0,11035,1021849378,[],"","","",[],[],"","","","","","","",[],"",""
492,"Metadata/Items/SoulCores/RuneCold",104,1,1,"Glacial Rune","Metadata/Items/SoulCores/AbstractSoulCore",5,"",[],1,"",[],36,0,11036,3293195962,[],"","","",[],[],"","","","","","","",[],"",""
493,"Metadata/Items/SoulCores/RuneLightning",104,1,1,"Storm Rune","Metadata/Items/SoulCores/AbstractSoulCore",5,"",[],1,"",[],36,0,11037,3737721112,[],"","","",[],[],"","","","","","","",[],"",""
494,"Metadata/Items/SoulCores/RuneEnhance",104,1,1,"Iron Rune","Metadata/Items/SoulCores/AbstractSoulCore",5,"",[],1,"",[],36,0,11038,4171375294,[],"","","",[],[],"","","","","","","",[],"",""
495,"Metadata/Items/SoulCores/RuneLife",104,1,1,"Body Rune","Metadata/Items/SoulCores/AbstractSoulCore",16,"",[],1,"",[],36,0,11039,1098402030,[],"","","",[],[],"","","","","","","",[],"",""
496,"Metadata/Items/SoulCores/RuneMana",104,1,1,"Mind Rune","Metadata/Items/SoulCores/AbstractSoulCore",16,"",[],1,"",[],36,0,11040,1007602240,[],"","","",[],[],"","","","","","","",[],"",""
497,"Metadata/Items/SoulCores/RuneLifeRecovery",104,1,1,"Rebirth Rune","Metadata/Items/SoulCores/AbstractSoulCore",30,"",[],1,"",[],36,0,11041,583681527,[],"","","",[],[],"","","","","","","",[],"",""
498,"Metadata/Items/SoulCores/RuneManaRecovery",104,1,1,"Inspiration Rune","Metadata/Items/SoulCores/AbstractSoulCore",30,"",[],1,"",[],36,0,11042,2726316480,[],"","","",[],[],"","","","","","","",[],"",""
499,"Metadata/Items/SoulCores/RuneStun",104,1,1,"Stone Rune","Metadata/Items/SoulCores/AbstractSoulCore",21,"",[],1,"",[],36,0,11043,93564251,[],"","","",[],[],"","","","","","","",[],"",""
500,"Metadata/Items/SoulCores/RuneAccuracy",104,1,1,"Vision Rune","Metadata/Items/SoulCores/AbstractSoulCore",33,"",[],1,"",[],36,0,11044,551486065,[],"","","",[],[],"","","","","","","",[],"",""
501,"Metadata/Items/SoulCores/SoulCoreChaos",104,1,1,"Soul Core of Tacati","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1095]",36,0,11045,3961207827,[],"","","",[],[],"","","","","","","",[],"",""
502,"Metadata/Items/SoulCores/SoulCoreBleed",104,1,1,"Soul Core of Opiloti","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1095]",36,0,11046,2387665904,[],"","","",[],[],"","","","","","","",[],"",""
503,"Metadata/Items/SoulCores/SoulCoreMaxLife",104,1,1,"Soul Core of Jiquani","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11047,4026755876,[],"","","",[],[],"","","","","","","",[],"",""
504,"Metadata/Items/SoulCores/SoulCoreMaxMana",104,1,1,"Soul Core of Zalatl","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11048,1867769642,[],"","","",[],[],"","","","","","","",[],"",""
505,"Metadata/Items/SoulCores/SoulCoreEnlighten",104,1,1,"Soul Core of Citaqualotl","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1095]",36,0,11049,3616195430,[],"","","",[],[],"","","","","","","",[],"",""
506,"Metadata/Items/SoulCores/SoulCoreIgnite",104,1,1,"Soul Core of Puhuarte","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1097]",36,0,11050,1973997578,[],"","","",[],[],"","","","","","","",[],"",""
507,"Metadata/Items/SoulCores/SoulCoreFreeze",104,1,1,"Soul Core of Tzamoto","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1097]",36,0,11051,217501485,[],"","","",[],[],"","","","","","","",[],"",""
508,"Metadata/Items/SoulCores/SoulCoreShock",104,1,1,"Soul Core of Xopec","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1097]",36,0,11052,1658552660,[],"","","",[],[],"","","","","","","",[],"",""
509,"Metadata/Items/SoulCores/SoulCoreLight",104,1,1,"Soul Core of Azcapa","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1097]",36,0,11053,3025715801,[],"","","",[],[],"","","","","","","",[],"",""
510,"Metadata/Items/SoulCores/SoulCoreElemental",104,1,1,"Soul Core of Topotante","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1095]",36,0,11054,3285099634,[],"","","",[],[],"","","","","","","",[],"",""
511,"Metadata/Items/SoulCores/SoulCoreSpeed",104,1,1,"Soul Core of Quipolatl","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11055,870709645,[],"","","",[],[],"","","","","","","",[],"",""
512,"Metadata/Items/SoulCores/SoulCoreCrit",104,1,1,"Soul Core of Ticaba","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11056,3843339046,[],"","","",[],[],"","","","","","","",[],"",""
513,"Metadata/Items/SoulCores/SoulCoreStrength",104,1,1,"Soul Core of Atmohua","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11056,1781047460,[],"","","",[],[],"","","","","","","",[],"",""
514,"Metadata/Items/SoulCores/SoulCoreDexterity",104,1,1,"Soul Core of Cholotl","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11056,310844836,[],"","","",[],[],"","","","","","","",[],"",""
515,"Metadata/Items/SoulCores/SoulCoreIntelligence",104,1,1,"Soul Core of Zantipi","Metadata/Items/SoulCores/AbstractSoulCore",35,"",[],2,"","[1094,1096]",36,0,11056,4256460791,[],"","","",[],[],"","","","","","","",[],"",""
516,"Metadata/Items/Maps/MapKeyTier1",35,1,1,"Waystone (Tier 1)","Metadata/Items/Maps/AbstractMap",58,"",[],1,"",[1084],6,0,15513,252071925,[],"","","",[],[],"","","","","","","",[],"",""
517,"Metadata/Items/Maps/MapKeyTier2",35,1,1,"Waystone (Tier 2)","Metadata/Items/Maps/AbstractMap",66,"",[],1,"","[70,1084]",6,0,15514,647052323,[],"","","",[],[],"","","","","","","",[],"",""
518,"Metadata/Items/Maps/MapKeyTier3",35,1,1,"Waystone (Tier 3)","Metadata/Items/Maps/AbstractMap",67,"",[],1,"","[70,1084]",6,0,15515,1843520011,[],"","","",[],[],"","","","","","","",[],"",""
519,"Metadata/Items/Maps/MapKeyTier4",35,1,1,"Waystone (Tier 4)","Metadata/Items/Maps/AbstractMap",68,"",[],1,"","[70,1084]",6,0,15516,1468321305,[],"","","",[],[],"","","","","","","",[],"",""
520,"Metadata/Items/Maps/MapKeyTier5",35,1,1,"Waystone (Tier 5)","Metadata/Items/Maps/AbstractMap",69,"",[],1,"","[70,1084]",6,0,15517,3086438645,[],"","","",[],[],"","","","","","","",[],"",""
521,"Metadata/Items/Maps/MapKeyTier6",35,1,1,"Waystone (Tier 6)","Metadata/Items/Maps/AbstractMap",70,"",[],1,"","[70,1085]",6,0,15518,891332320,[],"","","",[],[],"","","","","","","",[],"",""
