"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
7314,"UniqueTwoHandAxe1","Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe11Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/uniques/KaomsPrimacyDrop.ao",538,-2079,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/uniques/KaomsPrimacy.ao",[],[],[],[],[],[],[],"","","","","","","",1,10,"[853,1181]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7315,"UniqueOneHandSword1","Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword1Unique.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword1.ao",533,-10020,"Art/Models/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword1.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,"[864,1226]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7316,"UniqueAmulet1","Art/2DItems/Amulets/Amulet5Unique.dds","Metadata/Items/Amulets/Amulet.ao",693,-30855,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1243],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7317,"UniqueRing1","Art/2DItems/Rings/Ring1Unique.dds","Metadata/Items/Rings/Ring.ao",666,-50,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1122],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7318,"UniqueRing2","Art/2DItems/Rings/Ring2Unique.dds","Metadata/Items/Rings/Ring.ao",666,28070,"",[],[],[],[],[],[],[],"","","","","","","","",17,"[1182,1524]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7319,"UniqueRing3","Art/2DItems/Rings/Ring4Unique.dds","Metadata/Items/Rings/Ring.ao",666,-15709,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1107],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7320,"UniqueBow1","Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow8unique.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/LioneyesGlareDrop.ao",662,32612,"Metadata/Items/Weapons/TwoHandWeapons/Bows/LioneyesGlareHeld.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,[1192],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7321,"UniqueAmulet2","Art/2DItems/Amulets/Amulet7Unique2.dds","Metadata/Items/Amulets/Amulet.ao",693,-10398,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7322,"UniqueBodyStrInt1","Art/2DItems/Armours/BodyArmours/StrInt3AUnique.dds","Metadata/Items/Armours/BodyArmours/BodyStrInt3A.ao",532,-612,"","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyDexInt.ao""]",[],"","","","","","","","",4,[1274],"[""Metadata/Items/Armours/BodyArmours/BodyStrInt3A/BodyStrInt3ABodyStrInt.ao""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[8740],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7323,"UniqueDagger1","Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger7unique.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger7.ao",685,-20614,"Art/Models/Items/Weapons/OneHandWeapons/Daggers/Dagger7.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[1150],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7324,"UniqueBow2","Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow1Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/UniqueBow1.ao",662,-31585,"Metadata/Items/Weapons/TwoHandWeapons/Bows/UniqueBow1Held.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,"[861,1236]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7325,"UniqueOneHandSword2","Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8Unique.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8.ao",533,-30151,"Art/Models/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[1156],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7326,"UniqueHelmetDexInt1","Art/2DItems/Armours/Helmets/MalachaisSimula.dds","Metadata/Items/Armours/Helmets/HelmetDexInt3.ao",671,-28133,"","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3Str.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3Dex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3Int.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3StrDex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3StrInt.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3DexInt.sm""]",[],"warrior_hairShape","","","swordman_hairShape","","","adventurer_hairShape","",17,[1198],"[""Art/Models/Items/Armours/Helmets/HelmetDexInt3/HelmetDexInt3StrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7327,"UniqueHelmetStr1","Art/2DItems/Armours/Helmets/EzomytePeak.dds","Metadata/Items/Armours/Helmets/EzomytePeakDrop.ao",671,-4877,"","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakDexInt.sm""]",[],"warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape","",17,[1159],"[""Art/Models/Items/Armours/Helmets/Uniques/EzomytePeak/EzomytePeakStrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7328,"UniqueBow3","Art/2DItems/Weapons/TwoHandWeapons/Bows/Deathsharp.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/UniqueBow3.ao",662,-17712,"Metadata/Items/Weapons/TwoHandWeapons/Bows/UniqueBow3Held.ao",[],[],[],[],[],[],[],"","","","","","","",6,12,"[860,1144]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7329,"UniqueStaff1","Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff4unique.dds","Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff4.ao",535,-32415,"Art/Models/Items/Weapons/TwoHandWeapons/Staves/Staff4.fmt",[],[],[],[],[],[],[],"","","","","","","",2,12,"[862,1262]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7330,"UniqueTwoHandMace1","Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6.ao",543,1531,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6.fmt",[],[],[],[],[],[],[],"","","","","","","",0,10,"[850,1171]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7331,"UniqueTwoHandMace2","Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace7Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/uniques/GeofrisBaptismDrop.ao",543,-23832,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandMaces/uniques/GeofrisBaptism.fmt",[],[],[],[],[],[],[],"","","","","","","",0,10,"[849,1163]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7332,"GeofriBossWeapon","Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace7Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/uniques/GeofrisBaptismDrop.ao",14,3718,"Art/Models/MONSTERS/SkeletonLarge/GeofrisBaptismGeofri.fmt",[],[],[],[],[],[],[],"","","","","","","",2,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7333,"UniqueTwoHandSword1","Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword5Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword5.ao",534,27030,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword5.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,"[847,1227]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7334,"UniqueTwoHandSword2","Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6Unique.dds","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6.ao",534,-29641,"Art/Models/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,"[846,1234]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8737],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7335,"UniqueRing4","Art/2DItems/Rings/Ring3Unique.dds","Metadata/Items/Rings/Ring.ao",666,-18209,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1152],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7336,"UniqueRing4x","Art/2DItems/Rings/Ring3Unique.dds","Metadata/Items/Rings/Ring.ao",666,30722,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1152],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],1,[7207],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7337,"UniqueRing5","Art/2DItems/Rings/Ring6Unique.dds","Metadata/Items/Rings/Ring.ao",666,-2925,"",[],[],[],[],[],[],[],"","","","","","","","",17,"[803,1154]",[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8741],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7338,"UniqueQuiver1","Art/2DItems/Quivers/QuiverUnique1.dds","Metadata/Items/Quivers/UniqueQuiver1.ao",664,-5156,"Art/Models/Items/Quivers/quiverunique_01.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[1121],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7339,"UniqueQuiver2","Art/2DItems/Quivers/QuiverUnique2.dds","Metadata/Items/Quivers/UniqueQuiver2.ao",664,17809,"Art/Models/Items/Quivers/quiverunique_02.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[1128],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7340,"UniqueAmulet3","Art/2DItems/Amulets/Amulet1Unique.dds","Metadata/Items/Amulets/Amulet.ao",693,3906,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1235],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7341,"UniqueAmulet5","Art/2DItems/Amulets/Amulet4Unique.dds","Metadata/Items/Amulets/Amulet.ao",693,6897,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1183],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7342,"UniqueAmulet5x","Art/2DItems/Amulets/Amulet4Unique.dds","Metadata/Items/Amulets/Amulet.ao",693,23563,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1183],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],1,[7208],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7343,"UniqueAmulet6","Art/2DItems/Amulets/Amulet7Unique.dds","Metadata/Items/Amulets/Amulet.ao",693,-12442,"",[],[],[],[],[],[],[],"","","","","","","","",17,[1158],[],[3100],"",[],"","","","","","","","","","","","","","","","","","",[8739],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7344,"UniqueBodyDex1","Art/2DItems/Armours/BodyArmours/BodyDex3CUnique.dds","Metadata/Items/Armours/BodyArmours/UniqueBodyDex1.ao",669,-394,"","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyDexInt.ao""]",[],"","","","","","","","",2,[1174],"[""Metadata/Items/Armours/BodyArmours/BodyDex4A/BodyDex4ABodyStrInt.ao""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[8740],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7345,"UniqueBodyStr1","Art/2DItems/Armours/BodyArmours/BodyStr3CUnique.dds","Metadata/Items/Armours/BodyArmours/KaomsHeartDrop.ao",532,-4028,"","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyDexInt.ao""]",[],"","","","","","","","",5,"[804,1180]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrInt.ao""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[8740],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7346,"UniqueBodyStr1x","Art/2DItems/Armours/BodyArmours/BodyStr3CUnique.dds","Metadata/Items/Armours/BodyArmours/KaomsHeartDrop.ao",532,-16258,"","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyDexInt.ao""]",[],"","","","","","","","",5,"[804,1180]","[""Metadata/Items/Armours/BodyArmours/BodyStr6A/BodyStr6ABodyStrInt.ao""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[8740],1,[7203],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7347,"UniqueDexHelmet1","Art/2DItems/Armours/Helmets/FairgravesTricorne.dds","Metadata/Items/Armours/Helmets/FairgravesTricorneDrop.ao",672,-17846,"","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneDexInt.sm""]",[],"warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape","",17,[1161],"[""Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneStrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7348,"UniqueDexHelmet2","Art/2DItems/Armours/Helmets/Heatshiver.dds","Metadata/Items/Armours/Helmets/HeatshiverDrop.ao",672,-28752,"Metadata/Effects/Microtransactions/head/heatshiver/heatshiver.ao","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5Str.sm""]","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5Dex.sm""]","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5Int.sm""]","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5StrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5StrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5DexInt.sm""]",[],"warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape","",17,[1169],"[""Art/Models/Items/Armours/Helmets/Old/HelmetDex5/HelmetDex5StrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7349,"UniqueIntHelmet1","Art/2DItems/Armours/Helmets/CrownofThorns.dds","Metadata/Items/Armours/Helmets/HelmetInt1.ao",672,5018,"","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1Str.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1Dex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1Int.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1StrDex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1StrInt.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1DexInt.sm""]",[],"","","","","","","","",17,[1139],"[""Art/Models/Items/Armours/Helmets/HelmetInt1/HelmetInt1StrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7350,"UniqueIntHelmet2","Art/2DItems/Armours/Helmets/HyrrisMark.dds","Metadata/Items/Armours/Helmets/HelmetInt2.ao",671,-9078,"","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2Str.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2Dex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2Int.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2StrDex.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2StrInt.sm""]","[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2DexInt.sm""]",[],"","","","swordman_hairShape","","","","",17,[1110],"[""Art/Models/Items/Armours/Helmets/HelmetInt2/HelmetInt2StrInt.sm""]",[3100],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
