"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
196,"summon_ice_elemental","Summon Ice Golem","Summons an Ice Golem that grants you increased Critical Strike Chance and Accuracy. The Ice Golem can use an icy barrage spell and a chilling spinning dash in addition to its melee attack.",155,"Art/2DArt/SkillIcons/IceElementalSummon.dds",[1],"[31,29,15,5,17,21,1,14,13,50,76,89]",[],"","",1,"","",25,1,[4939],[3219],"[0,19,20,2,56,1,6,33,23,67]",1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
197,"summon_fire_elemental","Summon Flame Golem","Summons a Flame Golem that grants you increased Damage. The Flame Golem can use a fire spray, a wave of fire damage, and an explosive arcing projectile.",156,"Art/2DArt/SkillIcons/FireElementalSummon.dds",[1],"[31,28,15,5,17,21,1,14,13,50,76,89]",[],"","",1,"","",25,1,[4939],[3219],"[6,7,2,56,1]",1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
198,"ice_crash","Ice Crash","Slam the ground, damaging enemies in an area around the impact in three stages. Enemies take slightly less damage on the second and third stage.",157,"Art/2DArt/SkillIcons/IceCrash.dds","[1,2]","[0,7,19,29,23,91,14]",[83],"","",1,"","",25,1,"[3876,4116,4033,17337]","[24,436,423,17262]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
199,"death_explode","","",158,"",[4],"[1,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
200,"miner_excavate_elemental","","",159,"",[15],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
201,"wait","","",160,"",[4],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
202,"new_shock_nova","Shock Nova","Unleashes a [Nova] of [Lightning] damage to [Electrocute] enemies.",161,"Art/2DArt/SkillIcons/ShockNova.dds",[4],"[1,6,7,13,14,15,21,31,30,69,71,83,55,139]",[],"","",1,"NewShockNova","",25,1,"[3878,4038,17335]","[24,423,4810]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
203,"flame_dash","Flame Dash","Teleport to a location, damaging enemies and leaving a trail of burning ground in your wake. Shares a cooldown with other Blink skills.",162,"Art/2DArt/SkillIcons/FlameDash.dds","[2,1,20,25]","[1,33,6,34,8,14,31,28,13,15,78,79,89]",[],"","",1,"FlameDash","",25,1,"[4196,3895]","[3219,24]",[],1,1,[],8,0,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
204,"piety_corrupted_lightning_beam","","",163,"",[11],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
205,"vigilant_strike","Vigilant Strike","Attacks enemies with a powerful melee strike which grants Fortification, reducing damage you take from hits. The cooldown can be bypassed by expending an Endurance Charge.",164,"Art/2DArt/SkillIcons/VigilantStrike.dds","[1,2]","[0,4,19,23,20,43,89,172]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"VigilantStrike","",25,1,"[3893,4170,3168,17359]","[24,2858,5617,7566]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
206,"frost_blades","Frost Blades","Attack enemies with increased range, releasing icy blades from the first enemy hit which fly at other enemies.",165,"Art/2DArt/SkillIcons/IceStrike.dds","[1,2]","[0,2,20,23,19,29,40,81]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"","",25,1,"[3454,3452,3453,5484,5194,17334]","[166,24,169,5485,12645,4810]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
207,"vulture_leap_slam","Leap Slam","Jump into the air, damaging enemies (and knocking back some) with your weapon where you land. Enemies you would land on are pushed out of the way.",11,"Art/2DArt/SkillIcons/iconleapslam.dds",[16],"[0,7,19,23,33,78,91,14]","[9,11,12,32,14,15,16,17,57]","Long ago, the marauders of Oriath perfected a devastating battle technique - the ferocious Leap Slam. With a guttural cry, the leaper hurtles forward and smashes the ground at the feet of the enemy. The force from this blow deals substantial damage in a circle around the targeted spot, and will even knock back and stun. The Leap Slam is useful not only as an offensive technique, but also because it can serve, in a pinch, to escape from danger. The Marauders of Oriath were famous for attacking their foes from above, leaping down from high ledges to crush their enemies' skulls.","http://s3.amazonaws.com/pathofexile/image/skills/strength/leap_slam.jpg",1,"LeapSlam","",25,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
208,"fire_mortar","Rolling Magma","Lob a fiery orb that deals area damage as it hits the ground. The skill [Chain|Chains], bouncing forward to deal damage multiple times. The number of  [Chain|Chains] is refreshed when passing through a Flame Wall.",166,"Art/2DArt/SkillIcons/SorceressRollingMagma.dds","[1,2]","[1,6,7,13,15,14,31,28,2,56,21,69,71,139]",[],"","",1,"","",25,1,"[3835,4090,4014,5433,11161,11164,17347,17348]","[24,166,423,167,11162,11165,17270,3736]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/fire_mortar/"
209,"new_punishment","Punishment","Curses all targets in an area, causing them to be debilitated when they hit enemies and increasing damage they take while on low life.",167,"Art/2DArt/SkillIcons/punishment.dds","[1,2]","[1,7,8,13,14,15,21,31,55,68,69,71]",[],"","",1,"NewPunishment",1,25,1,"[4144,4176,14408]","[1348,209,13340]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
210,"vaal_arctic_armour","Vaal Arctic Armour","Immediately encases you in ice, protecting you for a duration or until you take damage from a number of hits, and also grants a buff once the cast time has finished. You cannot move or perform non-instant actions while in the ice. When the ice breaks, the buff is also removed.",168,"Art/2DArt/SkillIcons/Iceshield.dds",[4],"[1,4,8,29,37]",[],"","",1,"VaalArcticArmour","",25,1,[4226],[4363],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
211,"wild_strike","Wild Strike","Your melee weapon strikes enemies, converting physical damage to a random element. Then, depending on the element chosen, it releases a fiery explosion, an arcing bolt of lightning, or an icy wave. It will avoid choosing the same element twice in a row.",169,"Art/2DArt/SkillIcons/ElementalStrike.dds","[1,2]","[0,20,23,19,30,29,28,2,7,18,40,81,101]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"","",25,1,"[3880,4129,4031,17336]","[24,9916,423,17261]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
212,"invisible_fire","","",170,"",[4],"[1,4,7,14,24,31,34,28,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
213,"mortar_with_ground_effects","Mortar","Like monster mortar skill, but leaves a ground effect on impact.",171,"","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
214,"piety_reverse_cleave","Piety Reverse Cleave","",172,"",[2],"[0,7,19,34]",[],"","",1,"PietyReverseCleave","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
215,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.",173,"Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2]","[1,7,13,15,14,6,31,21,55,69,71,27,8]",[],"","",1,"Bladefall","",25,1,"[4231,3913,4215]","[541,24,423]",[],1,1,[17444],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
216,"labyrinth_boss_rain_of_blades","Rain Of Blades","",173,"Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[1,7,13,15,14,6,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
217,"frost_bomb","Frost Bomb","Creates a pulsing [Orb] of frost. Each pulse inflicts [Cold|Cold] [Exposure|Exposure] on nearby enemies. When the [Orb]'s duration ends, it explodes, dealing [Cold|Cold] damage to surrounding enemies.",174,"Art/2DArt/SkillIcons/SorceressFrostBomb.dds","[1,20,24,28]","[1,7,8,29,6,21,14,13,15,31,55,71,89,99,124,139]",[],"","",1,"FrostBomb",1,25,1,"[4203,3917,4218,7531]","[3219,24,423,162]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/FrostBomb.bk2",344,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/frost_bomb/"
218,"unique_animate_weapon_1h","Manifest Dancing Dervish","Manifests a Dancing Dervish to fight by your side. While manifested, you have Onslaught and cannot use the original item. Cannot be supported by supports that would create other minions.",175,"Art/2DArt/BuffIcons/RhysSword.dds",[4],"[1,5,17,31,49,60,76,89,36]",[],"","",1,"UniqueAnimateWeapon","",25,"",[],[],"[0,19,7,33]",1,"",[],8,"","","",[],"","","","",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
219,"unique_animate_weapon","Manifest Dancing Dervishes","Manifests two Dancing Dervishes to fight by your side. While a Dancing Dervish is manifested, you have Onslaught and cannot use the original item. Cannot be supported by supports that would create other minions.",175,"Art/2DArt/BuffIcons/RhysSword.dds",[4],"[1,5,17,31,49,60,76,89,36]",[],"","",1,"UniqueAnimateWeapon","",25,"",[],[],"[0,19,7,33]",1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
220,"orb_of_storms","Orb of Storms","Creates an [Orb|Orb] of electricity that fires [Chain|Chaining] [Lightning] bolts at nearby enemies.",176,"Art/2DArt/SkillIcons/SorceressOrbOfStorms.dds",[1],"[1,6,30,7,18,31,13,15,14,71,99,139,143,8,150]",[],"","",1,"OrbOfStorms","",25,1,"[3918,4232,4219,7511]","[24,541,423,210]",[],1,1,[],8,9,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/orb_of_storms/"
221,"lb_retractable_trap","","",177,"",[1],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
222,"summon_rock_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.",178,"Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[31,15,5,17,21,1,14,13,50,27,76,76,89]",[],"","",1,"SummonRockGolem","",25,1,[4939],[3219],"[0,19,20,33,7,23]",1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
223,"whirling_leap","Whirling Leap","",179,"",[16],"[0,7,19,33]",[],"","",1,"WhirlingLeap","",25,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
224,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and leaving behind [JaggedGround|Jagged Ground] that slows enemies. The [JaggedGround|Jagged Ground] erupts in a powerful [Aftershock] after a duration. Cannot create [JaggedGround|Jagged Ground] on top of an existing patch, or if you already have the maximum number of active patches.",180,"Art/2DArt/SkillIcons/BruteEarthquake.dds","[1,2]","[0,7,19,23,8,91,31,14,167]","[17,12]","","",1,"Earthquake","",25,1,"[3915,4189,4217,11572,17329]","[24,209,423,11571,17256]",[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",434,"","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/earthquake/statset_0/"
225,"vaal_earthquake","Vaal Earthquake","",181,"Art/2DArt/SkillIcons/BruteEarthquake.dds","[1,2]","[0,7,19,8,37,91,14]","[17,12]","","",1,"VaalEarthquake","",25,1,"[3915,4189,4217,11572,17329]","[24,209,423,11571,17256]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
226,"vaal_earthquake_footstep","Vaal Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks.",182,"Art/2DArt/SkillIcons/BruteEarthquake.dds","[1,2]","[0,7,19,8,37,91,14]","[17,12]","","",1,"VaalEarthquakeFootstep","",25,1,"[3915,4189,4217,11572,17329]","[24,209,423,11571,17256]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
227,"earthquake_triggerable","","",180,"","[1,2]","[0,7,19,23,8,36,31,91]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
228,"contagion","Contagion","Afflicts a single enemy with a [Debuff] that deals [Chaos|Chaos] damage over time. If the enemy dies while affected by Contagion, it and all other [Chaos|Chaos] damage over time [Debuff|Debuffs] spread to nearby enemies and refresh their durations. Reanimating or detonating a corpse affected by Contagion will cause the [Minion] or explosion to\nspread Contagion on hit.",183,"Art/2DArt/SkillIcons/WitchContagion.dds","[1,2,20,28]","[1,7,8,13,14,34,41,21,31,15,48,69,71,139]",[],"","",1,"Contagion",1,25,1,"[3911,4185,4212]","[24,209,423]",[],1,1,[17430],8,5,"","","[16,10,11,17,12,13]","","",1,"",-16843010,-16843010,"",394,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/contagion/"
229,"wither","Wither","Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.",184,"Art/2DArt/SkillIcons/Wither.dds","[1,2]","[1,7,8,14,41,71]",[],"","",1,"Wither","",25,1,"[4187,4213]","[209,423]",[],1,1,[],8,"","","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
230,"wither_channel","Wither","Channels a debilitating hex that [Withered|Withers] enemies in the area.",185,"Art/2DArt/SkillIcons/Wither.dds","[1,18,17]","[1,7,8,14,41,47,71,139]",[],"","",1,"Wither","",25,1,"[4187,4213]","[209,423]",[],1,1,[],8,"","","Metadata/Monsters/Totems/WitherTotem.ais",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
231,"essence_drain","Essence Drain","Fires a [Projectile|Projectile] that applies a powerful [Chaos|Chaos] damage over time debuff to enemies it hits.",186,"Art/2DArt/SkillIcons/WitchEssenceDrain.dds","[1,2]","[1,2,56,8,14,21,34,41,6,31,69,13,15,139]",[],"","",1,"EssenceDrain","",25,1,"[3910,4186,17740,17741]","[24,209,169,167]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"",399,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/essence_drain/"
232,"revive_after_duration","","",187,"",[4],"[1,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
233,"summon_specific_monsters_in_front","","",189,"",[4],"[1,21,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
234,"rigwald_wolf_barrage","","",190,"",[2],"[0,2,6,40,56]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
235,"sunder","Sunder","Slams the ground with a Mace, Sceptre, Axe or Staff, creating a wave of broken ground that damages enemies in an area in front of you. Enemies hit by the wave will release a circular shockwave, dealing damage to other enemies around them.",191,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19,91,14]","[12,32,14,17,11,16,36,57]","","",1,"","",25,1,"[4207,3921,4221]","[70,24,423]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
