"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","rid","rid","row","[rid]","[rid]","[rid]","string","[rid]","[rid]","i32","i32","rid","[rid]","[rid]","[rid]","[rid]","[string]","bool","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
4027,"ChanceToAvoidShockEssence5",39789,565,58,187,"","","",1,"of the Essence",2,[203],47,50,0,0,0,0,0,467072,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1611725694,[],"",0,0,-1342177280,1824,50331648,0,""
4028,"ChanceToAvoidShockEssence6",46711,565,74,187,"","","",1,"of the Essence",2,[203],51,55,0,0,0,0,0,467192,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,138788402,[],"",0,0,671088640,1825,50331648,0,""
4029,"ChanceToAvoidShockEssence7",34246,565,82,187,"","","",1,"of the Essence",2,[203],56,60,0,0,0,0,0,467312,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,922596155,[],"",0,0,-1610612736,1825,50331648,0,""
4030,"AttackerTakesDamageEssence5",6143,3855,58,3398,"","","",1,"Essences",1,[1671],51,100,0,0,0,0,0,467434,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2097834742,[],"",0,0,436207616,1826,50331648,0,""
4031,"AttackerTakesDamageEssence6",27256,3855,74,3398,"","","",1,"Essences",1,[1671],101,150,0,0,0,0,0,467556,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1744702854,[],"",0,0,-1811939328,1826,50331648,0,""
4032,"AttackerTakesDamageEssence7",31633,3855,82,3398,"","","",1,"Essences",1,[1671],151,200,0,0,0,0,0,467678,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-752834383,[],"",0,0,234881024,1827,50331648,0,""
4033,"AttackerTakesDamageShieldImplicit1",21940,3855,5,3398,"","","",1,"",3,[1671],2,5,0,0,0,0,0,467814,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1537347094,[],"",0,0,-1778384896,1827,50331648,0,""
4034,"AttackerTakesDamageShieldImplicit2",35051,3855,12,3398,"","","",1,"",3,[1671],5,12,0,0,0,0,0,467950,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1163775415,[],"",0,0,503316480,1828,50331648,0,""
4035,"AttackerTakesDamageShieldImplicit3",48945,3855,20,3398,"","","",1,"",3,[1671],10,23,0,0,0,0,0,468086,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,351316929,[],"",0,0,-1509949440,1828,50331648,0,""
4036,"AttackerTakesDamageShieldImplicit4",64872,3855,27,3398,"","","",1,"",3,[1671],24,35,0,0,0,0,0,468222,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2114028394,[],"",0,0,771751936,1829,50331648,0,""
4037,"AttackerTakesDamageShieldImplicit5",62395,3855,33,3398,"","","",1,"",3,[1671],36,50,0,0,0,0,0,468358,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1718982094,[],"",0,0,-1241513984,1829,50331648,0,""
4038,"AttackerTakesDamageShieldImplicit6",23212,3855,39,3398,"","","",1,"",3,[1671],51,70,0,0,0,0,0,468494,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,242701531,[],"",0,0,1040187392,1830,50331648,0,""
4039,"AttackerTakesDamageShieldImplicit7",36318,3855,45,3398,"","","",1,"",3,[1671],71,90,0,0,0,0,0,468630,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,454727364,[],"",0,0,-973078528,1830,50331648,0,""
4040,"AttackerTakesDamageShieldImplicit8",58284,3855,49,3398,"","","",1,"",3,[1671],91,120,0,0,0,0,0,468766,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-899929616,[],"",0,0,1308622848,1831,50331648,0,""
4041,"AttackerTakesDamageShieldImplicit9",5655,3855,54,3398,"","","",1,"",3,[1671],121,150,0,0,0,0,0,468902,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-574108720,[],"",0,0,-704643072,1831,50331648,0,""
4042,"AttackerTakesDamageShieldImplicit10",46933,3855,58,3398,"","","",1,"",3,[1671],151,180,0,0,0,0,0,469040,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-390897690,[],"",0,0,1610612736,1832,50331648,0,""
4043,"AttackerTakesDamageShieldImplicit11",2599,3855,62,3398,"","","",1,"",3,[1671],181,220,0,0,0,0,0,469178,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,266601923,[],"",0,0,-369098752,1832,50331648,0,""
4044,"AttackerTakesDamageShieldImplicit12",17542,3855,66,3398,"","","",1,"",3,[1671],221,260,0,0,0,0,0,469316,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,492001749,[],"",0,0,1946157056,1833,50331648,0,""
4045,"AttackerTakesDamageShieldImplicit13",9078,3855,70,3398,"","","",1,"",3,[1671],261,300,0,0,0,0,0,469454,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1149528050,[],"",0,0,-33554432,1833,50331648,0,""
4046,"AttackerTakesDamageUniqueIntHelmet1",61952,3855,1,3398,"","","",1,"",3,[1671],5,5,0,0,0,0,0,469592,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,728029540,[],"",0,0,-2013265920,1834,50331648,0,""
4047,"AttackerTakesDamageUnique__1",54734,3855,1,3398,"","","",1,"",3,[1671],71,90,0,0,0,0,0,469716,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,771029050,[],"",0,0,67108864,1835,50331648,0,""
4048,"AttackerTakesDamageUnique__2",1240,3855,1,3398,"","","",1,"",3,[1671],100,150,0,0,0,0,0,469840,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,715982656,[],"",0,0,-2147483648,1835,50331648,0,""
4049,"AttackerTakesColdDamageGlovesDex1",48838,583,1,3399,"","","",1,"",3,[217],100,100,0,0,0,0,0,469974,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1450043564,[],"",0,0,369098752,1836,50331648,0,""
4050,"AttackerTakesColdDamageGlovesDex1Royale",19740,583,1,3399,"","","",1,"",3,[217],5,5,0,0,0,0,0,470136,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1165428844,[],"",0,0,-1207959552,1836,50331648,0,""
4051,"AttackerTakesDamageUniqueHelmetDex3",13431,3855,1,3398,"","","",1,"",3,[1671],4,4,0,0,0,0,0,470290,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1563912512,[],"",0,0,1107296256,1837,50331648,0,""
4052,"AttackerTakesDamageUniqueHelmetDexInt6",61587,566,1,743,738,"","",1,"",3,[204],100,100,150,150,0,0,0,470434,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1982367420,[],"",0,0,-771751936,1837,50331648,0,""
4053,"TakesDamageWhenAttackedUniqueIntHelmet1",23269,567,1,813,"","","",1,"",3,[205],25,25,0,0,0,0,0,470580,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[313],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,516310051,[],"",0,0,1140850688,1838,50331648,0,""
4054,"PainAttunement",63048,568,1,755,"","","",1,"",3,[159],1,1,0,0,0,0,0,470644,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[608,579,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1286191841,[],"",0,0,-1543503872,1838,50331648,0,""
4055,"IncreasedExperienceUniqueIntHelmet3",56819,569,1,151,"","","",1,"",3,[207],5,5,0,0,0,0,0,470782,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,541261233,[],"",0,0,-33554432,1838,50331648,0,""
4056,"IncreasedExperienceUniqueTwoHandMace4",39615,569,1,151,"","","",1,"",3,[207],-50,-30,0,0,0,0,0,470876,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,698266401,[],"",0,0,1543503872,1839,50331648,0,""
4057,"IncreasedExperienceUniqueSceptre1",31861,569,1,151,"","","",1,"",3,[207],3,3,0,0,0,0,0,470962,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1805391850,[],"",0,0,-1308622848,1839,50331648,0,""
4058,"IncreasedExperienceUniqueRing14",13579,569,1,151,"","","",1,"",3,[207],2,2,0,0,0,0,0,471044,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,596842136,[],"",0,0,67108864,1840,50331648,0,""
4059,"ChanceToAvoidFreezeAndChillUniqueStrHelmet2",46238,570,1,184,185,"","",1,"",3,[208],0,0,0,0,0,0,0,471150,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2117061297,[],"",0,0,-1644167168,1840,50331648,0,""
4060,"ChanceToAvoidFreezeAndChillUniqueDexHelmet5",16007,570,1,184,185,"","",1,"",3,[208],25,25,0,0,0,0,0,471304,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2043627336,[],"",0,0,939524096,1841,50331648,0,""
4061,"ChanceToAvoidChillUniqueDescentOneHandAxe1",65374,570,1,184,185,"","",1,"",3,[208],50,50,0,0,0,0,0,471456,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1231861299,[],"",0,0,-805306368,1841,50331648,0,""
4062,"CannotBeChilledUniqueBodyStrInt3",29075,10569,1,16878,"","","",1,"",3,[201],1,1,0,0,0,0,0,471588,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,8548625,[],"",0,0,603979776,1842,50331648,0,""
4063,"CannotBeChilledUnique__1",52820,10569,1,16878,"","","",1,"",3,[201],100,100,0,0,0,0,0,471656,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,611248698,[],"",0,0,1744830464,1842,50331648,0,""
4064,"ChanceToAvoidChilledUnique__1",37244,570,1,184,185,"","",1,"",3,[208],50,50,0,0,0,0,0,471734,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1107415934,[],"",0,0,-436207616,1842,50331648,0,""
4065,"CannotBeFrozenOrChilledUnique__1",44352,10570,31,19448,"","","",1,"",3,[202],1,1,1,1,0,0,0,471866,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,215458199,[],"",0,0,973078528,1843,50331648,0,""
4066,"CannotBeFrozenOrChilledUnique__2",25060,10570,1,19448,"","","",1,"",3,[202],1,1,1,1,0,0,0,471950,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-642769966,[],"",0,0,-1912602624,1843,50331648,0,""
4067,"ChanceToAvoidFreezeEssence3",58491,570,1,184,185,"","",1,"of the Essence",2,[208],0,0,39,42,0,0,0,472024,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-511572487,[],"",0,0,134217728,1844,50331648,0,""
4068,"ChanceToAvoidFreezeEssence4",40074,570,1,184,185,"","",1,"of the Essence",2,[208],0,0,43,46,0,0,0,472146,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-423265713,[],"",0,0,-2113929216,1844,50331648,0,""
4069,"ChanceToAvoidFreezeEssence5",14459,570,1,184,185,"","",1,"of the Essence",2,[208],0,0,47,50,0,0,0,472268,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,556996936,[],"",0,0,-67108864,1844,50331648,0,""
4070,"ChanceToAvoidFreezeEssence6",10107,570,1,184,185,"","",1,"of the Essence",2,[208],0,0,51,55,0,0,0,472390,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,259729408,[],"",0,0,1979711488,1845,50331648,0,""
4071,"ChanceToAvoidFreezeEssence7",45374,570,1,184,185,"","",1,"of the Essence",2,[208],0,0,56,60,0,0,0,472512,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1138881248,[],"",0,0,-268435456,1845,50331648,0,""
4072,"MonsterCannotBeChilled",17121,570,1,184,185,"","",3,"",3,[208],100,100,100,100,0,0,0,472624,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1109524676,[],"",0,0,1610612736,1846,50331648,0,""
4073,"ReducedManaCostOnLowLifeUniqueHelmetStrInt1",8798,571,1,748,"","","",1,"",3,[209],-20,-20,0,0,0,0,0,472778,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,206777869,[],"",0,0,-369098752,1846,50331648,0,""
4074,"ElementalResistsOnLowLifeUniqueHelmetStrInt1",53801,572,1,749,"","","",1,"",3,[210],20,20,0,0,0,0,0,472918,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1343193639,[],"",0,0,1979711488,1847,50331648,0,""
4075,"EvasionOnLowLifeUniqueAmulet4",8447,573,1,733,"","","",1,"",3,[211],150,250,0,0,0,0,0,473028,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2040617310,[],"",0,0,-469762048,1847,50331648,0,""
4076,"LifeRegenerationOnLowLifeUniqueAmulet4",56,574,1,734,"","","",1,"",3,[212],60,60,0,0,0,0,0,473156,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-584327917,[],"",0,0,1677721600,1848,50331648,0,""
4077,"LifeRegenerationOnLowLifeUniqueBodyStrInt2",45512,574,1,734,"","","",1,"",3,[212],120,120,0,0,0,0,0,473292,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-372353018,[],"",0,0,-335544320,1848,50331648,0,""
4078,"LifeRegenerationOnLowLifeUniqueShieldStrInt3_",18188,574,1,734,"","","",1,"",3,[212],180,180,0,0,0,0,0,473434,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-51004423,[],"",0,0,2046820352,1849,50331648,0,""
4079,"ExileLifeRegenerationOnLowLife1",37209,574,1,734,"","","",3,"",3,[212],60,60,0,0,0,0,0,473548,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,731495104,[],"",0,0,-335544320,1849,50331648,0,""
4080,"LanternBossLifeRegenerationOnLowLife",3723,574,1,734,"","","",3,"",3,[212],75,75,0,0,0,0,0,473672,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1939111199,[],"",0,0,1744830464,1850,50331648,0,""
4081,"ItemRarityOnLowLifeUniqueBootsInt1",44347,575,1,757,"","","",1,"",3,[213],100,100,0,0,0,0,0,473792,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-310427580,[],"",0,0,-1073741824,1850,50331648,0,""
4082,"MovementVelocityOnLowLifeUniqueBootsStrDex1",46259,576,1,752,"","","",1,"",3,[214],-40,-40,0,0,0,0,0,473898,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1258159694,[],"",0,0,973078528,1851,50331648,0,""
4083,"MovementVelocityOnLowLifeUniqueGlovesDexInt1",38944,576,1,752,"","","",1,"",3,[214],20,20,0,0,0,0,0,474022,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-52665092,[],"",0,0,-1241513984,1851,50331648,0,""
4084,"MovementVelocityOnLowLifeUniqueRapier1",65305,576,1,752,"","","",1,"",3,[214],30,30,0,0,0,0,0,474134,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-475849542,[],"",0,0,637534208,1852,50331648,0,""
4085,"MovementVelocityOnLowLifeUnique__1",3917,576,1,752,"","","",1,"",3,[214],10,20,0,0,0,0,0,474238,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,644598060,[],"",0,0,-1912602624,1852,50331648,0,""
4086,"MovementVelocityOnFullLifeUniqueBootsInt3",19197,577,1,766,"","","",1,"",3,[215],20,20,0,0,0,0,0,474356,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1505563456,[],"",0,0,67108864,1853,50331648,0,""
4087,"MovementVelocityOnFullLifeUniqueTwoHandAxe2",37107,577,1,766,"","","",1,"",3,[215],15,15,0,0,0,0,0,474478,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,805289740,[],"",0,0,2113929216,1853,50331648,0,""
4088,"MovementVelocityOnLowLifeUniqueBootsDex3",24979,576,1,752,"","","",1,"",3,[214],30,30,0,0,0,0,0,474594,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-988765053,[],"",0,0,-234881024,1853,50331648,0,""
4089,"MovementVelocityOnLowLifeUniqueShieldStrInt5",21426,576,1,752,"","","",1,"",3,[214],10,10,0,0,0,0,0,474718,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1634480862,[],"",0,0,1845493760,1854,50331648,0,""
4090,"MovementVelocityOnLowLifeUniqueRing9",63793,576,1,752,"","","",1,"",3,[214],6,8,0,0,0,0,0,474826,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1258926648,[],"",0,0,-637534208,1854,50331648,0,""
4091,"MovementVelocityOnFullLifeUniqueAmulet13",18062,577,1,766,"","","",1,"",3,[215],10,10,0,0,0,0,0,474942,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-517494871,[],"",0,0,1308622848,1855,50331648,0,""
